model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
action_support_only,action_support_distance,1,10704,2495,8209,0.5664447667414253,0.4004008016032064,0.3126760563380282,0.7324887318796443,0.5760747954674119,0.5662208280197694,0.5778181899660259,,,
context_plus_action_support,context_support_distance|action_support_distance,2,10704,2495,8209,0.5652815193061235,0.40440881763527053,0.30979428922321156,0.7261542209769765,0.5749670616662732,0.5651074111789705,0.5771672010946493,,,
context_support_only,context_support_distance,1,10704,2495,8209,0.5615943545026464,0.3691382765531062,0.31326530612244896,0.7540504324521866,0.5702261387191486,0.5608738161656471,0.5700904726990453,,,
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,10704,2495,8209,0.5548381206315665,0.4272545090180361,0.29022597331881295,0.6824217322450968,0.581335701003664,0.5533438440199353,0.5821424284453898,,,
context_plus_loss,context_support_distance|predicted_action_loss,2,10704,2495,8209,0.5505715048076418,0.3843687374749499,0.2920219244823386,0.7167742721403337,0.5774480865739274,0.5479081952913557,0.5749682820026757,,,
predicted_loss_only,predicted_action_loss,1,10704,2495,8209,0.5205071124097385,0.6128256513026052,0.24570143017837057,0.42818857351687173,0.5050764215725885,0.5154046118824687,0.5043621733451613,,,
diagnostic_context_support_distance,context_support_distance,1,10704,2495,8209,,,,,,,,1.8590465897254402,2.4175390958518386,0.3448402512548048
diagnostic_action_support_distance,action_support_distance,1,10704,2495,8209,,,,,,,,2.3710443454466996,2.9761922237100635,0.3571974276972385
diagnostic_action_support_minus_context,action_support_minus_context,1,10704,2495,8209,,,,,,,,0.5119977557212593,0.5586531278582251,0.08393801829174191
diagnostic_predicted_action_loss,predicted_action_loss,1,10704,2495,8209,,,,,,,,0.18663117481070465,0.18563723814841432,-0.010561581219062512
diagnostic_predicted_relative_loss,predicted_relative_loss,1,10704,2495,8209,,,,,,,,0.026550523012251026,0.016199391548129178,-0.23862983981750702
