condition,true_class,seed,evidence_sufficient,classification_correct,classification_margin,top_score,second_score,mean_score,score_spread,top_to_second_ratio
process_disturbance_2.0,process_disturbance,47,False,True,0.13902540674828856,0.6390254067482886,0.5,0.42245840605281304,0.5571452220068822,1.2780508134940212
process_disturbance_2.0,process_disturbance,48,False,True,0.14925923437545885,1.4944400367735111,1.3451808023980523,0.8201632122774254,1.4284080268353727,1.1109584927975953
process_disturbance_2.0,process_disturbance,49,False,False,0.10443735613985816,1.158972381855301,1.0545350257154429,0.678376851892686,1.158972381855301,1.099036403336062
process_disturbance_4.0,process_disturbance,0,True,True,4.115505854275254,8.474247757114682,4.358741902839428,3.394753537070718,8.224247757114682,1.944195812923067
process_disturbance_4.0,process_disturbance,1,True,True,9.541305847991808,17.86322059342711,8.3219147454353,6.790960573303972,17.73822059342711,2.1465277090495567
process_disturbance_4.0,process_disturbance,2,True,True,3.056239836698769,6.150788429479372,3.0945485927806033,2.5033044527341386,5.775788429479372,1.987620567286229
process_disturbance_4.0,process_disturbance,3,True,True,2.0570504577178363,4.166363477252,2.109313019534164,1.7365755647248067,4.166363477252,1.9752229463648572
process_disturbance_4.0,process_disturbance,4,True,True,6.1067227095747665,11.776200558390826,5.66947784881606,4.5504588036228455,11.526200558390826,2.0771225979563424
process_disturbance_4.0,process_disturbance,5,True,True,1.2730086789696835,3.2479402211644848,1.9749315421948013,1.5364884234740586,2.8431762081721343,1.6445836991156189
process_disturbance_4.0,process_disturbance,6,True,True,7.3971454181012675,13.946268769379573,6.549123351278306,5.346373978830636,13.696268769379573,2.129486348223279
process_disturbance_4.0,process_disturbance,7,True,True,5.045676123063479,9.110298278242128,4.064622155178649,3.4874527220001035,8.860298278242128,2.2413641244937486
process_disturbance_4.0,process_disturbance,8,True,True,5.8256041036161275,10.831732783207656,5.006128679591528,4.239559861081513,10.801959898407809,2.163694438651405
process_disturbance_4.0,process_disturbance,9,True,True,6.522480253674004,12.24315362587422,5.720673372200215,4.69788510165689,12.24315362587422,2.140159528311484
process_disturbance_4.0,process_disturbance,10,True,True,6.692609939451991,13.289908234697183,6.597298295245192,5.278758964960091,13.285822095246065,2.014447072110333
process_disturbance_4.0,process_disturbance,11,True,True,5.888839134904583,11.032813812263596,5.1439746773590125,4.236152161441591,11.032813812263596,2.144803290113755
process_disturbance_4.0,process_disturbance,12,True,True,6.660697847051184,12.186627753844952,5.525929906793769,4.708091543624431,12.177732831907923,2.20535329969714
process_disturbance_4.0,process_disturbance,13,True,True,6.332805374129373,11.917654681432527,5.584849307303154,4.600767328215962,11.764631517437513,2.1339259173646825
process_disturbance_4.0,process_disturbance,14,True,True,6.739059077046232,12.588560085687302,5.84950100864107,4.840133810740308,12.338560085687302,2.152074179846952
process_disturbance_4.0,process_disturbance,15,True,True,3.543636478287666,7.173098550561748,3.6294620722740816,2.897712985827166,6.798098550561748,1.9763530814541295
process_disturbance_4.0,process_disturbance,16,True,True,4.7038855212167325,8.768652128392826,4.064766607176094,3.423620942427976,8.381611947852138,2.1572338527162067
process_disturbance_4.0,process_disturbance,17,True,True,5.685802341673632,10.755195376315688,5.069393034642056,4.190199796886079,10.318984599729118,2.1215943018852905
process_disturbance_4.0,process_disturbance,18,True,True,4.511968934033661,8.557001187934414,4.045032253900754,3.417109668233406,8.138348791637702,2.115434599978902
process_disturbance_4.0,process_disturbance,19,True,True,2.722223512346281,5.832057586281344,3.109834073935063,2.3727198148157864,5.832057586281344,1.8753597290481192
process_disturbance_4.0,process_disturbance,20,True,True,8.081438982938508,15.05210430364178,6.970665320703272,5.797469175330592,14.92710430364178,2.1593497336522547
process_disturbance_4.0,process_disturbance,21,True,True,4.280719388076469,8.34138955447704,4.060670166400571,3.443211508321682,8.314940252199857,2.0541903707162943
process_disturbance_4.0,process_disturbance,22,True,True,7.9727222996438245,14.598936686149857,6.626214386506033,5.56201522627878,14.598936686149857,2.2032092284665112
process_disturbance_4.0,process_disturbance,23,True,True,0.8659563573857465,2.0225609563116924,1.156604598925946,0.8619379578587952,2.0225609563116924,1.7487056148558877
process_disturbance_4.0,process_disturbance,24,True,True,5.424939410318502,9.829088812438389,4.404149402119887,3.7930546959436833,9.492570153972016,2.2317791507492997
process_disturbance_4.0,process_disturbance,25,True,True,0.48115253917552914,1.2624819846733302,0.781329445497801,0.7232957356709617,0.8874819846733302,1.615812628010405
process_disturbance_4.0,process_disturbance,26,True,True,7.308484919320786,13.318851022099931,6.0103661027791455,5.056145933323961,13.318851022099931,2.21597999095915
process_disturbance_4.0,process_disturbance,27,True,True,4.147065641092768,8.127247052657122,3.980181411564354,3.2326697801974524,7.752247052657122,2.041928799788244
process_disturbance_4.0,process_disturbance,28,True,True,2.7662723016792565,5.974270955299465,3.2079986536202085,2.5314853506829444,5.974270955299465,1.862304695345078
