step,true_state,measurement,state_estimate,state_covariance,parameter_estimate,parameter_error,innovation,innovation_covariance,nis,excess_nis,mismatch_indicator,dynamic_lambda,effective_q,parameter_update,consistency_count,persistence_gate_active
16,9.456115054135923,9.152669690036172,8.402352107305648,0.0967993515490239,0.8521561745998676,0.06784382540013245,1.2244034054637574,0.40796171969206696,3.674765613898353,2.674765613898353,1.5600948985296519,0.17928285415838618,0.28219826616633387,0.01170996603058795,0,False
17,9.65383534748775,10.091841469015954,9.290283839976201,0.14626402184398668,0.8702915312903149,0.04970846870968515,1.931725239613236,0.6024910654045541,6.193556412082535,5.193556412082535,3.3768256553060936,0.18966037974691813,0.6429500361244893,0.018135356690447347,0,False
18,9.914741814669375,9.305204444021527,9.250421591505516,0.18773235056492515,0.8721638521479987,0.0478361478520013,0.21994909480697267,1.00373148122714,0.04819775528736157,0.0,1.6884128276530468,0.18065427577395704,0.3075189965871201,0.0018723208576838012,1,False
19,10.163930540663227,9.662829128542052,9.450445976878685,0.16075525202771068,0.8772496605527332,0.042750339447266805,0.5949457993015805,0.7003213233276917,0.5054258556982032,0.0,0.8442064138265234,0.16572858692277298,0.14240913603461144,0.0050858084047345,2,False
20,10.346503905093355,10.199554016115089,9.759175998425858,0.12890438134682394,0.8848606161962894,0.03513938380371062,0.9091534908263199,0.5161210677572337,1.601484848261358,0.601484848261358,0.7228456310439406,0.1614532883703661,0.1192058041161966,0.007610955643556182,0,False
21,10.524504585558933,10.933822741330816,10.243429625244326,0.1170595008889242,0.8953928341331342,0.024607165866865843,1.2983122537956735,0.47013513878700997,3.585383370205077,2.585383370205077,1.6541145006245088,0.1803058061961606,0.30074644857586164,0.010532217936844775,0,False
22,10.71446490825384,10.889407459188444,10.611127122390451,0.15304009880481959,0.9009436341407987,0.01905636585920134,0.7175139757976172,0.6445963664318037,0.7986801233689091,0.0,0.8270572503122544,0.16518290927513074,0.1391157227436682,0.005550800007664496,1,False
23,10.889805120483848,11.129051139308906,10.851931876501771,0.12824792744301916,0.9051958837935891,0.014804116206410978,0.5690237073324571,0.513338284001281,0.6307497211830119,0.0,0.4135286251561272,0.1434839755539163,0.06183473114274637,0.004252249652790364,2,False
24,10.987271437584159,10.62858589067587,10.745238300815846,0.10009059268849937,0.9037738316826268,0.016226168317373224,-0.1945381751419717,0.4169184650975881,0.09077338797817469,0.0,0.1447350188046445,0.10499956119029091,0.01769711346335618,-0.0014220521109622657,3,True
25,11.084791308870626,11.334454509109017,10.888621010285448,0.07114845111854265,0.9083737350462477,0.011626264953752297,0.6231893176377614,0.34945182410147835,1.1113546956476619,0.11135469564766187,0.1280448572261532,0.10080542220531563,0.015407615893901733,0.004599903363620959,0,False
26,11.185502225611108,12.353379336851383,11.225353121397806,0.057167358556433595,0.9190286037833322,0.0009713962166678636,1.4624420002353435,0.32411525109088435,6.598691659383332,5.598691659383332,2.8633682583047424,0.18795516723729333,0.5406848598516252,0.010654868737084457,0,False
27,11.249697420452895,10.700260120501817,10.883866531572782,0.1755038194785999,0.9146719718031244,0.005328028196875612,-0.6161604856312781,0.8389691869108103,0.45252406164200754,0.0,1.4316841291523712,0.1777009253105687,0.2569115945028321,-0.0043566319802077055,1,False
28,11.388145302590148,12.099070293261882,11.661626373099997,0.15439660073988445,0.923009647759235,-0.003009647759234957,1.1439026319861725,0.6537424451818018,2.001573006478114,1.001573006478114,1.2166285678152426,0.17443115399295564,0.21471792506480966,0.008337675956110529,0,False
29,11.5023783129249,11.920286985908737,11.854671949907974,0.14517918444944705,0.9240753721371956,-0.004075372137195554,0.15649333497390394,0.5962556165178616,0.041073263232768005,0.0,0.6083142839076213,0.1563097099709504,0.09758542928878666,0.001065724377960543,1,False
30,11.653505296763017,11.606491558754865,11.791050084342157,0.11746011198351126,0.9217427275189852,-0.0017427275189851876,-0.3481188349207205,0.47155615517212923,0.2569931956085353,0.0,0.30415714195381066,0.13232966398703266,0.042749012394003964,-0.0023326446182103827,2,False
31,11.650076926365028,11.384038652205671,11.6924599342337,0.09078228435593355,0.9184804727884333,0.0015195272115667846,-0.48427601284882904,0.3925442576988083,0.5974441149530315,0.0,0.10645499968383372,0.09479737966009309,0.012591655021743475,-0.0032622547305519254,3,True
32,11.765715560121656,11.043876357082512,11.556456422055005,0.06572997847004687,0.9137569499561856,0.006243050043814424,-0.6954197713722703,0.3391761691949475,1.425833246372619,0.4258332463726191,0.26614412302822643,0.12734587428800537,0.036392356033643956,-0.004723522832247671,0,False
33,11.826134881351287,11.952753561022318,11.664889913473106,0.06686254522661654,0.9164570209954007,0.0035429790045993226,0.3929611885037634,0.3412737174781547,0.45247696427186707,0.0,0.13307206151411322,0.10210719139427918,0.01608761445425285,0.0027000710392151538,1,False
34,11.8642644826025,12.22608047578655,11.810472657102926,0.05604821100067353,0.9201042181005471,-0.00010421810054705993,0.5357102154456896,0.3222450296667129,0.8905814163516703,0.0,0.06653603075705661,0.08153007444267385,0.007924687540742863,0.0036471971051464367,2,False
35,11.94416231107063,13.104866569520995,12.091356694743164,0.04533336616360365,0.9284303110713873,-0.008430311071387253,1.238000859959417,0.30537464181856044,5.018904386209265,4.018904386209265,2.0427202084831606,0.18364388299049822,0.37763307094900767,0.008326092970840152,0,False
36,12.019627714573636,11.714925985252105,11.906559655344768,0.1562560448130269,0.9250719832475877,-0.005071983247587619,-0.5110560721233917,0.6667096547755345,0.3917422028965846,0.0,1.0213601042415803,0.17050402960192754,0.1766460134478342,-0.003358327823799629,1,False
37,12.029967617791044,11.614177067170042,11.792743193230427,0.13846523545002243,0.9224015617044903,-0.0024015617044902404,-0.4002476868554563,0.5603634010631223,0.2858827156256371,0.0,0.5106800521207902,0.15070200684841245,0.07946050871205494,-0.002670421543097401,2,False
38,12.115183886358551,11.8317674689517,11.857410399732004,0.11026342025329186,0.9220925599078562,-0.002092559907856173,-0.04587726926404301,0.4472701429596308,0.004705710560509001,0.0,0.17873801824227653,0.11253399884213433,0.02261410393792173,-0.00030900179663408004,3,True
39,12.142456136764837,12.517107446409675,12.11895547046366,0.0794056108980766,0.9260013855992252,-0.00600138559922514,0.5834775370427554,0.36636609403758713,0.9292509371747489,0.0,0.06255830638479679,0.08002238547507037,0.007506064908191765,0.0039088256913690006,4,True
40,12.13488649629108,11.98805751448222,12.167814787614335,0.05804354328748497,0.9244664097170984,-0.00446640971709833,-0.2341120431824404,0.325594674283885,0.16833336995945308,0.0,0.021895407234678872,0.06207931799438992,0.003859251948338296,-0.0015349758821267586,5,True
41,12.072031263307599,11.530791953788242,12.122246459422216,0.04404576620631564,0.9197777947516479,0.0002222052483521475,-0.7179440970201991,0.3034654779790042,1.6985250839036492,0.6985250839036492,0.36021024556916403,0.1385457712775333,0.0524056062944495,-0.00468861496545046,0,False
42,12.077881941633398,12.285762435891733,12.1856725353004,0.06599676249363896,0.9206691817142234,-0.0006691817142233658,0.13598932000839525,0.33966793653747185,0.05444463008449309,0.0,0.18010512278458202,0.11281201266049125,0.0228180213917936,0.0008913869625755194,1,False
43,12.171326049924891,12.162092643343035,12.205346609915846,0.05989111996196422,0.9202982541507235,-0.00029825415072348704,-0.05688051836946961,0.32875897216108685,0.009841232160788837,0.0,0.09005256139229101,0.08972293034211469,0.010579779692929534,-0.00037092756349988587,2,False
44,12.21068817989089,12.294672864164507,12.244791085664431,0.04923193943487438,0.9207026639031491,-0.0007026639031491033,0.06211368775450232,0.31130449646260394,0.012393364857572094,0.0,0.03151839648730185,0.06679378517385284,0.004605233003997159,0.00040440975242562376,3,True
45,12.2880701811723,12.734747780541403,12.345888834791998,0.039092770943677545,0.9236941866367017,-0.003694186636701624,0.4609360090326273,0.2963388229016535,0.7169563621214641,0.0,0.011031438770555646,0.05633914375746068,0.0031215018147459604,0.0029915227335525103,4,True
46,12.318709232448894,11.813237080726239,12.32862834209008,0.031831547042718525,0.9198921812394721,0.00010781876052790018,-0.5905886648340921,0.2864758820664041,1.2175369476641182,0.21753694766411824,0.11428419321733695,0.09705839369860612,0.013592240218815861,-0.0038020053972295177,0,False
47,12.378381759570212,12.568905323548089,12.372799964599727,0.034874544400147936,0.9213613272459222,-0.0013613272459221948,0.22789650625206725,0.2905281470559869,0.17876690464655712,0.0,0.05714209660866847,0.07790667442184271,0.006951750716273018,0.001469146006450077,1,False
48,12.449458296290308,12.4345049999497,12.404244349678615,0.03189329424340271,0.9215841417920166,-0.0015841417920166023,0.03468560281779709,0.286556984954643,0.004198435585244596,0.0,0.028571048304334237,0.06538443162610397,0.004368101754340856,0.0002228145460944576,2,False
49,12.551156678811276,12.371718508650366,12.424867538818972,0.027940131593283096,0.9212007246564424,-0.0012007246564423868,-0.05983637492667171,0.28145562927888995,0.012720981184630964,0.0,0.009999866906516983,0.055769156937749,0.0030576841468661488,-0.0003834171355741754,3,True
50,12.626717165219528,12.684276651523145,12.468861856927887,0.02417908024461229,0.9227263414289218,-0.002726341428921808,0.23847967100279988,0.2767679808748492,0.20548819737685145,0.0,0.003499953417280944,0.05207097873398013,0.0026822459999611575,0.0015256167724794641,4,True
51,12.590766341539691,12.026542405143493,12.464576966017187,0.021287542635763247,0.9196739705558346,0.0003260294441654876,-0.4788048778822098,0.2732688928284541,0.8389323377092659,0.0,0.0012249836960483303,0.05073140637409519,0.0025621451456858692,-0.0030523708730873355,5,True
52,12.575953506639575,13.287614019723167,12.526003620724033,0.019003741749069474,0.9249304385514234,-0.004930438551423388,0.8242670300873431,0.270567153222484,2.5110813666666094,1.5110813666666094,0.7561531751813289,0.16272933294352349,0.1255483018003849,0.0052564679955889254,0,False
53,12.610695950939146,12.955137883072148,12.719398815670626,0.09048225216043233,0.9272751037724224,-0.007275103772422353,0.3694558608591496,0.39180593285994947,0.34838072033984796,0.0,0.3780765875906644,0.14029390564636074,0.05554184110654272,0.0023446652209990044,1,False
54,12.483046646209456,12.838528748494475,12.809737949839759,0.08696021679014285,0.9275510645577402,-0.007551064557740128,0.04414689177066933,0.3833420210057133,0.005084097088803485,0.0,0.1890382937953322,0.11458603832520932,0.024161149177764116,0.0002759607853177673,2,False
55,12.51219553505869,12.237232392856027,12.698905250857868,0.07090533699873898,0.9235506703788032,-0.003550670378803189,-0.6444536792235258,0.3489774566847921,1.190107087747706,0.19010708774770602,0.18957269077151911,0.11468987772151722,0.024242068723924523,-0.0040003941789369885,0,False
56,12.479850673944975,12.478695448038184,12.664960573434831,0.06327703696995136,0.9219892754957018,-0.0019892754957017145,-0.2493870094685029,0.33472048100448204,0.18580841036378157,0.0,0.09478634538575956,0.09123699212031258,0.011148021047073771,-0.0015613948831014529,1,False
57,12.567706433186814,12.040156083475651,12.545654480442417,0.05154796800655411,0.9179917500189476,0.0020082499810524235,-0.6368017398071562,0.3149375663841232,1.2876090346326627,0.28760903463266274,0.19119769000921116,0.11500408807848227,0.024488515982221667,-0.003997525476754188,0,False
58,12.540899666795054,13.221792041970346,12.66743402410054,0.05341488474309682,0.9224588514274996,-0.0024588514274995754,0.7049847303359602,0.3179284449808073,1.5632557509500906,0.5632557509500906,0.3772267204796509,0.14021300627734243,0.05539209252659459,0.004467101408551947,0,False
59,12.515320153480062,12.333194415549592,12.584012289915954,0.0718583702600972,0.9202496449329948,-0.00024964493299473034,-0.35199222485582204,0.35084443816559696,0.35314376652729507,0.0,0.18861336023982544,0.11450328831867843,0.02409684996829549,-0.002209206494504868,1,False
60,12.518983358566091,11.898338670248243,12.407438960483395,0.06340542420791051,0.915940597067565,0.004059402932435008,-0.6820941713793562,0.3349507869384145,1.3890173624677404,0.38901736246774044,0.28881536135378294,0.13040287510404197,0.04016235349474611,-0.004309047865429684,0,False
61,12.528461961388304,11.923653162901488,12.244620094769719,0.06797326461114958,0.9131166212574614,0.006883378742538637,-0.4408238866430416,0.34335615516306334,0.5659595615601822,0.0,0.14440768067689147,0.10492071570299635,0.01765135720962921,-0.002823975810103605,1,False
62,12.570444919995147,12.572035331374142,12.270433769064427,0.05729280449467984,0.9156560341437755,0.004343965856224541,0.39126920185679914,0.3243262392777364,0.47202961025474366,0.0,0.07220384033844574,0.0836140501596453,0.008537255527777824,0.002539412886314059,2,False
63,12.678980899737923,12.81940115650344,12.343246720615213,0.04613340474942288,0.919437819899258,0.000562180100742049,0.5839044342980468,0.3065730308743314,1.1121147461032865,0.11211474610328653,0.09215929322086613,0.09040192465036016,0.01083137748158319,0.003781785755482444,0,False
64,12.732946902280528,12.081314916421846,12.304384705997016,0.041549228922693575,0.9177151715895354,0.0022848284104646233,-0.26753293885927043,0.2998309849226758,0.23871406550305835,0.0,0.04607964661043307,0.07334489070996278,0.00587970664459592,-0.001722648309722611,1,False
65,12.708204182921992,12.869777009929043,12.37311914483839,0.03512923395956186,0.9214475953715703,-0.0014475953715702428,0.577856488161336,0.2908725144500935,1.1479878789559688,0.14798787895596877,0.09703376278320092,0.09194134974288651,0.01142141512091856,0.0037324237820348153,0,False
66,12.778833894206787,11.938375925196306,12.335635525384859,0.03540657718266054,0.9184746889577449,0.001525311042255173,-0.46280495806096766,0.29124844172507375,0.7354148504183206,0.0,0.04851688139160046,0.07437896367808176,0.006108635358799653,-0.002972906413825451,1,False
67,12.806058166660687,13.101735173568645,12.42706125455882,0.03145131773590735,0.9234471282026682,-0.003447128202668126,0.7717661712946793,0.2859774735428304,2.082762029386356,1.0827620293863558,0.5656394553889781,0.154023803345663,0.08962194024137989,0.004972439244923351,0,False
68,12.85825082311474,13.2144435821541,12.710469447521794,0.07944103962395208,0.9281720227725353,-0.008172022772535259,0.738709554633111,0.3664421960722566,1.4891620341633567,0.4891620341633567,0.5274007447761674,0.15176233075156476,0.08253956626734231,0.004724894569867122,0,False
69,12.83219431652076,12.57136949131168,12.712357579071279,0.09413121000072239,0.9267574941194122,-0.006757494119412177,-0.22613264618313167,0.4009782843652643,0.12752803746150995,0.0,0.2637003723880837,0.12700024758465625,0.03599001258145268,-0.0014145286531230927,1,False
70,12.743209785306963,12.840921167758449,12.800270652340949,0.07962477570260916,0.9271305590218889,-0.00713055902188886,0.05964851342843325,0.36683737472829925,0.00969897125901416,0.0,0.13185018619404185,0.10179394601383299,0.015921550735350124,0.0003730649024766841,2,False
71,12.71416816403264,13.724301833072461,13.083699120231774,0.06307835686975047,0.9324528359921789,-0.012452835992178835,0.8567797475361196,0.33436470466102824,2.1954217223143897,1.1954217223143897,0.6636359542542157,0.15895520548924702,0.1079883894785314,0.0053222769702899846,0,False
72,12.666483469510787,12.826679392113343,13.052710825615183,0.09860707144497799,0.9301838434831091,-0.010183843483109078,-0.37325295781515067,0.4128330206472299,0.3374676044550398,0.0,0.33181797712710787,0.1355468523245587,0.04747688234428189,-0.0022689925090698024,1,False
73,12.574714720966139,12.37698343180305,12.876229486310862,0.08672759694084946,0.9255259504509243,-0.0055259504509243,-0.7644372918412685,0.38279586034730817,1.5265692074815613,0.5265692074815613,0.4291935923043346,0.14478746498068124,0.06464185221569663,-0.004657893032184761,0,False
74,12.581794937293402,12.993774943553156,12.944608058799172,0.08930376125953718,0.9259983361102829,-0.005998336110282887,0.07649041001107726,0.3889325630137645,0.015043180695198428,0.0,0.2145967961521673,0.1192848501957431,0.028098146681497696,0.000472385659358629,1,False
75,12.647656426651336,12.625582338486701,12.880114308307231,0.07378169177251119,0.9237798931093127,-0.003779893109312704,-0.3611031855610918,0.35467370347986604,0.36764922051733256,0.0,0.10729839807608366,0.09504570912737567,0.012698252333372814,-0.002218443000970202,2,False
76,12.579981668566186,12.808906868311956,12.877600750198487,0.05808280445850869,0.9232274285078282,-0.0032274285078282006,-0.08948375065182823,0.3256612823236461,0.024587944792162232,0.0,0.037554439326629274,0.0695899110866995,0.005113410093650983,-0.0005524646014844838,3,True
77,12.59943249000158,12.845261661420716,12.881119888433066,0.0448264916837082,0.9229576225355216,-0.0029576225355215646,-0.04369256453551351,0.3046202236969654,0.0062669515914646435,0.0,0.013144053764320245,0.057492504719159905,0.0032556845730740734,-0.00026980597230667985,4,True
78,12.556463505842718,13.123155704636162,12.922062015729676,0.035548483687063766,0.9244048477048172,-0.004404847704817194,0.23442791681295638,0.2914411661645586,0.18856789829832044,0.0,0.004600418817512085,0.05271037583454026,0.0027424898048673536,0.0014472251692956492,5,True
79,12.556341220920526,12.90625353177852,12.940658821118053,0.02924518603882162,0.924165063770791,-0.0041650637707909555,-0.038963237904274806,0.2831195337420418,0.005362165894806578,0.0,0.0016101465861292298,0.05095990559679877,0.002582052918026154,-0.00023978393402619954,6,True
80,12.615537585251605,12.92017374553453,12.955419337069664,0.0248233095281901,0.9239245891320473,-0.003924589132047296,-0.03913103912008431,0.27755981255894885,0.005516786484687369,0.0,0.0005635513051452304,0.05033737028123791,0.0025283676907195706,-0.00024047463874360894,7,True
81,12.620620379830566,13.697017997380827,13.032843279084389,0.021663185299224067,0.9283883929009247,-0.008388392900924635,0.7271875093453577,0.273718454388983,1.9319182366725676,0.9319182366725676,0.4662408939888564,0.14764331342328602,0.07133735044194979,0.004463803768877392,0,False
82,12.623155901492728,12.475173785106687,12.934254808101201,0.06618131385496277,0.9245782510134312,-0.004578251013431123,-0.6243666416920863,0.34000895834216793,1.1465395063666088,0.14653950636660884,0.3063902001777326,0.13260125719679994,0.043127725736346545,-0.003810141887493489,0,False
83,12.618901781252461,13.360286115471029,13.073216791129177,0.07127665002272325,0.9270471642109974,-0.007047164210997381,0.40155542683475787,0.3497024871565264,0.4610969802690329,0.0,0.1531951000888663,0.10699291734513937,0.018890790681488426,0.002468913197566241,1,False
84,12.615325263096606,12.875014090666212,13.060139486998615,0.06069045585186712,0.9255598341928515,-0.005559834192851443,-0.24447446266568562,0.33014711583212286,0.18103372717654492,0.0,0.07659755004443315,0.08517978780031212,0.009024563058808603,-0.0014873300181459785,2,False
85,12.665885814065485,12.40945650895207,12.95483412752143,0.04904552092529559,0.9214279983556459,-0.0014279983556458875,-0.6784840291698799,0.311015710064197,1.4801200162640507,0.48012001626405065,0.2783587831542419,0.1290255008611208,0.038415381415568176,-0.004131835837205608,0,False
86,12.566286460477565,12.715998036585786,12.883354880873757,0.0606384691309139,0.9200716545121957,-7.165451219570684e-05,-0.22094884256569536,0.33005647827809853,0.14790920416349806,0.0,0.13917939157712095,0.10364340761201668,0.016925026412420028,-0.0013563438434501913,1,False
87,12.57247028336556,12.268465194085152,12.728112327731179,0.05361809116637264,0.9164599233067742,0.0035400766932258687,-0.5851444468281368,0.31825742183282946,1.07583987101377,0.07583987101376999,0.10750963129544547,0.09510772097490697,0.012724996015362354,-0.0036117312054216007,0,False
88,12.610226979748436,12.91401066824072,12.711574663088882,0.04691886336887108,0.9180166474431689,0.0019833525568311305,0.24920582052819817,0.3077587659631988,0.20179292307325777,0.0,0.053754815647722734,0.07654516712752193,0.0066146713476640685,0.001556724136394718,1,False
89,12.55165920028859,12.81076842229919,12.691463577869396,0.03896240107239304,0.918900641687902,0.0010993583120980643,0.14133126636680515,0.2961557576355842,0.06744601898783012,0.0,0.026877407823861367,0.06456099724880392,0.004235232252571295,0.0008839942447330851,2,False
90,12.537721216320374,11.796208581216733,12.550198630678775,0.032331777543814735,0.9134756265766035,0.006524373423396512,-0.8659854444460908,0.2871342417131224,2.611777632365261,1.611777632365261,0.8193275200945612,0.1649312308013135,0.1376326963185839,-0.005425015111298449,0,False
91,12.557351030668043,12.534743717328347,12.492268321185307,0.09925649119243606,0.9139218266486149,0.006078173351385163,0.07044315950822089,0.41461155106709247,0.011968404422716291,0.0,0.4096637600472806,0.14315285715056983,0.06114453772181368,0.0004462000720113231,1,False
92,12.515498803255106,12.776971596703481,12.548564045388844,0.09139021560439012,0.9162126685974664,0.0037873314025336224,0.3600149136211801,0.39404883020400805,0.32892049942785856,0.0,0.2048318800236403,0.11755195348652585,0.026578387633096612,0.002290841948851576,2,False
93,12.538663562604317,12.249894970632168,12.424860669032084,0.07309426876191628,0.9146462865980117,0.005353713401988314,-0.24725838045976367,0.353295506949326,0.17304694088949799,0.0,0.07169115800827411,0.08342856473837099,0.00848109041706208,-0.001566381999454713,3,True
94,12.555588087122706,13.063120555218928,12.51657643595131,0.054461491173366704,0.9191164897789091,0.0008835102210908996,0.6987678827910457,0.31963013513319377,1.5276299082901237,0.5276299082901237,0.2996605331491989,0.13177607316073928,0.04198808833965497,0.004470203180897369,0,False
95,12.515507708368606,12.705952722069402,12.556719415394326,0.06508646029878283,0.9203978704603466,-0.00039787046034656104,0.2017609242084255,0.33799580117814704,0.12043779950977078,0.0,0.14983026657459944,0.10621020184072702,0.01841350285473814,0.0012813806814374784,1,False
96,12.514404879223184,13.647410034548626,12.805012357939711,0.056830678464370975,0.9273000631349427,-0.0073000631349426914,1.090232224651599,0.32355034175792874,3.6736363720427048,2.6736363720427048,1.411733319308652,0.17743320208828606,0.25298836333965896,0.006902192674596144,0,False
97,12.42013734034642,12.76777930604965,12.815939250288617,0.13674586585945653,0.9266399151519913,-0.006639915151991249,-0.10630946191156632,0.5518562344261995,0.020479431030942106,0.0,0.705866659654326,0.16076858668387778,0.11598118525989577,-0.0006601479829514537,1,False
98,12.411214102129646,12.36111532771473,12.627274801049664,0.1207073816313333,0.9234468216480889,-0.003446821648088849,-0.5146455317657885,0.4833995999816994,0.5479111347558384,0.0,0.352933329827163,0.13780406863433847,0.05113564880684799,-0.0031930935039024243,2,False
99,12.513396422778438,12.509109847148041,12.602848045798503,0.09532358321587334,0.9224929331021153,-0.002492933102115291,-0.15150693395827552,0.4040693552348565,0.05680794828921275,0.0,0.12352666543950705,0.09960556107587143,0.014803942818933557,-0.0009538885459735368,3,True
