model,held_out_seed,test_rows,test_unsafe,test_safe,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc
context_support_only,44791,225,60,165,0.5454545454545454,0.13333333333333333,0.5333333333333333,0.9575757575757575,0.5763636363636363
context_support_only,44792,219,62,157,0.5292788165194164,0.0967741935483871,0.5,0.9617834394904459,0.5653379905485925
context_support_only,44793,219,60,159,0.5311320754716982,0.1,0.5,0.9622641509433962,0.5367924528301887
context_support_only,44794,216,58,158,0.5327367961588826,0.10344827586206896,0.5,0.9620253164556962,0.5297904845045832
context_support_only,44795,225,60,165,0.5272727272727273,0.06666666666666667,0.6666666666666666,0.9878787878787879,0.5512121212121213
context_support_only,44796,228,65,163,0.5246342614440773,0.06153846153846154,0.6666666666666666,0.9877300613496932,0.5845210004719207
context_support_only,44797,225,61,164,0.5266893242702919,0.06557377049180328,0.6666666666666666,0.9878048780487805,0.6313474610155937
context_support_only,44798,255,56,199,0.5652817659727207,0.16071428571428573,0.6,0.9698492462311558,0.6989411342426417
context_support_only,44799,261,56,205,0.585191637630662,0.21428571428571427,0.5714285714285714,0.9560975609756097,0.7205574912891988
context_support_only,44800,261,56,205,0.5616724738675958,0.14285714285714285,0.6666666666666666,0.9804878048780488,0.7116724738675959
context_support_only,44801,261,59,202,0.5794176875314649,0.2033898305084746,0.5714285714285714,0.9554455445544554,0.7167309951334118
context_support_only,44802,258,59,199,0.5756323992845583,0.1864406779661017,0.6111111111111112,0.964824120603015,0.7076058257388639
context_support_only,44803,255,66,189,0.5716690716690717,0.21212121212121213,0.5185185185185185,0.9312169312169312,0.6493506493506493
context_support_only,44804,252,63,189,0.5608465608465608,0.1746031746031746,0.5238095238095238,0.9470899470899471,0.6487780297304107
context_support_only,44805,252,64,188,0.5618351063829787,0.1875,0.5,0.9361702127659575,0.6640624999999998
context_support_only,44806,243,54,189,0.611111111111111,0.3333333333333333,0.46153846153846156,0.8888888888888888,0.6866549088771312
