policy,unsafe_recall,safe_specificity,unsafe_precision,negative_predictive_value,alert_coverage,balanced_accuracy,true_positives,random_metric,random_mean,random_ci_2_5,random_ci_97_5,primary_minus_random_mean,probability_random_ge_primary
primary_context_ranked_fixed_coverage,0.8147590361445783,0.6856758574310693,0.31646680315881837,0.9539670658682635,0.39016318612347367,0.7502174467878238,1082.0,,,,,,
action_1_only,0.7635542168674698,0.7435104236718224,0.3471413899349538,0.9462512838069155,0.3333333333333333,0.7535323202696461,1014.0,,,,,,
matched_random_unsafe_recall,,,,,0.3901789113056719,,,unsafe_recall,0.7837438253012049,0.7771084337349398,0.7914156626506024,0.031015210843373442,0.0
matched_random_unsafe_precision,,,,,0.3901789113056719,,,unsafe_precision,0.3044199473530272,0.30184264404796723,0.3073998245100907,0.012046855805791179,0.0
matched_random_balanced_accuracy,,,,,0.3901789113056719,,,balanced_accuracy,0.7319399556902797,0.7280296708015654,0.7364610256763435,0.018277491097544063,0.0
matched_random_true_positives,,,,,0.3901789113056719,,,true_positives,1040.8118,1032.0,1051.0,41.18820000000005,0.0
