model,held_out_seed,test_rows,test_unsafe,test_safe,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc
context_support_only,44711,225,59,166,0.5326220134776394,0.288135593220339,0.3148148148148148,0.7771084337349398,0.5879109658974883
context_support_only,44712,225,62,163,0.5216702948743321,0.25806451612903225,0.3137254901960784,0.7852760736196319,0.5739164852562832
context_support_only,44713,225,61,164,0.5314874050379848,0.2459016393442623,0.3333333333333333,0.8170731707317073,0.5914634146341464
context_support_only,44714,225,51,174,0.5441176470588236,0.2549019607843137,0.30952380952380953,0.8333333333333334,0.6115618661257606
context_support_only,44715,213,50,163,0.5449079754601227,0.28,0.3111111111111111,0.8098159509202454,0.6052760736196318
context_support_only,44716,225,54,171,0.5584795321637427,0.2222222222222222,0.4,0.8947368421052632,0.6049382716049383
context_support_only,44717,228,55,173,0.5843405149763532,0.2727272727272727,0.45454545454545453,0.8959537572254336,0.6407777193904362
context_support_only,44718,231,56,175,0.5653571428571429,0.26785714285714285,0.38461538461538464,0.8628571428571429,0.6157142857142858
context_support_only,44719,231,54,177,0.5844318895166353,0.25925925925925924,0.4666666666666667,0.9096045197740112,0.6082862523540489
context_support_only,44720,225,55,170,0.5866310160427808,0.2909090909090909,0.4444444444444444,0.8823529411764706,0.6206417112299466
context_support_only,44721,219,52,167,0.5525103638876094,0.23076923076923078,0.36363636363636365,0.874251497005988,0.5766927683095349
context_support_only,44722,228,65,163,0.5539405379896177,0.16923076923076924,0.5238095238095238,0.9386503067484663,0.6100047192071733
context_support_only,44723,231,60,171,0.5486842105263158,0.15,0.5,0.9473684210526315,0.6026315789473684
context_support_only,44724,234,67,167,0.5550987577084636,0.19402985074626866,0.48148148148148145,0.9161676646706587,0.6049691661453213
context_support_only,44725,207,48,159,0.6008254716981132,0.2708333333333333,0.5416666666666666,0.9308176100628931,0.6187106918238994
context_support_only,44726,207,49,158,0.5805993283389305,0.22448979591836735,0.5238095238095238,0.9367088607594937,0.6329113924050632
context_support_only,44727,195,52,143,0.5550699300699301,0.17307692307692307,0.5,0.9370629370629371,0.7182625067240452
context_support_only,44728,183,59,124,0.5387506834335702,0.1016949152542373,0.6666666666666666,0.9758064516129032,0.6418808091853473
context_support_only,44729,198,58,140,0.5713054187192118,0.20689655172413793,0.5714285714285714,0.9357142857142857,0.6891625615763545
context_support_only,44730,198,57,141,0.5347144456886899,0.14035087719298245,0.4444444444444444,0.9290780141843972,0.6114221724524076
context_support_only,44731,201,49,152,0.5658566058002148,0.20408163265306123,0.47619047619047616,0.9276315789473685,0.6804511278195489
context_support_only,44732,198,42,156,0.5934065934065934,0.23809523809523808,0.5555555555555556,0.9487179487179487,0.6822344322344323
context_support_only,44733,192,35,157,0.46178343949044587,0.0,0.0,0.9235668789808917,0.44404003639672435
context_support_only,44734,204,39,165,0.4953379953379954,0.05128205128205128,0.16666666666666666,0.9393939393939394,0.5468531468531469
context_support_only,44735,222,45,177,0.4661016949152542,0.0,0.0,0.9322033898305084,0.5145009416195858
context_support_only,44736,210,49,161,0.5332741792369121,0.12244897959183673,0.4,0.9440993788819876,0.5416402585879072
context_support_only,44737,198,46,152,0.6008295194508009,0.2608695652173913,0.5714285714285714,0.9407894736842105,0.5583524027459955
context_support_only,44738,213,52,161,0.5806258958432872,0.19230769230769232,0.6666666666666666,0.968944099378882,0.5731008122312469
context_support_only,44739,240,55,185,0.5847665847665848,0.21818181818181817,0.5714285714285714,0.9513513513513514,0.49631449631449626
context_support_only,44740,198,45,153,0.5849673202614378,0.2222222222222222,0.5555555555555556,0.9477124183006536,0.644880174291939
context_support_only,44741,198,39,159,0.558055152394775,0.15384615384615385,0.5,0.9622641509433962,0.6066763425253991
context_support_only,44742,198,35,163,0.5141980718667836,0.11428571428571428,0.2222222222222222,0.9141104294478528,0.5828220858895705
context_support_only,44743,195,30,165,0.5212121212121212,0.26666666666666666,0.17777777777777778,0.7757575757575758,0.6145454545454546
context_support_only,44744,195,32,163,0.5586656441717792,0.375,0.2222222222222222,0.7423312883435583,0.6265337423312883
context_support_only,44745,198,41,157,0.5337890321578375,0.34146341463414637,0.24561403508771928,0.7261146496815286,0.5976386515457511
context_support_only,44746,198,37,161,0.5888870236696324,0.43243243243243246,0.2807017543859649,0.7453416149068323,0.6407587711935538
context_support_only,44747,201,40,161,0.5945652173913043,0.45,0.3,0.7391304347826086,0.6211180124223603
context_support_only,44748,204,41,163,0.569355080053868,0.3902439024390244,0.2807017543859649,0.7484662576687117,0.6052670956157415
context_support_only,44749,210,42,168,0.5684523809523809,0.38095238095238093,0.2807017543859649,0.7559523809523809,0.5752551020408163
context_support_only,44750,210,40,170,0.5397058823529411,0.35,0.23333333333333334,0.7294117647058823,0.578529411764706
predicted_loss_only,44711,225,59,166,0.5491117010414539,0.8813559322033898,0.2857142857142857,0.21686746987951808,0.5235858688993261
predicted_loss_only,44712,225,62,163,0.5209281614882249,0.7903225806451613,0.28654970760233917,0.25153374233128833,0.49079754601226994
predicted_loss_only,44713,225,61,164,0.5273890443822471,0.7377049180327869,0.28662420382165604,0.3170731707317073,0.5329868052778889
predicted_loss_only,44714,225,51,174,0.5616970926301554,0.7843137254901961,0.25806451612903225,0.3390804597701149,0.5129592066711743
predicted_loss_only,44715,213,50,163,0.5111042944785276,0.74,0.24025974025974026,0.2822085889570552,0.5244171779141105
predicted_loss_only,44716,225,54,171,0.5297270955165692,0.6851851851851852,0.2569444444444444,0.3742690058479532,0.4923110244747672
predicted_loss_only,44717,228,55,173,0.500578034682081,0.4,0.24175824175824176,0.6011560693641619,0.5071991592222805
predicted_loss_only,44718,231,56,175,0.5171428571428571,0.2857142857142857,0.26666666666666666,0.7485714285714286,0.49326530612244895
predicted_loss_only,44719,231,54,177,0.5274639045825487,0.3148148148148148,0.2698412698412698,0.7401129943502824,0.5222849968612681
predicted_loss_only,44720,225,55,170,0.5280748663101604,0.509090909090909,0.26666666666666666,0.5470588235294118,0.5270588235294117
predicted_loss_only,44721,219,52,167,0.5691501612160295,0.8269230769230769,0.2721518987341772,0.31137724550898205,0.5776140027637033
predicted_loss_only,44722,228,65,163,0.5637092968381312,0.5384615384615384,0.3431372549019608,0.588957055214724,0.5874469089193016
predicted_loss_only,44723,231,60,171,0.5257309941520467,0.4666666666666667,0.2828282828282828,0.5847953216374269,0.5647173489278753
predicted_loss_only,44724,234,67,167,0.5682366610063455,0.417910447761194,0.37333333333333335,0.718562874251497,0.6209670211815176
predicted_loss_only,44725,207,48,159,0.5302672955974843,0.7083333333333334,0.24817518248175183,0.3522012578616352,0.5450733752620546
predicted_loss_only,44726,207,49,158,0.5532808059932834,0.5306122448979592,0.27956989247311825,0.5759493670886076,0.544562128648928
predicted_loss_only,44727,195,52,143,0.5323426573426573,0.8269230769230769,0.28289473684210525,0.23776223776223776,0.5344271113501883
predicted_loss_only,44728,183,59,124,0.5567933296883543,0.847457627118644,0.3546099290780142,0.2661290322580645,0.5667031164570803
predicted_loss_only,44729,198,58,140,0.5307881773399015,0.7758620689655172,0.3103448275862069,0.2857142857142857,0.5030788177339901
predicted_loss_only,44730,198,57,141,0.5108249346771183,0.631578947368421,0.29508196721311475,0.3900709219858156,0.4690805026751275
predicted_loss_only,44731,201,49,152,0.4965762620837809,0.5918367346938775,0.24166666666666667,0.40131578947368424,0.4903329752953813
predicted_loss_only,44732,198,42,156,0.5366300366300367,0.5476190476190477,0.23711340206185566,0.5256410256410257,0.5465506715506716
predicted_loss_only,44733,192,35,157,0.651501364877161,0.8571428571428571,0.2564102564102564,0.445859872611465,0.6030937215650591
predicted_loss_only,44734,204,39,165,0.51002331002331,0.5897435897435898,0.19658119658119658,0.4303030303030303,0.4560994560994561
predicted_loss_only,44735,222,45,177,0.555743879472693,0.4222222222222222,0.25675675675675674,0.6892655367231638,0.5430006277463905
predicted_loss_only,44736,210,49,161,0.5576752440106477,0.46938775510204084,0.2875,0.6459627329192547,0.5284573456711877
predicted_loss_only,44737,198,46,152,0.4583810068649886,0.2391304347826087,0.18333333333333332,0.6776315789473685,0.4363558352402746
predicted_loss_only,44738,213,52,161,0.5044792164357381,0.28846153846153844,0.25,0.7204968944099379,0.5028666985188724
predicted_loss_only,44739,240,55,185,0.4648648648648649,0.2,0.18032786885245902,0.7297297297297297,0.437051597051597
