historical_seed_start,historical_seed_end,historical_rows,severe_rows,nonsevere_rows,severe_fraction,oof_roc_auc,minimum_required_severe_recall,candidate_threshold_count,qualifying_threshold_count,selected_tau_cal,selected_balanced_accuracy,selected_severe_recall,selected_severe_precision,selected_nonsevere_specificity,selected_flagged_fraction,selected_tp,selected_fp,selected_fn,selected_tn
44001,44090,22275,1966,20309,0.08826038159371492,0.7583011595969433,0.8,22275,12154,0.4680103087170961,0.689577675473447,0.8001017293997965,0.15540407034182968,0.5790536215470974,0.45441077441077443,1573,8549,393,11760
