condition,true_class,run_index,evidence_time,scheme,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,target_p_fail_A,target_p_fail_C,target_p_fail_S,A_mae,C_mae,S_mae,marginal_mae
parameter_mismatch_delta_0.520,parameter_mismatch,165,60,event_anchored,0.12184229444211267,0.5662620592085978,0.02920637405049723,0.06,0.58,0.0,0.06184229444211267,0.013737940791402115,0.02920637405049723,0.03492886976133734
parameter_mismatch_delta_0.520,parameter_mismatch,166,60,event_anchored,0.09186055345215559,0.571895849897229,0.014774268076510567,0.06,0.58,0.0,0.03186055345215559,0.00810415010277099,0.014774268076510567,0.018246323877145715
parameter_mismatch_delta_0.520,parameter_mismatch,167,60,event_anchored,0.23224677546875927,0.5046842364890839,0.07096805983983241,0.06,0.58,0.0,0.17224677546875927,0.07531576351091607,0.07096805983983241,0.10617686627316925
parameter_mismatch_delta_0.520,parameter_mismatch,168,60,event_anchored,0.12733953500031353,0.5519030246078207,0.035293284912716556,0.06,0.58,0.0,0.06733953500031353,0.028096975392179258,0.035293284912716556,0.04357659843506978
parameter_mismatch_delta_0.520,parameter_mismatch,169,60,event_anchored,0.09514150887884228,0.5693308309108175,0.01635269019031941,0.06,0.58,0.0,0.03514150887884228,0.010669169089182473,0.01635269019031941,0.020721122719448055
parameter_mismatch_delta_0.520,parameter_mismatch,170,60,event_anchored,0.11943631933847139,0.5646082280398206,0.02681478123077214,0.06,0.58,0.0,0.05943631933847139,0.015391771960179379,0.02681478123077214,0.03388095750980764
parameter_mismatch_delta_0.520,parameter_mismatch,171,60,event_anchored,0.1002837056733959,0.5704028968756669,0.018807836174974293,0.06,0.58,0.0,0.0402837056733959,0.00959710312433304,0.018807836174974293,0.022896214990901078
parameter_mismatch_delta_0.520,parameter_mismatch,172,60,event_anchored,0.16066881208623673,0.5344669897033761,0.057107135195857514,0.06,0.58,0.0,0.10066881208623674,0.04553301029662382,0.057107135195857514,0.06776965252623936
parameter_mismatch_delta_0.520,parameter_mismatch,173,60,event_anchored,0.125312017152169,0.557646644790786,0.02981130897444964,0.06,0.58,0.0,0.065312017152169,0.022353355209214,0.02981130897444964,0.03915889377861088
parameter_mismatch_delta_0.520,parameter_mismatch,174,60,event_anchored,0.15752460762911344,0.5504332265198888,0.042109872163843404,0.06,0.58,0.0,0.09752460762911344,0.029566773480111164,0.042109872163843404,0.056400417757689336
parameter_mismatch_delta_0.520,parameter_mismatch,175,60,event_anchored,0.1107375845508254,0.5610926652174286,0.025779097011420216,0.06,0.58,0.0,0.0507375845508254,0.01890733478257134,0.025779097011420216,0.03180800544827232
parameter_mismatch_delta_0.520,parameter_mismatch,176,60,event_anchored,0.09995265821021891,0.5682274743003258,0.018090769926974056,0.06,0.58,0.0,0.039952658210218914,0.01177252569967413,0.018090769926974056,0.023271984612289034
parameter_mismatch_delta_0.520,parameter_mismatch,177,60,event_anchored,0.09181580076478382,0.567871028092792,0.014675985293731354,0.06,0.58,0.0,0.031815800764783825,0.012128971907207964,0.014675985293731354,0.019540252655241046
parameter_mismatch_delta_0.520,parameter_mismatch,178,60,event_anchored,0.09006712780190264,0.5724639589593278,0.014024188500186456,0.06,0.58,0.0,0.03006712780190264,0.007536041040672181,0.014024188500186456,0.01720911911425376
parameter_mismatch_delta_0.520,parameter_mismatch,179,60,event_anchored,0.09649392529652907,0.569081749140755,0.016228573397931066,0.06,0.58,0.0,0.036493925296529076,0.010918250859244916,0.016228573397931066,0.02121358318456835
parameter_mismatch_delta_0.520,parameter_mismatch,180,60,event_anchored,0.0894335301568196,0.5705034477241347,0.015057918376249299,0.06,0.58,0.0,0.0294335301568196,0.009496552275865211,0.015057918376249299,0.017996000269644704
parameter_mismatch_delta_0.520,parameter_mismatch,181,60,event_anchored,0.0918720103530595,0.5691824726555554,0.01536014709144564,0.06,0.58,0.0,0.031872010353059504,0.010817527344444522,0.01536014709144564,0.019349894929649888
parameter_mismatch_delta_0.520,parameter_mismatch,182,60,event_anchored,0.1202992421716437,0.5606816864415285,0.028042453288337817,0.06,0.58,0.0,0.0602992421716437,0.019318313558471467,0.028042453288337817,0.03588666967281766
parameter_mismatch_delta_0.520,parameter_mismatch,183,60,event_anchored,0.26445329374113824,0.495856068660433,0.08398222566484217,0.06,0.58,0.0,0.20445329374113824,0.08414393133956694,0.08398222566484217,0.12419315024851578
parameter_mismatch_delta_0.520,parameter_mismatch,184,60,event_anchored,0.10906252244885885,0.5676647172945061,0.02303670121292692,0.06,0.58,0.0,0.04906252244885885,0.012335282705493888,0.02303670121292692,0.028144835455759885
parameter_mismatch_delta_0.520,parameter_mismatch,185,60,event_anchored,0.09441160413470671,0.5739290698908701,0.015163805902775418,0.06,0.58,0.0,0.034411604134706716,0.006070930109129846,0.015163805902775418,0.01854878004887066
parameter_mismatch_delta_0.520,parameter_mismatch,186,60,event_anchored,0.11009949299824102,0.564493381262396,0.022866022502871085,0.06,0.58,0.0,0.05009949299824103,0.01550661873760395,0.022866022502871085,0.029490711412905355
parameter_mismatch_delta_0.520,parameter_mismatch,187,60,event_anchored,0.11615170666253552,0.5634956916317853,0.027635072947473457,0.06,0.58,0.0,0.05615170666253552,0.016504308368214704,0.027635072947473457,0.033430362659407895
parameter_mismatch_delta_0.520,parameter_mismatch,188,60,event_anchored,0.12486764126124586,0.5650216306356777,0.0245460764048036,0.06,0.58,0.0,0.06486764126124586,0.014978369364322286,0.0245460764048036,0.03479736234345725
parameter_mismatch_delta_0.520,parameter_mismatch,189,60,event_anchored,0.28380419911855037,0.4699348922163259,0.0807148278639829,0.06,0.58,0.0,0.22380419911855037,0.11006510778367407,0.0807148278639829,0.13819471158873578
parameter_mismatch_delta_0.520,parameter_mismatch,190,60,event_anchored,0.10534412905149781,0.5602964771110586,0.022203555660900612,0.06,0.58,0.0,0.04534412905149782,0.019703522888941394,0.022203555660900612,0.029083735867113273
parameter_mismatch_delta_0.520,parameter_mismatch,191,60,event_anchored,0.20952608922457985,0.5708026186072737,0.05972815178069156,0.06,0.58,0.0,0.14952608922457986,0.0091973813927263,0.05972815178069156,0.07281720746599923
parameter_mismatch_delta_0.520,parameter_mismatch,192,60,event_anchored,0.08761323782133107,0.5717919524464731,0.013709361540328237,0.06,0.58,0.0,0.02761323782133107,0.008208047553526887,0.013709361540328237,0.016510215638395397
parameter_mismatch_delta_0.520,parameter_mismatch,193,60,event_anchored,0.1052157295806003,0.5659792293438511,0.0211153417371897,0.06,0.58,0.0,0.0452157295806003,0.014020770656148818,0.0211153417371897,0.026783947324646274
parameter_mismatch_delta_0.520,parameter_mismatch,194,60,event_anchored,0.09340475761725073,0.5682398577452846,0.015084744249064039,0.06,0.58,0.0,0.03340475761725073,0.011760142254715333,0.015084744249064039,0.020083214707010036
parameter_mismatch_delta_0.520,parameter_mismatch,195,60,event_anchored,0.09418205304262475,0.5741063911973379,0.014004369894138047,0.06,0.58,0.0,0.034182053042624755,0.005893608802662098,0.014004369894138047,0.018026677246474967
parameter_mismatch_delta_0.520,parameter_mismatch,196,60,event_anchored,0.10405229086286108,0.5697556566920017,0.01929401283126305,0.06,0.58,0.0,0.04405229086286108,0.010244343307998283,0.01929401283126305,0.02453021566737414
parameter_mismatch_delta_0.520,parameter_mismatch,197,60,event_anchored,0.09446513963390885,0.5702424702118087,0.015269935064522261,0.06,0.58,0.0,0.03446513963390885,0.009757529788191222,0.015269935064522261,0.019830868162207443
parameter_mismatch_delta_0.520,parameter_mismatch,198,60,event_anchored,0.1122707165343804,0.5685877270356788,0.02484556602575123,0.06,0.58,0.0,0.052270716534380396,0.011412272964321124,0.02484556602575123,0.029509518508150916
parameter_mismatch_delta_0.520,parameter_mismatch,199,60,event_anchored,0.11974470996474533,0.5699961730965368,0.027413695280447327,0.06,0.58,0.0,0.05974470996474533,0.010003826903463131,0.027413695280447327,0.0323874107162186
structural_change_delta_0.060,structural_change,100,60,event_anchored,0.18044467960905788,0.4907837684242621,0.0826774753661112,0.28,0.34,0.18,0.09955532039094214,0.15078376842426205,0.0973225246338888,0.115887204483031
structural_change_delta_0.060,structural_change,101,60,event_anchored,0.2605781933691657,0.3828515398442248,0.15615987821934338,0.28,0.34,0.18,0.019421806630834315,0.042851539844224795,0.023840121780656615,0.02870448941857191
structural_change_delta_0.060,structural_change,102,60,event_anchored,0.269160106120232,0.4055408591948725,0.14306047911745598,0.28,0.34,0.18,0.010839893879768026,0.06554085919487246,0.036939520882544014,0.03777342465239483
structural_change_delta_0.060,structural_change,103,60,event_anchored,0.23484426316932322,0.42394463212756217,0.13053733802828812,0.28,0.34,0.18,0.04515573683067681,0.08394463212756215,0.04946266197171187,0.05952101030998361
structural_change_delta_0.060,structural_change,104,60,event_anchored,0.2772794703222009,0.4007196887689668,0.1419800223445805,0.28,0.34,0.18,0.0027205296777991217,0.06071968876896677,0.03801997765541951,0.03382006536739513
structural_change_delta_0.060,structural_change,105,60,event_anchored,0.27054329604680527,0.38450523830711825,0.148900074356269,0.28,0.34,0.18,0.009456703953194756,0.04450523830711822,0.031099925643730986,0.028353955968014655
structural_change_delta_0.060,structural_change,106,60,event_anchored,0.25796367146855737,0.3912025069366797,0.14716253733236748,0.28,0.34,0.18,0.02203632853144266,0.05120250693667966,0.03283746266763252,0.035358766045251615
structural_change_delta_0.060,structural_change,107,60,event_anchored,0.26652195207208645,0.38086795212255947,0.156997301711518,0.28,0.34,0.18,0.013478047927913572,0.04086795212255945,0.023002698288482004,0.02578289944631834
structural_change_delta_0.060,structural_change,108,60,event_anchored,0.26567323560686296,0.39870731575142804,0.14737680332745967,0.28,0.34,0.18,0.01432676439313707,0.05870731575142801,0.03262319667254032,0.03521909227236847
structural_change_delta_0.060,structural_change,109,60,event_anchored,0.26565217887693626,0.42265986610653766,0.13563598807979765,0.28,0.34,0.18,0.014347821123063764,0.08265986610653764,0.04436401192020234,0.04712389971660125
structural_change_delta_0.060,structural_change,110,60,event_anchored,0.2404974485209375,0.4231559824676996,0.13026212288852215,0.28,0.34,0.18,0.039502551479062536,0.08315598246769956,0.04973787711147784,0.05746547035274665
structural_change_delta_0.060,structural_change,111,60,event_anchored,0.2533681077058607,0.4341041097447499,0.13219242371882572,0.28,0.34,0.18,0.026631892294139314,0.09410410974474986,0.04780757628117427,0.05618119277335448
structural_change_delta_0.060,structural_change,112,60,event_anchored,0.25983827020857325,0.3873988071029778,0.15418220652721412,0.28,0.34,0.18,0.020161729791426775,0.04739880710297778,0.02581779347278587,0.03112611012239681
structural_change_delta_0.060,structural_change,113,60,event_anchored,0.2705130479344256,0.3918893253841357,0.15075709322960448,0.28,0.34,0.18,0.009486952065574428,0.051889325384135654,0.02924290677039551,0.030206394740035197
structural_change_delta_0.060,structural_change,114,60,event_anchored,0.2504330549838893,0.397492294885896,0.14597366512612825,0.28,0.34,0.18,0.029566945016110735,0.05749229488589597,0.034026334873871744,0.04036185825862615
structural_change_delta_0.060,structural_change,115,60,event_anchored,0.26555665123112027,0.3848001126437002,0.1538444914551997,0.28,0.34,0.18,0.01444334876887976,0.04480011264370015,0.026155508544800282,0.02846632331912673
structural_change_delta_0.060,structural_change,116,60,event_anchored,0.24479782351967427,0.4136088636994755,0.1389140082824114,0.28,0.34,0.18,0.03520217648032575,0.0736088636994755,0.04108599171758859,0.04996567729912995
structural_change_delta_0.060,structural_change,117,60,event_anchored,0.23897041933189964,0.4193602371052587,0.13310246990724892,0.28,0.34,0.18,0.04102958066810039,0.07936023710525869,0.04689753009275108,0.055762449288703386
structural_change_delta_0.060,structural_change,118,60,event_anchored,0.26713683895290374,0.40089478908821313,0.1495646544500173,0.28,0.34,0.18,0.012863161047096283,0.06089478908821311,0.0304353455499827,0.03473109856176403
structural_change_delta_0.060,structural_change,119,60,event_anchored,0.26537060755713615,0.3960490349478188,0.1490622584877591,0.28,0.34,0.18,0.014629392442863876,0.056049034947818765,0.030937741512240907,0.033872056300974514
structural_change_delta_0.060,structural_change,120,60,event_anchored,0.26379779841606604,0.3976717503921917,0.15002132525213574,0.28,0.34,0.18,0.016202201583933984,0.05767175039219169,0.029978674747864253,0.03461754224132998
structural_change_delta_0.060,structural_change,121,60,event_anchored,0.20291130356801484,0.47073509664704427,0.09908778658905126,0.28,0.34,0.18,0.07708869643198518,0.13073509664704425,0.08091221341094873,0.09624533549665938
structural_change_delta_0.060,structural_change,122,60,event_anchored,0.2647891598629797,0.4109599670580514,0.1398151433229592,0.28,0.34,0.18,0.015210840137020343,0.07095996705805135,0.0401848566770408,0.0421185546240375
structural_change_delta_0.060,structural_change,123,60,event_anchored,0.270640554998529,0.3934397522626968,0.15200723779792044,0.28,0.34,0.18,0.009359445001471012,0.05343975226269676,0.027992762202079552,0.030263986488749107
structural_change_delta_0.060,structural_change,124,60,event_anchored,0.26209280999546325,0.39579942022319453,0.1513159313324441,0.28,0.34,0.18,0.017907190004536777,0.05579942022319451,0.028684068667555906,0.034130226298429066
structural_change_delta_0.060,structural_change,125,60,event_anchored,0.2639610373519806,0.3823021870312995,0.15735945580471455,0.28,0.34,0.18,0.016038962648019406,0.042302187031299454,0.02264054419528544,0.026993897958201434
structural_change_delta_0.060,structural_change,126,60,event_anchored,0.25632804544926946,0.38962082165173284,0.15074814007478918,0.28,0.34,0.18,0.023671954550730567,0.049620821651732816,0.029251859925210816,0.0341815453758914
structural_change_delta_0.060,structural_change,127,60,event_anchored,0.25958755042352616,0.4132418034881786,0.1399906036237514,0.28,0.34,0.18,0.020412449576473868,0.0732418034881786,0.04000939637624859,0.04455454981363369
structural_change_delta_0.060,structural_change,128,60,event_anchored,0.2576069233111715,0.3957023089217357,0.1488080102902443,0.28,0.34,0.18,0.022393076688828506,0.055702308921735666,0.031191989709755702,0.03642912510677329
structural_change_delta_0.060,structural_change,129,60,event_anchored,0.2667373601813955,0.39407679115808086,0.15033466955244013,0.28,0.34,0.18,0.013262639818604538,0.05407679115808084,0.029665330447559868,0.03233492047474842
structural_change_delta_0.060,structural_change,130,60,event_anchored,0.26725540077186244,0.3815123349583591,0.15896448509688726,0.28,0.34,0.18,0.012744599228137587,0.0415123349583591,0.02103551490311273,0.025097483029869805
structural_change_delta_0.060,structural_change,131,60,event_anchored,0.26160414987959096,0.39528685668954777,0.14824212447218207,0.28,0.34,0.18,0.018395850120409063,0.05528685668954775,0.03175787552781792,0.03514686077925824
structural_change_delta_0.060,structural_change,132,60,event_anchored,0.21746571036146226,0.4446096887191049,0.11374085236734768,0.28,0.34,0.18,0.06253428963853777,0.10460968871910487,0.06625914763265231,0.07780104199676498
structural_change_delta_0.060,structural_change,133,60,event_anchored,0.25930570021272004,0.3933695975300932,0.14679376926401788,0.28,0.34,0.18,0.02069429978727999,0.05336959753009318,0.03320623073598211,0.03575670935111843
structural_change_delta_0.060,structural_change,134,60,event_anchored,0.2609153056706531,0.41540389561708946,0.1403428419279267,0.28,0.34,0.18,0.019084694329346952,0.07540389561708943,0.03965715807207329,0.04471524933950322
structural_change_delta_0.060,structural_change,135,60,event_anchored,0.2642339236618699,0.39018807299606495,0.1531436978111112,0.28,0.34,0.18,0.015766076338130153,0.050188072996064925,0.026856302188888792,0.03093681717436129
structural_change_delta_0.060,structural_change,136,60,event_anchored,0.2606037041436927,0.38135736243583274,0.1547517093296764,0.28,0.34,0.18,0.01939629585630731,0.04135736243583271,0.02524829067032358,0.0286673163208212
structural_change_delta_0.060,structural_change,137,60,event_anchored,0.27590980326120723,0.4034487969210101,0.1353652712449602,0.28,0.34,0.18,0.004090196738792795,0.06344879692101008,0.04463472875503979,0.03739124080494755
structural_change_delta_0.060,structural_change,138,60,event_anchored,0.26080081385243226,0.3889486817579547,0.1514101087709705,0.28,0.34,0.18,0.01919918614756777,0.04894868175795469,0.028589891229029496,0.03224591971151732
structural_change_delta_0.060,structural_change,139,60,event_anchored,0.2603887663982451,0.3842754012410585,0.15436413702161897,0.28,0.34,0.18,0.01961123360175493,0.0442754012410585,0.025635862978381024,0.029840832607064816
structural_change_delta_0.060,structural_change,140,60,event_anchored,0.2544385101261032,0.40177319656114047,0.1447219940514198,0.28,0.34,0.18,0.025561489873896837,0.06177319656114044,0.03527800594858019,0.04087089746120582
structural_change_delta_0.060,structural_change,141,60,event_anchored,0.269308956035872,0.41800818361447295,0.12557922675119093,0.28,0.34,0.18,0.01069104396412801,0.07800818361447293,0.05442077324880906,0.04770666694247
structural_change_delta_0.060,structural_change,142,60,event_anchored,0.25439160301579933,0.39513495025872414,0.14723262419341734,0.28,0.34,0.18,0.0256083969842007,0.055134950258724114,0.03276737580658265,0.037836907683169156
structural_change_delta_0.060,structural_change,143,60,event_anchored,0.23729287085857273,0.4258921987049561,0.12731899845982322,0.28,0.34,0.18,0.0427071291414273,0.08589219870495607,0.05268100154017677,0.060426776462186714
structural_change_delta_0.060,structural_change,144,60,event_anchored,0.30535902240500623,0.3749271172022001,0.11560398319505749,0.28,0.34,0.18,0.025359022405006204,0.0349271172022001,0.0643960168049425,0.0415607188040496
structural_change_delta_0.060,structural_change,145,60,event_anchored,0.2644529911243384,0.4076330332024747,0.14206329197716652,0.28,0.34,0.18,0.015547008875661628,0.06763303320247466,0.03793670802283347,0.04037225003365658
structural_change_delta_0.060,structural_change,146,60,event_anchored,0.2679371256275719,0.38514825255062696,0.15627511639493202,0.28,0.34,0.18,0.012062874372428145,0.04514825255062693,0.02372488360506797,0.026978670176041015
structural_change_delta_0.060,structural_change,147,60,event_anchored,0.2680603158888782,0.39932750466614864,0.148331786274041,0.28,0.34,0.18,0.01193968411112184,0.05932750466614861,0.03166821372595899,0.034311800834409815
structural_change_delta_0.060,structural_change,148,60,event_anchored,0.239832190957253,0.41912525686884117,0.1315157571811128,0.28,0.34,0.18,0.04016780904274703,0.07912525686884114,0.04848424281888719,0.05592576957682512
structural_change_delta_0.060,structural_change,149,60,event_anchored,0.25700486884403545,0.39948478849339136,0.14856862675092541,0.28,0.34,0.18,0.022995131155964577,0.05948478849339134,0.03143137324907458,0.0379704309661435
structural_change_delta_0.060,structural_change,150,60,event_anchored,0.27273275182268003,0.373413964302262,0.16165621267124172,0.28,0.34,0.18,0.007267248177319996,0.033413964302261956,0.01834378732875827,0.019674999936113408
structural_change_delta_0.060,structural_change,151,60,event_anchored,0.26140598969450657,0.386314255161228,0.15418220017948026,0.28,0.34,0.18,0.018594010305493458,0.046314255161228,0.025817799820519738,0.030242021762413734
structural_change_delta_0.060,structural_change,152,60,event_anchored,0.2899892425145497,0.3898029234463489,0.1216723154494043,0.28,0.34,0.18,0.00998924251454969,0.0498029234463489,0.0583276845505957,0.03937328350383143
structural_change_delta_0.060,structural_change,153,60,event_anchored,0.27514861989355677,0.4109093273372115,0.13568266022998746,0.28,0.34,0.18,0.004851380106443259,0.0709093273372115,0.04431733977001254,0.0400260157378891
structural_change_delta_0.060,structural_change,154,60,event_anchored,0.2707570209589702,0.3862805584865304,0.14708628387500572,0.28,0.34,0.18,0.00924297904102983,0.0462805584865304,0.032913716124994274,0.029479084550851502
structural_change_delta_0.060,structural_change,155,60,event_anchored,0.26644881030589884,0.3773802806778226,0.1595543112158066,0.28,0.34,0.18,0.013551189694101184,0.037380280677822564,0.020445688784193394,0.023792386385372382
structural_change_delta_0.060,structural_change,156,60,event_anchored,0.26704264405368755,0.3922978289641136,0.15254292120666058,0.28,0.34,0.18,0.012957355946312477,0.05229782896411356,0.027457078793339418,0.03090408790125515
structural_change_delta_0.060,structural_change,157,60,event_anchored,0.23593326122774197,0.41725389539676705,0.13125437831210734,0.28,0.34,0.18,0.04406673877225806,0.07725389539676702,0.04874562168789265,0.05668875195230591
structural_change_delta_0.060,structural_change,158,60,event_anchored,0.24458828109845687,0.41603022942393164,0.13555182211790254,0.28,0.34,0.18,0.035411718901543154,0.07603022942393162,0.044448177882097456,0.051963375402524076
structural_change_delta_0.060,structural_change,159,60,event_anchored,0.27419269841349314,0.3926820388842902,0.15028961096127572,0.28,0.34,0.18,0.0058073015865068855,0.05268203888429018,0.029710389038724277,0.029399909836507115
structural_change_delta_0.060,structural_change,160,60,event_anchored,0.2512489923098009,0.3988405702512536,0.14431772228571413,0.28,0.34,0.18,0.028751007690199115,0.058840570251253554,0.035682277714285865,0.041091285218579514
structural_change_delta_0.060,structural_change,161,60,event_anchored,0.25884263337202285,0.4006567705331536,0.14476368421365807,0.28,0.34,0.18,0.02115736662797718,0.06065677053315355,0.035236315786341926,0.03901681764915755
structural_change_delta_0.060,structural_change,162,60,event_anchored,0.24155606526544915,0.41199989071062515,0.1369855648353962,0.28,0.34,0.18,0.03844393473455088,0.07199989071062513,0.04301443516460379,0.051152753536593265
structural_change_delta_0.060,structural_change,163,60,event_anchored,0.24664077571717888,0.40743747253137386,0.13940817805385985,0.28,0.34,0.18,0.03335922428282115,0.06743747253137383,0.04059182194614014,0.04712950625344504
structural_change_delta_0.060,structural_change,164,60,event_anchored,0.2520485946757891,0.4048298468199043,0.13884223061153467,0.28,0.34,0.18,0.02795140532421092,0.06482984681990428,0.041157769388465326,0.04464634051086017
structural_change_delta_0.060,structural_change,165,60,event_anchored,0.2646681032212367,0.3835868507840955,0.15270780840261028,0.28,0.34,0.18,0.015331896778763343,0.043586850784095466,0.027292191597389714,0.02873697972008284
structural_change_delta_0.060,structural_change,166,60,event_anchored,0.2585070423759662,0.3964845836671324,0.14981177270844442,0.28,0.34,0.18,0.021492957624033804,0.05648458366713238,0.03018822729155557,0.03605525619424058
structural_change_delta_0.060,structural_change,167,60,event_anchored,0.26758703128503003,0.3850385138352782,0.15538388950023915,0.28,0.34,0.18,0.012412968714969996,0.04503851383527818,0.02461611049976084,0.027355864350003006
structural_change_delta_0.060,structural_change,168,60,event_anchored,0.20927096207319434,0.46050720004540213,0.10507493248531838,0.28,0.34,0.18,0.07072903792680568,0.12050720004540211,0.07492506751468161,0.08872043516229647
structural_change_delta_0.060,structural_change,169,60,event_anchored,0.2660685004140925,0.3807618618602169,0.15530557802444767,0.28,0.34,0.18,0.013931499585907503,0.04076186186021685,0.024694421975552328,0.026462594473892227
structural_change_delta_0.060,structural_change,170,60,event_anchored,0.2666621070653808,0.37613786131628674,0.16001106649468191,0.28,0.34,0.18,0.013337892934619233,0.03613786131628671,0.01998893350531808,0.02315489591874134
structural_change_delta_0.060,structural_change,171,60,event_anchored,0.2434205128444973,0.4160950255871637,0.13163617594104826,0.28,0.34,0.18,0.036579487155502716,0.07609502558716369,0.04836382405895173,0.05367944560053938
structural_change_delta_0.060,structural_change,172,60,event_anchored,0.2701488483173332,0.3741141847519536,0.1622895201363646,0.28,0.34,0.18,0.009851151682666814,0.0341141847519536,0.017710479863635387,0.020558605432751936
structural_change_delta_0.060,structural_change,173,60,event_anchored,0.246397299704689,0.41195510893021603,0.13950707460773532,0.28,0.34,0.18,0.03360270029531104,0.071955108930216,0.04049292539226468,0.048683578205930576
structural_change_delta_0.060,structural_change,174,60,event_anchored,0.2574107604595392,0.40804608103842477,0.14374126840815302,0.28,0.34,0.18,0.022589239540460826,0.06804608103842474,0.03625873159184698,0.042298017390244184
structural_change_delta_0.060,structural_change,175,60,event_anchored,0.2665398735806817,0.3919029155467003,0.15172150202516738,0.28,0.34,0.18,0.013460126419318319,0.05190291554670029,0.028278497974832617,0.03121384664695041
structural_change_delta_0.060,structural_change,176,60,event_anchored,0.25582309667945075,0.3934761968467686,0.1501668089015478,0.28,0.34,0.18,0.02417690332054928,0.053476196846768576,0.0298331910984522,0.03582876375525668
structural_change_delta_0.060,structural_change,177,60,event_anchored,0.2721225863534068,0.3877200368143132,0.15344602021054154,0.28,0.34,0.18,0.007877413646593223,0.047720036814313194,0.02655397978945845,0.027383810083454956
structural_change_delta_0.060,structural_change,178,60,event_anchored,0.26893361944389155,0.3766088681076771,0.16170546345612716,0.28,0.34,0.18,0.01106638055610848,0.03660886810767705,0.018294536543872836,0.02198992840255279
structural_change_delta_0.060,structural_change,179,60,event_anchored,0.26967633156045906,0.3943151104059783,0.14600867459779773,0.28,0.34,0.18,0.010323668439540967,0.05431511040597825,0.03399132540220226,0.03287670141590716
structural_change_delta_0.060,structural_change,180,60,event_anchored,0.2474136488507941,0.4085573196010924,0.14061586776833881,0.28,0.34,0.18,0.03258635114920594,0.06855731960109235,0.03938413223166118,0.04684260099398649
structural_change_delta_0.060,structural_change,181,60,event_anchored,0.2636603873888555,0.38778738479207864,0.15265752636402452,0.28,0.34,0.18,0.016339612611144527,0.04778738479207861,0.027342473635975473,0.03048982367973287
structural_change_delta_0.060,structural_change,182,60,event_anchored,0.2672230498060755,0.3845855573358772,0.15773013986938283,0.28,0.34,0.18,0.012776950193924552,0.04458555733587716,0.02226986013061716,0.026544122553472955
structural_change_delta_0.060,structural_change,183,60,event_anchored,0.26201165758666073,0.3971945172462319,0.14974945421451355,0.28,0.34,0.18,0.017988342413339298,0.05719451724623187,0.030250545785486443,0.03514446848168587
structural_change_delta_0.060,structural_change,184,60,event_anchored,0.2602177653284564,0.40317007502236346,0.14597604743586418,0.28,0.34,0.18,0.019782234671543608,0.06317007502236344,0.03402395256413582,0.03899208741934762
structural_change_delta_0.060,structural_change,185,60,event_anchored,0.26558655250302365,0.38649232528143657,0.15389116682645584,0.28,0.34,0.18,0.014413447496976373,0.04649232528143654,0.02610883317354415,0.029004868650652355
structural_change_delta_0.060,structural_change,186,60,event_anchored,0.27123012113531875,0.4078843984580056,0.14484314094319792,0.28,0.34,0.18,0.00876987886468128,0.06788439845800559,0.035156859056802076,0.03727037879316298
structural_change_delta_0.060,structural_change,187,60,event_anchored,0.26406664631812565,0.3822347094373765,0.1576761901482532,0.28,0.34,0.18,0.015933353681874374,0.04223470943737645,0.022323809851746784,0.02683062432366587
structural_change_delta_0.060,structural_change,188,60,event_anchored,0.26546763912997995,0.39635688538301317,0.14994507548754596,0.28,0.34,0.18,0.014532360870020078,0.056356885383013144,0.030054924512454034,0.03364805692182909
structural_change_delta_0.060,structural_change,189,60,event_anchored,0.2596607854036988,0.3947749762017687,0.15040103371313013,0.28,0.34,0.18,0.020339214596301225,0.05477497620176869,0.029598966286869866,0.034904385694979924
structural_change_delta_0.060,structural_change,190,60,event_anchored,0.2593227183250587,0.38850549727809414,0.1529839368688881,0.28,0.34,0.18,0.020677281674941317,0.04850549727809411,0.027016063131111906,0.03206628069471578
structural_change_delta_0.060,structural_change,191,60,event_anchored,0.2539600969378219,0.40132071598583047,0.1441071196455251,0.28,0.34,0.18,0.026039903062178127,0.06132071598583044,0.03589288035447488,0.04108449980082782
structural_change_delta_0.060,structural_change,192,60,event_anchored,0.2472502049380777,0.410875696300102,0.13781447893390533,0.28,0.34,0.18,0.03274979506192233,0.07087569630010199,0.04218552106609466,0.048603670809372994
structural_change_delta_0.060,structural_change,193,60,event_anchored,0.2663693937910848,0.4257515317674403,0.13185754459921262,0.28,0.34,0.18,0.013630606208915208,0.08575153176744027,0.048142455400787376,0.04917486445904762
structural_change_delta_0.060,structural_change,194,60,event_anchored,0.2697939294687846,0.3701359697337447,0.1622584296110911,0.28,0.34,0.18,0.010206070531215417,0.03013596973374466,0.01774157038890889,0.019361203551289657
structural_change_delta_0.060,structural_change,195,60,event_anchored,0.2726304984639463,0.3888852947155317,0.14810440620401413,0.28,0.34,0.18,0.007369501536053702,0.04888529471553166,0.03189559379598586,0.029383463349190408
structural_change_delta_0.060,structural_change,196,60,event_anchored,0.27057678296734,0.37412811135897645,0.16016683323786193,0.28,0.34,0.18,0.009423217032660025,0.03412811135897642,0.01983316676213806,0.02112816505125817
structural_change_delta_0.060,structural_change,197,60,event_anchored,0.2789773301950107,0.38955499395246473,0.13578980934758636,0.28,0.34,0.18,0.001022669804989329,0.04955499395246471,0.04421019065241363,0.03159595146995589
