condition,true_class,run_index,evidence_time,scheme,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,target_p_fail_A,target_p_fail_C,target_p_fail_S,A_mae,C_mae,S_mae,marginal_mae
measurement_noise_0.850,measurement_noise,129,60,uniform,0.22952601243197146,0.7133536279206172,0.06595431038410667,0.22,0.8,0.06,0.009526012431971459,0.08664637207938286,0.0059543103841066675,0.03404223163182033
measurement_noise_0.850,measurement_noise,130,60,uniform,0.2264359550944282,0.6716534003493798,0.05706043921064165,0.22,0.8,0.06,0.0064359550944282085,0.12834659965062023,0.0029395607893583503,0.045907371844802265
measurement_noise_0.850,measurement_noise,131,60,uniform,0.2240878348219693,0.7573204970035085,0.06220339753442863,0.22,0.8,0.06,0.004087834821969311,0.04267950299649159,0.002203397534428629,0.01632357845096318
measurement_noise_0.850,measurement_noise,132,60,uniform,0.22251230147778445,0.7554235231059939,0.05996280080849674,0.22,0.8,0.06,0.0025123014777844455,0.04457647689400612,3.7199191503259343e-05,0.01570865918776461
measurement_noise_0.850,measurement_noise,133,60,uniform,0.2236613427553047,0.7547252223607869,0.06171960454459263,0.22,0.8,0.06,0.0036613427553046918,0.04527477763921317,0.0017196045445926345,0.016885241646370164
measurement_noise_0.850,measurement_noise,134,60,uniform,0.222710675489793,0.7724871004667915,0.06068152902989074,0.22,0.8,0.06,0.0027106754897930074,0.027512899533208568,0.0006815290298907428,0.010301701350964107
measurement_noise_0.850,measurement_noise,135,60,uniform,0.23731971641419392,0.6917058642579024,0.06392228004992276,0.22,0.8,0.06,0.017319716414193914,0.10829413574209767,0.003922280049922761,0.04317871073540478
measurement_noise_0.850,measurement_noise,136,60,uniform,0.23258538089847225,0.6876643237792516,0.06719550110692647,0.22,0.8,0.06,0.012585380898472248,0.11233567622074847,0.007195501106926475,0.044038852742049064
measurement_noise_0.850,measurement_noise,137,60,uniform,0.2380636735615159,0.6677126411324373,0.06866142348209875,0.22,0.8,0.06,0.01806367356151589,0.1322873588675627,0.008661423482098751,0.05300415197039245
measurement_noise_0.850,measurement_noise,138,60,uniform,0.22361970843197612,0.7668343856248618,0.060861450229739836,0.22,0.8,0.06,0.003619708431976121,0.03316561437513821,0.000861450229739838,0.012548924345618056
measurement_noise_0.850,measurement_noise,139,60,uniform,0.2258181123070086,0.738068366774155,0.06092959731376331,0.22,0.8,0.06,0.005818112307008599,0.06193163322584505,0.0009295973137633112,0.022893114282205654
measurement_noise_0.850,measurement_noise,140,60,uniform,0.21658115794567678,0.6999725814964524,0.05683079213009183,0.22,0.8,0.06,0.003418842054323218,0.10002741850354768,0.0031692078699081666,0.03553848947592635
measurement_noise_0.850,measurement_noise,141,60,uniform,0.22825104416724548,0.7263482113749242,0.06644702732923166,0.22,0.8,0.06,0.00825104416724548,0.07365178862507582,0.006447027329231664,0.02944995337385099
measurement_noise_0.850,measurement_noise,142,60,uniform,0.22140844268236448,0.7725366627680147,0.06051476020108503,0.22,0.8,0.06,0.0014084426823644802,0.027463337231985352,0.0005147602010850336,0.009795513371811622
measurement_noise_0.850,measurement_noise,143,60,uniform,0.2224374833572806,0.7563678929578189,0.061821715920194975,0.22,0.8,0.06,0.002437483357280612,0.04363210704218112,0.0018217159201949773,0.015963768773218905
measurement_noise_0.850,measurement_noise,144,60,uniform,0.2268738664496059,0.7399294329474693,0.0620706305228083,0.22,0.8,0.06,0.0068738664496058866,0.06007056705253078,0.0020706305228083005,0.02300502134164832
measurement_noise_0.850,measurement_noise,145,60,uniform,0.22048800678720207,0.7698186447898906,0.060225740759308144,0.22,0.8,0.06,0.0004880067872020666,0.03018135521010945,0.0002257407593081462,0.010298367585539888
measurement_noise_0.850,measurement_noise,146,60,uniform,0.22441185105128558,0.7499822020070526,0.06349018088176626,0.22,0.8,0.06,0.004411851051285581,0.05001779799294748,0.0034901808817662666,0.01930660997533311
measurement_noise_0.850,measurement_noise,147,60,uniform,0.22145904105040082,0.7602571478343576,0.060697205468454904,0.22,0.8,0.06,0.0014590410504008167,0.03974285216564244,0.0006972054684549062,0.013966366228166055
measurement_noise_0.850,measurement_noise,148,60,uniform,0.23307302985177322,0.7013388129925808,0.06589887635818134,0.22,0.8,0.06,0.013073029851773221,0.09866118700741922,0.005898876358181343,0.03921103107245793
measurement_noise_0.850,measurement_noise,149,60,uniform,0.22537409766045877,0.7274880594234504,0.06146402347753743,0.22,0.8,0.06,0.005374097660458765,0.07251194057654964,0.001464023477537435,0.02645002057151528
measurement_noise_0.850,measurement_noise,150,60,uniform,0.2232939379759951,0.696357974768878,0.059206365466809206,0.22,0.8,0.06,0.003293937975995087,0.10364202523112209,0.0007936345331907915,0.03590986591343599
measurement_noise_0.850,measurement_noise,151,60,uniform,0.22386600439243834,0.7527058367335194,0.060324464334434696,0.22,0.8,0.06,0.003866004392438338,0.047294163266480616,0.0003244643344346987,0.01716154399778455
measurement_noise_0.850,measurement_noise,152,60,uniform,0.22533258221765282,0.7325412301810074,0.06033723968503488,0.22,0.8,0.06,0.005332582217652815,0.06745876981899268,0.0003372396850348791,0.024376197240560126
measurement_noise_0.850,measurement_noise,153,60,uniform,0.22685804786496624,0.7113621765020025,0.06697000781918579,0.22,0.8,0.06,0.0068580478649662435,0.08863782349799754,0.006970007819185789,0.034155293060716525
measurement_noise_0.850,measurement_noise,154,60,uniform,0.22298529146446694,0.7294784532661952,0.059275215043606354,0.22,0.8,0.06,0.002985291464466938,0.07052154673380484,0.000724784956393644,0.024743874384888474
measurement_noise_0.850,measurement_noise,155,60,uniform,0.22305255481681277,0.7701168980373506,0.06098928687770803,0.22,0.8,0.06,0.003052554816812769,0.029883101962649428,0.0009892868777080302,0.011308314552390076
measurement_noise_0.850,measurement_noise,156,60,uniform,0.22812954574097508,0.7274493066926127,0.06532650383644667,0.22,0.8,0.06,0.008129545740975075,0.07255069330738739,0.005326503836446672,0.02866891429493638
measurement_noise_0.850,measurement_noise,157,60,uniform,0.2253829448628527,0.7383134620331377,0.06381414927651799,0.22,0.8,0.06,0.005382944862852707,0.0616865379668623,0.003814149276517992,0.023627877368744332
measurement_noise_0.850,measurement_noise,158,60,uniform,0.22929744805419672,0.7299224909809382,0.06285442237834933,0.22,0.8,0.06,0.009297448054196716,0.07007750901906185,0.0028544223783493333,0.027409793150535964
measurement_noise_0.850,measurement_noise,159,60,uniform,0.23400361500905548,0.6885511493115682,0.06873580743632363,0.22,0.8,0.06,0.014003615009055476,0.1114488506884318,0.008735807436323628,0.04472942437793697
measurement_noise_0.850,measurement_noise,160,60,uniform,0.22372907854783203,0.7175384526096334,0.06000863120171181,0.22,0.8,0.06,0.0037290785478320265,0.0824615473903666,8.631201711808978e-06,0.028733085713303477
measurement_noise_0.850,measurement_noise,161,60,uniform,0.22396119329047082,0.7521550365619786,0.06011920407259953,0.22,0.8,0.06,0.003961193290470816,0.04784496343802147,0.00011920407259953525,0.01730845360036394
measurement_noise_0.850,measurement_noise,162,60,uniform,0.22236065174622666,0.7630042584301393,0.061539755948207715,0.22,0.8,0.06,0.002360651746226655,0.03699574156986074,0.0015397559482077175,0.013632049754765037
measurement_noise_0.850,measurement_noise,163,60,uniform,0.24302914381523957,0.6330513893031469,0.07389556729767435,0.22,0.8,0.06,0.023029143815239572,0.16694861069685318,0.013895567297674355,0.06795777393658904
measurement_noise_0.850,measurement_noise,164,60,uniform,0.22156829228714525,0.7677281673627269,0.060599364419035705,0.22,0.8,0.06,0.001568292287145251,0.03227183263727318,0.000599364419035707,0.011479829781151378
measurement_noise_0.850,measurement_noise,165,60,uniform,0.2376001302783341,0.6782929319548121,0.06748892702929675,0.22,0.8,0.06,0.017600130278334097,0.12170706804518794,0.007488927029296752,0.04893204178427293
measurement_noise_0.850,measurement_noise,166,60,uniform,0.22264996825698305,0.7695514029294572,0.06128566326184445,0.22,0.8,0.06,0.0026499682569830485,0.030448597070542816,0.0012856632618444552,0.011461409529790106
measurement_noise_0.850,measurement_noise,167,60,uniform,0.22170818262810374,0.7704978234812039,0.060536998844271085,0.22,0.8,0.06,0.0017081826281037382,0.029502176518796164,0.0005369988442710874,0.010582452663723664
measurement_noise_0.850,measurement_noise,168,60,uniform,0.22649033559307566,0.7452346541923681,0.062315203377085286,0.22,0.8,0.06,0.006490335593075658,0.05476534580763193,0.0023152033770852884,0.02119029492593096
measurement_noise_0.850,measurement_noise,169,60,uniform,0.2477923338344435,0.6135678626832971,0.0757913086610824,0.22,0.8,0.06,0.02779233383444349,0.18643213731670294,0.0157913086610824,0.07667192660407628
measurement_noise_0.850,measurement_noise,170,60,uniform,0.23193051343326096,0.7060567796222987,0.06575150682886328,0.22,0.8,0.06,0.011930513433260959,0.09394322037770131,0.005751506828863287,0.03720841354660852
measurement_noise_0.850,measurement_noise,171,60,uniform,0.22251508726859848,0.7586233386765687,0.06144831085637734,0.22,0.8,0.06,0.002515087268598476,0.04137666132343132,0.0014483108563773453,0.015113353149469046
measurement_noise_0.850,measurement_noise,172,60,uniform,0.22129046396466046,0.7608142833331207,0.060399481528873394,0.22,0.8,0.06,0.0012904639646604543,0.03918571666687931,0.0003994815288733966,0.01362522072013772
measurement_noise_0.850,measurement_noise,173,60,uniform,0.22216519070762455,0.7716726694956351,0.06040976012215041,0.22,0.8,0.06,0.0021651907076245536,0.028327330504364978,0.0004097601221504099,0.010300760444713314
measurement_noise_0.850,measurement_noise,174,60,uniform,0.24660722518955375,0.6241895093269193,0.06928108127930524,0.22,0.8,0.06,0.026607225189553746,0.17581049067308074,0.009281081279305242,0.0705662657139799
measurement_noise_0.850,measurement_noise,175,60,uniform,0.23721907631043593,0.6634465009235802,0.07148723663017836,0.22,0.8,0.06,0.017219076310435927,0.1365534990764199,0.011487236630178366,0.05508660400567806
measurement_noise_0.850,measurement_noise,176,60,uniform,0.2286937667976148,0.6125661693825272,0.059802346554793114,0.22,0.8,0.06,0.0086937667976148,0.18743383061747287,0.00019765344520688427,0.06544175028676485
measurement_noise_0.850,measurement_noise,177,60,uniform,0.22201258061824583,0.7676531783164278,0.06060748110901702,0.22,0.8,0.06,0.0020125806182458295,0.03234682168357228,0.0006074811090170246,0.011655627803611712
measurement_noise_0.850,measurement_noise,178,60,uniform,0.2215436176925367,0.7433071968003542,0.060247670256718386,0.22,0.8,0.06,0.0015436176925366918,0.05669280319964587,0.00024767025671838805,0.01949469704963365
measurement_noise_0.850,measurement_noise,179,60,uniform,0.21320977869040345,0.7037622101782008,0.05760454331875346,0.22,0.8,0.06,0.006790221309596556,0.0962377898217992,0.0023954566812465355,0.03514115593754743
measurement_noise_0.850,measurement_noise,180,60,uniform,0.2243923752951428,0.7566214584062799,0.06193581404768757,0.22,0.8,0.06,0.004392375295142803,0.04337854159372012,0.0019358140476875701,0.016568910312183497
measurement_noise_0.850,measurement_noise,181,60,uniform,0.2269143674293581,0.7286540269429536,0.062240283422404584,0.22,0.8,0.06,0.006914367429358109,0.07134597305704649,0.002240283422404586,0.026833541302936394
measurement_noise_0.850,measurement_noise,182,60,uniform,0.22313661108172478,0.7644575012206697,0.06037725684916716,0.22,0.8,0.06,0.003136611081724777,0.035542498779330356,0.0003772568491671596,0.01301878890340743
measurement_noise_0.850,measurement_noise,183,60,uniform,0.22246580531591548,0.7698343085022011,0.060885387433580254,0.22,0.8,0.06,0.002465805315915476,0.030165691497798908,0.0008853874335802564,0.011172294749098213
measurement_noise_0.850,measurement_noise,184,60,uniform,0.22638203326203857,0.7432650465011168,0.06320445500780521,0.22,0.8,0.06,0.006382033262038567,0.056734953498883245,0.0032044550078052098,0.02210714725624234
measurement_noise_0.850,measurement_noise,185,60,uniform,0.22324458333247027,0.7656097470936521,0.061284939613726656,0.22,0.8,0.06,0.003244583332470269,0.034390252906347896,0.0012849396137266586,0.012973258617514942
measurement_noise_0.850,measurement_noise,186,60,uniform,0.2247919510855712,0.7461527666123633,0.061813544786948386,0.22,0.8,0.06,0.0047919510855712055,0.05384723338763675,0.0018135447869483887,0.02015090975338545
measurement_noise_0.850,measurement_noise,187,60,uniform,0.2201930395426469,0.7454666357281274,0.05971446656020149,0.22,0.8,0.06,0.0001930395426469056,0.05453336427187261,0.00028553343979850765,0.018337312418106006
measurement_noise_0.850,measurement_noise,188,60,uniform,0.2277360632995516,0.7249156620867974,0.06663634691008029,0.22,0.8,0.06,0.007736063299551593,0.07508433791320268,0.00663634691008029,0.029818916040944856
measurement_noise_0.850,measurement_noise,189,60,uniform,0.23433499065980237,0.6962446464546348,0.064471133020101,0.22,0.8,0.06,0.014334990659802371,0.10375535354536525,0.004471133020101006,0.04085382574175621
measurement_noise_0.850,measurement_noise,190,60,uniform,0.22441691250257595,0.7644122900677368,0.06123356972915251,0.22,0.8,0.06,0.004416912502575948,0.035587709932263234,0.001233569729152513,0.013746064054663899
measurement_noise_0.850,measurement_noise,191,60,uniform,0.22923215891439086,0.7188616016617485,0.06434379268877666,0.22,0.8,0.06,0.009232158914390859,0.08113839833825154,0.00434379268877666,0.03157144998047302
measurement_noise_0.850,measurement_noise,192,60,uniform,0.23538378388385578,0.6930587510676849,0.06819853409917223,0.22,0.8,0.06,0.015383783883855778,0.10694124893231516,0.008198534099172233,0.04350785563844772
measurement_noise_0.850,measurement_noise,193,60,uniform,0.2294580111600836,0.7298515346556066,0.06420169697202001,0.22,0.8,0.06,0.009458011160083601,0.07014846534439345,0.004201696972020011,0.02793605782549902
measurement_noise_0.850,measurement_noise,194,60,uniform,0.2230022451103722,0.7655296449225288,0.06055141713486639,0.22,0.8,0.06,0.003002245110372198,0.034470355077471204,0.0005514171348663943,0.012674672440903265
measurement_noise_0.850,measurement_noise,195,60,uniform,0.22105468199821915,0.7693451265618143,0.06026564514639119,0.22,0.8,0.06,0.001054681998219148,0.030654873438185737,0.0002656451463911927,0.01065840019426536
measurement_noise_0.850,measurement_noise,196,60,uniform,0.2248858605500526,0.7270796293433647,0.06246098616916611,0.22,0.8,0.06,0.0048858605500526064,0.07292037065663537,0.00246098616916611,0.026755739125284696
measurement_noise_0.850,measurement_noise,197,60,uniform,0.2297588362454355,0.7359030466983812,0.06289400819252916,0.22,0.8,0.06,0.009758836245435498,0.0640969533016188,0.0028940081925291627,0.025583265913194486
measurement_noise_0.850,measurement_noise,198,60,uniform,0.24007371082516565,0.660735638803743,0.06517964594943747,0.22,0.8,0.06,0.020073710825165653,0.13926436119625707,0.00517964594943747,0.054839239323620066
measurement_noise_0.850,measurement_noise,199,60,uniform,0.22183735313933448,0.76743614450777,0.06144072564147634,0.22,0.8,0.06,0.0018373531393344744,0.032563855492230065,0.0014407256414763411,0.01194731142434696
process_disturbance_2.70,process_disturbance,100,60,uniform,0.32623039807967313,0.25957594026374087,0.07203986470961363,0.46,0.06,0.06,0.13376960192032689,0.19957594026374087,0.012039864709613629,0.11512846896456046
process_disturbance_2.70,process_disturbance,101,60,uniform,0.3418861735697513,0.22541290091979604,0.056686293707687296,0.46,0.06,0.06,0.1181138264302487,0.16541290091979605,0.0033137062923127014,0.09561347788078582
process_disturbance_2.70,process_disturbance,102,60,uniform,0.37402160666683937,0.18333096857679884,0.05860116000565399,0.46,0.06,0.06,0.08597839333316065,0.12333096857679884,0.0013988399943460073,0.07023606730143517
process_disturbance_2.70,process_disturbance,103,60,uniform,0.39454373697991796,0.15920027343059406,0.06513439726391865,0.46,0.06,0.06,0.06545626302008206,0.09920027343059407,0.00513439726391865,0.056596977904864926
process_disturbance_2.70,process_disturbance,104,60,uniform,0.34934418717696375,0.23437187908815388,0.0735162139029713,0.46,0.06,0.06,0.11065581282303627,0.17437187908815388,0.013516213902971308,0.09951463527138715
process_disturbance_2.70,process_disturbance,105,60,uniform,0.3399466471852225,0.25023326973423554,0.079782744562586,0.46,0.06,0.06,0.12005335281477753,0.19023326973423554,0.019782744562585997,0.11002312237053302
process_disturbance_2.70,process_disturbance,106,60,uniform,0.33056134783145613,0.25144241322600597,0.06961206640805567,0.46,0.06,0.06,0.1294386521685439,0.19144241322600597,0.009612066408055675,0.11016437726753518
process_disturbance_2.70,process_disturbance,107,60,uniform,0.34708881036538564,0.21863443940180263,0.056255881021896714,0.46,0.06,0.06,0.11291118963461438,0.15863443940180263,0.0037441189781032835,0.09176324933817344
process_disturbance_2.70,process_disturbance,108,60,uniform,0.29116344474822886,0.30146671452555324,0.05450596977703853,0.46,0.06,0.06,0.16883655525177116,0.24146671452555324,0.005494030222961466,0.1385991000000953
process_disturbance_2.70,process_disturbance,109,60,uniform,0.38903832061800925,0.16418769110081355,0.062123607649245405,0.46,0.06,0.06,0.07096167938199077,0.10418769110081355,0.002123607649245407,0.05909099271068324
process_disturbance_2.70,process_disturbance,110,60,uniform,0.30026699352379727,0.2965994734329428,0.06815618249477179,0.46,0.06,0.06,0.15973300647620275,0.2365994734329428,0.008156182494771791,0.13482955413463912
process_disturbance_2.70,process_disturbance,111,60,uniform,0.3232765556467432,0.25654096314568503,0.055192949210607974,0.46,0.06,0.06,0.13672344435325684,0.19654096314568503,0.004807050789392024,0.11269048609611129
process_disturbance_2.70,process_disturbance,112,60,uniform,0.3265339596574556,0.2549111560166964,0.061716029784471625,0.46,0.06,0.06,0.13346604034254445,0.1949111560166964,0.0017160297844716274,0.11003107538123749
process_disturbance_2.70,process_disturbance,113,60,uniform,0.3315336796397725,0.27112076066814617,0.07749877191741879,0.46,0.06,0.06,0.12846632036022754,0.21112076066814617,0.01749877191741879,0.1190286176485975
process_disturbance_2.70,process_disturbance,114,60,uniform,0.33675955382290657,0.2361065346878823,0.058407472959140484,0.46,0.06,0.06,0.12324044617709345,0.17610653468788232,0.0015925270408595135,0.10031316930194509
process_disturbance_2.70,process_disturbance,115,60,uniform,0.3751227358380783,0.18469473551173862,0.06094684670538844,0.46,0.06,0.06,0.0848772641619217,0.12469473551173862,0.0009468467053884433,0.07017294879301626
process_disturbance_2.70,process_disturbance,116,60,uniform,0.360782206281987,0.21737541594194265,0.0730210903355348,0.46,0.06,0.06,0.09921779371801304,0.15737541594194265,0.013021090335534807,0.08987143333183016
process_disturbance_2.70,process_disturbance,117,60,uniform,0.3823054377138957,0.17844752838913064,0.06450412721656505,0.46,0.06,0.06,0.07769456228610433,0.11844752838913064,0.004504127216565054,0.0668820726306
process_disturbance_2.70,process_disturbance,118,60,uniform,0.34383365912226305,0.22837317769787838,0.05787277570766043,0.46,0.06,0.06,0.11616634087773697,0.16837317769787838,0.0021272242923395662,0.09555558095598497
process_disturbance_2.70,process_disturbance,119,60,uniform,0.2919205505622504,0.32163873095137463,0.07565173371836878,0.46,0.06,0.06,0.1680794494377496,0.26163873095137463,0.015651733718368782,0.148456638035831
process_disturbance_2.70,process_disturbance,120,60,uniform,0.34229520159363114,0.22495897876638166,0.056993169351068226,0.46,0.06,0.06,0.11770479840636888,0.16495897876638166,0.0030068306489317714,0.09522353594056077
process_disturbance_2.70,process_disturbance,121,60,uniform,0.380493255441658,0.17650769975426003,0.06382648073395913,0.46,0.06,0.06,0.079506744558342,0.11650769975426004,0.0038264807339591367,0.06661364168218706
process_disturbance_2.70,process_disturbance,122,60,uniform,0.3777632107601321,0.1794483536595021,0.060918055134707126,0.46,0.06,0.06,0.08223678923986794,0.1194483536595021,0.0009180551347071284,0.06753439934469238
process_disturbance_2.70,process_disturbance,123,60,uniform,0.32954895984717514,0.24675889781492605,0.058984497839996736,0.46,0.06,0.06,0.13045104015282488,0.18675889781492605,0.001015502160003262,0.1060751467092514
process_disturbance_2.70,process_disturbance,124,60,uniform,0.35220946129094355,0.22492628348024069,0.06402790488679522,0.46,0.06,0.06,0.10779053870905647,0.1649262834802407,0.004027904886795219,0.09224824235869745
process_disturbance_2.70,process_disturbance,125,60,uniform,0.3794387177672046,0.17900436105488454,0.06182324478810365,0.46,0.06,0.06,0.0805612822327954,0.11900436105488454,0.0018232447881036534,0.06712962935859454
process_disturbance_2.70,process_disturbance,126,60,uniform,0.3247819927346141,0.24898258300678328,0.05406126308192987,0.46,0.06,0.06,0.1352180072653859,0.18898258300678328,0.005938736918070127,0.11004644239674644
process_disturbance_2.70,process_disturbance,127,60,uniform,0.37599818311124267,0.18222794236519027,0.06157847155552998,0.46,0.06,0.06,0.08400181688875735,0.12222794236519027,0.001578471555529981,0.06926941026982587
process_disturbance_2.70,process_disturbance,128,60,uniform,0.3723731972008942,0.19306029668067237,0.06387124747612585,0.46,0.06,0.06,0.08762680279910584,0.13306029668067237,0.0038712474761258553,0.0748527823186347
process_disturbance_2.70,process_disturbance,129,60,uniform,0.31853799059825766,0.2609971037515443,0.0594897342862412,0.46,0.06,0.06,0.14146200940174236,0.20099710375154428,0.0005102657137587979,0.11432312628901514
process_disturbance_2.70,process_disturbance,130,60,uniform,0.27137541526781433,0.32060433989353754,0.04745158449631599,0.46,0.06,0.06,0.18862458473218568,0.26060433989353754,0.012548415503684004,0.15392578004313573
process_disturbance_2.70,process_disturbance,131,60,uniform,0.391364602875165,0.15995964467354415,0.06395033762479821,0.46,0.06,0.06,0.06863539712483502,0.09995964467354415,0.003950337624798211,0.05751512647439246
process_disturbance_2.70,process_disturbance,132,60,uniform,0.36976691059449357,0.19105792548531397,0.06461075784598533,0.46,0.06,0.06,0.09023308940550645,0.13105792548531398,0.0046107578459853304,0.07530059091226858
process_disturbance_2.70,process_disturbance,133,60,uniform,0.2974613149260003,0.284137603255719,0.051911169655518195,0.46,0.06,0.06,0.1625386850739997,0.22413760325571902,0.008088830344481802,0.13158837289140018
process_disturbance_2.70,process_disturbance,134,60,uniform,0.33138003608913547,0.24102001275680807,0.055674404111835094,0.46,0.06,0.06,0.12861996391086455,0.18102001275680807,0.004325595888164904,0.10465519085194584
