test_rows,test_unsafe,test_prevalence,frozen_source_coverage,action_target_threshold,context_target_threshold,action_auc,context_auc,delta_auc_context_minus_action,action_unsafe_recall,action_unsafe_precision,action_safe_specificity,action_balanced_accuracy,action_true_positives,action_alert_coverage,context_unsafe_recall,context_unsafe_precision,context_safe_specificity,context_balanced_accuracy,context_true_positives,context_alert_coverage,delta_true_positives_context_minus_action,delta_unsafe_recall_context_minus_action,delta_balanced_accuracy_context_minus_action,bootstrap_mean_seed_delta_true_positives,bootstrap_seed_delta_ci_2_5,bootstrap_seed_delta_ci_97_5,criterion_context_more_true_positives,criterion_context_auc_higher,criterion_seed_bootstrap_ci_above_zero,all_primary_criteria_pass
10254,2689,0.2622391261946557,0.3901789113056719,0.3873171678011252,0.37150760378017067,0.6944042176186206,0.7565010027142968,0.06209678509567618,0.6013387876534028,0.40414896275931017,0.6848645076007931,0.6431016476270979,1617,0.3901891944606983,0.7058386017106731,0.47438140464883777,0.7220092531394581,0.7139239274250656,1898,0.3901891944606983,281,0.10449981405727038,0.07082227979796774,7.0269375,5.025,9.175,1,1,1,1
