analysis,population,policy,reference_policy,metric,n,mean,ci95_low,ci95_high,mean_delta,win_rate,direction_agreement
cross_population_stability,combined,two_stage_0.10,two_stage_1.00,under_count,2,,,,7.6625,0.0,1
cross_population_stability,combined,two_stage_0.10,two_stage_1.00,over_count,2,,,,-17.6375,1.0,1
cross_population_stability,combined,two_stage_0.10,two_stage_1.00,action_entropy,2,,,,0.39898902394020486,1.0,1
cross_population_stability,combined,two_stage_0.10,two_stage_1.00,pareto_efficient,2,,,,-0.075,0.025,0
cross_population_stability,combined,two_stage_0.25,two_stage_1.00,mean_regret,2,,,,0.005073088261585611,0.0125,1
cross_population_stability,combined,two_stage_0.25,two_stage_1.00,under_count,2,,,,5.7375,0.0,1
cross_population_stability,combined,two_stage_0.25,two_stage_1.00,over_count,2,,,,-12.25,1.0,1
cross_population_stability,combined,two_stage_0.25,two_stage_1.00,action_entropy,2,,,,0.3276093265094743,1.0,1
cross_population_stability,combined,two_stage_0.25,two_stage_1.00,pareto_efficient,2,,,,-0.21250000000000002,0.025,1
cross_population_stability,combined,fixed_k3,two_stage_1.00,mean_regret,2,,,,-0.004824701031719352,1.0,1
cross_population_stability,combined,fixed_k3,two_stage_1.00,under_count,2,,,,-6.4625,1.0,1
cross_population_stability,combined,fixed_k3,two_stage_1.00,over_count,2,,,,9.3625,0.0,1
cross_population_stability,combined,fixed_k3,two_stage_1.00,action_entropy,2,,,,-0.5443481217976625,0.0,1
cross_population_stability,combined,fixed_k3,two_stage_1.00,pareto_efficient,2,,,,-0.975,0.0,1
cross_population_stability,combined,oracle,two_stage_1.00,mean_regret,2,,,,-0.006459778132376668,1.0,1
cross_population_stability,combined,oracle,two_stage_1.00,under_count,2,,,,-6.4625,1.0,1
cross_population_stability,combined,oracle,two_stage_1.00,over_count,2,,,,-59.6125,1.0,1
cross_population_stability,combined,oracle,two_stage_1.00,action_entropy,2,,,,0.23174171209058453,0.9625,1
cross_population_stability,combined,oracle,two_stage_1.00,pareto_efficient,2,,,,-0.975,0.0,1
