feature,train_mean,test_mean,standardized_mean_shift_test_minus_train,wasserstein_distance,ks_statistic,ks_pvalue,train_point_biserial,test_point_biserial,correlation_sign_reversal,train_univariate_auc,test_univariate_auc,auc_direction_reversal
context_support_distance,4.206313738709741,3.1271761631702586,-0.179673872796231,1.1299676999490873,0.13891672423425602,4.225655242066978e-68,0.23884016955101678,-0.06496930177287864,1,0.6886596699246915,0.5716200901125025,0
action_support_distance,4.744243511373998,3.7622386289013177,-0.16667517259983636,1.062506387319225,0.11952668060156983,1.7187925467410349e-50,0.23780410837816307,-0.061518518246428025,1,0.6782150687233519,0.5584835858075762,0
action_support_minus_context,0.5379297726642568,0.635062465731059,0.2232861645728405,0.09713269306680207,0.11786903073240021,4.138258355246852e-49,-0.08567331591699894,0.054815413120144825,1,0.41913985407279164,0.5572321414016415,1
predicted_action_loss,0.18093630238856423,0.15261594947876891,-0.4193278580770211,0.02832082484037516,0.11933131936013677,2.5067813714766033e-50,-0.10443215627268153,0.03749847556675797,1,0.44769560850551626,0.5316519515043439,1
predicted_relative_loss,0.03028484029466393,0.016682442807345012,-0.37621117199430015,0.013602397521446874,0.11701679397367593,2.0871244436146615e-48,-0.10702489296642642,-0.0626183417381542,0,0.42814755687213973,0.3938307594497992,0
