model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_plus_loss,context_support_distance|predicted_action_loss,2,9435,1841,7594,0.5777962733093409,0.4416078218359587,0.2723618090452261,0.7139847247827232,0.6022809253481658,0.581794497295823,0.624536344328965,,,
context_plus_action_support,context_support_distance|action_support_distance,2,9435,1841,7594,0.5737637435540823,0.4101032047800109,0.27464532557293564,0.7374242823281538,0.6008568043870078,0.5752070242436005,0.6037157260911751,,,
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,9435,1841,7594,0.568257416694646,0.4508419337316676,0.25800435188063414,0.6856728996576245,0.6081402067471718,0.570636449394767,0.6199717319750637,,,
action_support_only,action_support_distance,1,9435,1841,7594,0.5614600465761228,0.358500814774579,0.2694977541853818,0.7644192783776665,0.6126486833068274,0.5634533858865283,0.6134989670237412,,,
context_support_only,context_support_distance,1,9435,1841,7594,0.5537898212045103,0.32156436719174364,0.2670275146594497,0.7860152752172768,0.613509235757038,0.556791835198576,0.6190276652361018,,,
predicted_loss_only,predicted_action_loss,1,9435,1841,7594,0.549647639142197,0.6132536664856056,0.22436406995230523,0.4860416117987885,0.5336429443353962,0.5536796358083417,0.5520783360949022,,,
diagnostic_context_support_distance,context_support_distance,1,9435,1841,7594,,,,,,,,2.4009904273340776,3.044206870441999,0.2835150835013903
diagnostic_action_support_distance,action_support_distance,1,9435,1841,7594,,,,,,,,2.9782706665046685,3.7038249833574994,0.3123717493427597
diagnostic_action_support_minus_context,action_support_minus_context,1,9435,1841,7594,,,,,,,,0.5772802391705908,0.6596181129155004,0.14883510495762428
diagnostic_predicted_action_loss,predicted_action_loss,1,9435,1841,7594,,,,,,,,0.16760894490770367,0.1598174067931494,-0.09525995114373308
diagnostic_predicted_relative_loss,predicted_relative_loss,1,9435,1841,7594,,,,,,,,0.021841915441665218,0.014175267264505563,-0.2549862273262677
