condition,true_class,seed,classification_correct,classification_margin,score_spread,delta_event_vs_pre_nis,delta_post_vs_pre_nis,recovery_ratio_nis,event_max_nis,post_longest_nis_run_above_1,delta_event_vs_pre_autocorrelation,delta_post_vs_pre_autocorrelation,parameter_shift_post_vs_pre,post_cumulative_abs_parameter_update,evidence_sufficient
measurement_noise_0.90,measurement_noise,1013,True,0.48325683358560484,0.7847184162723441,-0.6711241035172201,-0.8792911354717623,0.7829788167473646,3.006395732301611,2,0.13340422803166696,0.47543380597108564,0.006083675647381881,0.08696457168463481,True
measurement_noise_0.90,measurement_noise,1014,True,0.5948785125014425,0.9163011040607163,0.4225332203053611,0.6563559322441233,1.177692573956986,2.6541029420775084,2,0.17247174585149816,-0.08366398884603926,0.0034413820126415473,0.1262974756532214,True
measurement_noise_0.90,measurement_noise,1015,False,0.0144956469005737,0.8911938565393466,0.8934396486317695,0.7418950438322598,0.9000570989973377,2.9795596996541502,2,0.5484500317698616,0.48119529490167323,0.005282754803279444,0.10688370614015165,True
measurement_noise_0.90,measurement_noise,1016,False,0.06562395178247327,1.3948377582150129,1.2137447239736212,0.25478706713214183,0.440403874354991,10.283018119265112,2,0.6560508194612169,0.5237076951596451,0.008686217124728945,0.08540380464171372,True
measurement_noise_0.90,measurement_noise,1017,True,0.9502609526371075,1.613047650924089,0.08721330171301855,0.36054380750949644,1.2512737776977605,5.549660966482781,4,-0.46214411326020666,0.16832945515162226,0.006429600121925061,0.12677113502232,True
measurement_noise_0.90,measurement_noise,1018,True,0.7413408718411685,0.9558934505854243,-0.032276852501468944,-0.6296389359805343,0.5797926280809614,5.104686858976446,1,0.5170954810688653,-0.4411097076701329,-0.002871775469150517,0.08144592283042064,True
measurement_noise_0.90,measurement_noise,1019,True,0.4765579574208294,1.153170583535997,-0.0733873738848323,0.3061266913028966,1.3749666674089598,3.3163331695081215,4,-0.505827804106493,-0.5566767108791024,-0.004413793589377102,0.12052477222340854,True
measurement_noise_0.90,measurement_noise,1020,True,0.6148223558393688,0.8912852137220224,-0.4551289645727442,-0.1436724056080766,1.4608646520265256,2.3309961407357696,2,0.2208931054438768,-0.08114284924624106,0.0037471346391263483,0.1007600825500633,True
measurement_noise_0.90,measurement_noise,1021,True,0.28187295719258687,0.645665308027024,0.3862076491655628,0.06042148104768175,0.7604318188735983,5.22820603924745,3,-0.3873922364216148,0.19377674811827106,-0.008300112065462106,0.1071016656416763,True
measurement_noise_0.90,measurement_noise,1022,True,0.46091918058417947,0.730374929385039,-0.6912205856208705,-0.19110432722006798,2.3771471633021877,2.0584271963544434,3,0.06023610293747869,-0.2795057128593924,-0.00354229528641703,0.09930492153625947,True
measurement_noise_0.90,measurement_noise,1023,True,0.28146748206366934,0.6520161296779003,-0.6266951479478726,-0.17516233880265442,1.6725460432061967,2.14747292023845,3,-0.2602619334256355,0.051314077119606644,0.012863460551385986,0.1080935604987996,True
measurement_noise_0.90,measurement_noise,1024,True,0.8952403777878803,1.1948110821082407,-0.23933337615972516,-0.02696371488149585,1.291602033107832,2.6040599221000034,1,0.2212264251574306,0.06389149326916099,0.0012663132046895065,0.08527490809114222,True
measurement_noise_0.90,measurement_noise,1025,True,0.5595812161498592,0.8394063613084477,-0.5101855035257434,0.12216900215487203,1.9996263380242767,2.8425356706729357,3,-0.1702797159529845,0.25772856024628277,0.0005498707763462729,0.11661400989780864,True
measurement_noise_0.90,measurement_noise,1026,True,0.6000548531403307,0.9741175832880301,0.678583278784128,-0.07661786899924028,0.5000795841459308,5.688391260274803,2,0.19049948065060385,0.1047847889785597,0.006464050543577793,0.08870568209501703,True
measurement_noise_0.90,measurement_noise,1027,True,0.6474591715626103,1.3085820727930273,0.08887709876958305,0.004098846207685858,0.9145777235011344,5.249943807448703,2,-0.016226318542701124,0.39387762563931983,0.0038998833318225623,0.09698809424229278,True
measurement_noise_0.90,measurement_noise,1028,True,0.007211425551344242,0.25821543057122714,0.02868236286947179,0.5253971655071774,2.0623126376721963,2.115506880981881,3,0.48090189853611126,0.34729665580239166,0.0013235333031832441,0.09948935251995933,True
measurement_noise_0.90,measurement_noise,1029,True,0.8437193783440788,1.077171424901259,-0.6107651883390388,-0.39739696323958684,1.2311213614659027,1.9722810338301846,3,-0.13997158815698407,0.1911681989817734,0.0012106334101467109,0.1094622228177098,True
measurement_noise_0.90,measurement_noise,1030,True,0.34387271673958586,0.7915923701070628,0.5357703517987731,-0.025928027704162915,0.6682867243191328,8.570433038177766,3,0.4253005536891913,0.014120196692245679,0.0009834922146239045,0.11242342065201288,True
measurement_noise_0.90,measurement_noise,1031,True,0.7294423010034238,0.9156883737401503,-1.0151175567009858,-0.959243304893617,1.0812165836730583,2.2057512769435705,1,-0.11375567442331327,-0.04744460083856154,0.001886137408828481,0.08180621191539238,True
measurement_noise_0.90,measurement_noise,1032,True,0.4457862892633304,0.6923908789526112,0.5033954103107192,0.10691448196155373,0.681741654718872,5.764633736422698,1,0.01605695988974308,-0.10517409483349194,0.0030748632288540856,0.08811473806519565,True
measurement_noise_0.90,measurement_noise,1033,True,0.8601527643242257,1.372060210169944,0.915521820562807,0.8241582105004986,0.9312629370361278,5.106140701343981,4,-0.04035486643549496,-0.15493833239127533,0.007351236715958276,0.12908539234570598,True
