seeds,rho_recall_unsafe,rho_ap_unsafe,rho_auc_unsafe,absdiff_recall_minus_auc,absdiff_recall_minus_ap,boot_recall_minus_auc_p025,boot_recall_minus_auc_p975,boot_recall_minus_ap_p025,boot_recall_minus_ap_p975,criterion_observed_hierarchy,criterion_boot_auc_above_zero,criterion_boot_ap_above_zero,primary_metric_hierarchy_replication_pass,rho_recall_regret,rho_ap_regret,rho_auc_regret
40,-0.53419584539515,0.13470976328884854,0.24452532292968332,0.28967052246546665,0.39948608210630143,-0.18032173156833867,0.6660060255804731,-0.09280132987664794,0.6895607168492724,0,0,0,0,-0.2906804840568294,0.36952952805791417,0.48144847372257316
