model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,8397,1427,6970,0.5576363914222431,0.5851436580238262,0.20316301703163017,0.53012912482066,0.5845951062668218,0.5433962589648929,0.5748754790399019,,,
context_plus_loss,context_support_distance|predicted_action_loss,2,8397,1427,6970,0.5564886152385988,0.5851436580238262,0.20237518177411537,0.5278335724533716,0.5845557947314499,0.5433687898199362,0.5806504423040582,,,
predicted_loss_only,predicted_action_loss,1,8397,1427,6970,0.5510947408002461,0.5802382620882971,0.19903846153846153,0.5219512195121951,0.5829555839974905,0.53654315795568,0.5728098970544343,,,
context_support_only,context_support_distance,1,8397,1427,6970,0.5470574159552553,0.27890679747722497,0.23606168446026096,0.8152080344332855,0.6283122482076051,0.549089777003321,0.6355055643740357,,,
context_plus_action_support,context_support_distance|action_support_distance,2,8397,1427,6970,0.5426375828332256,0.27049754730203224,0.23017292784734644,0.814777618364419,0.6070036868388801,0.5444410126892509,0.614156539788914,,,
action_support_only,action_support_distance,1,8397,1427,6970,0.5397174697044798,0.31114225648213034,0.2156386595434677,0.7682926829268293,0.6069311967698183,0.545446500335726,0.6159950982283925,,,
diagnostic_context_support_distance,context_support_distance,1,8397,1427,6970,,,,,,,,2.091649241825759,2.312347963621907,0.10628856031277838
diagnostic_action_support_distance,action_support_distance,1,8397,1427,6970,,,,,,,,2.5142654365026607,2.7290621604463436,0.10381086861849537
diagnostic_action_support_minus_context,action_support_minus_context,1,8397,1427,6970,,,,,,,,0.4226161946769017,0.41671419682443667,-0.015949588281771395
diagnostic_predicted_action_loss,predicted_action_loss,1,8397,1427,6970,,,,,,,,0.21662221551723454,0.18333320477105242,-0.3296459519255155
diagnostic_predicted_relative_loss,predicted_relative_loss,1,8397,1427,6970,,,,,,,,0.04133425389971714,0.010872093744073864,-0.5225719237810218
