step,true_state,measurement,state_estimate,state_covariance,parameter_estimate,parameter_error,innovation,innovation_covariance,nis,excess_nis,mismatch_indicator,dynamic_lambda,effective_q,parameter_update
33,11.826134881351287,11.952753561022318,11.658871619870684,0.06834370628548633,0.9163764649272116,0.003623535072788453,0.4044477831490543,0.34405634245859595,0.47543959842527694,0.0,0.13455506237601186,0.10248470591362782,0.016289835996795426,0.0027814917815937906
34,11.8642644826025,12.22608047578655,11.807331292562536,0.05690876010449708,0.9200694841589998,-6.948415899976634e-05,0.5421649157292592,0.32368117804735075,0.9081244625373748,0.0,0.06727753118800593,0.0818069471872592,0.008003769440786386,0.003693019231788234
35,11.94416231107063,13.104866569520995,12.091323104706964,0.04587078947810515,0.9284199638579509,-0.008419963857950852,1.2413013578785659,0.30617862010148844,5.032451516570411,4.032451516570411,2.049864523879209,0.18369469174786512,0.37904923183887557,0.008350479698951032
36,12.019627714573636,11.714925985252105,11.905962779959596,0.15651943678603644,0.925062653919678,-0.005062653919677973,-0.5108997746147406,0.6685881840158205,0.39040262143672033,0.0,1.0249322619396044,0.17058667262608151,0.17733978423140054,-0.0033573099382729135
37,12.029967617791044,11.614177067170042,11.792156218406564,0.13864735164711695,0.9223965255973682,-0.0023965255973681376,-0.39958445952829,0.56127987007488,0.2844708118165978,0.0,0.5124661309698022,0.15081748752262258,0.07978885431330482,-0.0026661283223098076
38,12.115183886358551,11.8317674689517,11.857047334313277,0.11041384706939003,0.9220915555545791,-0.002091555554579072,-0.04527645620791532,0.447752149391706,0.004578330867941661,0.0,0.2562330654849011,0.1259234479990354,0.03476575109722138,-0.0003049700427891127
39,12.142456136764837,12.517107446409675,12.131638504124385,0.0849379293612117,0.9260028218465461,-0.0060028218465461025,0.5838242256284687,0.37864543779273896,0.9001844269341344,0.0,0.12811653274245055,0.10082422546294038,0.015417250182755018,0.003911266291967057
40,12.13488649629108,11.98805751448222,12.169782588280215,0.06522538673799247,0.9243923904521878,-0.0043923904521877555,-0.24587397395917243,0.3382499299910641,0.1787258642509486,0.0,0.06405826637122528,0.08059540532623971,0.0076628019426851325,-0.001610431394358391
41,12.072031263307599,11.530791953788242,12.104234120058665,0.05057305994953159,0.9196985269010527,0.00030147309894734686,-0.718862464275519,0.31339797915057666,1.6489041950585948,0.6489041950585948,0.35648123071491,0.13816791336510842,0.05175426780170491,-0.004693863551135156
42,12.077881941633398,12.285762435891733,12.174367501963674,0.0685941079582391,0.9207062763913025,-0.0007062763913024961,0.1535161464083199,0.34453125693189757,0.06840368394418034,0.0,0.178240615357455,0.11243240679378691,0.022540021373044283,0.001007749490249861
43,12.171326049924891,12.162092643343035,12.197567194310592,0.060999668080934676,0.9203999971181733,-0.00039999711817328976,-0.04692392680922275,0.33068724993966714,0.006658420932766579,0.0,0.0891203076787275,0.08941977477937894,0.01046911784090077,-0.00030627927312925886
44,12.21068817989089,12.294672864164507,12.240185173625656,0.049771991298028874,0.920843218894118,-0.0008432188941179808,0.06803205367231335,0.31214414209666325,0.014827637948878236,0.0,0.04456015383936375,0.0726915385152523,0.005739146139059678,0.0004432217759446834
45,12.2880701811723,12.734747780541403,12.345868350398701,0.0402286260996193,0.9238522151958415,-0.0038522151958414463,0.4634562653998948,0.29794341734006524,0.7209144335391031,0.0,0.022280076919681875,0.06227416848034063,0.0038874732638512184,0.00300899630172343
46,12.318709232448894,11.813237080726239,12.327180548895491,0.033153807703919555,0.920037765499723,-3.7765499723008134e-05,-0.5925207433058315,0.2882227229273313,1.2180886631072874,0.21808866310728736,0.12018437001348461,0.09869912660376776,0.014362092351754988,-0.0038144496961184586
47,12.378381759570212,12.568905323548089,12.374468228116093,0.03627055315255915,0.9215040977963286,-0.0015040977963285407,0.22743367643063195,0.29242577904865036,0.17688617379436924,0.0,0.06009218500674231,0.0790682196676945,0.007251382084424839,0.001466332296605509
48,12.449458296290308,12.4345049999497,12.407268682869262,0.03302471503187435,0.921705662563982,-0.001705662563981969,0.03138181969024778,0.2880512405326784,0.0034189007665790597,0.0,0.030046092503371154,0.06609347173966165,0.004485850565758821,0.0002015647676534524
49,12.551156678811276,12.371718508650366,12.428463487216018,0.028793722833734974,0.9212948234968291,-0.0012948234968290784,-0.06413129330299228,0.28254171084405166,0.014556515455463093,0.0,0.015023046251685577,0.05850287161673022,0.003378891346154562,-0.00041083906715289905
50,12.626717165219528,12.684276651523145,12.473709737170976,0.025033018190587356,0.922791339600388,-0.00279133960038791,0.23399757673167976,0.2778185469588097,0.19708859079309954,0.0,0.007511523125842788,0.05437544873798055,0.0029084424406734203,0.001496516103558865
51,12.590766341539691,12.026542405143493,12.467866718094145,0.02208509578882411,0.9197064671838768,0.0002935328161232098,-0.48408891300691437,0.2742251552890559,0.8545608277592187,0.0,0.003755761562921394,0.052220104209529515,0.0026961262602019013,-0.0030848724165111092
52,12.575953506639575,13.287614019723167,12.531436919899237,0.019693105067168645,0.9249396938224103,-0.004939693822410218,0.8208363671053647,0.2713770250700832,2.482790654030978,1.4827906540309779,0.7432732077969496,0.16224603693562434,0.12309313232548387,0.005233226638533477
53,12.610695950939146,12.955137883072148,12.721567550042664,0.08971927981502745,0.9272507405659925,-0.007250740565992508,0.36431445522569916,0.3899408483308014,0.34037219453808637,0.0,0.3716366038984748,0.13967536698317645,0.05440847903390086,0.002311046743582253
54,12.483046646209456,12.838528748494475,12.810717206465638,0.08619385675256508,0.9275160233088283,-0.007516023308828279,0.04244581655711599,0.38154857175039864,0.004721934444506172,0.0,0.1858183019492374,0.11395496739747321,0.02367491854047918,0.0002652827428357355
55,12.51219553505869,12.237232392856027,12.70076341031111,0.07031260205437095,0.9235130797010868,-0.0035130797010867187,-0.6449130862189634,0.3478262845061157,1.195748876100694,0.19574887610069402,0.19078358902496573,0.11492423734978024,0.024425658467548093,-0.0040029436077415916
56,12.479850673944975,12.478695448038184,12.666068703764086,0.06309451903076058,0.9219441563070756,-0.0019441563070755619,-0.2506256835731051,0.3343936179714609,0.18784220119849013,0.0,0.09539179451248286,0.09142764652839863,0.01122144727039692,-0.0015689233940111673
57,12.567706433186814,12.040156083475651,12.546151592772697,0.0514931471882993,0.9179441503353014,0.002055849664698628,-0.6372519413435835,0.31485059137623905,1.289786482442709,0.289786482442709,0.19258913847759593,0.11527130528103038,0.0247000013752616,-0.004000005971774164
58,12.540899666795054,13.221792041970346,12.667603542061496,0.053514254385979926,0.9224119694205424,-0.002411969420542337,0.7051255781647239,0.3180892324004819,1.5630899456418785,0.5630899456418785,0.37783954205973724,0.14027136316235406,0.05550006762135896,0.004467819085240918
59,12.515320153480062,12.333194415549592,12.583566442619,0.07195372724722612,0.9202055380241413,-0.00020553802414124966,-0.35155471552199025,0.3510323413890521,0.35207786700419963,0.0,0.18891977102986862,0.11456297374800165,0.02414321076897332,-0.0022064313964010626
60,12.518983358566091,11.898338670248243,12.406534472118432,0.0634729590281316,0.9159024378637269,0.004097562136273103,-0.6811288583445041,0.3350720607283215,1.3845873053732465,0.3845873053732465,0.2867535382015576,0.13013553273324063,0.03981682445700137,-0.004303100160414326
61,12.528461961388304,11.923653162901488,12.243945792134944,0.06781763757704917,0.9130865994534106,0.006913400546589399,-0.43952200555215093,0.34306284740616816,0.5631026350570414,0.0,0.1433767691007788,0.10467154406265178,0.01750746780449282,-0.002815838410316297
62,12.570444919995147,12.572035331374142,12.269417009575761,0.05712785858403202,0.9156325325068158,0.004367467493184285,0.3922525041417497,0.3240488726944035,0.4748111780983543,0.0,0.0716883845503894,0.08342755970995905,0.008480786982588117,0.0025459330534051356
63,12.678980899737923,12.81940115650344,12.341945225738773,0.04600217046052511,0.9194225255771922,0.0005774744228078665,0.5851237876433846,0.3063758087088169,1.1174832905672811,0.11748329056728113,0.09458583755883526,0.09117370503192206,0.011123741253786542,0.003789993070376405
64,12.732946902280528,12.081314916421846,12.303096311513436,0.04167438438828852,0.9177086195509491,0.0022913804490509726,-0.2661475335622647,0.3000111139308517,0.23610628517449914,0.0,0.04729291877941763,0.07386177863246092,0.005993139097768299,-0.0017139060262431594
65,12.708204182921992,12.869777009929043,12.372406967137868,0.03529040122381611,0.9214495876653291,-0.0014495876653290996,0.5791194776876747,0.29109085181212985,1.1521467175948874,0.1521467175948874,0.09971981818715252,0.09277130419891766,0.01175113758770109,0.0037409681143800682
66,12.778833894206787,11.938375925196306,12.334458710323116,0.03574988944643464,0.9184805696709671,0.0015194303290329003,-0.4621733731005282,0.29171513535520055,0.7322356673164371,0.0,0.04985990909357626,0.0749416015186695,0.0062365814390478785,-0.0029690179943620315
67,12.806058166660687,13.101735173568645,12.427165636320215,0.03177025513791095,0.923459974411569,-0.003459974411568978,0.7727745107280484,0.28639542258319123,2.085160576396808,1.0851605763968082,0.5675102427451922,0.1541290151006851,0.08996979477386721,0.004979404740601934
68,12.85825082311474,13.2144435821541,12.71149588325883,0.07972939929061398,0.9281831921943887,-0.008183192194388678,0.7384535216295056,0.36706277971423606,1.4856139977786733,0.4856139977786733,0.5265621202619328,0.15171023795578475,0.08238486456344038,0.004723217782819672
69,12.83219431652076,12.57136949131168,12.713006401577259,0.09416827518238283,0.9267619292900416,-0.006761929290041602,-0.22722733517733218,0.40107365860930405,0.12873511072959282,0.0,0.2632810601309664,0.12694061224384226,0.035921058965232726,-0.0014212629043470844
70,12.743209785306963,12.840921167758449,12.80071488208201,0.07960789384755285,0.9271308621746132,-0.007130862174613117,0.05899082795605892,0.3668010297618026,0.009487208324363677,0.0,0.1316405300654832,0.10173999602828973,0.01589310700602422,0.00036893288457147
71,12.71416816403264,13.724301833072461,13.083927781772552,0.063054365515024,0.9324503742173339,-0.01245037421733386,0.8563640079963655,0.33432179452696903,2.1935731567522456,1.1935731567522456,0.6626068434088644,0.15890892088873004,0.10779413845959038,0.005319512042720766
72,12.666483469510787,12.826679392113343,13.052938491184388,0.09852803926409379,0.930180320588687,-0.010180320588687009,-0.373433964233044,0.412617620425273,0.3379713292395906,0.0,0.3313034217044322,0.1354897999911187,0.04738823434310678,-0.0022700536286468335
73,12.574714720966139,12.37698343180305,12.876543531417372,0.08666031643474717,0.9255214976907089,-0.005521497690708865,-0.7646030785512572,0.38263818464563004,1.5278607603459333,0.5278607603459333,0.42958209102518274,0.14481902849524858,0.0647116610812244,-0.004658822897978154
74,12.581794937293402,12.993774943553156,12.944759478390791,0.08930849699471581,0.9259924310713886,-0.005992431071388582,0.07625708927614028,0.38894402523539,0.014951106811191885,0.0,0.21479104551259137,0.11931858334610686,0.028128563265991564,0.0004709333806796979
75,12.647656426651336,12.625582338486701,12.880135217821357,0.07379833488084395,0.9237736219144107,-0.003773621914410663,-0.3611669605427874,0.35470720414437906,0.36774435890684865,0.0,0.10739552275629569,0.09507423117448827,0.012710546757637073,-0.002218809156977935
76,12.579981668566186,12.808906868311956,12.877548166058261,0.05809791454455503,0.9232215376348891,-0.0032215376348890823,-0.08942229260223655,0.32568692441078756,0.024552248846669237,0.0,0.05369776137814784,0.07652197424890778,0.006609058713402624,-0.0005520842795215341
77,12.59943249000158,12.845261661420716,12.880841664243341,0.0458371151448734,0.9229524988036234,-0.00295249880362336,-0.04356815741493847,0.30612811943928897,0.006200620655200229,0.0,0.02684888068907392,0.06454704130765168,0.004233015810901866,-0.00026903883126576264
78,12.556463505842718,13.123155704636162,12.923046991992772,0.036892318857585406,0.9244017476055469,-0.004401747605546902,0.23475070392894715,0.29327896425391065,0.18790264462140463,0.0,0.01342444034453696,0.0576441884019829,0.0032738409684116695,0.0014492488019234953
79,12.556341220920526,12.90625353177852,12.941220025822114,0.030546992503287282,0.9241566252657009,-0.00415662526570082,-0.03983369200820519,0.28479901329643986,0.0055713782173569945,0.0,0.00671222017226848,0.05392202998815027,0.0028619365374161288,-0.0002451223398460661
80,12.615537585251605,12.92017374553453,12.95561049850662,0.025946367758507297,0.9239136448722562,-0.003913644872256206,-0.03954048035014068,0.27895106798641567,0.005604744938262786,0.0,0.00335611008613424,0.051986991798812304,0.0026744740675237726,-0.0002429803934446514
81,12.620620379830566,13.697017997380827,13.035543683200498,0.02258066557820426,0.9283771697633133,-0.008377169763313264,0.7271526801603088,0.27482271970808314,1.9239712816537147,0.9239712816537147,0.46366369586992445,0.14745424179901828,0.07086917872423032,0.004463524891057044
82,12.623155901492728,12.475173785106687,12.935554405260415,0.0663553064478279,0.924553404777211,-0.004553404777211001,-0.6267273658290282,0.34033109691919416,1.154132533390721,0.15413253339072108,0.3088981146303228,0.13290369207131075,0.043553699908236876,-0.003823764986102262
83,12.618901781252461,13.360286115471029,13.07431350794091,0.0715683340928507,0.9270166617419858,-0.007016661741985786,0.40067524740666016,0.3502741493907432,0.45832858109463154,0.0,0.1544490573151614,0.10728127727893644,0.01906949214329818,0.0024632569647748356
84,12.615325263096606,12.875014090666212,13.060368597342014,0.06093403158768996,0.9255256961187629,-0.005525696118762857,-0.2450923720333229,0.33057244793892077,0.18171590283295427,0.0,0.0772245286575807,0.08539978908720097,0.0090949584597159,-0.0014909656232229835
85,12.665885814065485,12.40945650895207,12.954164202162781,0.04922318114126546,0.921395355693898,-0.0013953556938979261,-0.6782502286705281,0.3112909167266698,1.477792469915044,0.477792469915044,0.2775084992863123,0.1289110980188276,0.03827392535255556,-0.004130340424864983
86,12.566286460477565,12.715998036585786,12.882563785260263,0.06064215335104997,0.9200453280353554,-4.532803535539642e-05,-0.21990869618315045,0.3300628999857005,0.14651702647909925,0.0,0.13875424964315616,0.10353803197155567,0.01686634193574232,-0.0013500276585425152
87,12.57247028336556,12.268465194085152,12.727358511937618,0.05358198478975839,0.9164399641267164,0.0035600358732836845,-0.5840774296610167,0.31819891842966314,1.0721169183195363,0.07211691831953626,0.10543558398134621,0.09449565071692975,0.012463204117036806,-0.003605363908639113
88,12.610226979748436,12.91401066824072,12.710612766170295,0.046724624302969926,0.9180026820340593,0.0019973179659407148,0.2501506901327524,0.30746468816347217,0.20352050229788454,0.0,0.052717791990673106,0.07612224655379558,0.0065129967596857284,0.001562717907342958
89,12.55165920028859,12.81076842229919,12.690460028238189,0.03877227592162491,0.9188933763200638,0.0011066236799361917,0.14239181265850576,0.2958891891331919,0.0685237212335196,0.0,0.026358895995336553,0.06430688302998289,0.004195058441571592,0.0008906942860045119
90,12.537721216320374,11.796208581216733,12.549843613691898,0.032179124577801706,0.9134742925309596,0.006525707469040465,-0.8649710811858693,0.286933012636449,2.6074900354383668,1.6074900354383668,0.8169244657168516,0.1648522447418016,0.13717183195791993,-0.005419083789104294
91,12.557351030668043,12.534743717328347,12.492002032805281,0.09904228642373722,0.9139226653462245,0.006077334653775579,0.07078420093695925,0.4140232288853887,0.012101743942658878,0.0,0.4084622328584258,0.14304912547951287,0.06093016520180696,0.00044837281526487346
92,12.515498803255106,12.776971596703481,12.54818803751015,0.09123181525875733,0.9162150374584603,0.003784962541539705,0.36024780337162454,0.3936556943184889,0.3296750985877593,0.0,0.2042311164292129,0.11744290815038434,0.026485496248246504,0.002292372112235841
93,12.538663562604317,12.249894970632168,12.424749512257737,0.07298130010842653,0.9146506032941408,0.005349396705859211,-0.24694360219099742,0.3530700430987357,0.17271684147389496,0.0,0.10211555821460645,0.09350087173045449,0.012047893710307676,-0.0015644341643194796
94,12.555588087122706,13.063120555218928,12.522413798008241,0.05656323674031802,0.9191211532494887,0.0008788467505113084,0.6988159180538069,0.3231030076537001,1.5114179557523306,0.5114179557523306,0.30676675698346856,0.13264684083659573,0.043191641187544795,0.004470549955347958
95,12.515507708368606,12.705952722069402,12.562000002617188,0.06670228772445033,0.9203675147454949,-0.00036751474549490126,0.19633731057675696,0.3409753412854622,0.11305315914983283,0.0,0.15338337849173428,0.10703632821904087,0.018917593643586646,0.0012463614960062175
96,12.514404879223184,13.647410034548626,12.813291897116018,0.05794022724010404,0.927238498599699,-0.007238498599698939,1.0857533119069434,0.3254195248795516,3.6225861209564205,2.6225861209564205,1.3879847497240774,0.17710601395628567,0.2483204464557441,0.0068709838542040285
97,12.42013734034642,12.76777930604965,12.819408043589993,0.13597715844796296,0.9265360222324138,-0.006536022232413785,-0.11319823475189494,0.5481357870868061,0.02337712780814262,0.0,0.6939923748620387,0.1602751028518843,0.11372969925943668,-0.0007024763672851986
98,12.411214102129646,12.36111532771473,12.629881714661613,0.1199168377159246,0.9233321056785708,-0.0033321056785707848,-0.5165280083673522,0.4804618745623096,0.5553014662630488,0.0,0.34699618743101934,0.1371855285016657,0.05010285536078744,-0.0032039165538430407
99,12.513396422778438,12.509109847148041,12.603847234194987,0.09465759471802666,0.9223723780972751,-0.002372378097275085,-0.15246543092174392,0.402337017291265,0.057776706162050044,0.0,0.17349809371550967,0.11145178560073732,0.021836672342917612,-0.0009597275812956783
