context_index,optimal_persistence,selected_persistence,direction,best_loss,selected_loss,regret,consequential_regret,absolute_margin,total_spread
40,2,1,insufficient_persistence,0.18321096484781646,0.2061735495317338,0.022962584683917348,1,0.0,0.022962584683917348
40,2,2,optimal,0.18321096484781646,0.18321096484781646,0.0,0,0.0,0.022962584683917348
40,2,3,excessive_persistence,0.18321096484781646,0.18321096484781646,0.0,0,0.0,0.022962584683917348
41,1,1,optimal,0.10478925264627517,0.10478925264627517,0.0,0,0.0,0.0
41,1,2,excessive_persistence,0.10478925264627517,0.10478925264627517,0.0,0,0.0,0.0
41,1,3,excessive_persistence,0.10478925264627517,0.10478925264627517,0.0,0,0.0,0.0
42,1,1,optimal,0.051308171793541156,0.051308171793541156,0.0,0,0.0,0.0
42,1,2,excessive_persistence,0.051308171793541156,0.051308171793541156,0.0,0,0.0,0.0
42,1,3,excessive_persistence,0.051308171793541156,0.051308171793541156,0.0,0,0.0,0.0
43,2,1,insufficient_persistence,0.25663930398244067,0.2648014043243023,0.008162100341861656,1,0.0,0.008162100341861656
43,2,2,optimal,0.25663930398244067,0.25663930398244067,0.0,0,0.0,0.008162100341861656
43,2,3,excessive_persistence,0.25663930398244067,0.25663930398244067,0.0,0,0.0,0.008162100341861656
44,1,1,optimal,0.1792899017324158,0.1792899017324158,0.0,0,0.0,0.0
44,1,2,excessive_persistence,0.1792899017324158,0.1792899017324158,0.0,0,0.0,0.0
44,1,3,excessive_persistence,0.1792899017324158,0.1792899017324158,0.0,0,0.0,0.0
45,1,1,optimal,0.11754173977513052,0.11754173977513052,0.0,0,0.0,0.0
45,1,2,excessive_persistence,0.11754173977513052,0.11754173977513052,0.0,0,0.0,0.0
45,1,3,excessive_persistence,0.11754173977513052,0.11754173977513052,0.0,0,0.0,0.0
46,1,1,optimal,0.05982856247139051,0.05982856247139051,0.0,0,0.0,0.0
46,1,2,excessive_persistence,0.05982856247139051,0.05982856247139051,0.0,0,0.0,0.0
46,1,3,excessive_persistence,0.05982856247139051,0.05982856247139051,0.0,0,0.0,0.0
47,2,1,insufficient_persistence,0.11728091996812262,0.174166348088338,0.05688542812021538,1,0.0,0.05688542812021538
47,2,2,optimal,0.11728091996812262,0.11728091996812262,0.0,0,0.0,0.05688542812021538
47,2,3,excessive_persistence,0.11728091996812262,0.11728091996812262,0.0,0,0.0,0.05688542812021538
48,1,1,optimal,0.05972823441569434,0.05972823441569434,0.0,0,0.0,0.0
48,1,2,excessive_persistence,0.05972823441569434,0.05972823441569434,0.0,0,0.0,0.0
48,1,3,excessive_persistence,0.05972823441569434,0.05972823441569434,0.0,0,0.0,0.0
49,1,1,optimal,0.10224358230114047,0.10224358230114047,0.0,0,0.0,0.0
49,1,2,excessive_persistence,0.10224358230114047,0.10224358230114047,0.0,0,0.0,0.0
49,1,3,excessive_persistence,0.10224358230114047,0.10224358230114047,0.0,0,0.0,0.0
50,2,1,insufficient_persistence,0.128652112396424,0.17918400827303105,0.05053189587660706,1,0.0,0.05053189587660706
50,2,2,optimal,0.128652112396424,0.128652112396424,0.0,0,0.0,0.05053189587660706
50,2,3,excessive_persistence,0.128652112396424,0.128652112396424,0.0,0,0.0,0.05053189587660706
51,1,1,optimal,0.060176201097921087,0.060176201097921087,0.0,0,0.0,0.0
51,1,2,excessive_persistence,0.060176201097921087,0.060176201097921087,0.0,0,0.0,0.0
51,1,3,excessive_persistence,0.060176201097921087,0.060176201097921087,0.0,0,0.0,0.0
52,2,1,insufficient_persistence,0.08839385542291968,0.10276962047971902,0.014375765056799342,1,0.0,0.014375765056799342
52,2,2,optimal,0.08839385542291968,0.08839385542291968,0.0,0,0.0,0.014375765056799342
52,2,3,excessive_persistence,0.08839385542291968,0.08839385542291968,0.0,0,0.0,0.014375765056799342
53,1,1,optimal,0.24878391558306476,0.24878391558306476,0.0,0,0.0,0.0
53,1,2,excessive_persistence,0.24878391558306476,0.24878391558306476,0.0,0,0.0,0.0
53,1,3,excessive_persistence,0.24878391558306476,0.24878391558306476,0.0,0,0.0,0.0
54,1,1,optimal,0.18015651236222824,0.18015651236222824,0.0,0,0.0,0.0
54,1,2,excessive_persistence,0.18015651236222824,0.18015651236222824,0.0,0,0.0,0.0
54,1,3,excessive_persistence,0.18015651236222824,0.18015651236222824,0.0,0,0.0,0.0
55,1,1,optimal,0.11874261729668528,0.11874261729668528,0.0,0,0.0,0.0
55,1,2,excessive_persistence,0.11874261729668528,0.11874261729668528,0.0,0,0.0,0.0
55,1,3,excessive_persistence,0.11874261729668528,0.11874261729668528,0.0,0,0.0,0.0
56,1,1,optimal,0.059680193934947445,0.059680193934947445,0.0,0,0.0,0.0
56,1,2,excessive_persistence,0.059680193934947445,0.059680193934947445,0.0,0,0.0,0.0
56,1,3,excessive_persistence,0.059680193934947445,0.059680193934947445,0.0,0,0.0,0.0
57,2,1,insufficient_persistence,0.08226528668018188,0.10861068497496514,0.02634539829478326,1,0.0,0.02634539829478326
57,2,2,optimal,0.08226528668018188,0.08226528668018188,0.0,0,0.0,0.02634539829478326
57,2,3,excessive_persistence,0.08226528668018188,0.08226528668018188,0.0,0,0.0,0.02634539829478326
58,2,1,insufficient_persistence,0.1771994734963182,0.18797208219938583,0.010772608703067621,1,0.0,0.010772608703067621
58,2,2,optimal,0.1771994734963182,0.1771994734963182,0.0,0,0.0,0.010772608703067621
58,2,3,excessive_persistence,0.1771994734963182,0.1771994734963182,0.0,0,0.0,0.010772608703067621
59,1,1,optimal,0.12025728364194688,0.12025728364194688,0.0,0,0.0,0.0
59,1,2,excessive_persistence,0.12025728364194688,0.12025728364194688,0.0,0,0.0,0.0
59,1,3,excessive_persistence,0.12025728364194688,0.12025728364194688,0.0,0,0.0,0.0
60,1,1,optimal,0.06734456731108437,0.06734456731108437,0.0,0,0.0,0.0
60,1,2,excessive_persistence,0.06734456731108437,0.06734456731108437,0.0,0,0.0,0.0
60,1,3,excessive_persistence,0.06734456731108437,0.06734456731108437,0.0,0,0.0,0.0
61,1,1,optimal,0.13355562574991597,0.13355562574991597,0.0,0,0.0,0.0
61,1,2,excessive_persistence,0.13355562574991597,0.13355562574991597,0.0,0,0.0,0.0
61,1,3,excessive_persistence,0.13355562574991597,0.13355562574991597,0.0,0,0.0,0.0
62,1,1,optimal,0.06237232922530689,0.06237232922530689,0.0,0,0.0,0.0
62,1,2,excessive_persistence,0.06237232922530689,0.06237232922530689,0.0,0,0.0,0.0
62,1,3,excessive_persistence,0.06237232922530689,0.06237232922530689,0.0,0,0.0,0.0
63,3,1,insufficient_persistence,0.31048065888362714,0.31512973873163685,0.004649079848009718,0,0.004649079848009718,0.021115118176438186
63,3,2,insufficient_persistence,0.31048065888362714,0.3315957770600653,0.021115118176438186,1,0.004649079848009718,0.021115118176438186
63,3,3,optimal,0.31048065888362714,0.31048065888362714,0.0,0,0.004649079848009718,0.021115118176438186
64,2,1,insufficient_persistence,0.21360980938623003,0.23472492756266822,0.021115118176438186,1,0.0,0.021115118176438186
64,2,2,optimal,0.21360980938623003,0.21360980938623003,0.0,0,0.0,0.021115118176438186
64,2,3,excessive_persistence,0.21360980938623003,0.21360980938623003,0.0,0,0.0,0.021115118176438186
65,1,1,optimal,0.13804891576332434,0.13804891576332434,0.0,0,0.0,0.0
65,1,2,excessive_persistence,0.13804891576332434,0.13804891576332434,0.0,0,0.0,0.0
65,1,3,excessive_persistence,0.13804891576332434,0.13804891576332434,0.0,0,0.0,0.0
66,1,1,optimal,0.06592533804746765,0.06592533804746765,0.0,0,0.0,0.0
66,1,2,excessive_persistence,0.06592533804746765,0.06592533804746765,0.0,0,0.0,0.0
66,1,3,excessive_persistence,0.06592533804746765,0.06592533804746765,0.0,0,0.0,0.0
67,1,1,optimal,0.23542522174091302,0.23542522174091302,0.0,0,0.0,0.0
67,1,2,excessive_persistence,0.23542522174091302,0.23542522174091302,0.0,0,0.0,0.0
67,1,3,excessive_persistence,0.23542522174091302,0.23542522174091302,0.0,0,0.0,0.0
68,1,1,optimal,0.17899497460818137,0.17899497460818137,0.0,0,0.0,0.0
68,1,2,excessive_persistence,0.17899497460818137,0.17899497460818137,0.0,0,0.0,0.0
68,1,3,excessive_persistence,0.17899497460818137,0.17899497460818137,0.0,0,0.0,0.0
69,1,1,optimal,0.11294663593777557,0.11294663593777557,0.0,0,0.0,0.0
69,1,2,excessive_persistence,0.11294663593777557,0.11294663593777557,0.0,0,0.0,0.0
69,1,3,excessive_persistence,0.11294663593777557,0.11294663593777557,0.0,0,0.0,0.0
70,1,1,optimal,0.056106360578076095,0.056106360578076095,0.0,0,0.0,0.0
70,1,2,excessive_persistence,0.056106360578076095,0.056106360578076095,0.0,0,0.0,0.0
70,1,3,excessive_persistence,0.056106360578076095,0.056106360578076095,0.0,0,0.0,0.0
71,1,1,optimal,0.38522809254394097,0.38522809254394097,0.0,0,0.041322229074367,0.0513185818536287
71,1,2,excessive_persistence,0.38522809254394097,0.42655032161830797,0.041322229074367,1,0.041322229074367,0.0513185818536287
71,1,3,excessive_persistence,0.38522809254394097,0.43654667439756967,0.0513185818536287,1,0.041322229074367,0.0513185818536287
72,1,1,optimal,0.2786012040168875,0.2786012040168875,0.0,0,0.002995773830812065,0.009996352779261808
72,1,2,excessive_persistence,0.2786012040168875,0.2885975567961493,0.009996352779261808,1,0.002995773830812065,0.009996352779261808
72,1,3,excessive_persistence,0.2786012040168875,0.28159697784769955,0.002995773830812065,0,0.002995773830812065,0.009996352779261808
73,1,1,optimal,0.22285220703043623,0.22285220703043623,0.0,0,0.0,0.0
73,1,2,excessive_persistence,0.22285220703043623,0.22285220703043623,0.0,0,0.0,0.0
73,1,3,excessive_persistence,0.22285220703043623,0.22285220703043623,0.0,0,0.0,0.0
74,1,1,optimal,0.15928385565482156,0.15928385565482156,0.0,0,0.0,0.0
74,1,2,excessive_persistence,0.15928385565482156,0.15928385565482156,0.0,0,0.0,0.0
74,1,3,excessive_persistence,0.15928385565482156,0.15928385565482156,0.0,0,0.0,0.0
75,1,1,optimal,0.10379114125660753,0.10379114125660753,0.0,0,0.0,0.0
75,1,2,excessive_persistence,0.10379114125660753,0.10379114125660753,0.0,0,0.0,0.0
75,1,3,excessive_persistence,0.10379114125660753,0.10379114125660753,0.0,0,0.0,0.0
76,1,1,optimal,0.051148187878207706,0.051148187878207706,0.0,0,0.0,0.0
76,1,2,excessive_persistence,0.051148187878207706,0.051148187878207706,0.0,0,0.0,0.0
76,1,3,excessive_persistence,0.051148187878207706,0.051148187878207706,0.0,0,0.0,0.0
77,1,1,optimal,0.3064098621988008,0.3064098621988008,0.0,0,0.0,0.0
77,1,2,excessive_persistence,0.3064098621988008,0.3064098621988008,0.0,0,0.0,0.0
77,1,3,excessive_persistence,0.3064098621988008,0.3064098621988008,0.0,0,0.0,0.0
78,1,1,optimal,0.2310250170161113,0.2310250170161113,0.0,0,0.0,0.0
78,1,2,excessive_persistence,0.2310250170161113,0.2310250170161113,0.0,0,0.0,0.0
78,1,3,excessive_persistence,0.2310250170161113,0.2310250170161113,0.0,0,0.0,0.0
79,1,1,optimal,0.15013953755496873,0.15013953755496873,0.0,0,0.0,0.0
79,1,2,excessive_persistence,0.15013953755496873,0.15013953755496873,0.0,0,0.0,0.0
79,1,3,excessive_persistence,0.15013953755496873,0.15013953755496873,0.0,0,0.0,0.0
80,1,1,optimal,0.06943919234587595,0.06943919234587595,0.0,0,0.0,0.0
80,1,2,excessive_persistence,0.06943919234587595,0.06943919234587595,0.0,0,0.0,0.0
80,1,3,excessive_persistence,0.06943919234587595,0.06943919234587595,0.0,0,0.0,0.0
81,1,1,optimal,0.20637473887541907,0.20637473887541907,0.0,0,0.0,0.0
81,1,2,excessive_persistence,0.20637473887541907,0.20637473887541907,0.0,0,0.0,0.0
81,1,3,excessive_persistence,0.20637473887541907,0.20637473887541907,0.0,0,0.0,0.0
82,1,1,optimal,0.15221702277798393,0.15221702277798393,0.0,0,0.0,0.0
82,1,2,excessive_persistence,0.15221702277798393,0.15221702277798393,0.0,0,0.0,0.0
82,1,3,excessive_persistence,0.15221702277798393,0.15221702277798393,0.0,0,0.0,0.0
83,1,1,optimal,0.09549394722782668,0.09549394722782668,0.0,0,0.0,0.0
83,1,2,excessive_persistence,0.09549394722782668,0.09549394722782668,0.0,0,0.0,0.0
83,1,3,excessive_persistence,0.09549394722782668,0.09549394722782668,0.0,0,0.0,0.0
84,1,1,optimal,0.046522037604750446,0.046522037604750446,0.0,0,0.0,0.0
84,1,2,excessive_persistence,0.046522037604750446,0.046522037604750446,0.0,0,0.0,0.0
84,1,3,excessive_persistence,0.046522037604750446,0.046522037604750446,0.0,0,0.0,0.0
85,1,1,optimal,0.23848851081140704,0.23848851081140704,0.0,0,0.0,0.0
85,1,2,excessive_persistence,0.23848851081140704,0.23848851081140704,0.0,0,0.0,0.0
85,1,3,excessive_persistence,0.23848851081140704,0.23848851081140704,0.0,0,0.0,0.0
86,1,1,optimal,0.17224305925964314,0.17224305925964314,0.0,0,0.0,0.0
86,1,2,excessive_persistence,0.17224305925964314,0.17224305925964314,0.0,0,0.0,0.0
86,1,3,excessive_persistence,0.17224305925964314,0.17224305925964314,0.0,0,0.0,0.0
87,1,1,optimal,0.11183368655213771,0.11183368655213771,0.0,0,0.0,0.0
87,1,2,excessive_persistence,0.11183368655213771,0.11183368655213771,0.0,0,0.0,0.0
87,1,3,excessive_persistence,0.11183368655213771,0.11183368655213771,0.0,0,0.0,0.0
88,1,1,optimal,0.05509062031070399,0.05509062031070399,0.0,0,0.0,0.0
88,1,2,excessive_persistence,0.05509062031070399,0.05509062031070399,0.0,0,0.0,0.0
88,1,3,excessive_persistence,0.05509062031070399,0.05509062031070399,0.0,0,0.0,0.0
89,1,1,optimal,0.2274660100248771,0.2274660100248771,0.0,0,0.0,0.0
89,1,2,excessive_persistence,0.2274660100248771,0.2274660100248771,0.0,0,0.0,0.0
89,1,3,excessive_persistence,0.2274660100248771,0.2274660100248771,0.0,0,0.0,0.0
90,1,1,optimal,0.16174804084126237,0.16174804084126237,0.0,0,0.0,0.0
90,1,2,excessive_persistence,0.16174804084126237,0.16174804084126237,0.0,0,0.0,0.0
90,1,3,excessive_persistence,0.16174804084126237,0.16174804084126237,0.0,0,0.0,0.0
91,1,1,optimal,0.10470218394718137,0.10470218394718137,0.0,0,0.0,0.0
91,1,2,excessive_persistence,0.10470218394718137,0.10470218394718137,0.0,0,0.0,0.0
91,1,3,excessive_persistence,0.10470218394718137,0.10470218394718137,0.0,0,0.0,0.0
92,1,1,optimal,0.05072090845458969,0.05072090845458969,0.0,0,0.0,0.0
92,1,2,excessive_persistence,0.05072090845458969,0.05072090845458969,0.0,0,0.0,0.0
92,1,3,excessive_persistence,0.05072090845458969,0.05072090845458969,0.0,0,0.0,0.0
93,1,1,optimal,0.23169181426792118,0.23169181426792118,0.0,0,0.0,0.0
93,1,2,excessive_persistence,0.23169181426792118,0.23169181426792118,0.0,0,0.0,0.0
93,1,3,excessive_persistence,0.23169181426792118,0.23169181426792118,0.0,0,0.0,0.0
94,1,1,optimal,0.1674149859018832,0.1674149859018832,0.0,0,0.0,0.0
