condition,true_class,run_index,evidence_time,scheme,candidate_exists,benefit_probability,release_probability,predicted_release,selected_persistence,persistence_distance_1,persistence_distance_2,persistence_distance_3,adopted_event_memory,release_evidence_run,release_count,transition_count,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,A_mae,C_mae,S_mae,marginal_mae
measurement_noise_0.850,measurement_noise,101,100,adaptive_persistence,True,0.4124682586845932,0.6223701042776444,True,,,,,False,0,0,0,0.2189270111644212,0.7625869245594437,0.059957239784373034,0.0010729888355787975,0.03741307544055639,4.276021562696353e-05,0.012842941497254049
measurement_noise_0.850,measurement_noise,102,60,fixed_1,True,0.2159002114625811,0.7559878324263523,True,1,,,,False,0,0,0,0.2293948178126715,0.7164817819212979,0.06509291373386196,0.009394817812671485,0.08351821807870219,0.005092913733861962,0.032668649875078545
measurement_noise_0.850,measurement_noise,102,70,fixed_1,True,0.26223938219315696,0.7767299388919908,True,1,,,,False,0,0,0,0.23316744894749578,0.6773623478729909,0.06539795359565033,0.013167448947495775,0.12263765212700917,0.005397953595650332,0.04706768489005176
measurement_noise_0.850,measurement_noise,102,80,fixed_1,True,0.33236090443546445,0.7721647200029017,True,1,,,,False,0,0,0,0.23016793824744786,0.6771163324559143,0.06283243590186538,0.010167938247447855,0.12288366754408575,0.002832435901865382,0.04529468056446633
measurement_noise_0.850,measurement_noise,102,100,fixed_1,True,0.3551769622513385,0.7023842253540296,True,1,,,,False,0,0,0,0.22737034770726997,0.6787565201801254,0.06140181533372008,0.007370347707269964,0.1212434798198746,0.00140181533372008,0.043338547620288215
measurement_noise_0.850,measurement_noise,102,60,fixed_2,True,0.2159002114625811,0.7559878324263523,True,2,,,,False,0,0,0,0.2293948178126715,0.7164817819212979,0.06509291373386196,0.009394817812671485,0.08351821807870219,0.005092913733861962,0.032668649875078545
measurement_noise_0.850,measurement_noise,102,70,fixed_2,True,0.26223938219315696,0.7767299388919908,True,2,,,,False,0,0,0,0.23316744894749578,0.6773623478729909,0.06539795359565033,0.013167448947495775,0.12263765212700917,0.005397953595650332,0.04706768489005176
measurement_noise_0.850,measurement_noise,102,80,fixed_2,True,0.33236090443546445,0.7721647200029017,True,2,,,,False,0,0,0,0.23016793824744786,0.6771163324559143,0.06283243590186538,0.010167938247447855,0.12288366754408575,0.002832435901865382,0.04529468056446633
measurement_noise_0.850,measurement_noise,102,100,fixed_2,True,0.3551769622513385,0.7023842253540296,True,2,,,,False,0,0,0,0.22737034770726997,0.6787565201801254,0.06140181533372008,0.007370347707269964,0.1212434798198746,0.00140181533372008,0.043338547620288215
measurement_noise_0.850,measurement_noise,102,60,fixed_3,True,0.2159002114625811,0.7559878324263523,True,3,,,,False,0,0,0,0.2293948178126715,0.7164817819212979,0.06509291373386196,0.009394817812671485,0.08351821807870219,0.005092913733861962,0.032668649875078545
