model,held_out_seed,test_rows,test_unsafe,test_safe,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc
context_support_only,44311,189,17,172,0.6031121751025992,0.23529411764705882,0.4444444444444444,0.9709302325581395,0.7657318741450069
context_support_only,44312,180,16,164,0.6349085365853658,0.3125,0.4166666666666667,0.9573170731707317,0.7503810975609757
context_support_only,44313,189,17,172,0.6031121751025992,0.23529411764705882,0.4444444444444444,0.9709302325581395,0.7411080711354311
context_support_only,44314,180,13,167,0.647858129894058,0.3076923076923077,0.6666666666666666,0.9880239520958084,0.7286964532473515
context_support_only,44315,192,11,181,0.7162230035158211,0.45454545454545453,0.5555555555555556,0.9779005524861878,0.7870416875941738
context_support_only,44316,189,16,173,0.6446893063583815,0.3125,0.5555555555555556,0.976878612716763,0.7265173410404624
context_support_only,44317,186,18,168,0.6091269841269842,0.2777777777777778,0.3333333333333333,0.9404761904761905,0.7351190476190476
context_support_only,44318,189,22,167,0.6094175285792052,0.2727272727272727,0.4,0.9461077844311377,0.7653783342406097
context_support_only,44319,192,22,170,0.6098930481283422,0.2727272727272727,0.4,0.9470588235294117,0.8120320855614973
context_support_only,44320,198,21,177,0.5811138014527846,0.19047619047619047,0.4444444444444444,0.9717514124293786,0.7425343018563357
context_support_only,44321,186,19,167,0.6196028994642294,0.2631578947368421,0.5555555555555556,0.9760479041916168,0.8143712574850298
context_support_only,44322,189,19,170,0.6198142414860681,0.2631578947368421,0.5555555555555556,0.9764705882352941,0.8427244582043344
context_support_only,44323,189,16,173,0.6446893063583815,0.3125,0.5555555555555556,0.976878612716763,0.8197254335260115
context_support_only,44324,204,17,187,0.6925133689839572,0.4117647058823529,0.5833333333333334,0.9732620320855615,0.8751179616231519
context_support_only,44325,216,19,197,0.7412503339567192,0.5789473684210527,0.36666666666666664,0.9035532994923858,0.906759283996794
context_support_only,44326,216,22,194,0.7242268041237113,0.5,0.5238095238095238,0.9484536082474226,0.8486410496719775
context_support_only,44327,213,17,196,0.7750600240096038,0.6470588235294118,0.36666666666666664,0.9030612244897959,0.8970588235294117
context_support_only,44328,213,23,190,0.7049199084668192,0.4782608695652174,0.4583333333333333,0.9315789473684211,0.8205949656750572
context_support_only,44329,219,23,196,0.6573868677905945,0.391304347826087,0.375,0.923469387755102,0.8087843833185449
context_support_only,44330,225,33,192,0.6349431818181819,0.36363636363636365,0.4,0.90625,0.7793560606060606
context_support_only,44331,228,41,187,0.5982131211686448,0.2926829268292683,0.4,0.9037433155080213,0.7251858614842833
context_support_only,44332,243,38,205,0.6130295250320925,0.2894736842105263,0.4583333333333333,0.9365853658536586,0.7560975609756098
context_support_only,44333,237,35,202,0.657001414427157,0.5714285714285714,0.2777777777777778,0.7425742574257426,0.7282885431400283
context_support_only,44334,261,46,215,0.6662285136501517,0.43478260869565216,0.47619047619047616,0.8976744186046511,0.766329625884732
context_support_only,44335,252,41,211,0.5962316495202866,0.2682926829268293,0.4074074074074074,0.9241706161137441,0.6822332678303087
context_support_only,44336,270,51,219,0.6248992747784046,0.3137254901960784,0.5333333333333333,0.9360730593607306,0.6943325275315606
context_support_only,44337,264,55,209,0.6004784688995215,0.2727272727272727,0.5,0.9282296650717703,0.7047411918225315
context_support_only,44338,264,58,206,0.5893873451623703,0.27586206896551724,0.4444444444444444,0.9029126213592233,0.7036324070974221
context_support_only,44339,267,41,226,0.6664148499892079,0.43902439024390244,0.42857142857142855,0.8938053097345132,0.812756313403842
context_support_only,44340,261,39,222,0.6933471933471933,0.5128205128205128,0.4166666666666667,0.8738738738738738,0.7948717948717948
context_support_only,44341,267,47,220,0.6444874274661508,0.3617021276595745,0.5151515151515151,0.9272727272727272,0.7242746615087041
context_support_only,44342,273,43,230,0.684732052578362,0.46511627906976744,0.47619047619047616,0.9043478260869565,0.7432760364004044
context_support_only,44343,258,37,221,0.6867433043903632,0.4594594594594595,0.4722222222222222,0.9140271493212669,0.7900207900207901
context_support_only,44344,264,36,228,0.6944444444444444,0.4722222222222222,0.4722222222222222,0.9166666666666666,0.8318713450292398
context_support_only,44345,261,42,219,0.738747553816047,0.6190476190476191,0.45614035087719296,0.8584474885844748,0.8385518590998042
context_support_only,44346,279,49,230,0.6796805678793256,0.4897959183673469,0.4444444444444444,0.8695652173913043,0.7488908606921029
context_support_only,44347,261,46,215,0.6856420626895854,0.4782608695652174,0.4888888888888889,0.8930232558139535,0.688675429726997
context_support_only,44348,282,75,207,0.5892753623188406,0.28,0.5,0.8985507246376812,0.5748792270531402
context_support_only,44349,288,81,207,0.6001073537305421,0.32098765432098764,0.5098039215686274,0.8792270531400966,0.5995705850778315
context_support_only,44350,276,84,192,0.5982142857142857,0.32142857142857145,0.5294117647058824,0.875,0.6259300595238095
predicted_loss_only,44311,189,17,172,0.3457592339261286,0.47058823529411764,0.056338028169014086,0.22093023255813954,0.289671682626539
predicted_loss_only,44312,180,16,164,0.3475609756097561,0.5,0.05714285714285714,0.1951219512195122,0.26638719512195125
predicted_loss_only,44313,189,17,172,0.31053351573187415,0.4117647058823529,0.04895104895104895,0.20930232558139536,0.24555403556771543
predicted_loss_only,44314,180,13,167,0.3120681713496085,0.38461538461538464,0.03787878787878788,0.23952095808383234,0.3468447719944726
predicted_loss_only,44315,192,11,181,0.2895529884480161,0.36363636363636365,0.0273972602739726,0.2154696132596685,0.3405323957810146
predicted_loss_only,44316,189,16,173,0.3748193641618497,0.4375,0.05555555555555555,0.31213872832369943,0.4360549132947977
predicted_loss_only,44317,186,18,168,0.3680555555555556,0.4444444444444444,0.06299212598425197,0.2916666666666667,0.42824074074074076
predicted_loss_only,44318,189,22,167,0.4456995100707675,0.6818181818181818,0.10204081632653061,0.20958083832335328,0.4583560152422428
predicted_loss_only,44319,192,22,170,0.34866310160427805,0.4090909090909091,0.06923076923076923,0.28823529411764703,0.3711229946524064
predicted_loss_only,44320,198,21,177,0.5403551251008878,0.8095238095238095,0.11643835616438356,0.2711864406779661,0.5929513048157117
predicted_loss_only,44321,186,19,167,0.34998424204223133,0.5263157894736842,0.06756756756756757,0.17365269461077845,0.34572959344468956
predicted_loss_only,44322,189,19,170,0.44520123839009285,0.631578947368421,0.08695652173913043,0.25882352941176473,0.45541795665634677
predicted_loss_only,44323,189,16,173,0.4575505780346821,0.5625,0.0743801652892562,0.35260115606936415,0.4765173410404624
predicted_loss_only,44324,204,17,187,0.49732620320855614,0.6470588235294118,0.08270676691729323,0.34759358288770054,0.513054419628814
predicted_loss_only,44325,216,19,197,0.4135720010686615,0.42105263157894735,0.064,0.40609137055837563,0.4197168047021106
predicted_loss_only,44326,216,22,194,0.40815370196813494,0.4090909090909091,0.07258064516129033,0.4072164948453608,0.43181818181818177
predicted_loss_only,44327,213,17,196,0.4764405762304922,0.5294117647058824,0.07377049180327869,0.42346938775510207,0.41956782713085233
predicted_loss_only,44328,213,23,190,0.47734553775743704,0.5652173913043478,0.10077519379844961,0.3894736842105263,0.5176201372997712
