generation_seed,test_index,action,context_support_distance,action_support_distance,action_support_minus_context,predicted_action_loss,predicted_relative_loss,realized_action_regret,unsafe_action
44551,0,1,1.6322542814449144,1.7623995829644703,0.13014530151955594,0.25378953363910245,0.0,0.0,0
44551,0,2,1.6322542814449144,1.8029499500981507,0.17069566865323638,0.26719336162152413,0.013403827982421679,0.0,0
44551,0,3,1.6322542814449144,1.9046190414173148,0.2723647599724004,0.32070174134980295,0.0669122077107005,0.0,0
44551,1,1,1.1314742299485356,1.5592520918438317,0.4277778618952961,0.23121042352319976,0.010141717812785528,0.0,0
44551,1,2,1.1314742299485356,1.5634321130793878,0.43195788313085215,0.22106870571041423,0.0,0.0,0
44551,1,3,1.1314742299485356,1.1884847434635308,0.0570105135149952,0.26102485592609287,0.03995615021567864,0.0,0
44551,2,1,1.2661087755827416,1.7284248671822684,0.4623160915995268,0.27412921336947205,8.213541504731303e-05,0.0,0
44551,2,2,1.2661087755827416,1.6986142580901298,0.4325054825073882,0.27404707795442473,0.0,0.0,0
44551,2,3,1.2661087755827416,1.5217119946146236,0.255603219031882,0.306548237299027,0.03250115934460229,0.0,0
44551,3,1,1.036547143198563,1.3431144871917238,0.3065673439931609,0.08983908837528917,0.0,0.0,0
44551,3,2,1.036547143198563,1.5727705829264846,0.5362234397279217,0.114985462520974,0.025146374145684824,0.0,0
44551,3,3,1.036547143198563,1.6316025762982693,0.5950554330997064,0.12716189787046944,0.03732280949518027,0.0,0
44551,4,1,1.8508936579844928,2.108379657291273,0.2574859993067804,0.26567317550642516,0.0,0.03369436686817384,1
44551,4,2,1.8508936579844928,2.181251933008756,0.3303582750242633,0.2812862017008417,0.015613026194416513,0.0,0
44551,4,3,1.8508936579844928,2.187110934323253,0.3362172763387603,0.31208129274172064,0.046408117235295476,0.0,0
44551,5,1,1.4324010342928373,1.7146174946464587,0.28221646035362147,0.228905216135348,0.0,0.06076839149462984,1
44551,5,2,1.4324010342928373,2.0695268210151574,0.6371257867223201,0.22987583273158455,0.0009706165962365398,0.0,0
44551,5,3,1.4324010342928373,1.9345430906553376,0.5021420563625003,0.24754606884758734,0.018640852712239336,0.0,0
44551,6,1,1.2687054496942718,1.6668404069908498,0.398134957296578,0.21264061465797138,0.0,0.06076839149462984,1
44551,6,2,1.2687054496942718,1.9433667008512825,0.6746612511570107,0.22887648128048546,0.016235866622514084,0.0,0
44551,6,3,1.2687054496942718,1.8892315140379559,0.6205260643436841,0.23414229999729988,0.021501685339328502,0.0,0
44551,7,1,2.2997645074923887,3.0117221631046065,0.7119576556122178,0.08938120804752199,0.0,0.06076839149462985,1
44551,7,2,2.2997645074923887,2.9832124755303218,0.6834479680379331,0.11885460601577102,0.029473397968249035,0.0,0
44551,7,3,2.2997645074923887,2.884089671166806,0.5843251636744173,0.12017923459207382,0.030798026544551826,0.0,0
44551,8,1,1.614028530729458,1.6401921713821686,0.026163640652710596,0.26782277713863445,0.0,0.0,0
44551,8,2,1.614028530729458,1.773674256599294,0.15964572586983605,0.27788103678658443,0.010058259647949985,0.0,0
44551,8,3,1.614028530729458,1.6713091852153112,0.05728065448585329,0.29428379481259725,0.026461017673962806,0.0,0
44551,9,1,1.0624816745779195,1.7369401453929232,0.6744584708150037,0.22672240535107333,0.00024780778760613575,0.0,0
44551,9,2,1.0624816745779195,1.8766061010978685,0.814124426519949,0.22705227499316574,0.0005776774296985532,0.0,0
44551,9,3,1.0624816745779195,3.11859828411091,2.0561166095329906,0.2264745975634672,0.0,0.0,0
44551,10,1,1.1827047664375336,1.6465336777877522,0.46382891135021853,0.10013054959725165,0.0,0.0,0
44551,10,2,1.1827047664375336,2.3811066378213086,1.198401871383775,0.11371931637210629,0.013588766774854641,0.0,0
44551,10,3,1.1827047664375336,2.2485359999125576,1.065831233475024,0.11171135851280811,0.011580808915556462,0.0,0
44551,11,1,1.6954756096242434,1.985651766101796,0.2901761564775527,0.20789278556708454,0.0,0.04470662127417918,1
44551,11,2,1.6954756096242434,2.1282156028708488,0.4327399932466054,0.23015853934888447,0.02226575378179993,0.0,0
44551,11,3,1.6954756096242434,2.0218978182396827,0.32642220861543936,0.2601588455358724,0.05226605996878783,0.0,0
44551,12,1,1.1117486799566176,1.4260442626931984,0.31429558273658076,0.2238159171850508,0.0,0.0406997761571746,1
44551,12,2,1.1117486799566176,1.6563185750946918,0.5445698951380742,0.2392084171554364,0.015392499970385581,0.0,0
44551,12,3,1.1117486799566176,1.5849180456582181,0.4731693657016005,0.2430289164884997,0.019212999303448886,0.0,0
44551,13,1,2.133802160574846,2.851651575961124,0.717849415386278,0.07326080601215555,0.0,0.040699776157174586,1
44551,13,2,2.133802160574846,3.157529966437063,1.023727805862217,0.10538955418966695,0.03212874817751139,0.0,0
44551,13,3,2.133802160574846,2.8630128405849304,0.7292106800100844,0.1029587818227846,0.02969797581062905,0.0,0
44551,14,1,0.9906930045916094,1.320916612687859,0.33022360809624973,0.25538057717737983,0.0,0.0,0
44551,14,2,0.9906930045916094,1.42413965606727,0.43344665147566075,0.2706490410305985,0.015268463853218672,0.0,0
44551,14,3,0.9906930045916094,1.4186118775748786,0.42791887298326925,0.308895421041883,0.05351484386450317,0.0,0
44551,15,1,1.376010242484359,1.474386180582442,0.0983759380980831,0.2520707876625545,0.0,0.0,0
44551,15,2,1.376010242484359,1.508413244313601,0.13240300182924192,0.2554823062498393,0.003411518587284834,0.0,0
44551,15,3,1.376010242484359,1.4573032759101534,0.08129303342579441,0.2729077171567264,0.02083692949417193,0.0,0
44551,16,1,0.9049581165493146,1.7640564881629133,0.8590983716135987,0.11198908111355181,0.0,0.0,0
44551,16,2,0.9049581165493146,1.7269354400125512,0.8219773234632366,0.13378802458396005,0.02179894347040824,0.0,0
44551,16,3,0.9049581165493146,1.6218344359052257,0.7168763193559111,0.17362010826395102,0.06163102715039921,0.0,0
44551,17,1,1.2909683937089067,1.5706080234092141,0.2796396297003074,0.07769595868732355,0.0,0.0,0
