condition,true_class,seed,classification_correct,classification_margin,score_spread,delta_event_vs_pre_nis,delta_post_vs_pre_nis,recovery_ratio_nis,event_max_nis,post_longest_nis_run_above_1,delta_event_vs_pre_autocorrelation,delta_post_vs_pre_autocorrelation,parameter_shift_post_vs_pre,post_cumulative_abs_parameter_update,evidence_sufficient,operating_point_hard_accuracy,operating_point_coverage,operating_point_selective_accuracy
measurement_noise_0.85,measurement_noise,2068,True,0.8488424784586125,1.1218387773010405,0.5535944855591051,0.04011707827416566,0.6099980784362181,5.7124837653461675,1,-0.5686729194357704,-0.09348668005400587,-0.00848872839621373,0.08556577904393166,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2069,True,0.11591834184087713,0.44545392859978894,-0.31147035043423976,-0.20485911096628828,1.1035374886263722,5.256962857252725,2,0.5307969610080557,0.11964624326243734,0.0012599524993645028,0.11107442266212113,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2070,True,0.25015400250530573,1.193819722280711,-0.8763691703483755,-0.07380563937757656,2.057811153282964,4.594696320017996,2,0.627006912800672,0.14469351286149235,0.006843025483144527,0.11727125058849948,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2071,True,0.7091948232456724,0.7449240062029747,0.5633497773341527,-0.31518914165157297,0.4582471762576557,5.738542382847865,2,-0.14750808773373658,0.2051993726837707,0.0004081824240286247,0.08436820208782082,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2072,True,0.6688347552654365,0.975357827540386,0.835775464057866,0.3686218646169134,0.6628969909938779,4.829292909662684,2,-0.6377106737977454,-0.09617081962802297,0.0029822402027683825,0.09248036289193153,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2073,True,0.12258384257274058,0.6631268452359962,0.20945699733674433,0.9690582913808965,2.3883887541853555,2.5188328563678324,2,-0.14907485093681733,-0.026103282444874393,-0.0025309055475495335,0.11245268983755247,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2074,False,0.0640860885587986,0.41698194053012116,0.8323282371002181,0.2813678101685231,0.636879877846559,2.6823620614873986,2,0.028429019889620023,-0.15309266113315412,0.009677496393509233,0.09504736340908612,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2075,True,0.14789403363624853,0.3650575184808368,-0.5328365151554117,-0.16987186820983802,1.6451747845564093,1.7892526372132418,2,-0.4007381130490391,-0.0971242722117692,-0.0020607824681685427,0.09534309010684958,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2076,True,0.3329655636576039,0.5424485948127966,-0.16421587665710335,-0.09654877386511707,1.0731801961954812,3.01598312188075,2,0.48499608207289624,0.36234949741256856,0.00018639075655102477,0.10287760801208612,False,0.93,0.72,1.0
measurement_noise_0.85,measurement_noise,2077,True,0.4986492618513596,0.7599095406332641,0.4126607652908173,0.02213172652165485,0.6770813565310653,5.745501770882292,3,0.08644464959637033,-0.1026413793053635,-0.0012957117086365155,0.0847043602795827,False,0.93,0.72,1.0
