model,feature,folds,mean_coefficient,median_coefficient,mean_absolute_coefficient,positive_fraction,negative_fraction,dominant_sign_fraction
state_only,state_harmful_probability,14,-0.25261230063593215,-0.2581978316465903,0.273245769304882,0.07142857142857142,0.9285714285714286,0.9285714285714286
support_only,support_distance_baseline_action,14,1.242705722331418,1.234796084803981,1.242705722331418,1.0,0.0,1.0
state_plus_support,state_harmful_probability,14,-0.2542769564676785,-0.24815827410021882,0.26249436945304844,0.07142857142857142,0.9285714285714286,0.9285714285714286
state_plus_support,support_distance_baseline_action,14,1.2406150587881206,1.2350063131845044,1.2406150587881206,1.0,0.0,1.0
state_support_interaction,state_harmful_probability,14,-0.3556572660165053,-0.33825077786634894,0.3556572660165053,0.0,1.0,1.0
state_support_interaction,support_distance_baseline_action,14,1.1701128364507993,1.1613038434034415,1.1701128364507993,1.0,0.0,1.0
state_support_interaction,state_x_support,14,0.15341200180457387,0.1354783795379308,0.15341200180457387,1.0,0.0,1.0
