model,held_out_seed,test_rows,test_unsafe,test_safe,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc
context_support_only,44631,177,26,151,0.5630412633723892,0.19230769230769232,0.3333333333333333,0.9337748344370861,0.3892002037697402
context_support_only,44632,180,24,156,0.5480769230769231,0.16666666666666666,0.26666666666666666,0.9294871794871795,0.485576923076923
context_support_only,44633,183,30,153,0.5905228758169935,0.23333333333333334,0.4666666666666667,0.9477124183006536,0.49084967320261436
context_support_only,44634,180,27,153,0.5816993464052287,0.2222222222222222,0.4,0.9411764705882353,0.41466957153231665
context_support_only,44635,183,22,161,0.5381140598531903,0.18181818181818182,0.19047619047619047,0.8944099378881988,0.3077357425183513
context_support_only,44636,180,24,156,0.5192307692307693,0.16666666666666666,0.16666666666666666,0.8717948717948718,0.3701923076923077
context_support_only,44637,180,30,150,0.57,0.26666666666666666,0.2962962962962963,0.8733333333333333,0.454
context_support_only,44638,180,28,152,0.6635338345864662,0.39285714285714285,0.5238095238095238,0.9342105263157895,0.6184210526315789
context_support_only,44639,180,25,155,0.7109677419354838,0.48,0.5714285714285714,0.9419354838709677,0.7202580645161291
context_support_only,44640,183,24,159,0.7602201257861636,0.5833333333333334,0.5833333333333334,0.9371069182389937,0.7570754716981132
context_support_only,44641,183,29,154,0.6571876399462606,0.3793103448275862,0.5238095238095238,0.935064935064935,0.6484549932825795
context_support_only,44642,183,29,154,0.6571876399462606,0.3793103448275862,0.5238095238095238,0.935064935064935,0.6726377071204658
context_support_only,44643,180,38,142,0.5761675315048184,0.23684210526315788,0.42857142857142855,0.9154929577464789,0.5483691623424759
context_support_only,44644,186,36,150,0.6094444444444445,0.3055555555555556,0.4583333333333333,0.9133333333333333,0.6361111111111112
context_support_only,44645,186,38,148,0.5778805120910384,0.23684210526315788,0.42857142857142855,0.918918918918919,0.5789473684210527
context_support_only,44646,183,36,147,0.5912698412698413,0.2777777777777778,0.4166666666666667,0.9047619047619048,0.6315192743764172
context_support_only,44647,183,43,140,0.6163621262458472,0.32558139534883723,0.5185185185185185,0.9071428571428571,0.6564784053156146
