generation_seed,test_index,action,context_support_distance,action_support_distance,action_support_minus_context,predicted_action_loss,predicted_relative_loss,realized_action_regret,unsafe_action
44591,0,1,1.6275148443600123,1.657062365529513,0.029547521169500657,0.054934228563688445,0.0,0.0,0
44591,0,2,1.6275148443600123,1.7288937341365194,0.10137888977650711,0.0679740728218483,0.01303984425815985,0.0,0
44591,0,3,1.6275148443600123,1.7285221313424128,0.10100728698240058,0.0686771556578632,0.013742927094174753,0.0,0
44591,1,1,1.7031074484124324,1.9217143114382325,0.2186068630258,0.10524945083142853,0.0,0.0,0
44591,1,2,1.7031074484124324,1.959866293039092,0.25675884462665954,0.15051617052908997,0.04526671969766144,0.0,0
44591,1,3,1.7031074484124324,1.9878755950565072,0.2847681466440748,0.14328428435221532,0.03803483352078679,0.0,0
44591,2,1,2.003131847655748,2.326846783667343,0.3237149360115952,0.06878343289682519,0.0,0.0,0
44591,2,2,2.003131847655748,2.4713542206974064,0.46822237304165837,0.0836070322393089,0.014823599342483715,0.0,0
44591,2,3,2.003131847655748,2.4764929804317406,0.47336113277599257,0.08504186511827955,0.016258432221454358,0.0,0
44591,3,1,2.1607294116989357,2.2661944231923696,0.1054650114934339,0.06747798145058254,0.0,0.0,0
44591,3,2,2.1607294116989357,2.363759833431922,0.20303042173298635,0.07487174275902911,0.0073937613084465725,0.0,0
44591,3,3,2.1607294116989357,2.365508535230137,0.2047791235312011,0.07627889885128175,0.008800917400699215,0.0,0
44591,4,1,1.8676481015231883,1.9764690825527171,0.10882098102952886,0.10691781161070552,0.0,0.0,0
44591,4,2,1.8676481015231883,2.1009125118302814,0.2332644103070931,0.16342567869118652,0.056507867080481,0.0,0
44591,4,3,1.8676481015231883,2.1043566692229887,0.23670856769980042,0.1595472600592504,0.05262944844854489,0.0,0
44591,5,1,1.5843500924846663,1.6611298493345246,0.07677975684985827,0.09340038585358579,0.0,0.0,0
44591,5,2,1.5843500924846663,1.7147908959872606,0.13044080350259435,0.13162826488634286,0.03822787903275707,0.0,0
44591,5,3,1.5843500924846663,1.6897793902383325,0.10542929775366616,0.12968741586475263,0.03628703001116684,0.0,0
44591,6,1,1.6360846789532784,1.666040782188046,0.029956103234767717,0.06029102947426178,0.0,0.0,0
44591,6,2,1.6360846789532784,2.017152739109038,0.38106806015575945,0.075625272548071,0.01533424307380922,0.0,0
44591,6,3,1.6360846789532784,2.0013024052486776,0.3652177262953993,0.0746969156124649,0.014405886138203122,0.0,0
44591,7,1,1.6792263590919922,1.8812254855855066,0.20199912649351437,0.10290735800935195,0.0,0.12059044045786158,1
44591,7,2,1.6792263590919922,1.9152480726156764,0.23602171352368417,0.14734443873890823,0.04443708072955628,0.0,0
44591,7,3,1.6792263590919922,1.9356025797483496,0.25637622065635735,0.1409953076194653,0.038087949610113345,0.0,0
44591,8,1,1.163612765628997,1.294963820267386,0.13135105463838914,0.06888194030393782,0.0,0.12059044045786156,1
44591,8,2,1.163612765628997,1.6102567393143488,0.4466439736853518,0.08237665493364078,0.013494714629702961,0.0,0
44591,8,3,1.163612765628997,1.6108675469931668,0.44725478136416985,0.08336274069224393,0.014480800388306111,0.0,0
44591,9,1,2.0662750078688554,2.322912478994428,0.2566374711255728,0.08789548370795072,0.0,0.12059044045786158,1
