model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_plus_action_support,context_support_distance|action_support_distance,2,6990,1589,5401,0.5595505412430325,0.4594084329767149,0.2842679127725857,0.6596926495093501,0.568646880184065,0.5598898357970293,0.572380246608285,,,
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,6990,1589,5401,0.5569355324148653,0.4889867841409692,0.2772029967891545,0.6248842806887613,0.5821356299657349,0.5648586174978141,0.5923003956255399,,,
action_support_only,action_support_distance,1,6990,1589,5401,0.5520355004999307,0.32032724984266836,0.3035181872391175,0.7837437511571931,0.5842742451838336,0.548557864200187,0.5756941170239621,,,
context_support_only,context_support_distance,1,6990,1589,5401,0.5241244395806245,0.2548772813089994,0.26627218934911245,0.7933715978522495,0.5695093641027947,0.5221036418104823,0.5626477394977172,,,
predicted_loss_only,predicted_action_loss,1,6990,1589,5401,0.5180641558930944,0.5443675267463813,0.23961218836565096,0.49176078503980747,0.5349114311045817,0.5244938733574399,0.5507876723076067,,,
context_plus_loss,context_support_distance|predicted_action_loss,2,6990,1589,5401,0.5143307261119512,0.49968533668974197,0.237866986219293,0.5289761155341604,0.541991559496068,0.5254301421115575,0.5604675186472933,,,
diagnostic_context_support_distance,context_support_distance,1,6990,1589,5401,,,,,,,,2.40706406697334,2.621842555579207,0.0988662201796541
diagnostic_action_support_distance,action_support_distance,1,6990,1589,5401,,,,,,,,2.996072558884475,3.3328203598155857,0.15416283011111637
diagnostic_action_support_minus_context,action_support_minus_context,1,6990,1589,5401,,,,,,,,0.5890084919111351,0.7109778042363787,0.23576458300756548
diagnostic_predicted_action_loss,predicted_action_loss,1,6990,1589,5401,,,,,,,,0.11776217364349326,0.12344762804605562,0.1423401952993408
diagnostic_predicted_relative_loss,predicted_relative_loss,1,6990,1589,5401,,,,,,,,0.0073746935843730065,0.006389690180869902,-0.09344521806543202
