condition,true_class,run_index,evidence_time,scheme,detected_event_time,triggered,event_time_error,trigger_score,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,target_p_fail_A,target_p_fail_C,target_p_fail_S,A_mae,C_mae,S_mae,marginal_mae
measurement_noise_0.850,measurement_noise,121,60,uniform,,False,,0.0,0.2284537106960852,0.72850970420846,0.06372348430506089,0.22,0.8,0.06,0.008453710696085193,0.07149029579154009,0.0037234843050608923,0.02788916359756206
measurement_noise_0.850,measurement_noise,122,60,uniform,42,True,8,5.527562331595927,0.2268678683071045,0.7382125328043349,0.06106172440778408,0.22,0.8,0.06,0.006867868307104508,0.06178746719566519,0.0010617244077840843,0.023239019970184596
measurement_noise_0.850,measurement_noise,123,60,uniform,39,True,11,7.530425007107972,0.22755446050184816,0.735515727322711,0.06300129668958528,0.22,0.8,0.06,0.007554460501848159,0.06448427267728907,0.0030012966895852783,0.025013343289574167
measurement_noise_0.850,measurement_noise,124,60,uniform,29,True,21,5.438498257298434,0.2251011503777923,0.7480943093933505,0.06212256362149559,0.22,0.8,0.06,0.005101150377792296,0.05190569060664951,0.002122563621495592,0.019709801535312467
measurement_noise_0.850,measurement_noise,125,60,uniform,49,True,1,5.960857524453711,0.2286913258717334,0.7202315567739639,0.06481868132443476,0.22,0.8,0.06,0.008691325871733407,0.07976844322603616,0.004818681324434762,0.031092816807401443
measurement_noise_0.850,measurement_noise,126,60,uniform,33,True,17,6.1680184650597045,0.22298400868186796,0.7588004763124468,0.060931964071931737,0.22,0.8,0.06,0.002984008681867961,0.0411995236875532,0.0009319640719317387,0.0150384988137843
measurement_noise_0.850,measurement_noise,127,60,uniform,,False,,0.0,0.22093862351077276,0.762142058429149,0.060917653948687735,0.22,0.8,0.06,0.000938623510772757,0.037857941570851095,0.0009176539486877369,0.013238073010103863
measurement_noise_0.850,measurement_noise,128,60,uniform,,False,,0.0,0.22121535051159222,0.7674744180509195,0.06050577297103608,0.22,0.8,0.06,0.001215350511592217,0.032525581949080506,0.0005057729710360795,0.011415568477236267
measurement_noise_0.850,measurement_noise,129,60,uniform,,False,,0.0,0.22291127577374603,0.7518387497244592,0.061575660377908716,0.22,0.8,0.06,0.0029112757737460304,0.04816125027554086,0.0015756603779087178,0.01754939547573187
measurement_noise_0.850,measurement_noise,130,60,uniform,38,True,12,11.233853068875245,0.22625015246704194,0.7464374509058674,0.06185462361403727,0.22,0.8,0.06,0.006250152467041942,0.053562549094132605,0.001854623614037272,0.02055577505840394
measurement_noise_0.850,measurement_noise,131,60,uniform,,False,,0.0,0.22746415326268093,0.7369955394378798,0.06398433953809005,0.22,0.8,0.06,0.007464153262680934,0.06300446056212028,0.003984339538090048,0.024817651120963753
measurement_noise_0.850,measurement_noise,132,60,uniform,34,True,16,5.233424288855871,0.23379984323230676,0.6935520244815767,0.06736093635112964,0.22,0.8,0.06,0.013799843232306763,0.10644797551842333,0.007360936351129638,0.04253625170061991
measurement_noise_0.850,measurement_noise,133,60,uniform,,False,,0.0,0.22238181147649438,0.7712001575053209,0.0618278960109651,0.22,0.8,0.06,0.002381811476494383,0.02879984249467915,0.0018278960109650993,0.011003183327379545
measurement_noise_0.850,measurement_noise,134,60,uniform,57,True,7,4.916132931492658,0.22104651837227182,0.7775125325360129,0.06036310890934791,0.22,0.8,0.06,0.0010465183722718208,0.02248746746398711,0.00036310890934791035,0.007965698248535614
measurement_noise_0.850,measurement_noise,135,60,uniform,58,True,8,7.899508768647195,0.2224453359967673,0.760505926213662,0.060599474776679464,0.22,0.8,0.06,0.0024453359967673005,0.03949407378633807,0.0005994747766794664,0.014179628186594946
measurement_noise_0.850,measurement_noise,136,60,uniform,32,True,18,7.183955822382171,0.22581362239903496,0.7361523051005994,0.06572774016883114,0.22,0.8,0.06,0.005813622399034962,0.06384769489940068,0.005727740168831139,0.025129685822422258
measurement_noise_0.850,measurement_noise,137,60,uniform,53,True,3,6.405747039594045,0.23852912695242676,0.6540451711848022,0.06701633096958862,0.22,0.8,0.06,0.018529126952426755,0.14595482881519783,0.007016330969588619,0.05716676224573774
measurement_noise_0.850,measurement_noise,138,60,uniform,,False,,0.0,0.2228615650285582,0.7555448882666866,0.062386978596147044,0.22,0.8,0.06,0.002861565028558194,0.0444551117333134,0.0023869785961470463,0.016567885119339546
measurement_noise_0.850,measurement_noise,139,60,uniform,56,True,6,4.794105168077895,0.22146459828326726,0.7740861031554078,0.06078299493723068,0.22,0.8,0.06,0.0014645982832672544,0.02591389684459222,0.0007829949372306841,0.009387163355030053
measurement_noise_0.850,measurement_noise,140,60,uniform,,False,,0.0,0.20354231913365098,0.6624486630926749,0.05271258192995549,0.22,0.8,0.06,0.016457680866349023,0.13755133690732513,0.007287418070044509,0.053765478614572884
measurement_noise_0.850,measurement_noise,141,60,uniform,50,True,0,5.714137381454115,0.2230029974579533,0.7619838451019654,0.06196116252492956,0.22,0.8,0.06,0.0030029974579532936,0.03801615489803467,0.0019611625249295606,0.014326771626972509
measurement_noise_0.850,measurement_noise,142,60,uniform,,False,,0.0,0.2244136481443721,0.758486455685998,0.06185078286654395,0.22,0.8,0.06,0.00441364814437209,0.041513544314002004,0.00185078286654395,0.01592599177497268
measurement_noise_0.850,measurement_noise,143,60,uniform,35,True,15,7.495362254288032,0.22295733994073294,0.7578029607252539,0.06194833487815809,0.22,0.8,0.06,0.0029573399407329393,0.04219703927474616,0.0019483348781580909,0.015700904697879065
measurement_noise_0.850,measurement_noise,144,60,uniform,,False,,0.0,0.22179374470024876,0.7617957487019732,0.06078135399965723,0.22,0.8,0.06,0.0017937447002487616,0.03820425129802685,0.0007813539996572305,0.013593116665977614
measurement_noise_0.850,measurement_noise,145,60,uniform,26,True,24,5.0729324203261505,0.23126369172743685,0.7026855935671745,0.0683422414111194,0.22,0.8,0.06,0.011263691727436853,0.09731440643282552,0.008342241411119403,0.03897344652379393
measurement_noise_0.850,measurement_noise,146,60,uniform,31,True,19,6.757705953445299,0.22239837935181472,0.7514263586122418,0.0607993500829656,0.22,0.8,0.06,0.0023983793518147223,0.048573641387758215,0.0007993500829656039,0.01725712360751285
measurement_noise_0.850,measurement_noise,147,60,uniform,45,True,5,6.6821151139442465,0.21983582685897685,0.7507018301857389,0.06155194620049919,0.22,0.8,0.06,0.00016417314102315506,0.04929816981426116,0.0015519462004991921,0.017004763051927836
measurement_noise_0.850,measurement_noise,148,60,uniform,,False,,0.0,0.23094305749542987,0.7073787610980666,0.065677267946474,0.22,0.8,0.06,0.01094305749542987,0.09262123890193341,0.005677267946473996,0.03641385478127909
measurement_noise_0.850,measurement_noise,149,60,uniform,53,True,3,6.210649028830499,0.2218632944900978,0.7783901979909313,0.06088764645338656,0.22,0.8,0.06,0.001863294490097811,0.0216098020090687,0.0008876464533865633,0.008120247650851025
measurement_noise_0.850,measurement_noise,150,60,uniform,46,True,4,11.966840427980094,0.2285175486140224,0.731078424908464,0.06395515843979935,0.22,0.8,0.06,0.008517548614022402,0.06892157509153607,0.00395515843979935,0.02713142738178594
measurement_noise_0.850,measurement_noise,151,60,uniform,29,True,21,4.874031119919367,0.22186999530599646,0.764005122929295,0.0605673373117743,0.22,0.8,0.06,0.0018699953059964636,0.035994877070705034,0.0005673373117743019,0.012810736562825267
measurement_noise_0.850,measurement_noise,152,60,uniform,54,True,4,4.9854426345461365,0.2282835231234129,0.7190061630744871,0.06334376377471014,0.22,0.8,0.06,0.008283523123412906,0.08099383692551299,0.003343763774710143,0.03087370794121201
measurement_noise_0.850,measurement_noise,153,60,uniform,35,True,15,6.164116559850223,0.221262183000309,0.7442722333563465,0.06039663009680267,0.22,0.8,0.06,0.0012621830003090029,0.05572776664365353,0.00039663009680267203,0.0191288599135884
measurement_noise_0.850,measurement_noise,154,60,uniform,45,True,5,7.382493450265751,0.2193004469775175,0.7574857136576362,0.05949413036866356,0.22,0.8,0.06,0.0006995530224825075,0.04251428634236387,0.0005058696313364405,0.01457323633206094
measurement_noise_0.850,measurement_noise,155,60,uniform,,False,,0.0,0.22215261562751784,0.7632018042823053,0.06078538100440781,0.22,0.8,0.06,0.00215261562751784,0.036798195717694715,0.0007853810044078091,0.013245397449873455
measurement_noise_0.850,measurement_noise,156,60,uniform,57,True,7,5.96197260932511,0.22496757122999753,0.7343479959240806,0.061288526762354974,0.22,0.8,0.06,0.004967571229997525,0.06565200407591942,0.001288526762354976,0.02396936735609064
measurement_noise_0.850,measurement_noise,157,60,uniform,,False,,0.0,0.22152139182198008,0.7784068983781937,0.060515084421700345,0.22,0.8,0.06,0.0015213918219800782,0.021593101621806388,0.0005150844217003472,0.007876525955162271
measurement_noise_0.850,measurement_noise,158,60,uniform,40,True,10,9.043070309610702,0.2220301535777261,0.7516941780647814,0.06185497670059381,0.22,0.8,0.06,0.002030153577726096,0.048305821935218596,0.0018549767005938134,0.0173969840711795
measurement_noise_0.850,measurement_noise,159,60,uniform,49,True,1,4.785196412892164,0.22458323649328382,0.7465201861412251,0.06227546578264697,0.22,0.8,0.06,0.004583236493283821,0.05347981385877498,0.0022754657826469724,0.020112838711568593
measurement_noise_0.850,measurement_noise,160,60,uniform,45,True,5,5.915623346719242,0.22092416029869183,0.7482138188667364,0.0598670556486529,0.22,0.8,0.06,0.0009241602986918285,0.05178618113326361,0.00013294435134710014,0.01761442859443418
measurement_noise_0.850,measurement_noise,161,60,uniform,41,True,9,7.902663273787533,0.22612397002865317,0.7232465786798068,0.0653803439049423,0.22,0.8,0.06,0.0061239700286531695,0.07675342132019325,0.005380343904942297,0.02941924508459624
measurement_noise_0.850,measurement_noise,162,60,uniform,49,True,1,5.648280988066438,0.22760314070976642,0.7339336059285969,0.06332442666675576,0.22,0.8,0.06,0.0076031407097664205,0.06606639407140313,0.003324426666755767,0.025664653815975106
measurement_noise_0.850,measurement_noise,163,60,uniform,43,True,7,5.935037906782027,0.22141428890646042,0.7200790390632461,0.05951304896276995,0.22,0.8,0.06,0.0014142889064604203,0.07992096093675394,0.0004869510372300448,0.027274066960148134
measurement_noise_0.850,measurement_noise,164,60,uniform,,False,,0.0,0.2178467861356803,0.7263790419066561,0.05879572691918972,0.22,0.8,0.06,0.002153213864319714,0.0736209580933439,0.0012042730808102808,0.025659481679491298
measurement_noise_0.850,measurement_noise,165,60,uniform,43,True,7,9.08085747125471,0.22804889605864073,0.7368252335048732,0.06262600927755631,0.22,0.8,0.06,0.008048896058640731,0.06317476649512688,0.00262600927755631,0.024616557277107973
measurement_noise_0.850,measurement_noise,166,60,uniform,38,True,12,21.36049780080417,0.22407788180629887,0.7567729869433414,0.0610419228126883,0.22,0.8,0.06,0.004077881806298866,0.04322701305665866,0.0010419228126882993,0.01611560589188194
measurement_noise_0.850,measurement_noise,167,60,uniform,44,True,6,6.315730077871614,0.22324145708669463,0.7569536093788518,0.061557318004092615,0.22,0.8,0.06,0.003241457086694627,0.043046390621148234,0.0015573180040926171,0.01594838857064516
measurement_noise_0.850,measurement_noise,168,60,uniform,33,True,17,7.247066080120276,0.22956511074347416,0.7141015826094748,0.06761823838474888,0.22,0.8,0.06,0.009565110743474159,0.08589841739052528,0.007618238384748885,0.034360588839582776
measurement_noise_0.850,measurement_noise,169,60,uniform,47,True,3,33.06479624248359,0.2274553582169904,0.7228571279445704,0.06570985911323607,0.22,0.8,0.06,0.007455358216990393,0.07714287205542969,0.005709859113236071,0.030102696461885386
measurement_noise_0.850,measurement_noise,170,60,uniform,,False,,0.0,0.221217353821973,0.7365365557812354,0.059900308768178596,0.22,0.8,0.06,0.001217353821972994,0.0634634442187646,9.969123182140133e-05,0.021593496424186332
measurement_noise_0.850,measurement_noise,171,60,uniform,43,True,7,13.027057747807998,0.2278193914666477,0.7300343128201677,0.06574294160128397,0.22,0.8,0.06,0.007819391466647702,0.06996568717983231,0.0057429416012839685,0.027842673415921327
measurement_noise_0.850,measurement_noise,172,60,uniform,31,True,19,5.834705036667471,0.22422733379189086,0.7412210518285842,0.06297010843146655,0.22,0.8,0.06,0.004227333791890858,0.058778948171415824,0.002970108431466556,0.02199213013159108
measurement_noise_0.850,measurement_noise,173,60,uniform,40,True,10,8.713819071920817,0.22576200751272768,0.7263231285024543,0.06753463102813206,0.22,0.8,0.06,0.005762007512727679,0.07367687149754576,0.007534631028132066,0.028991170012801836
measurement_noise_0.850,measurement_noise,174,60,uniform,30,True,20,5.1768561308285435,0.22951414591276686,0.7237477956488044,0.06616601728031915,0.22,0.8,0.06,0.009514145912766864,0.07625220435119562,0.006166017280319153,0.030644122514760546
measurement_noise_0.850,measurement_noise,175,60,uniform,31,True,19,8.80407507212897,0.23884260979984412,0.6561124958740978,0.07355984206438222,0.22,0.8,0.06,0.018842609799844118,0.14388750412590223,0.013559842064382224,0.05876331866337619
measurement_noise_0.850,measurement_noise,176,60,uniform,39,True,11,8.25076923149657,0.22062384027292908,0.7528431264734425,0.06057068062783001,0.22,0.8,0.06,0.0006238402729290826,0.04715687352655751,0.0005706806278300142,0.016117131475772203
measurement_noise_0.850,measurement_noise,177,60,uniform,40,True,10,5.514325061816445,0.21771361347419213,0.7398959680922178,0.059640736591549774,0.22,0.8,0.06,0.002286386525807871,0.06010403190778224,0.0003592634084502236,0.020916560614013445
measurement_noise_0.850,measurement_noise,178,60,uniform,50,True,0,7.148086307981052,0.221415039252536,0.7619712077997431,0.06057964790950345,0.22,0.8,0.06,0.001415039252535999,0.0380287922002569,0.0005796479095034543,0.013341159787432118
measurement_noise_0.850,measurement_noise,179,60,uniform,,False,,0.0,0.22190009240659667,0.7372081854708437,0.06027932093856371,0.22,0.8,0.06,0.0019000924065966651,0.06279181452915639,0.00027932093856371243,0.02165707595810559
measurement_noise_0.850,measurement_noise,180,60,uniform,,False,,0.0,0.22093028685072827,0.7606482332490331,0.05967624201524349,0.22,0.8,0.06,0.000930286850728268,0.039351766750966966,0.0003237579847565064,0.013535270528817247
measurement_noise_0.850,measurement_noise,181,60,uniform,48,True,2,20.99656335808346,0.23575263487369988,0.6703298325043124,0.06806988858215669,0.22,0.8,0.06,0.015752634873699878,0.1296701674956876,0.008069888582156695,0.05116423031718139
measurement_noise_0.850,measurement_noise,182,60,uniform,,False,,0.0,0.21861931809926285,0.6821848371597669,0.05734452523028377,0.22,0.8,0.06,0.0013806819007371463,0.11781516284023319,0.002655474769716226,0.040617106503562185
measurement_noise_0.850,measurement_noise,183,60,uniform,42,True,8,8.61951482888041,0.22471141713868403,0.7494130261974444,0.06267797156638308,0.22,0.8,0.06,0.004711417138684032,0.05058697380255561,0.0026779715663830805,0.019325454169207574
measurement_noise_0.850,measurement_noise,184,60,uniform,49,True,1,5.792511581032409,0.23106491660308395,0.7069896449820198,0.06284403475297812,0.22,0.8,0.06,0.011064916603083952,0.09301035501798027,0.0028440347529781196,0.03563976879134745
measurement_noise_0.850,measurement_noise,185,60,uniform,42,True,8,21.5673383055437,0.23086269490124536,0.7054812048191076,0.06612142022973957,0.22,0.8,0.06,0.010862694901245362,0.09451879518089246,0.006121420229739577,0.037167636770625796
measurement_noise_0.850,measurement_noise,186,60,uniform,43,True,7,5.000954520606491,0.22696886858399196,0.7334601465999744,0.06429693545463587,0.22,0.8,0.06,0.006968868583991955,0.06653985340002566,0.004296935454635872,0.02593521914621783
measurement_noise_0.850,measurement_noise,187,60,uniform,34,True,16,8.361358449601418,0.2456887760751835,0.6219593507788328,0.07331254237832326,0.22,0.8,0.06,0.025688776075183495,0.17804064922116725,0.013312542378323258,0.07234732255822467
measurement_noise_0.850,measurement_noise,188,60,uniform,29,True,21,8.589389633331365,0.2347583043027595,0.6681438888858768,0.07216355131481872,0.22,0.8,0.06,0.014758304302759512,0.1318561111141232,0.012163551314818721,0.05292598891056715
measurement_noise_0.850,measurement_noise,189,60,uniform,39,True,11,5.042657448058811,0.23628322535713303,0.6535264022288348,0.06617866943820304,0.22,0.8,0.06,0.01628322535713303,0.1464735977711652,0.006178669438203041,0.05631183085550042
measurement_noise_0.850,measurement_noise,190,60,uniform,46,True,4,13.192090408206784,0.2247067013279724,0.744668305947996,0.06146287347555825,0.22,0.8,0.06,0.004706701327972407,0.055331694052004,0.001462873475558249,0.020500422951844885
measurement_noise_0.850,measurement_noise,191,60,uniform,57,True,7,9.359027648321565,0.2229830017857452,0.7585746829928253,0.06107547363401771,0.22,0.8,0.06,0.002983001785745204,0.04142531700717478,0.0010754736340177137,0.015161264142312565
measurement_noise_0.850,measurement_noise,192,60,uniform,50,True,0,8.041296129383491,0.2252851636523812,0.7345853232731218,0.06305314690929333,0.22,0.8,0.06,0.005285163652381186,0.06541467672687828,0.0030531469092933278,0.024584329096184267
measurement_noise_0.850,measurement_noise,193,60,uniform,37,True,13,8.786927294460106,0.2345193399984232,0.672976226188149,0.06493133487686602,0.22,0.8,0.06,0.014519339998423197,0.12702377381185104,0.00493133487686602,0.048824816229046754
measurement_noise_0.850,measurement_noise,194,60,uniform,51,True,1,10.386996912316313,0.2218887412933489,0.735511505332115,0.061009965009928196,0.22,0.8,0.06,0.0018887412933489,0.06448849466788509,0.0010099650099281987,0.022462400323720728
measurement_noise_0.850,measurement_noise,195,60,uniform,35,True,15,6.066790301317438,0.2333975302463436,0.6916169637862268,0.0690228961769222,0.22,0.8,0.06,0.013397530246343603,0.10838303621377321,0.009022896176922202,0.04360115421234634
measurement_noise_0.850,measurement_noise,196,60,uniform,51,True,1,10.065753552285726,0.23093164049905218,0.7158815445243158,0.06538400062137614,0.22,0.8,0.06,0.010931640499052181,0.0841184554756842,0.005384000621376145,0.033478032198704176
measurement_noise_0.850,measurement_noise,197,60,uniform,,False,,0.0,0.22477370831136642,0.7519866307125023,0.06291295959064058,0.22,0.8,0.06,0.00477370831136642,0.048013369287497776,0.0029129595906405847,0.01856667906316826
measurement_noise_0.850,measurement_noise,198,60,uniform,45,True,5,12.608909518244369,0.22049956493336592,0.7658224757235457,0.06056586261290822,0.22,0.8,0.06,0.0004995649333659202,0.034177524276454374,0.0005658626129082245,0.011747650607576174
measurement_noise_0.850,measurement_noise,199,60,uniform,38,True,12,8.863407106949385,0.2345753251222467,0.6989028243584142,0.06533489169627135,0.22,0.8,0.06,0.014575325122246685,0.10109717564158582,0.005334891696271354,0.04033579748670129
process_disturbance_2.70,process_disturbance,100,60,uniform,37,True,13,6.174990626544384,0.32216751300320046,0.2622336175520571,0.06255743350549528,0.46,0.06,0.06,0.13783248699679956,0.2022336175520571,0.0025574335054952824,0.11420784601811731
process_disturbance_2.70,process_disturbance,101,60,uniform,47,True,3,13.515084130628109,0.39659137627054813,0.1530687747542696,0.0620888353589594,0.46,0.06,0.06,0.06340862372945189,0.09306877475426961,0.002088835358959401,0.05285541128089363
process_disturbance_2.70,process_disturbance,102,60,uniform,49,True,1,4.6738579884269615,0.35968881176072404,0.21480469016215326,0.06904965213317155,0.46,0.06,0.06,0.10031118823927598,0.15480469016215326,0.009049652133171548,0.08805517684486693
process_disturbance_2.70,process_disturbance,103,60,uniform,50,True,0,52.09925591963014,0.3849153351610111,0.16787515241234974,0.06002779402225892,0.46,0.06,0.06,0.0750846648389889,0.10787515241234974,2.7794022258921525e-05,0.06099587042453252
process_disturbance_2.70,process_disturbance,104,60,uniform,43,True,7,4.960867322690229,0.37992046257001516,0.1750592727209409,0.0624799184149294,0.46,0.06,0.06,0.08007953742998486,0.11505927272094091,0.002479918414929401,0.06587290952195173
process_disturbance_2.70,process_disturbance,105,60,uniform,41,True,9,6.35631708831303,0.36844278294379984,0.19156406386969577,0.0589464789856391,0.46,0.06,0.06,0.09155721705620018,0.13156406386969577,0.0010535210143608961,0.07472493398008562
process_disturbance_2.70,process_disturbance,106,60,uniform,50,True,0,39.596141304105345,0.3756005544655438,0.18493668172934138,0.06981233534483773,0.46,0.06,0.06,0.08439944553445622,0.12493668172934139,0.009812335344837733,0.07304948753621178
process_disturbance_2.70,process_disturbance,107,60,uniform,40,True,10,5.72012054587706,0.3339925755187859,0.24573473966412746,0.06442826507977849,0.46,0.06,0.06,0.1260074244812141,0.18573473966412746,0.00442826507977849,0.10539014307504002
process_disturbance_2.70,process_disturbance,108,60,uniform,50,True,0,13.007580239698845,0.31738725804907153,0.2803567827533621,0.06901842313873972,0.46,0.06,0.06,0.1426127419509285,0.22035678275336212,0.009018423138739726,0.12399598261434344
process_disturbance_2.70,process_disturbance,109,60,uniform,50,True,0,16.045498107059615,0.2593858714677502,0.3442532533186222,0.05363506367269866,0.46,0.06,0.06,0.2006141285322498,0.2842532533186222,0.00636493632730134,0.16374410605939113
process_disturbance_2.70,process_disturbance,110,60,uniform,50,True,0,21.842777763266117,0.3774465326981106,0.1856813796598903,0.06674331109869447,0.46,0.06,0.06,0.0825534673018894,0.1256813796598903,0.006743311098694471,0.07165938602015805
process_disturbance_2.70,process_disturbance,111,60,uniform,50,True,0,12.599336210139956,0.3590005365900828,0.20762912112270276,0.059919792929126935,0.46,0.06,0.06,0.10099946340991722,0.14762912112270277,8.020707087306317e-05,0.08290293053449768
process_disturbance_2.70,process_disturbance,112,60,uniform,50,True,0,40.292442500271285,0.3419511714645186,0.23541597788999866,0.06231572230464119,0.46,0.06,0.06,0.11804882853548143,0.17541597788999866,0.0023157223046411934,0.0985935095767071
process_disturbance_2.70,process_disturbance,113,60,uniform,50,True,0,36.583303638204725,0.3372562221965762,0.2552017839708373,0.07760003456357936,0.46,0.06,0.06,0.12274377780342383,0.19520178397083732,0.017600034563579364,0.1118485321126135
process_disturbance_2.70,process_disturbance,114,60,uniform,49,True,1,4.931126617215031,0.3575899834709122,0.2153071609953739,0.07393151520747185,0.46,0.06,0.06,0.10241001652908782,0.1553071609953739,0.01393151520747185,0.09054956424397785
process_disturbance_2.70,process_disturbance,115,60,uniform,50,True,0,24.8059761826426,0.3789416662608844,0.18313926199905564,0.06438190512901923,0.46,0.06,0.06,0.08105833373911564,0.12313926199905564,0.004381905129019231,0.0695265002890635
process_disturbance_2.70,process_disturbance,116,60,uniform,42,True,8,60.17600412562368,0.3397515507581522,0.24791546697470387,0.07267665330385376,0.46,0.06,0.06,0.1202484492418478,0.18791546697470388,0.012676653303853758,0.10694685650680182
process_disturbance_2.70,process_disturbance,117,60,uniform,38,True,12,9.996045796312321,0.3597541549028793,0.2101653871987491,0.06777178609491318,0.46,0.06,0.06,0.1002458450971207,0.1501653871987491,0.007771786094913177,0.08606100613026099
process_disturbance_2.70,process_disturbance,118,60,uniform,50,True,0,25.83397837552711,0.37408677546171965,0.18316026538175936,0.05867651150867999,0.46,0.06,0.06,0.08591322453828037,0.12316026538175937,0.0013234884913200101,0.07013232613711992
