block,generation_seed,test_index,predicted_risk,predicted_loss_k1,predicted_loss_k2,predicted_loss_k3,predicted_loss_spread,true_loss_k1,true_loss_k2,true_loss_k3,true_best_loss,true_loss_spread,true_best_action,true_responsive_action,true_safe_action_count,primary_safe_action_count,support_safe_action_count,primary_action,support_action,primary_regret,support_regret,support_under,support_over,support_distance_k1,support_distance_k2,support_distance_k3,support_distance_selected,safety_score_selected,downside_score_selected,context_benefit_probability,context_release_probability,context_anchor_age,context_trigger_score,context_feature_distance,context_current_mismatch_indicator,context_current_parameter_estimate
block_086,44014,15,0.030488245088634645,0.18338975473245148,0.17160547926573655,0.17564617562743937,0.011784275466714927,0.3525302287659604,0.32076633248785896,0.32076633248785896,0.32076633248785896,0.031763896278101444,2,2,2,1,1,3,3,0.0,0.0,0,1,2.0023493048037735,2.0023493048037735,2.0023493048037735,2.0023493048037735,0.9701805555555555,0.0,0.6578320900746225,0.39092941224179584,15.0,7.045171433748348,0.8390861169154383,0.003943184481061594,0.915692202065791
block_086,44014,16,0.01975018223780509,0.08232634165050363,0.08566036312534153,0.08432451037696308,0.0033340214748378977,0.24914877331865967,0.21738487704055826,0.21738487704055826,0.21738487704055826,0.03176389627810142,2,3,1,1,1,3,3,0.0,0.0,0,1,1.7484390278721638,1.7484390278721638,1.7484390278721638,1.7484390278721638,0.9961250000000001,0.0,0.7067630856446518,0.31704231903722685,25.0,7.045171433748348,0.7211837165789058,0.2600189912063255,0.9209888033631027
block_086,44014,17,0.038939918221975955,0.10796797328559828,0.11811206771067816,0.1374700500720372,0.029502076786438916,0.14446719983281545,0.11270330355471402,0.11270330355471402,0.11270330355471402,0.03176389627810143,2,3,1,1,1,3,3,0.0,0.0,0,1,2.6053140064216396,2.6053140064216396,2.6053140064216396,2.6053140064216396,0.178528814935065,0.00020785348116147455,0.5450645262362367,0.6716498726671735,45.0,7.045171433748348,0.4890386037862158,0.3327439467095681,0.9224154399139832
block_086,44014,18,0.013608881158757987,0.17164320984879633,0.1838930445269478,0.19704313040825377,0.025399920559457445,0.22372599291649703,0.15515878963742283,0.15515878963742283,0.15515878963742283,0.0685672032790742,2,3,1,1,1,3,3,0.0,0.0,0,1,3.0565520478147095,3.0565520478147095,3.0565520478147095,3.0565520478147095,0.4165189844877343,0.0,0.7069615487248226,0.39643947839112315,5.0,4.655178406865872,0.783196539532002,0.6577698947269881,0.9143273059685304
block_086,44014,19,0.007878949221937642,0.17618973792795284,0.21915398814112377,0.23320906326692623,0.05701932533897339,0.15135338152096006,0.08278617824188587,0.08278617824188587,0.08278617824188587,0.06856720327907419,2,1,1,1,1,1,1,0.06856720327907419,0.06856720327907419,1,0,3.60078672695805,3.60078672695805,3.60078672695805,3.60078672695805,0.6457807539682543,0.012621062198399577,0.7115097929305618,0.32896515708198715,15.0,4.655178406865872,0.7646303060368883,0.062224151986722855,0.9290061425991959
block_086,44014,20,0.043628972142779554,0.10657878672219068,0.09383116284751784,0.11173654830211108,0.017905385454593234,0.10609270771313575,0.037525504434061566,0.037525504434061566,0.037525504434061566,0.06856720327907419,2,2,2,1,1,3,3,0.0,0.0,0,1,2.842489992829475,2.842489992829475,2.842489992829475,2.842489992829475,0.7099012896825398,0.00016049875055473581,0.5901759473322689,0.6277253510050657,35.0,4.655178406865872,0.584169195652379,0.6185839533744137,0.9189179762454539
block_086,44014,21,0.013150224140736329,0.1944327709224203,0.18454475359593195,0.1765186130592317,0.017914157863188618,0.10985194442702978,0.10985194442702978,0.10985194442702978,0.10985194442702978,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,1.653359798230417,1.653359798230417,1.653359798230417,1.653359798230417,0.9563080357142856,0.0,0.7811813277065859,0.27824872598039946,8.0,6.361122938861032,1.025092184511581,0.6273573298917035,0.9204493720797777
block_086,44014,22,0.011051295614595023,0.17538959938305235,0.15612073433575532,0.15969240512835917,0.019268865047297024,0.06184346403337532,0.06184346403337532,0.06184346403337532,0.06184346403337532,0.0,1,2,2,2,2,2,2,0.0,0.0,0,1,1.5492323550689329,1.5492323550689329,1.5492323550689329,1.5492323550689329,0.5855357142857146,0.0005976146826344453,0.7704302986892703,0.27579419388187787,18.0,6.361122938861032,0.9260361803148511,0.05350831711322684,0.9151117046032828
block_086,44014,23,0.01941149495828536,0.08999200494278595,0.09332461402629685,0.1129329799587283,0.022940975015942347,0.02529528304157908,0.02529528304157908,0.02529528304157908,0.02529528304157908,0.0,1,1,2,1,1,2,2,0.0,0.0,0,1,2.2670738823185035,2.2670738823185035,2.2670738823185035,2.2670738823185035,0.5222271374458873,0.011407360842995271,0.6426984526294879,0.41164931771478,38.0,6.361122938861032,0.6915540784807667,0.22184808434997733,0.9254053836149294
block_086,44014,24,0.04941127550191201,0.2594565085193384,0.22553374766839898,0.22548722154540987,0.03396928697392851,0.22273992347529908,0.22273992347529908,0.22273992347529908,0.22273992347529908,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,2.6857442939874785,2.6857442939874785,2.6857442939874785,2.6857442939874785,0.8881240079365083,0.0006071783796667941,0.6139250416782768,0.38321899604615983,9.0,9.717178483268373,1.0811251026354647,0.1862058101843404,0.9173978551201125
block_086,44014,25,0.01879686977167775,0.20189767684183918,0.17477255453968246,0.1720866224803642,0.029811054361474992,0.1265055917476881,0.1265055917476881,0.1265055917476881,0.1265055917476881,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,2.1424094445755824,2.1424094445755824,2.1424094445755824,2.1424094445755824,0.9925833333333334,0.0,0.7378923116972093,0.31316836857222613,19.0,9.717178483268373,0.9319139942272745,1.2149882480920025,0.918033308100588
block_086,44014,26,0.029547490631766194,0.13354880177067016,0.1527006082288896,0.1425966505469898,0.019151806458219428,0.06862909671660702,0.06862909671660702,0.06862909671660702,0.06862909671660702,0.0,1,1,2,1,1,3,3,0.0,0.0,0,1,2.6573173361620848,2.6573173361620848,2.6573173361620848,2.6573173361620848,0.8887936507936511,0.0,0.6562645670599864,0.3398872986434555,29.0,9.717178483268373,0.8486339718433835,0.9325208329365745,0.9274476819610958
block_086,44014,27,0.032124038349637826,0.07353501571772376,0.06737457621790542,0.06779505154672977,0.006160439499818343,0.03033784378203736,0.03033784378203736,0.03033784378203736,0.03033784378203736,0.0,1,2,2,1,1,3,3,0.0,0.0,0,1,2.3442038512912355,2.3442038512912355,2.3442038512912355,2.3442038512912355,0.9509747023809527,0.0,0.6404717347285525,0.4626371537753723,49.0,9.717178483268373,0.7333016783826065,0.5579727091929512,0.917715824646772
block_086,44014,28,0.0016313716610981788,0.2123225210178718,0.22815919371138899,0.23151615542021525,0.01919363440234345,0.2134442581143376,0.2134442581143376,0.2134442581143376,0.2134442581143376,0.0,1,1,1,1,1,1,1,0.0,0.0,0,0,12.807536673701401,12.807536673701401,12.807536673701401,12.807536673701401,0.6860699404761904,0.014849443817263162,0.8594183247963718,0.25741514146126304,1.0,35.526543359041824,1.2983268681567104,1.6251308458165263,0.9229260133354672
block_086,44014,29,0.0012528005265448436,0.21832272311034542,0.21385281125866767,0.21714065942206626,0.004469911851677749,0.10635871868985303,0.10635871868985303,0.10635871868985303,0.10635871868985303,0.0,1,2,1,1,1,2,2,0.0,0.0,0,1,12.58317303207733,12.58317303207733,12.58317303207733,12.58317303207733,0.531325892857143,0.0009772602224852416,0.8165221332044196,0.21858694685496194,11.0,35.526543359041824,1.1890595840646578,0.010394065173016267,0.9187732024550799
block_086,44014,30,0.00012298679222280822,0.18533290459420582,0.18207287728442803,0.1831107539289409,0.0032600273097777854,0.056561889561308074,0.056561889561308074,0.056561889561308074,0.056561889561308074,0.0,1,2,1,1,1,2,2,0.0,0.0,0,1,12.549849623212927,12.549849623212927,12.549849623212927,12.549849623212927,0.33614732142857146,0.0001817345557625234,0.7903161269699994,0.20973290608840955,21.0,35.526543359041824,1.0254011882457832,0.05133597297556296,0.9197243045865902
block_086,44014,31,0.0002643415626879821,0.07475789980461002,0.083860171628872,0.10442070206885286,0.029662802264242838,0.023462591887316416,0.023462591887316416,0.023462591887316416,0.023462591887316416,0.0,1,1,1,1,1,1,1,0.0,0.0,0,0,12.623210194035982,12.623210194035982,12.623210194035982,12.623210194035982,0.6552857142857149,0.025298441434444107,0.7303842194810933,0.22888372198256615,41.0,35.526543359041824,0.9184772774326379,0.2836397906576259,0.921864388471615
block_086,44014,32,0.04402668757754925,0.25151752403413624,0.2475724209155966,0.2912435237111212,0.04367110279552461,0.20544933754597608,0.20544933754597608,0.20544933754597608,0.20544933754597608,0.0,1,2,2,1,1,3,3,0.0,0.0,0,1,3.760707605282499,3.760707605282499,3.760707605282499,3.760707605282499,0.27568272005772015,0.0026819231715409404,0.5807092294467034,0.40896300943709185,11.0,7.114455379828495,1.2114220843984354,0.07898471910804994,0.9138851868605415
block_086,44014,33,0.01340820581763777,0.17361607654270766,0.146575351437688,0.1375288236313215,0.036087252911386175,0.10798662000966067,0.10798662000966067,0.10798662000966067,0.10798662000966067,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,1.8114426873609755,1.8114426873609755,1.8114426873609755,1.8114426873609755,0.9813749999999999,0.0,0.7396118292877003,0.2334032349350877,21.0,7.114455379828495,1.0427932668309827,0.3726537429871935,0.9248167963671985
block_086,44014,34,0.016638998935908818,0.12033912190011456,0.10521482312546229,0.10597688196147717,0.015124298774652267,0.060972718571033625,0.060972718571033625,0.060972718571033625,0.060972718571033625,0.0,1,2,2,2,2,2,2,0.0,0.0,0,1,1.5827966316023143,1.5827966316023143,1.5827966316023143,1.5827966316023143,0.6395595238095241,0.0001394128652031792,0.7050815599767314,0.2684637131486904,31.0,7.114455379828495,0.8990717877380215,0.041035449713276544,0.9204002282855187
block_086,44014,35,0.03394587923809097,0.06297206864191301,0.06043927568460932,0.06170828735562428,0.0025327929573036936,0.026115323302768202,0.026115323302768202,0.026115323302768202,0.026115323302768202,0.0,1,2,2,1,1,3,3,0.0,0.0,0,1,2.048814194404227,2.048814194404227,2.048814194404227,2.048814194404227,0.9455163690476192,0.0,0.6353830270728378,0.45905110808782007,51.0,7.114455379828495,0.8061606461948218,0.24658768736238285,0.916145410401794
block_086,44014,36,0.020947903654625975,0.2652276585750289,0.29631762311009185,0.3058030022171686,0.040575343642139716,0.3946247414230654,0.344358011900755,0.344358011900755,0.344358011900755,0.05026672952231043,2,3,1,1,1,3,3,0.0,0.0,0,1,5.917172493974377,5.917172493974377,5.917172493974377,5.917172493974377,0.3298498376623378,0.00311711646033227,0.6581145955765076,0.4903652198252813,9.0,15.867083536520981,0.5677089373960795,2.2415079612040114,0.918754323178798
block_086,44014,37,0.014198915590357443,0.20411874048539685,0.20813845628966146,0.20287613760538312,0.005262318684278344,0.2573159355272453,0.20704920600493487,0.20704920600493487,0.20704920600493487,0.05026672952231043,2,3,1,1,1,3,3,0.0,0.0,0,1,4.344015619751504,4.344015619751504,4.344015619751504,4.344015619751504,0.9694375000000001,7.665556434975802e-06,0.7205306884633088,0.3593165756324139,19.0,15.867083536520981,0.5064077047462868,0.19667640913187717,0.9218516892981876
block_086,44014,38,0.04428971442573539,0.12463931172373868,0.1188007229681489,0.14047496322871741,0.02167424026056851,0.1507024361692554,0.10043570664694496,0.10043570664694496,0.10043570664694496,0.050266729522310455,2,2,2,1,1,3,3,0.0,0.0,0,1,4.85126500086295,4.85126500086295,4.85126500086295,4.85126500086295,0.6500367514430012,0.0001602215633123159,0.5946315760300276,0.6616181544508315,39.0,15.867083536520981,0.27355526153248105,0.007557477884317349,0.9172362671855337
block_086,44014,39,0.007230784491985179,0.15360983220410188,0.15372009905759595,0.15064916008704424,0.0030709389705517176,0.20814772398068407,0.13900312116141345,0.13900312116141345,0.13900312116141345,0.06914460281927062,2,3,1,1,1,3,3,0.0,0.0,0,1,2.092439510975707,2.092439510975707,2.092439510975707,2.092439510975707,0.8492222222222217,0.0,0.7949111461125464,0.2620729413235739,2.0,4.783886377017327,1.283138567580822,0.6100800033445343,0.9248411706086843
block_086,44014,40,0.009077731911640102,0.15566980255364185,0.17059188411973328,0.17569278433374944,0.020022981780107585,0.1586465375077649,0.08950193468849427,0.08950193468849427,0.08950193468849427,0.06914460281927062,2,1,1,1,1,1,1,0.06914460281927062,0.06914460281927062,1,0,2.246457798207576,2.246457798207576,2.246457798207576,2.246457798207576,0.8506547619047623,0.008744008566308518,0.7771482467673679,0.27598916675300844,12.0,4.783886377017327,1.051415435088885,0.054303427623651736,0.9156750982073459
block_086,44014,41,0.02518542137898055,0.14061903672946668,0.21838085517392564,0.24297304572221298,0.1023540089927463,0.12484493566344426,0.055700332844173625,0.055700332844173625,0.055700332844173625,0.06914460281927064,2,1,1,1,1,1,1,0.06914460281927064,0.06914460281927064,1,0,4.340497128958453,4.340497128958453,4.340497128958453,4.340497128958453,0.9049523809523808,0.0055006705242459375,0.5513852323156985,0.557250025240384,32.0,4.783886377017327,0.8760316995216922,2.096823514759016,0.9157699510432942
block_086,44014,42,0.0093639463265389,0.16598677596385403,0.17295325288150998,0.17443587713503914,0.008449101171185108,0.13962467020354477,0.13962467020354477,0.13962467020354477,0.13962467020354477,0.0,1,1,2,2,2,1,1,0.0,0.0,0,0,2.0027352312170077,2.0027352312170077,2.0027352312170077,2.0027352312170077,0.9199136904761906,0.0011545043717011332,0.7984392366512391,0.25958594988497086,6.0,5.164998282601772,1.37403966011617,0.8547649783217632,0.9174084852045659
block_086,44014,43,0.02398396919077181,0.23886129715848717,0.27474907764667433,0.29520774164268176,0.0563464444841946,0.09128659592090647,0.09128659592090647,0.09128659592090647,0.09128659592090647,0.0,1,1,1,1,1,1,1,0.0,0.0,0,0,3.845896187839884,3.845896187839884,3.845896187839884,3.845896187839884,0.6876041666666669,0.014184014653578046,0.6208248607164986,0.44639031305194093,16.0,5.164998282601772,1.149421838398794,2.3309252917663814,0.9182282725812835
block_086,44014,44,0.024188493228468638,0.0811560213333754,0.07739815092826031,0.09526725560845216,0.017869104680191844,0.02474430185784071,0.02474430185784071,0.02474430185784071,0.02474430185784071,0.0,1,2,2,1,2,3,2,0.0,0.0,0,1,2.1115947085451543,2.1115947085451543,2.1115947085451543,2.1115947085451543,0.7375297619047616,0.0009325168687620128,0.6868451246037447,0.28446376624516645,36.0,5.164998282601772,0.972937623987973,0.406528794257458,0.9167682944996732
block_086,44014,45,0.04765759087197393,0.2705577931863607,0.24951957084076884,0.25988860387112755,0.021038222345591856,0.3274165784891092,0.32523135361470523,0.3227726637689756,0.3227726637689756,0.004643914720133591,3,3,1,1,1,3,3,0.0,0.0,0,0,4.292730346900669,4.292730346900669,4.292730346900669,4.292730346900669,0.7856458333333333,0.0008600531337954121,0.5853439016016836,0.5679437172509021,14.0,12.763544967627332,0.47637044171195225,0.17924285955812297,0.9189802597801909
block_086,44014,46,0.04534043420175347,0.11955025857454547,0.15848509027484559,0.14913680737952753,0.03893483170030011,0.21957314209020523,0.21711445224447568,0.18308774563687163,0.18308774563687163,0.036485396453333596,3,3,1,1,1,3,3,0.0,0.0,0,0,4.046332143718859,4.046332143718859,4.046332143718859,4.046332143718859,0.4650937499999997,0.00018560006853886947,0.6320044622253422,0.5385231361535694,24.0,12.763544967627332,0.4048686752934131,0.22211286566920344,0.9205408374881362
block_086,44014,47,0.020524935519677802,0.18707191397816578,0.19395830724853427,0.20541822546258837,0.01834631148442259,0.08070737126306597,0.08070737126306597,0.08070737126306597,0.08070737126306597,0.0,1,1,2,1,1,3,3,0.0,0.0,0,1,3.193354638424589,3.193354638424589,3.193354638424589,3.193354638424589,0.508523944805194,0.0,0.6943064254105771,0.4160770860590197,5.0,8.481146755953668,0.8758172762289784,1.5227977455823403,0.9131796890460219
block_086,44014,48,0.039110692654884115,0.09015302425381039,0.10117128988310253,0.09641869751662537,0.011018265629292145,0.02430483734026204,0.02430483734026204,0.02430483734026204,0.02430483734026204,0.0,1,1,2,1,1,3,3,0.0,0.0,0,1,1.6727244024719288,1.6727244024719288,1.6727244024719288,1.6727244024719288,0.9423263888888891,0.00016092311287205132,0.6787503771152581,0.33490695166560847,25.0,8.481146755953668,0.7362813594838329,0.3554646213379366,0.9208104439023004
block_086,44014,49,0.011257703777193099,0.20726019535488405,0.1925737457836496,0.18521733138822827,0.02204286396665578,0.2448354362464168,0.2448354362464168,0.2448354362464168,0.2448354362464168,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,2.543732334214814,2.543732334214814,2.543732334214814,2.543732334214814,0.9576622023809525,0.0,0.7791068096087338,0.2932917409350527,10.0,11.583959134407792,0.9001224197180073,0.21824896008188477,0.9128284957945475
block_086,44014,50,0.008562888140487774,0.20248044373305019,0.19398706315541606,0.1864183097441174,0.016062133988932775,0.15107464577948382,0.15107464577948382,0.15107464577948382,0.15107464577948382,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,2.5654452368239005,2.5654452368239005,2.5654452368239005,2.5654452368239005,0.9752291666666667,0.0,0.7198234083984111,0.2969456178872658,20.0,11.583959134407792,0.7776369311336344,0.8019017504593806,0.9265152004639589
block_086,44014,51,0.04015630516817457,0.08935284609039275,0.09697029867790892,0.12595030799529952,0.03659746190490677,0.0756939070770697,0.0756939070770697,0.0756939070770697,0.0756939070770697,0.0,1,1,3,1,1,3,3,0.0,0.0,0,1,3.2004311329663713,3.2004311329663713,3.2004311329663713,3.2004311329663713,0.26341121031746034,0.00019543527973681378,0.6442963112998251,0.4812563657304039,40.0,11.583959134407792,0.5435641305093767,0.45968151911159016,0.921773057383683
block_086,44014,52,0.010419120162306955,0.21310267461320329,0.22659322816560928,0.21938306940205873,0.013490553552405998,0.2086322741167156,0.2086322741167156,0.2086322741167156,0.2086322741167156,0.0,1,1,2,1,1,3,3,0.0,0.0,0,1,2.7585554599125017,2.7585554599125017,2.7585554599125017,2.7585554599125017,0.8674781746031744,2.759600316591289e-05,0.7148125996027223,0.2542604097270344,7.0,7.776869571928644,1.4773561645383642,0.4339173985126608,0.9291642907971938
block_086,44014,53,0.00958869276807671,0.1944921641914933,0.1711515986079325,0.1642311952482264,0.03026096894326688,0.11468791789417304,0.11468791789417304,0.11468791789417304,0.11468791789417304,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,2.267331796321254,2.267331796321254,2.267331796321254,2.267331796321254,0.9663794642857142,0.0,0.7730796581444763,0.27270651800771356,17.0,7.776869571928644,1.2804182497665546,1.261470257913859,0.914168977370929
block_086,44014,54,0.011232557047933307,0.10048045438712308,0.08922979544636807,0.08836820718939332,0.012112247197729756,0.05860719766158868,0.05860719766158868,0.05860719766158868,0.05860719766158868,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,1.764271284100915,1.764271284100915,1.764271284100915,1.764271284100915,0.9942916666666666,0.0,0.7466202178321478,0.22149221087854815,27.0,7.776869571928644,1.0684017879652847,0.001231904548744003,0.9230145019109127
block_086,44014,55,0.0292751871312633,0.07003547568465963,0.06450508885299999,0.06393793782335949,0.006097537861300142,0.024766781195864812,0.024766781195864812,0.024766781195864812,0.024766781195864812,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,1.9229886186237954,1.9229886186237954,1.9229886186237954,1.9229886186237954,0.9896666666666667,0.0,0.6655799193444999,0.3416926817090498,47.0,7.776869571928644,0.8947970762824752,0.15478232071590348,0.9246825975573664
block_086,44014,56,0.01720142003343642,0.19332580050182885,0.19949776046322448,0.2107820734122203,0.01745627291039145,0.3969820083902533,0.38323847456813265,0.38323847456813265,0.38323847456813265,0.01374353382212068,2,3,1,1,1,3,3,0.0,0.0,0,1,3.1910934251170957,3.1910934251170957,3.1910934251170957,3.1910934251170957,0.5215641233766227,7.665556434975802e-06,0.6997810722545508,0.4240671555433159,4.0,9.779638565083934,0.6076962032245158,1.0965676376462192,0.9206040502176425
block_086,44014,57,0.02608150142905177,0.22944415565523682,0.20875204122103813,0.21199586931897044,0.02069211443419869,0.2739445707974331,0.2602010369753125,0.2602010369753125,0.2602010369753125,0.013743533822120624,2,2,2,1,1,3,3,0.0,0.0,0,1,2.802955899574743,2.802955899574743,2.802955899574743,2.802955899574743,0.9165148809523811,3.909433781837659e-05,0.6891639440974806,0.4456903483585097,14.0,9.779638565083934,0.5288468345902063,0.7160832198708007,0.916564346672406
block_086,44014,58,0.03339030366999388,0.12629631380578973,0.11826529691976854,0.13710576201789562,0.018840465098127077,0.1456752367115107,0.13193170288939007,0.13193170288939007,0.13193170288939007,0.013743533822120624,2,2,2,1,1,3,3,0.0,0.0,0,1,2.988659461278839,2.988659461278839,2.988659461278839,2.988659461278839,0.7484608134920637,1.318475706815838e-05,0.5656309526579771,0.7066419257880455,34.0,9.779638565083934,0.3885191017436724,0.696324626408837,0.9214199996282483
block_086,44014,59,0.012805876705165349,0.20718915277339348,0.23233149471017217,0.2539391675006054,0.046750014727211936,0.14072370734331519,0.14072370734331519,0.14072370734331519,0.14072370734331519,0.0,1,1,1,1,1,1,1,0.0,0.0,0,0,4.144801792481019,4.144801792481019,4.144801792481019,4.144801792481019,0.7573154761904761,0.012125520480319944,0.7008572448598525,0.4111502144457008,8.0,5.8084761013265025,1.2916173829088986,2.9238964899897875,0.9145817656104832
block_086,44014,60,0.010159720887270936,0.1610737197870268,0.1518995664827883,0.15035731955430887,0.010716400232717943,0.05585411110765196,0.05585411110765196,0.05585411110765196,0.05585411110765196,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,1.447253191594854,1.447253191594854,1.447253191594854,1.447253191594854,0.9797485119047618,0.0,0.7707374706858656,0.23929924959790708,18.0,5.8084761013265025,1.100809120769623,0.06684140308736354,0.920915720644588
block_086,44014,61,0.020109889463717993,0.08526322591440863,0.08516141730218646,0.10377884806053418,0.018617430758347722,0.02324083295527936,0.02324083295527936,0.02324083295527936,0.02324083295527936,0.0,1,2,2,1,2,3,2,0.0,0.0,0,1,2.0373278717019065,2.0373278717019065,2.0373278717019065,2.0373278717019065,0.7634488636363637,0.001237331638429073,0.6746776387624709,0.3009193718367321,38.0,5.8084761013265025,0.8900595872032393,0.24243097630734883,0.9243968471248605
block_086,44014,62,0.030152748434324774,0.17715653556567426,0.16305594370363333,0.17122298495102667,0.014100591862040934,0.026099037231299412,0.026099037231299412,0.026099037231299412,0.026099037231299412,0.0,1,2,2,2,2,2,2,0.0,0.0,0,1,1.601399683326561,1.601399683326561,1.601399683326561,1.601399683326561,0.7418973214285716,0.008492608290279802,0.6845827311022897,0.32245979847375117,19.0,6.065649926874513,0.871618515539671,0.06432111920289982,0.9220012961158677
block_086,44014,63,0.01457053815088059,0.18503588278161995,0.18008571831698206,0.18494014719674276,0.004950164464637891,0.11922452302644401,0.11922452302644401,0.11922452302644401,0.11922452302644401,0.0,1,2,2,2,2,2,2,0.0,0.0,0,1,2.1250748112526217,2.1250748112526217,2.1250748112526217,2.1250748112526217,0.49672619047619065,0.00010671690761329382,0.7635640080176975,0.3198155691851629,3.0,5.324709668908,0.9833065927988403,0.5528777648519895,0.9156048679535439
block_086,44014,64,0.01100234514640619,0.20856465378751107,0.18443623840190135,0.17891995049596754,0.029644703291543534,0.06477749673803251,0.06477749673803251,0.06477749673803251,0.06477749673803251,0.0,1,3,1,1,1,3,3,0.0,0.0,0,1,1.5926523764726552,1.5926523764726552,1.5926523764726552,1.5926523764726552,0.9852172619047619,0.0,0.7700870474558368,0.2746645847119425,13.0,5.324709668908,0.9709328039130845,0.3453374779259618,0.9189241163800972
block_086,44014,65,0.025833416558735254,0.10267240019058772,0.0956220896878431,0.11271212238023315,0.017090032692390053,0.031990109779876125,0.031990109779876125,0.031990109779876125,0.031990109779876125,0.0,1,2,2,1,2,3,2,0.0,0.0,0,1,2.125525303355448,2.125525303355448,2.125525303355448,2.125525303355448,0.7083422619047617,0.009214636173458432,0.6833110620036495,0.3445836941068717,33.0,5.324709668908,0.8364496508878823,0.016739713745882706,0.9149493107280069
block_086,44014,66,0.024519105906092478,0.26890554446922954,0.35375171928325616,0.4224429113052565,0.15353736683602698,0.15695088343722643,0.16450727625844833,0.1614269949356697,0.15695088343722643,0.007556392821221891,1,1,1,1,1,1,1,0.0,0.0,0,0,12.500856717862979,12.500856717862979,12.500856717862979,12.500856717862979,0.8697113095238097,0.008521377131323596,0.5528238309719377,0.6333002879312342,20.0,5.884936678787822,0.6930834239873334,2.3119565120423022,0.8677439878684107
block_086,44014,67,0.034703034288105464,0.16716085436470876,0.14940541182429615,0.15310496518335442,0.017755442540412614,0.08771502224670022,0.08463474092392159,0.06835553249703583,0.06835553249703583,0.019359489749664394,3,3,1,1,1,3,3,0.0,0.0,0,0,11.169381261047906,11.169381261047906,11.169381261047906,11.169381261047906,0.8897098214285716,7.665556434975802e-06,0.5838379311073073,0.6541621299221416,30.0,5.884936678787822,0.5052596069317149,0.0022577700312913108,0.8647361205139663
block_086,44014,68,0.0264428566854686,0.317199735479463,0.37210735477117074,0.39886314808912676,0.08166341260966375,0.19116323131969826,0.16670451379775647,0.15769451556785172,0.15769451556785172,0.03346871575184654,3,1,1,1,1,1,1,0.03346871575184654,0.03346871575184654,1,0,12.137816326606904,12.137816326606904,12.137816326606904,12.137816326606904,0.7596904761904766,0.015217277739580135,0.5531518576719381,0.6244686756772014,10.0,21.86981821930095,0.4901981162662079,2.3850409805883315,0.8798733223512103
block_086,44014,69,0.014463092095965802,0.27171362569610125,0.32242924504657383,0.34923168187013415,0.0775180561740329,0.12973745783300175,0.120727459603097,0.12419480014589784,0.120727459603097,0.009009998229904753,2,1,1,1,1,1,1,0.009009998229904753,0.009009998229904753,1,0,15.110160110278235,15.110160110278235,15.110160110278235,15.110160110278235,0.7218928571428576,0.016996101837467446,0.45780830708148196,0.6995375838745733,20.0,21.86981821930095,0.3714041678974433,0.02398683661356888,0.8594149642991018
block_086,44014,70,0.032901740327770955,0.10782211423153938,0.09611484610739536,0.11345270059976156,0.017337854492366203,0.07096901284346041,0.1321371551395601,0.19270200448488878,0.07096901284346041,0.12173299164142837,1,2,1,1,1,3,3,0.12173299164142837,0.12173299164142837,0,1,12.317893836426304,12.317893836426304,12.317893836426304,12.317893836426304,0.7578134920634925,7.665556434975802e-06,0.5771515855054006,0.642206216273125,36.0,5.190716686247045,0.6680330803842611,0.2458559950695043,0.8579072528367147
block_086,44014,71,0.017345202452189255,0.12591745802484292,0.15807331251797707,0.21475598160569428,0.08883852358085137,0.043853106983101575,0.10441795632843028,0.10441795632843028,0.043853106983101575,0.0605648493453287,1,1,1,1,1,1,1,0.0,0.0,0,0,11.604047192100067,11.604047192100067,11.604047192100067,11.604047192100067,0.9142559523809524,0.006190514394827889,0.45785806567305376,0.7101085924115877,56.0,5.190716686247045,0.5725007462448118,1.1596643534573312,0.8664379877874928
block_086,44014,72,0.04303498445803101,0.175772719751756,0.17458264913424035,0.16209654494139963,0.013676174810356378,0.05844450557800081,0.07611862736505452,0.08025247302503492,0.05844450557800081,0.021807967447034116,1,3,1,1,1,3,3,0.021807967447034116,0.021807967447034116,0,1,10.08572212106338,10.08572212106338,10.08572212106338,10.08572212106338,0.9143035714285717,0.00014376453856531336,0.600630620377221,0.6609546630025783,31.0,15.839851112490994,0.375135423532306,0.12799409913437781,0.8753405647609066
block_086,44014,73,0.01899906182459299,0.1303015331409423,0.16332630718245567,0.21959823043208335,0.08929669729114104,0.023477155828529595,0.027611001488509996,0.027611001488509996,0.023477155828529595,0.004133845659980401,1,1,1,1,1,1,1,0.0,0.0,0,0,14.205691188517028,14.205691188517028,14.205691188517028,14.205691188517028,0.8037053571428574,0.014537772787772397,0.49490312457430435,0.7143887736927641,51.0,15.839851112490994,0.18441703128095732,0.2620256200489809,0.8565907778487082
