generation_seed,test_index,action,context_support_distance,action_support_distance,action_support_minus_context,predicted_action_loss,predicted_relative_loss,realized_action_regret,unsafe_action
44271,0,1,1.4052002733579223,2.0886506653650576,0.6834503920071353,0.0857703806843454,0.016127057220081037,0.0773534136357093,1
44271,0,2,1.4052002733579223,1.883291443117751,0.4780911697598287,0.06964332346426436,0.0,0.0,0
44271,0,3,1.4052002733579223,2.1256566655483713,0.720456392190449,0.09227985719020869,0.022636533725944333,0.0,0
44271,1,1,1.2029060771781404,1.341934056430199,0.13902797925205856,0.10120472219810706,0.012329929888962962,0.0773534136357093,1
44271,1,2,1.2029060771781404,1.3905656229392154,0.18765954576107502,0.0888747923091441,0.0,0.0,0
44271,1,3,1.2029060771781404,1.4198069791195824,0.21690090194144207,0.09079439848217427,0.0019196061730301778,0.0,0
44271,2,1,2.5656344092446375,3.453404183577688,0.8877697743330506,0.23774656087038593,0.006895476537013584,0.04589085955339814,1
44271,2,2,2.5656344092446375,3.5272428937848836,0.9616084845402462,0.23921911298278636,0.008368028649414022,0.0,0
44271,2,3,2.5656344092446375,2.7612021333427856,0.19556772409814815,0.23085108433337234,0.0,0.0,0
44271,3,1,2.321183655109704,3.034594852785239,0.7134111976755353,0.1676883245565393,0.012833857709929286,0.04589085955339814,1
44271,3,2,2.321183655109704,2.7217775088869396,0.4005938537772358,0.15485446684661,0.0,0.0,0
44271,3,3,2.321183655109704,3.3385574230775332,1.0173737679678294,0.17267058907833924,0.017816122231729237,0.0,0
44271,4,1,2.5332305160347315,3.1606365890121557,0.6274060729774242,0.264692612411487,0.02176303241690311,0.0,0
44271,4,2,2.5332305160347315,3.025953785319529,0.49272326928479737,0.252665372913376,0.009735792918792091,0.0,0
44271,4,3,2.5332305160347315,2.8311013491107344,0.2978708330760029,0.2429295799945839,0.0,0.0,0
44271,5,1,1.8930091554822837,2.4444241150057757,0.5514149595234921,0.21318803234164754,0.031888028484931774,0.0,0
44271,5,2,1.8930091554822837,2.1555588531748553,0.26254969769257164,0.182377381211646,0.0010773773549302423,0.0,0
44271,5,3,1.8930091554822837,2.1989959245601383,0.3059867690778546,0.18130000385671577,0.0,0.0,0
44271,6,1,1.804046980327214,2.3628467899797387,0.5587998096525248,0.16061916837459275,0.036030489415873376,0.0,0
44271,6,2,1.804046980327214,2.279435383599954,0.47538840327274,0.12458867895871938,0.0,0.0,0
44271,6,3,1.804046980327214,2.3637120631586694,0.5596650828314556,0.13605914071636205,0.011470461757642672,0.0,0
44271,7,1,2.4491898353694084,2.967460841191488,0.5182710058220796,0.08886963067072341,0.025074855357405335,0.0,0
44271,7,2,2.4491898353694084,2.8532881948374156,0.4040983594680072,0.06379477531331808,0.0,0.0,0
44271,7,3,2.4491898353694084,3.0194817644307603,0.570291929061352,0.06535886429310166,0.0015640889797835789,0.0,0
44271,8,1,2.283650195294269,3.146926891640546,0.863276696346277,0.2966133063101938,0.018546560973284387,0.04672353335645274,1
44271,8,2,2.283650195294269,2.9197072884901183,0.6360570931958494,0.2782175302263016,0.00015078488939218593,0.0,0
44271,8,3,2.283650195294269,2.9580938506631274,0.6744436553688584,0.2780667453369094,0.0,0.00037044488525855845,0
44271,9,1,2.320119431640745,3.5200394413886777,1.1999200097479328,0.24588723566147871,0.008132088978845292,0.06676339282324262,1
