condition,true_class,magnitude,sequence_replicate,evidence_budget,estimated_p_pass,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,reference_p_fail_A,reference_p_fail_C,reference_p_fail_S,marginal_mae,joint_total_variation,joint_js_divergence
structural_change_delta_0.050,structural_change,0.05,346,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,346,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,347,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,347,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,347,20,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,348,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,348,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,348,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,349,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,349,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,349,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,350,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,350,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,350,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,351,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,351,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,351,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,352,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,352,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,352,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,353,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,353,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,353,20,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,354,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,354,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,354,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,355,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,355,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,355,20,0.0,1.0,1.0,0.95,1.0,1.0,0.82,0.043333333333333335,0.13,0.03157865158259736
structural_change_delta_0.050,structural_change,0.05,356,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,356,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,356,20,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,357,5,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,357,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,357,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,358,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,358,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,358,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,359,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,359,10,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,359,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,360,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,360,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,360,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,361,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,361,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,361,20,0.0,1.0,1.0,0.7,1.0,1.0,0.82,0.04,0.12,0.014356306905036004
structural_change_delta_0.050,structural_change,0.05,362,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,362,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,362,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,363,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,363,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,363,20,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,364,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,364,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,364,20,0.0,1.0,1.0,0.95,1.0,1.0,0.82,0.043333333333333335,0.13,0.03157865158259736
structural_change_delta_0.050,structural_change,0.05,365,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,365,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,365,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,366,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,366,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,366,20,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,367,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,367,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,367,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,368,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,368,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,368,20,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,369,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,369,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,369,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,370,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,370,10,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,370,20,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,371,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,371,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,371,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,372,5,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,372,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,372,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,373,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,373,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,373,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,374,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,374,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,374,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,375,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,375,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,375,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,376,5,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,376,10,0.0,1.0,1.0,0.7,1.0,1.0,0.82,0.04,0.12,0.014356306905036004
structural_change_delta_0.050,structural_change,0.05,376,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,377,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,377,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,377,20,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,378,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,378,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,378,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,379,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,379,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,379,20,0.0,1.0,1.0,0.95,1.0,1.0,0.82,0.043333333333333335,0.13,0.03157865158259736
structural_change_delta_0.050,structural_change,0.05,380,5,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,380,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,380,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,381,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,381,10,0.0,1.0,1.0,0.7,1.0,1.0,0.82,0.04,0.12,0.014356306905036004
structural_change_delta_0.050,structural_change,0.05,381,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,382,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,382,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,382,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,383,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,383,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,383,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,384,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,384,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,384,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,385,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,385,10,0.0,1.0,1.0,0.7,1.0,1.0,0.82,0.04,0.12,0.014356306905036004
structural_change_delta_0.050,structural_change,0.05,385,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,386,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,386,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,386,20,0.0,1.0,1.0,0.95,1.0,1.0,0.82,0.043333333333333335,0.13,0.03157865158259736
structural_change_delta_0.050,structural_change,0.05,387,5,0.0,1.0,1.0,0.4,1.0,1.0,0.82,0.13999999999999999,0.41999999999999993,0.13928572841361292
structural_change_delta_0.050,structural_change,0.05,387,10,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,387,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,388,5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.06000000000000002,0.18000000000000002,0.09643129419996313
structural_change_delta_0.050,structural_change,0.05,388,10,0.0,1.0,1.0,0.9,1.0,1.0,0.82,0.02666666666666669,0.08000000000000003,0.00970249198407536
structural_change_delta_0.050,structural_change,0.05,388,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,389,5,0.0,1.0,1.0,0.4,1.0,1.0,0.82,0.13999999999999999,0.41999999999999993,0.13928572841361292
structural_change_delta_0.050,structural_change,0.05,389,10,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,389,20,0.0,1.0,1.0,0.75,1.0,1.0,0.82,0.023333333333333317,0.06999999999999998,0.00525439454014014
structural_change_delta_0.050,structural_change,0.05,390,5,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
structural_change_delta_0.050,structural_change,0.05,390,10,0.0,1.0,1.0,0.7,1.0,1.0,0.82,0.04,0.12,0.014356306905036004
structural_change_delta_0.050,structural_change,0.05,390,20,0.0,1.0,1.0,0.7,1.0,1.0,0.82,0.04,0.12,0.014356306905036004
structural_change_delta_0.050,structural_change,0.05,391,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,391,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,391,20,0.0,1.0,1.0,0.85,1.0,1.0,0.82,0.010000000000000009,0.030000000000000013,0.001179400642406167
structural_change_delta_0.050,structural_change,0.05,392,5,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,392,10,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,392,20,0.0,1.0,1.0,0.8,1.0,1.0,0.82,0.006666666666666636,0.019999999999999962,0.00046888957607618426
structural_change_delta_0.050,structural_change,0.05,393,5,0.0,1.0,1.0,0.6,1.0,1.0,0.82,0.07333333333333332,0.22,0.043207426247930225
