model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,8367,1720,6647,0.587730913753713,0.3377906976744186,0.35,0.8376711298330074,0.6351680772231572,0.5896793128353135,0.6394298047305804,,,
context_plus_loss,context_support_distance|predicted_action_loss,2,8367,1720,6647,0.5865870159995241,0.32151162790697674,0.35932423651721895,0.8516624040920716,0.6444682161212787,0.5878656737843574,0.6429930488421344,,,
action_support_only,action_support_distance,1,8367,1720,6647,0.5778957371921587,0.32383720930232557,0.33273596176821985,0.8319542650819919,0.6347823462936593,0.5800981486576479,0.6397432116820724,,,
context_plus_action_support,context_support_distance|action_support_distance,2,8367,1720,6647,0.5757472771419875,0.3133720930232558,0.33374613003095976,0.8381224612607191,0.6333274147106056,0.5773984273412918,0.637125314190463,,,
context_support_only,context_support_distance,1,8367,1720,6647,0.575085280647678,0.29534883720930233,0.3448744059742023,0.8548217240860538,0.6438091497825562,0.576311444889875,0.6443667570725325,,,
predicted_loss_only,predicted_action_loss,1,8367,1720,6647,0.49166449456128136,0.6215116279069768,0.2012803615138392,0.361817361215586,0.47969577112948314,0.48152217779890116,0.46416638618945555,,,
diagnostic_context_support_distance,context_support_distance,1,8367,1720,6647,,,,,,,,2.4099054095456993,3.7655998175051573,0.5187332447624737
diagnostic_action_support_distance,action_support_distance,1,8367,1720,6647,,,,,,,,2.9394993979831368,4.281044262164247,0.5213046983957376
diagnostic_action_support_minus_context,action_support_minus_context,1,8367,1720,6647,,,,,,,,0.5295939884374375,0.5154444446590903,-0.03642760641590614
diagnostic_predicted_action_loss,predicted_action_loss,1,8367,1720,6647,,,,,,,,0.1955324868197657,0.19298549766862683,-0.0256655871816941
diagnostic_predicted_relative_loss,predicted_relative_loss,1,8367,1720,6647,,,,,,,,0.03028919140159636,0.02309419598667816,-0.15227529355221775
