trial,audit_rows,poison_rows_recovered,unsafe_selected,total_regret
620,164,10,217,10.620494866629736
621,164,5,217,10.620494866629736
622,164,5,217,10.620494866629736
623,164,13,217,10.620494866629736
624,164,10,217,10.620494866629736
625,164,6,217,10.620494866629736
626,164,5,217,10.620494866629736
627,164,6,217,10.620494866629736
628,164,12,217,10.620494866629736
629,164,4,217,10.620494866629736
630,164,3,217,10.620494866629736
631,164,5,217,10.620494866629736
632,164,6,217,10.620494866629736
633,164,9,217,10.620494866629736
634,164,7,217,10.620494866629736
635,164,5,217,10.620494866629736
636,164,9,217,10.620494866629736
637,164,9,217,10.620494866629736
638,164,3,217,10.620494866629736
639,164,4,217,10.620494866629736
640,164,9,217,10.620494866629736
641,164,11,217,10.620494866629736
642,164,13,217,10.620494866629736
643,164,8,217,10.620494866629736
644,164,3,217,10.620494866629736
645,164,7,217,10.620494866629736
646,164,9,217,10.620494866629736
647,164,9,217,10.620494866629736
648,164,2,217,10.620494866629736
649,164,4,217,10.620494866629736
650,164,11,217,10.620494866629736
651,164,8,217,10.620494866629736
652,164,6,217,10.620494866629736
653,164,8,217,10.620494866629736
654,164,5,217,10.620494866629736
655,164,8,217,10.620494866629736
656,164,10,217,10.620494866629736
657,164,8,217,10.620494866629736
658,164,5,217,10.620494866629736
659,164,5,217,10.620494866629736
660,164,11,217,10.620494866629736
661,164,7,217,10.620494866629736
662,164,10,217,10.620494866629736
663,164,8,217,10.620494866629736
664,164,12,217,10.620494866629736
665,164,9,217,10.620494866629736
666,164,7,217,10.620494866629736
667,164,6,217,10.620494866629736
668,164,5,217,10.620494866629736
669,164,7,217,10.620494866629736
670,164,5,217,10.620494866629736
671,164,8,217,10.620494866629736
672,164,6,217,10.620494866629736
673,164,9,217,10.620494866629736
674,164,4,217,10.620494866629736
675,164,6,217,10.620494866629736
676,164,2,217,10.620494866629736
677,164,7,217,10.620494866629736
678,164,9,217,10.620494866629736
679,164,12,217,10.620494866629736
680,164,5,217,10.620494866629736
681,164,3,217,10.620494866629736
682,164,9,217,10.620494866629736
683,164,6,217,10.620494866629736
684,164,10,217,10.620494866629736
685,164,6,217,10.620494866629736
686,164,5,217,10.620494866629736
687,164,9,217,10.620494866629736
688,164,6,217,10.620494866629736
689,164,6,217,10.620494866629736
690,164,9,217,10.620494866629736
691,164,3,217,10.620494866629736
692,164,8,217,10.620494866629736
693,164,10,217,10.620494866629736
694,164,7,217,10.620494866629736
695,164,10,217,10.620494866629736
696,164,6,217,10.620494866629736
697,164,5,217,10.620494866629736
698,164,3,217,10.620494866629736
699,164,7,217,10.620494866629736
700,164,4,217,10.620494866629736
701,164,10,217,10.620494866629736
702,164,8,217,10.620494866629736
703,164,7,217,10.620494866629736
704,164,9,217,10.620494866629736
705,164,9,217,10.620494866629736
706,164,4,217,10.620494866629736
707,164,5,217,10.620494866629736
708,164,8,217,10.620494866629736
709,164,9,217,10.620494866629736
710,164,6,217,10.620494866629736
711,164,5,217,10.620494866629736
712,164,10,217,10.620494866629736
713,164,6,217,10.620494866629736
714,164,5,217,10.620494866629736
715,164,6,217,10.620494866629736
716,164,7,217,10.620494866629736
717,164,11,217,10.620494866629736
718,164,8,217,10.620494866629736
719,164,8,217,10.620494866629736
720,164,7,217,10.620494866629736
721,164,12,217,10.620494866629736
722,164,8,217,10.620494866629736
723,164,6,217,10.620494866629736
724,164,8,217,10.620494866629736
725,164,11,217,10.620494866629736
726,164,8,217,10.620494866629736
727,164,4,217,10.620494866629736
728,164,9,217,10.620494866629736
729,164,3,217,10.620494866629736
730,164,8,217,10.620494866629736
731,164,5,217,10.620494866629736
732,164,5,217,10.620494866629736
733,164,7,217,10.620494866629736
734,164,7,217,10.620494866629736
735,164,5,217,10.620494866629736
736,164,5,217,10.620494866629736
737,164,3,217,10.620494866629736
738,164,7,217,10.620494866629736
739,164,8,217,10.620494866629736
740,164,13,217,10.620494866629736
741,164,6,217,10.620494866629736
742,164,5,217,10.620494866629736
743,164,5,217,10.620494866629736
744,164,4,217,10.620494866629736
745,164,8,217,10.620494866629736
746,164,7,217,10.620494866629736
747,164,8,217,10.620494866629736
748,164,8,217,10.620494866629736
749,164,7,217,10.620494866629736
750,164,5,217,10.620494866629736
751,164,9,217,10.620494866629736
752,164,4,217,10.620494866629736
753,164,9,217,10.620494866629736
754,164,7,217,10.620494866629736
755,164,8,217,10.620494866629736
756,164,9,217,10.620494866629736
757,164,7,217,10.620494866629736
758,164,3,217,10.620494866629736
759,164,8,217,10.620494866629736
760,164,5,217,10.620494866629736
761,164,10,217,10.620494866629736
762,164,3,217,10.620494866629736
763,164,8,217,10.620494866629736
764,164,5,217,10.620494866629736
765,164,0,217,10.620494866629736
766,164,5,217,10.620494866629736
767,164,7,217,10.620494866629736
768,164,10,217,10.620494866629736
769,164,9,217,10.620494866629736
770,164,4,217,10.620494866629736
771,164,9,217,10.620494866629736
772,164,7,217,10.620494866629736
773,164,7,217,10.620494866629736
774,164,8,217,10.620494866629736
775,164,5,217,10.620494866629736
776,164,6,217,10.620494866629736
777,164,5,217,10.620494866629736
778,164,9,217,10.620494866629736
779,164,7,217,10.620494866629736
780,164,9,217,10.620494866629736
781,164,5,217,10.620494866629736
782,164,7,217,10.620494866629736
783,164,12,217,10.620494866629736
784,164,8,217,10.620494866629736
785,164,5,217,10.620494866629736
786,164,8,217,10.620494866629736
787,164,6,217,10.620494866629736
788,164,8,217,10.620494866629736
789,164,7,217,10.620494866629736
790,164,8,217,10.620494866629736
791,164,7,217,10.620494866629736
792,164,6,217,10.620494866629736
793,164,7,217,10.620494866629736
794,164,8,217,10.620494866629736
795,164,8,217,10.620494866629736
796,164,10,217,10.620494866629736
797,164,7,217,10.620494866629736
798,164,5,217,10.620494866629736
799,164,10,217,10.620494866629736
800,164,7,217,10.620494866629736
801,164,9,217,10.620494866629736
802,164,10,217,10.620494866629736
803,164,7,217,10.620494866629736
804,164,5,217,10.620494866629736
805,164,3,217,10.620494866629736
806,164,9,217,10.620494866629736
807,164,7,217,10.620494866629736
808,164,4,217,10.620494866629736
809,164,4,217,10.620494866629736
810,164,6,217,10.620494866629736
811,164,8,217,10.620494866629736
812,164,15,217,10.620494866629736
813,164,5,217,10.620494866629736
814,164,12,217,10.620494866629736
815,164,7,217,10.620494866629736
816,164,4,217,10.620494866629736
817,164,3,217,10.620494866629736
818,164,4,217,10.620494866629736
819,164,6,217,10.620494866629736
820,164,7,217,10.620494866629736
821,164,6,217,10.620494866629736
822,164,5,217,10.620494866629736
823,164,6,217,10.620494866629736
824,164,2,217,10.620494866629736
825,164,5,217,10.620494866629736
826,164,6,217,10.620494866629736
827,164,6,217,10.620494866629736
828,164,7,217,10.620494866629736
829,164,7,217,10.620494866629736
830,164,9,217,10.620494866629736
831,164,5,217,10.620494866629736
832,164,10,217,10.620494866629736
833,164,5,217,10.620494866629736
834,164,6,217,10.620494866629736
835,164,6,217,10.620494866629736
836,164,5,217,10.620494866629736
837,164,4,217,10.620494866629736
838,164,9,217,10.620494866629736
839,164,8,217,10.620494866629736
840,164,6,217,10.620494866629736
841,164,9,217,10.620494866629736
842,164,5,217,10.620494866629736
843,164,6,217,10.620494866629736
844,164,10,217,10.620494866629736
845,164,6,217,10.620494866629736
846,164,4,217,10.620494866629736
847,164,7,217,10.620494866629736
848,164,7,217,10.620494866629736
849,164,9,217,10.620494866629736
850,164,5,217,10.620494866629736
851,164,8,217,10.620494866629736
852,164,7,217,10.620494866629736
853,164,3,217,10.620494866629736
854,164,6,217,10.620494866629736
855,164,8,217,10.620494866629736
856,164,9,217,10.620494866629736
857,164,8,217,10.620494866629736
858,164,9,217,10.620494866629736
859,164,6,217,10.620494866629736
860,164,4,217,10.620494866629736
