trial,audit_rows,poison_rows_recovered,unsafe_selected,total_regret
861,164,5,217,10.620494866629736
862,164,6,217,10.620494866629736
863,164,3,217,10.620494866629736
864,164,5,217,10.620494866629736
865,164,5,217,10.620494866629736
866,164,8,217,10.620494866629736
867,164,8,217,10.620494866629736
868,164,6,217,10.620494866629736
869,164,6,217,10.620494866629736
870,164,7,217,10.620494866629736
871,164,2,217,10.620494866629736
872,164,7,217,10.620494866629736
873,164,8,217,10.620494866629736
874,164,3,217,10.620494866629736
875,164,7,217,10.620494866629736
876,164,6,217,10.620494866629736
877,164,3,217,10.620494866629736
878,164,9,217,10.620494866629736
879,164,10,217,10.620494866629736
880,164,8,217,10.620494866629736
881,164,7,217,10.620494866629736
882,164,4,217,10.620494866629736
883,164,3,217,10.620494866629736
884,164,9,217,10.620494866629736
885,164,4,217,10.620494866629736
886,164,8,217,10.620494866629736
887,164,4,217,10.620494866629736
888,164,4,217,10.620494866629736
889,164,4,217,10.620494866629736
890,164,10,217,10.620494866629736
891,164,2,217,10.620494866629736
892,164,3,217,10.620494866629736
893,164,8,217,10.620494866629736
894,164,8,217,10.620494866629736
895,164,7,217,10.620494866629736
896,164,3,217,10.620494866629736
897,164,10,217,10.620494866629736
898,164,7,217,10.620494866629736
899,164,11,217,10.620494866629736
900,164,5,217,10.620494866629736
901,164,5,217,10.620494866629736
902,164,4,217,10.620494866629736
903,164,6,217,10.620494866629736
904,164,3,217,10.620494866629736
905,164,8,217,10.620494866629736
906,164,6,217,10.620494866629736
907,164,7,217,10.620494866629736
908,164,11,217,10.620494866629736
909,164,6,217,10.620494866629736
910,164,10,217,10.620494866629736
911,164,7,217,10.620494866629736
912,164,2,217,10.620494866629736
913,164,9,217,10.620494866629736
914,164,10,217,10.620494866629736
915,164,10,217,10.620494866629736
916,164,8,217,10.620494866629736
917,164,2,217,10.620494866629736
918,164,4,217,10.620494866629736
919,164,6,217,10.620494866629736
920,164,11,217,10.620494866629736
921,164,10,217,10.620494866629736
922,164,9,217,10.620494866629736
923,164,4,217,10.620494866629736
924,164,5,217,10.620494866629736
925,164,4,217,10.620494866629736
926,164,9,217,10.620494866629736
927,164,10,217,10.620494866629736
928,164,15,217,10.620494866629736
929,164,3,217,10.620494866629736
930,164,10,217,10.620494866629736
931,164,10,217,10.620494866629736
932,164,9,217,10.620494866629736
933,164,6,217,10.620494866629736
934,164,8,217,10.620494866629736
935,164,6,217,10.620494866629736
936,164,14,217,10.620494866629736
937,164,9,217,10.620494866629736
938,164,6,217,10.620494866629736
939,164,10,217,10.620494866629736
940,164,9,217,10.620494866629736
941,164,5,217,10.620494866629736
942,164,5,217,10.620494866629736
943,164,5,217,10.620494866629736
944,164,5,217,10.620494866629736
945,164,3,217,10.620494866629736
946,164,2,217,10.620494866629736
947,164,11,217,10.620494866629736
948,164,9,217,10.620494866629736
949,164,7,217,10.620494866629736
950,164,7,217,10.620494866629736
951,164,7,217,10.620494866629736
952,164,7,217,10.620494866629736
953,164,7,217,10.620494866629736
954,164,3,217,10.620494866629736
955,164,8,217,10.620494866629736
956,164,4,217,10.620494866629736
957,164,8,217,10.620494866629736
958,164,6,217,10.620494866629736
959,164,6,217,10.620494866629736
960,164,4,217,10.620494866629736
961,164,8,217,10.620494866629736
962,164,6,217,10.620494866629736
963,164,3,217,10.620494866629736
964,164,10,217,10.620494866629736
965,164,7,217,10.620494866629736
966,164,6,217,10.620494866629736
967,164,9,217,10.620494866629736
968,164,9,217,10.620494866629736
969,164,7,217,10.620494866629736
970,164,4,217,10.620494866629736
971,164,8,217,10.620494866629736
972,164,10,217,10.620494866629736
973,164,9,217,10.620494866629736
974,164,4,217,10.620494866629736
975,164,7,217,10.620494866629736
976,164,3,217,10.620494866629736
977,164,10,217,10.620494866629736
978,164,7,217,10.620494866629736
979,164,4,217,10.620494866629736
980,164,5,217,10.620494866629736
981,164,5,217,10.620494866629736
982,164,4,217,10.620494866629736
983,164,3,217,10.620494866629736
984,164,9,217,10.620494866629736
985,164,4,217,10.620494866629736
986,164,7,217,10.620494866629736
987,164,8,217,10.620494866629736
988,164,3,217,10.620494866629736
989,164,3,217,10.620494866629736
990,164,4,217,10.620494866629736
991,164,9,217,10.620494866629736
992,164,6,217,10.620494866629736
993,164,11,217,10.620494866629736
994,164,9,217,10.620494866629736
995,164,9,217,10.620494866629736
996,164,7,217,10.620494866629736
997,164,7,217,10.620494866629736
998,164,6,217,10.620494866629736
999,164,6,217,10.620494866629736
1000,164,2,217,10.620494866629736
