model,train_prevalence,test_prevalence,mean_predicted_risk,roc_auc,brier_score,log_loss,ece_10_equal_width,balanced_accuracy_at_0_5
balanced_logistic,0.208095419363025,0.1951245363010069,0.3784391511674398,0.8292176404454358,0.16117727100330906,0.4958750175316372,0.18370709208551703,0.7620261686339469
unweighted_logistic,0.208095419363025,0.1951245363010069,0.18332222184381988,0.8307195122596713,0.1311337974245258,0.40644311563559216,0.06960247936687408,0.4953581596265784
balanced_source_prior_corrected,0.208095419363025,0.1951245363010069,0.1716901621683055,0.8292176404454358,0.13110615895363878,0.3985493032387651,0.06299074352242715,0.49741558882430553
