model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,10254,2689,7565,0.6068236926186021,0.45370026031982147,0.4018445322793149,0.7599471249173827,0.6392185047058382,0.6056540225530616,0.6451693374072713,,,
context_plus_loss,context_support_distance|predicted_action_loss,2,10254,2689,7565,0.600536075470381,0.4220899962811454,0.40434627716423227,0.7789821546596166,0.6388702645745058,0.5983192668641106,0.6455091221972105,,,
context_plus_action_support,context_support_distance|action_support_distance,2,10254,2689,7565,0.5670851381740055,0.28486426180736335,0.4018887722980063,0.8493060145406477,0.5939661645680414,0.563753715223947,0.5987479615312662,,,
action_support_only,action_support_distance,1,10254,2689,7565,0.5664277390666781,0.28077352175529935,0.4028815368196371,0.8520819563780568,0.5965079144255427,0.5632657705544662,0.6008758173904919,,,
context_support_only,context_support_distance,1,10254,2689,7565,0.5597153417130868,0.25399776868724433,0.40152851263962375,0.8654329147389292,0.6048879956209443,0.556051733175191,0.6068703569630957,,,
predicted_loss_only,predicted_action_loss,1,10254,2689,7565,0.5131206744964982,0.5786537746374116,0.27131647776809065,0.44758757435558494,0.5310238254945303,0.5160109725844695,0.5354088895554012,,,
diagnostic_context_support_distance,context_support_distance,1,10254,2689,7565,,,,,,,,2.3853219890654893,3.530862541517987,0.3919828149758892
diagnostic_action_support_distance,action_support_distance,1,10254,2689,7565,,,,,,,,2.7973709444482537,3.9464009198581373,0.39620296375348363
diagnostic_action_support_minus_context,action_support_minus_context,1,10254,2689,7565,,,,,,,,0.4120489553827647,0.4155383783401504,0.008062665111177552
diagnostic_predicted_action_loss,predicted_action_loss,1,10254,2689,7565,,,,,,,,0.18150953101040923,0.1717430249566868,-0.10995008900978878
diagnostic_predicted_relative_loss,predicted_relative_loss,1,10254,2689,7565,,,,,,,,0.03939184317509414,0.022929250100992008,-0.32168155595517967
