model,rows,seeds,roc_auc,balanced_accuracy_at_0_5,brier_score,log_loss,ece_10_bin
primary_action_plus_context_support,9435,40,0.8292176404454358,0.7620261686339469,0.16117727100330906,0.4958750175316372,0.18370709208551703
comparator_action_identity_only,9435,40,0.7811941501030645,0.7504877489118099,0.20076092979138285,0.5928870518089485,0.26979518696251814
