target_candidate_rows,target_contexts,frozen_source_coverage,target_excluded_candidates,baseline_unsafe_selected,primary_unsafe_selected,baseline_unsafe_rate,primary_unsafe_rate,delta_unsafe_primary_minus_baseline,baseline_total_regret,primary_total_regret,baseline_mean_regret,primary_mean_regret,delta_total_regret_primary_minus_baseline,changed_selected_actions,changed_selected_action_fraction,random_unsafe_mean,random_unsafe_p1,random_unsafe_p99,random_regret_mean,random_regret_p1,random_regret_p99,probability_random_unsafe_as_good_or_better,probability_random_regret_as_good_or_better,criterion_unsafe_below_random_p1,criterion_regret_below_random_p1,all_primary_criteria_pass
9300,3100,0.3901789113056719,3629,801,403,0.2583870967741935,0.13,-398,51.86576483104675,10.557881423948583,0.016730891880982823,0.0034057682012737364,-41.30788340709816,1800,0.5806451612903226,727.4242,690.0,763.0,41.373830870178004,38.879884933259525,43.83635143489894,0.0,0.0,1,1,1
