trial,unsafe_selected,total_regret
159,735,41.39714657754491
160,715,40.07082804848435
161,715,40.261107328605554
162,745,43.245156640870796
163,739,41.6682567355045
164,734,42.273086598147366
165,676,38.62989418873953
166,741,41.447003841668696
167,718,41.27068018555126
168,722,40.895688729737444
169,731,42.54627429201632
170,729,42.30244082152952
171,732,40.63067436881366
172,742,42.43460053226778
173,721,41.02074359634085
174,730,41.80467688406672
175,753,42.756907953639704
176,725,41.064719565447035
177,719,40.62168440038594
178,741,41.805757491716264
179,751,42.20198037332138
180,713,40.03313382852174
181,733,42.68780321541422
182,708,40.70681097306866
183,742,41.96036055545027
184,731,41.85535197182064
185,742,42.25155534684868
186,702,40.0025577556989
187,722,40.75342758890278
188,719,42.31554321513922
189,722,40.28426624645267
190,736,41.35474941296119
191,732,41.83099387029795
192,708,39.79801596489754
193,735,41.526814386132564
194,722,42.54740560501621
195,729,40.875140126933
196,709,40.398316340998626
197,723,41.31346198335531
198,720,41.30453871100812
199,719,41.65870140923559
200,731,41.1532525932026
201,735,41.71542004376755
202,715,41.11820103916511
203,708,40.14587310181028
204,724,40.87731873351325
205,715,41.28572118944825
206,756,42.50883233184692
207,744,43.0037609291624
208,747,41.788999836311405
209,718,40.646089913158846
210,775,43.49236968130151
211,738,42.474078776106985
212,735,42.270165678437735
213,717,41.32467293815755
214,740,41.71481267611899
215,735,40.37723161565776
216,724,40.833195845848955
217,722,41.264792268713464
218,752,43.973223465563755
219,710,41.199100164296695
220,724,40.718188611021354
221,717,40.6936504396031
222,715,39.573708988990084
223,717,40.385670498093475
224,737,42.94437608208537
225,731,41.18504231786302
226,742,42.23999591257611
227,712,40.845014238674395
228,746,42.7701748042923
229,715,40.55204301888156
230,744,41.755100587179044
231,728,42.7364411961775
232,712,41.28718648596717
233,712,40.68420014796486
234,754,43.00811893745646
235,743,41.90152402485954
236,715,40.72957195194699
237,729,42.24683423529655
238,748,42.656500589014506
239,741,42.09262087337312
240,753,43.2287215067353
241,731,42.61877047027843
242,713,40.73784760815301
243,727,40.61364570519389
244,739,42.17861692139108
