generation_seed,test_index,outcome,primary_action,expanded_action,true_responsive_action,action_step,safety_score,downside_score,support_distance,predicted_under_risk,predicted_loss_k1,predicted_loss_k2,predicted_loss_k3,predicted_loss_k1_minus_k2,predicted_loss_k1_minus_k3,predicted_loss_k2_minus_k3,predicted_primary_regret,predicted_expanded_regret,predicted_regret_margin,primary_regret,expanded_regret,incremental_regret,context_benefit_probability,context_release_probability,context_anchor_age,context_trigger_score,context_feature_distance,context_current_mismatch_indicator,context_current_parameter_estimate
44098,6,beneficial,3,2,2,1,0.6528497023809525,0.0026745084651207916,1.9675338490136718,0.018360695683258786,0.15813110869540986,0.15222127014866932,0.15563789153177318,0.005909838546740542,0.0024932171636366796,-0.0034166213831038628,0.004398194830288561,0.006543968422149909,0.0021457735918613474,0.0,0.0,0.0,0.8025031533921012,0.22798196099728052,10.0,7.367193504614618,1.0422052781114501,1.0134446953530645,0.9185906225134947
44098,31,neutral,3,2,1,1,0.6280520833333337,0.004853032560869642,2.0016642906476436,0.009554313690032063,0.14789099885232435,0.15097729620963335,0.15530452685386648,-0.0030862973573090036,-0.00741352800154213,-0.0043272306442331265,0.006490178817528176,0.006490178817528176,0.0,0.0,0.0,0.0,0.8450391935990472,0.21435978651895948,4.0,7.138045830405242,1.365294714864998,0.19584953350486106,0.9190969865630784
44099,0,beneficial,3,2,2,1,0.6850783730158733,0.0,2.0152715331890843,0.06099527674170678,0.15500180420607762,0.14018191537849137,0.1565105854924647,0.014819888827586253,-0.0015087812863870675,-0.01632867011397332,0.0,0.002296075324486769,0.002296075324486769,0.0,0.0,0.0,0.7086569709311787,0.31543857336029696,21.0,5.047572358895003,0.7940185118251766,0.3489229291215289,0.9195562928835308
44099,4,beneficial,3,2,2,1,0.7217752976190477,0.009906382768964583,2.300333604587956,0.02822537612590346,0.1820351703464696,0.1653211879719513,0.16792583624005414,0.016713982374518294,0.014109334106415461,-0.0026046482681028327,0.004189684389877732,0.015936694999276045,0.011747010609398313,0.0,0.0,0.0,0.8028578775995634,0.23040028793748377,10.0,7.367193504614618,1.0422052781114501,1.0134446953530645,0.9185906225134947
44100,49,beneficial,3,2,2,1,0.6898988095238096,3.058870773585336e-05,2.0258060695235165,0.0366948411252295,0.12386496378465749,0.12779859430285323,0.14742444125716725,-0.003933630518195744,-0.023559477472509763,-0.01962584695431402,0.0001607747527099692,0.0043750934461786115,0.004214318693468643,0.0,0.0,0.0,0.7503851067545382,0.24970099239110452,29.0,4.683632331624778,0.9197171912736188,0.8426088701645404,0.9163041936132251
44101,5,harmful,3,1,3,2,0.7770758928571427,0.001995547278893407,1.7610783521152396,0.03297883431655635,0.10681091701336692,0.11657531930701198,0.11761487322140918,-0.009764402293645058,-0.010803956208042254,-0.0010395539143971955,0.0019271358630106516,0.012711950851000464,0.010784814987989812,0.0,0.08920453549650931,0.08920453549650931,0.7171034821298895,0.3118369547245688,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033
44103,3,neutral,3,2,3,1,0.7071185515873017,5.15482725251607e-05,1.8769621418527311,0.04177902933542683,0.2005648000723707,0.16427564182034649,0.1614486814443489,0.03628915825202422,0.039116118628021807,0.0028269603759975837,1.2137599433596048e-05,1.2137599433596048e-05,0.0,0.0,0.0,0.0,0.7673605285095116,0.2522296334413617,16.0,4.519234471015013,1.0507479634899788,0.015144363125496036,0.9216814242154788
44103,4,harmful,3,1,3,2,0.9050565476190476,0.003096555099990854,1.809127544062786,0.04029314340169665,0.11359633335503082,0.1554620920775528,0.15650825018358724,-0.041865758722521976,-0.042911916828556426,-0.0010461581060344505,0.005480872378273185,0.008818061595746645,0.00333718921747346,0.0,0.09157732648995356,0.09157732648995356,0.7096404475083481,0.32553395135541635,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033
44103,33,beneficial,3,1,1,2,0.8121815476190474,0.009367537840862899,2.097942972405087,0.020966603836326463,0.12332866759484036,0.14331000740592226,0.15321238131589127,-0.019981339811081897,-0.029883713721050906,-0.009902373909969009,0.005565725292551708,0.02848395090563931,0.022918225613087602,0.0,0.0,0.0,0.7825576932088357,0.21854333943518298,26.0,4.908399422722993,1.3984752346561902,0.1949073002007072,0.9136285882310544
44104,1,harmful,3,1,3,2,0.9080267857142856,0.002431766154072413,1.9009486758827385,0.03484091973474577,0.11266766323057441,0.13863146368469997,0.15329610746014682,-0.025963800454125566,-0.040628444229572416,-0.01466464377544685,0.0076303256861043915,0.009942010614489037,0.0023116849283846457,0.0,0.09127259936345747,0.09127259936345747,0.7091430392143139,0.3263468583551385,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033
44104,12,beneficial,3,2,2,1,0.7482678571428575,0.0,2.2620198269911618,0.05334873881413187,0.18616256228995215,0.1784010418445338,0.18955073163439204,0.007761520445418363,-0.0033881693444398897,-0.011149689789858253,6.497334900289717e-05,0.017287536638055278,0.017222563289052382,0.0,0.0,0.0,0.727412119843095,0.24073902372178058,23.0,4.993510546628228,0.9564094436318199,0.7436576696904752,0.9208834701019775
