model,source_prior,estimated_or_assumed_prior,em_iterations,test_rows,test_unsafe,test_prevalence,mean_predicted_risk,absolute_mean_risk_error,roc_auc,brier_score,log_loss,ece_10_equal_width
primary_unlabeled_em,0.208095419363025,0.09440694002219453,88,8418,1812,0.21525302922309336,0.09440694002219453,0.12084608920089883,0.8129758116743158,0.17645068152731996,0.5483560722345955,0.14885216343370178
comparator_fixed_source_prior,0.208095419363025,0.208095419363025,0,8418,1812,0.21525302922309336,0.17997057591888904,0.03528245330420432,0.8129758116743158,0.15007487453384946,0.47265245906823067,0.07065647977425302
