model,held_out_seed,test_rows,test_unsafe,test_safe,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc
context_support_only,44471,213,51,162,0.6338053740014524,0.37254901960784315,0.5277777777777778,0.8950617283950617,0.7033405954974583
context_support_only,44472,225,59,166,0.632785378803349,0.3559322033898305,0.5833333333333334,0.9096385542168675,0.7015519705942415
context_support_only,44473,219,57,162,0.6379142300194932,0.3684210526315789,0.5833333333333334,0.9074074074074074,0.7059779077322937
context_support_only,44474,219,60,159,0.6278301886792452,0.35,0.5833333333333334,0.9056603773584906,0.6933962264150945
context_support_only,44475,222,56,166,0.6481282271944923,0.4107142857142857,0.5476190476190477,0.8855421686746988,0.7129948364888123
context_support_only,44476,213,51,162,0.6998910675381264,0.5294117647058824,0.5625,0.8703703703703703,0.7371096586782862
context_support_only,44477,216,57,159,0.6519364448857994,0.47368421052631576,0.5,0.8301886792452831,0.6845415425355842
context_support_only,44478,219,50,169,0.6430769230769231,0.44,0.4583333333333333,0.8461538461538461,0.6814201183431954
context_support_only,44479,219,46,173,0.6899974868057301,0.4782608695652174,0.5641025641025641,0.9017341040462428,0.7167630057803468
context_support_only,44480,228,56,172,0.635797342192691,0.42857142857142855,0.47058823529411764,0.8430232558139535,0.636108803986711
context_support_only,44481,228,45,183,0.6903460837887068,0.5555555555555556,0.43859649122807015,0.825136612021858,0.7479052823315119
context_support_only,44482,228,44,184,0.7015810276679841,0.5227272727272727,0.5111111111111111,0.8804347826086957,0.7497529644268773
context_support_only,44483,234,46,188,0.7456059204440333,0.5869565217391305,0.6,0.9042553191489362,0.7927844588344127
context_support_only,44484,240,46,194,0.7470865082922457,0.5869565217391305,0.6,0.9072164948453608,0.81331241595697
context_support_only,44485,240,48,192,0.7083333333333334,0.5208333333333334,0.5555555555555556,0.8958333333333334,0.7584635416666666
context_support_only,44486,243,48,195,0.7091346153846154,0.5208333333333334,0.5555555555555556,0.8974358974358975,0.7560897435897436
context_support_only,44487,240,49,191,0.7027460198739182,0.5102040816326531,0.5555555555555556,0.8952879581151832,0.749225344588097
context_support_only,44488,240,49,191,0.7027460198739182,0.5102040816326531,0.5555555555555556,0.8952879581151832,0.7598033977989102
context_support_only,44489,237,44,193,0.7043688177107866,0.5227272727272727,0.5111111111111111,0.8860103626943006,0.7532972209138012
context_support_only,44490,237,39,198,0.6930846930846931,0.48717948717948717,0.48717948717948717,0.898989898989899,0.7350427350427351
context_support_only,44491,237,41,196,0.724365355898457,0.5609756097560976,0.5111111111111111,0.8877551020408163,0.747511199601792
context_support_only,44492,234,43,191,0.7383416534761963,0.5813953488372093,0.5555555555555556,0.8952879581151832,0.7522220869353464
context_support_only,44493,234,46,188,0.7185476410730804,0.5434782608695652,0.5555555555555556,0.8936170212765957,0.7258325624421831
context_support_only,44494,231,43,188,0.7375061850569025,0.5813953488372093,0.5555555555555556,0.8936170212765957,0.7464126669965365
context_support_only,44495,234,48,186,0.7247983870967742,0.5625,0.5625,0.8870967741935484,0.7708333333333334
context_support_only,44496,240,45,195,0.7384615384615385,0.6,0.5294117647058824,0.8769230769230769,0.7603418803418803
context_support_only,44497,237,47,190,0.7054311310190369,0.5319148936170213,0.5208333333333334,0.8789473684210526,0.7062709966405375
context_support_only,44498,237,51,186,0.6832700822264389,0.49019607843137253,0.5208333333333334,0.8763440860215054,0.6843769765970904
context_support_only,44499,234,53,181,0.7049932242259982,0.5094339622641509,0.6,0.9005524861878453,0.6993641196705932
context_support_only,44500,237,51,186,0.6574952561669829,0.4117647058823529,0.5384615384615384,0.9032258064516129,0.6808981657179
context_support_only,44501,237,45,192,0.6668402777777778,0.4222222222222222,0.5277777777777778,0.9114583333333334,0.690625
context_support_only,44502,231,39,192,0.6380208333333334,0.3333333333333333,0.5416666666666666,0.9427083333333334,0.6810897435897436
context_support_only,44503,234,43,191,0.6636430049920857,0.3953488372093023,0.5666666666666667,0.9319371727748691,0.697430902228175
context_support_only,44504,237,34,203,0.752318168646769,0.5588235294117647,0.6333333333333333,0.9458128078817734,0.786004056795132
context_support_only,44505,231,45,186,0.6815412186379929,0.4222222222222222,0.6333333333333333,0.9408602150537635,0.7265232974910395
context_support_only,44506,246,49,197,0.6659587692945199,0.3877551020408163,0.6333333333333333,0.9441624365482234,0.7155288511343624
context_support_only,44507,246,51,195,0.679788838612368,0.43137254901960786,0.6111111111111112,0.9282051282051282,0.7085972850678733
