model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,8211,1209,7002,0.5343448486536636,0.6112489660876758,0.1628470691934773,0.4574407312196515,0.5497128434768371,0.5407081009713505,0.5632629939055183,,,
context_support_only,context_support_distance,1,8211,1209,7002,0.5295906238770489,0.9032258064516129,0.155955441302485,0.155955441302485,0.4296907725052679,0.5305670995651036,0.4202028363072658,,,
context_plus_loss,context_support_distance|predicted_action_loss,2,8211,1209,7002,0.5200153731333763,0.6377171215880894,0.15556900726392253,0.4023136246786632,0.5395185447428585,0.5243021831887841,0.5470805617633944,,,
predicted_loss_only,predicted_action_loss,1,8211,1209,7002,0.5195284509282354,0.52191894127378,0.15727816550348953,0.5171379605826907,0.5288545704417668,0.5190681813304379,0.5351805189015457,,,
action_support_only,action_support_distance,1,8211,1209,7002,0.5149673648720003,0.8428453267162944,0.15184026225599762,0.18708940302770638,0.4419937680572891,0.515338042493842,0.4316964491572314,,,
context_plus_action_support,context_support_distance|action_support_distance,2,8211,1209,7002,0.5132370900054788,0.6889991728701406,0.1522295321637427,0.3374750071408169,0.5175686540227546,0.5173146320465472,0.5270596592000285,,,
diagnostic_context_support_distance,context_support_distance,1,8211,1209,7002,,,,,,,,3.2688248662761508,2.3068087362492844,-0.18371544551222835
diagnostic_action_support_distance,action_support_distance,1,8211,1209,7002,,,,,,,,3.8936471573298403,3.0011778215758285,-0.17391945885634782
diagnostic_action_support_minus_context,action_support_minus_context,1,8211,1209,7002,,,,,,,,0.6248222910536894,0.6943690853265442,0.154908444395185
diagnostic_predicted_action_loss,predicted_action_loss,1,8211,1209,7002,,,,,,,,0.15175360018278727,0.1576102999919729,0.10588589607131607
diagnostic_predicted_relative_loss,predicted_relative_loss,1,8211,1209,7002,,,,,,,,0.017297230307402902,0.013121862099813896,-0.17704090990524704
