seeds,rho_recall_unsafe,rho_auc_unsafe,rho_ap_unsafe,absdiff_recall_minus_auc,absdiff_recall_minus_ap,boot_recall_minus_auc_p025,boot_recall_minus_auc_p975,boot_recall_minus_ap_p025,boot_recall_minus_ap_p975,criterion_observed_superiority,criterion_boot_auc_above_zero,criterion_boot_ap_above_zero,primary_metric_superiority_pass,rho_recall_regret,rho_auc_regret,rho_ap_regret
40,-0.9076217914794749,-0.49838411758195955,-0.7719769257830886,0.4092376738975153,0.13564486569638623,0.13435756022964931,0.7060596020890383,-0.012068381984584913,0.30913625774590564,1,1,0,0,-0.804072444189273,-0.35522612747786264,-0.45749672413683523
