policy,multiplier,mean_regret,under_count,over_count,action_entropy,normalized_regret_cost,normalized_under_cost,normalized_over_cost,normalized_entropy_cost,ideal_distance,delta_multiplier,delta_regret,delta_under,delta_over,delta_entropy,regret_gain_per_over,under_gain_per_entropy_loss
two_stage_0.25,0.25,0.011238955746343964,11.1,46.125,0.8684239355816373,1.0,1.0,0.0,0.0,1.4142135623730951,,,,,,,
two_stage_0.30,0.3,0.010879006972622068,10.725,47.325,0.843004119521677,0.7069502158185891,0.7321428571428572,0.26086956521739185,0.23568502294266358,1.076760015512951,0.04999999999999999,-0.00035994877372189614,-0.375,1.2000000000000028,-0.025419816059960354,0.00029995731143491275,14.752270398631078
two_stage_0.35,0.35,0.010636776218472355,10.45,48.425,0.8232947472366254,0.5097397364170987,0.5357142857142856,0.4999999999999992,0.4184244986426744,0.9858516398856946,0.04999999999999999,-0.0002422307541497127,-0.27500000000000036,1.0999999999999943,-0.01970937228505154,0.00022020977649973996,13.952752833664444
two_stage_0.40,0.4,0.01033161686625464,10.125,49.2,0.8040090105046592,0.26129637770341146,0.303571428571429,0.6684782608695656,0.5972361506789448,0.9818276906763347,0.050000000000000044,-0.0003051593522177161,-0.3249999999999993,0.7750000000000057,-0.019285736731966208,0.00039375400286156625,16.85183223834587
two_stage_0.45,0.45,0.01019323173172854,9.975,49.85,0.786857485406864,0.14863108539678527,0.19642857142857162,0.8097826086956522,0.7562600231035296,1.135056156809073,0.04999999999999999,-0.00013838513452609988,-0.15000000000000036,0.6499999999999986,-0.017151525097795273,0.00021290020696323106,8.74557796724922
two_stage_0.50,0.5,0.010010670338363347,9.7,50.725,0.7605689020178611,0.0,0.0,1.0,1.0,1.4142135623730951,0.04999999999999999,-0.00018256139336519234,-0.27500000000000036,0.875,-0.026288583389002862,0.00020864159241736267,10.460814716818836
