context_index,best_persistence,second_persistence,worst_persistence,loss_k1,loss_k2,loss_k3,best_loss,second_loss,worst_loss,absolute_margin,relative_margin,total_spread,relative_spread,benefit_probability,release_probability,anchor_age,trigger_score,feature_distance,current_mismatch_indicator,current_parameter_estimate
21,1,2,3,0.058856005155197726,0.058856005155197726,0.058856005155197726,0.058856005155197726,0.058856005155197726,0.058856005155197726,0.0,0.0,0.0,0.0,0.7406182879585832,0.21766040381424612,50.0,35.39273070909675,1.3280079816723316,0.03159683636113238,0.9200565869837742
22,2,3,1,0.13366849447037346,0.10590203557434369,0.10590203557434369,0.10590203557434369,0.10590203557434369,0.13366849447037346,0.0,0.0,0.027766458896029772,0.2621900395509906,0.6614948474376022,0.6493099221481268,30.0,18.411534456290596,0.5199614910731867,0.06997767679511879,0.9247092285519699
23,1,2,3,0.051652032274359716,0.051652032274359716,0.051652032274359716,0.051652032274359716,0.051652032274359716,0.051652032274359716,0.0,0.0,0.0,0.0,0.6492742052115029,0.40765382395457306,50.0,18.411534456290596,0.70785387130638,0.7374053325010813,0.9210632725693093
24,2,3,1,0.3047481831454533,0.29268459285683296,0.29268459285683296,0.29268459285683296,0.29268459285683296,0.3047481831454533,0.0,0.0,0.012063590288620363,0.0412170322012135,0.6602132174845604,0.670195977508479,10.0,29.229088847402682,0.6002693989056909,0.07065499238088441,0.9293170383552976
25,1,2,3,0.21213719494218158,0.21213719494218158,0.21213719494218158,0.21213719494218158,0.21213719494218158,0.21213719494218158,0.0,0.0,0.0,0.0,0.634746194120286,0.4789202497841294,20.0,29.229088847402682,0.5583368532242942,1.6762675338163227,0.9101137197528969
26,1,2,3,0.11014202572172951,0.11014202572172951,0.11014202572172951,0.11014202572172951,0.11014202572172951,0.11014202572172951,0.0,0.0,0.0,0.0,0.7375824113148254,0.40773655557444577,30.0,29.229088847402682,0.6798145415511108,0.13444597455787524,0.922623966575656
27,1,2,3,0.05623876111238317,0.05623876111238317,0.05623876111238317,0.05623876111238317,0.05623876111238317,0.05623876111238317,0.0,0.0,0.0,0.0,0.7190214382901339,0.30848486734780894,50.0,29.229088847402682,0.8593635021575612,0.034345423988164855,0.9221638107673858
28,1,2,3,0.24009838355710347,0.24009838355710347,0.24009838355710347,0.24009838355710347,0.24009838355710347,0.24009838355710347,0.0,0.0,0.0,0.0,0.8864607294468961,0.3484896595910138,10.0,54.333999923036025,1.8834527533335037,1.4138203526941164,0.931302777016464
29,1,2,3,0.17880429969237238,0.17880429969237238,0.17880429969237238,0.17880429969237238,0.17880429969237238,0.17880429969237238,0.0,0.0,0.0,0.0,0.8333808995519305,0.30920202376430117,20.0,54.333999923036025,1.7559901988452187,0.003360897164706779,0.9284477649327869
30,1,2,3,0.12222206248927192,0.12222206248927192,0.12222206248927192,0.12222206248927192,0.12222206248927192,0.12222206248927192,0.0,0.0,0.0,0.0,0.7692653982366378,0.2920332536270274,30.0,54.333999923036025,1.8024474100375956,1.725586788360528,0.9233954521897239
31,1,2,3,0.05380587597129231,0.05380587597129231,0.05380587597129231,0.05380587597129231,0.05380587597129231,0.05380587597129231,0.0,0.0,0.0,0.0,0.742916110447656,0.2056509300059499,50.0,54.333999923036025,2.065859088349099,0.027392297619877142,0.9161462331107159
32,3,1,2,0.2874488554530787,0.29750179827595863,0.2679627999381253,0.2679627999381253,0.2874488554530787,0.29750179827595863,0.019486055514953415,0.07271925625265963,0.029538998337833355,0.11023544441446316,0.7572749682187478,0.5947352398734691,10.0,49.77354551323658,0.39505731356841756,0.6686514300130866,0.9281597117745238
33,2,3,1,0.2466530581742005,0.2171140598363671,0.2171140598363671,0.2171140598363671,0.2171140598363671,0.2466530581742005,0.0,0.0,0.029538998337833383,0.13605290398954384,0.6563362148258912,0.59843654277734,20.0,49.77354551323658,0.4013064814901408,0.0010955665897705229,0.9224695127191982
34,1,2,3,0.14312873011806204,0.14312873011806204,0.14312873011806204,0.14312873011806204,0.14312873011806204,0.14312873011806204,0.0,0.0,0.0,0.0,0.6790262948271175,0.44665612664963794,30.0,49.77354551323658,0.5109055458542853,0.04480294664685738,0.9170748834698669
35,1,2,3,0.07384285211568681,0.07384285211568681,0.07384285211568681,0.07384285211568681,0.07384285211568681,0.07384285211568681,0.0,0.0,0.0,0.0,0.6903910438165409,0.32828973531474576,50.0,49.77354551323658,0.7327626920535457,0.02028381761665926,0.9168621826831099
36,1,2,3,0.23982834593236033,0.23982834593236033,0.23982834593236033,0.23982834593236033,0.23982834593236033,0.23982834593236033,0.0,0.0,0.0,0.0,0.7952436620095993,0.4763364983881057,10.0,44.68680330186941,1.2799945852646477,4.020113935708153,0.930707367340366
37,1,2,3,0.13977093762877835,0.13977093762877835,0.13977093762877835,0.13977093762877835,0.13977093762877835,0.13977093762877835,0.0,0.0,0.0,0.0,0.8152100530466214,0.3692969449004628,20.0,44.68680330186941,1.1992482337877002,0.08498669233799591,0.9283074156522141
38,1,2,3,0.09021913669139045,0.09021913669139045,0.09021913669139045,0.09021913669139045,0.09021913669139045,0.09021913669139045,0.0,0.0,0.0,0.0,0.7899774408420497,0.222847089225199,30.0,44.68680330186941,1.2911946620894383,0.13010180075165184,0.9175013467919654
39,1,2,3,0.04415604968643508,0.04415604968643508,0.04415604968643508,0.04415604968643508,0.04415604968643508,0.04415604968643508,0.0,0.0,0.0,0.0,0.732832014147432,0.23793940358195903,50.0,44.68680330186941,1.4708229629442922,0.23313985673191231,0.922564696055664
40,2,3,1,0.2061735495317338,0.18321096484781646,0.18321096484781646,0.18321096484781646,0.18321096484781646,0.2061735495317338,0.0,0.0,0.022962584683917348,0.1253341179817802,0.5908063255569989,0.5951305270428527,20.0,13.329268852790964,0.5906658115014669,1.3857406797979546,0.9166089437050868
41,1,2,3,0.10478925264627517,0.10478925264627517,0.10478925264627517,0.10478925264627517,0.10478925264627517,0.10478925264627517,0.0,0.0,0.0,0.0,0.7190266586373719,0.44577508314363723,30.0,13.329268852790964,0.705149604556337,0.05473517540938397,0.922745331993333
42,1,2,3,0.051308171793541156,0.051308171793541156,0.051308171793541156,0.051308171793541156,0.051308171793541156,0.051308171793541156,0.0,0.0,0.0,0.0,0.6978694696394815,0.32705444814446527,50.0,13.329268852790964,0.9144943111346737,0.18093395052805833,0.9228746356169389
43,2,3,1,0.2648014043243023,0.25663930398244067,0.25663930398244067,0.25663930398244067,0.25663930398244067,0.2648014043243023,0.0,0.0,0.008162100341861656,0.031803781475296965,0.6234025566503523,0.6692683395830056,10.0,23.068435745219922,0.733885079099252,0.025005065174318948,0.9273045991383879
