source_rows,source_unsafe_rows,poison_rows,audit_rows,target_contexts,target_exclusion_count,clean_unsafe_selected,clean_total_regret,poisoned_unsafe_selected,poisoned_total_regret,defended_unsafe_selected,defended_total_regret,defended_poison_rows_recovered,random_audit_unsafe_p05,random_audit_regret_p05,random_audit_unsafe_mean,random_audit_regret_mean,criterion_unsafe_improves_vs_poisoned,criterion_regret_improves_vs_poisoned,criterion_unsafe_beats_random_p05,criterion_regret_beats_random_p05,primary_constrained_audit_pass
7881,1640,328,164,2799,3276,236,11.520736473763462,217,10.620494866629736,218,10.642472003593099,64,217.0,10.620494866629736,217.0,10.620494866629738,0,0,0,0,0
