generation_seed,test_index,current_distance_k1,current_distance_k2,current_distance_k3,current_max_pairwise_difference,shared_distance_k1,shared_distance_k2,shared_distance_k3,shared_max_pairwise_difference
44031,9,2.3838567680139837,2.3838567680139837,2.3838567680139837,0.0,2.383856768013984,2.383856768013984,2.383856768013984,0.0
44031,10,2.557093225631177,2.557093225631177,2.557093225631177,0.0,2.557093225631177,2.557093225631177,2.557093225631177,0.0
44031,11,1.7805576779560002,1.7805576779560002,1.7805576779560002,0.0,1.7805576779560006,1.7805576779560006,1.7805576779560006,0.0
44031,12,2.3390715467146994,2.3390715467146994,2.3390715467146994,0.0,2.3390715467147,2.3390715467147,2.3390715467147,0.0
44031,13,2.2928868684373565,2.2928868684373565,2.2928868684373565,0.0,2.292886868437356,2.292886868437356,2.292886868437356,0.0
44031,14,2.557417070154907,2.557417070154907,2.557417070154907,0.0,2.5574170701549073,2.5574170701549073,2.5574170701549073,0.0
44031,15,1.993118477628122,1.993118477628122,1.993118477628122,0.0,1.993118477628122,1.993118477628122,1.993118477628122,0.0
44031,16,2.173493393351571,2.173493393351571,2.173493393351571,0.0,2.173493393351571,2.173493393351571,2.173493393351571,0.0
44031,17,2.3308573379162767,2.3308573379162767,2.3308573379162767,0.0,2.3308573379162767,2.3308573379162767,2.3308573379162767,0.0
44031,18,2.6189629302871786,2.6189629302871786,2.6189629302871786,0.0,2.6189629302871795,2.6189629302871795,2.6189629302871795,0.0
44031,19,2.563755092265995,2.563755092265995,2.563755092265995,0.0,2.5637550922659953,2.5637550922659953,2.5637550922659953,0.0
44031,20,2.643141729756464,2.643141729756464,2.643141729756464,0.0,2.643141729756464,2.643141729756464,2.643141729756464,0.0
44031,21,3.5278819977784712,3.5278819977784712,3.5278819977784712,0.0,3.527881997778472,3.527881997778472,3.527881997778472,0.0
44031,22,1.6304669144694794,1.6304669144694794,1.6304669144694794,0.0,1.6304669144694794,1.6304669144694794,1.6304669144694794,0.0
44031,23,2.1819184201392448,2.1819184201392448,2.1819184201392448,0.0,2.1819184201392448,2.1819184201392448,2.1819184201392448,0.0
44031,24,2.258308461610981,2.258308461610981,2.258308461610981,0.0,2.258308461610981,2.258308461610981,2.258308461610981,0.0
44031,25,1.8920204746153655,1.8920204746153655,1.8920204746153655,0.0,1.8920204746153655,1.8920204746153655,1.8920204746153655,0.0
44031,26,1.5766980237520931,1.5766980237520931,1.5766980237520931,0.0,1.5766980237520933,1.5766980237520933,1.5766980237520933,0.0
44031,27,2.2080342823561048,2.2080342823561048,2.2080342823561048,0.0,2.2080342823561048,2.2080342823561048,2.2080342823561048,0.0
44031,28,2.314583462849207,2.314583462849207,2.314583462849207,0.0,2.314583462849207,2.314583462849207,2.314583462849207,0.0
44031,29,2.4628495600880704,2.4628495600880704,2.4628495600880704,0.0,2.4628495600880704,2.4628495600880704,2.4628495600880704,0.0
44031,30,3.4654646081162994,3.4654646081162994,3.4654646081162994,0.0,3.4654646081162985,3.4654646081162985,3.4654646081162985,0.0
44031,31,2.636996964466232,2.636996964466232,2.636996964466232,0.0,2.6369969644662326,2.6369969644662326,2.6369969644662326,0.0
44031,32,1.289859184705087,1.289859184705087,1.289859184705087,0.0,1.289859184705087,1.289859184705087,1.289859184705087,0.0
44031,33,1.9410667252113254,1.9410667252113254,1.9410667252113254,0.0,1.9410667252113254,1.9410667252113254,1.9410667252113254,0.0
44031,34,1.9443092494793128,1.9443092494793128,1.9443092494793128,0.0,1.9443092494793124,1.9443092494793124,1.9443092494793124,0.0
44031,35,2.9143167632305773,2.9143167632305773,2.9143167632305773,0.0,2.9143167632305786,2.9143167632305786,2.9143167632305786,0.0
44031,36,2.7422329786274853,2.7422329786274853,2.7422329786274853,0.0,2.7422329786274853,2.7422329786274853,2.7422329786274853,0.0
44031,37,1.8713679501355167,1.8713679501355167,1.8713679501355167,0.0,1.871367950135517,1.871367950135517,1.871367950135517,0.0
44031,38,2.336120885215471,2.336120885215471,2.336120885215471,0.0,2.336120885215471,2.336120885215471,2.336120885215471,0.0
44031,39,2.0486207635281213,2.0486207635281213,2.0486207635281213,0.0,2.0486207635281217,2.0486207635281217,2.0486207635281217,0.0
44031,40,1.822036160500933,1.822036160500933,1.822036160500933,0.0,1.8220361605009328,1.8220361605009328,1.8220361605009328,0.0
44031,41,2.245101581178615,2.245101581178615,2.245101581178615,0.0,2.2451015811786155,2.2451015811786155,2.2451015811786155,0.0
44031,42,2.3602523731848875,2.3602523731848875,2.3602523731848875,0.0,2.3602523731848875,2.3602523731848875,2.3602523731848875,0.0
44031,43,1.7527076195065896,1.7527076195065896,1.7527076195065896,0.0,1.7527076195065896,1.7527076195065896,1.7527076195065896,0.0
