condition,true_class,seed,policy,classification_correct,classification_margin,adaptation_scale,uncertainty_scale,post_event_state_proxy_rmse,post_event_parameter_rmse,final_parameter_error,cumulative_abs_parameter_update,recovery_time,recovered,intervened
measurement_noise_boundary,measurement_noise,37009,generic_uncertainty,True,0.9071191469808431,0.25,1.5,0.8861062526049829,0.3149894622709963,0.3144849139517444,0.21681030264975173,,False,True
measurement_noise_boundary,measurement_noise,37009,probabilistic_failure_aware,True,0.9071191469808431,0.1,1.25,0.9706807657962401,0.37799427679674014,0.37779396558069767,0.08672412105990072,,False,True
measurement_noise_boundary,measurement_noise,37010,baseline,True,0.6886188467477192,1.0,1.0,0.922523718469528,0.007210383962821302,0.001800918744258695,0.8177015169727231,0,True,False
measurement_noise_boundary,measurement_noise,37010,generic_uncertainty,True,0.6886188467477192,0.25,1.5,0.7532374619551017,0.3147822332667553,0.31545022968606473,0.20442537924318077,,False,True
measurement_noise_boundary,measurement_noise,37010,probabilistic_failure_aware,True,0.6886188467477192,0.1,1.25,0.8251302981414971,0.37791153767761193,0.37818009187442625,0.08177015169727231,,False,True
measurement_noise_boundary,measurement_noise,37011,baseline,True,0.5826563497149593,1.0,1.0,0.8772915351050466,0.008232607124766629,0.003065009354136339,0.8597942345890063,0,True,False
measurement_noise_boundary,measurement_noise,37011,generic_uncertainty,True,0.5826563497149593,0.25,1.5,0.7163055388901068,0.31601552418204165,0.31576625233853417,0.21494855864725157,,False,True
measurement_noise_boundary,measurement_noise,37011,probabilistic_failure_aware,True,0.5826563497149593,0.1,1.25,0.784673403432011,0.3784048546400307,0.3783065009354136,0.0859794234589006,,False,True
measurement_noise_boundary,measurement_noise,37012,baseline,True,0.8847172830207681,1.0,1.0,1.048181628133179,0.0072007948415339414,0.005910912981740624,0.868382174929577,0,True,False
measurement_noise_boundary,measurement_noise,37012,generic_uncertainty,True,0.8847172830207681,0.25,1.5,0.8558367155619981,0.31463325686595595,0.31647772824543485,0.21709554373239426,,False,True
measurement_noise_boundary,measurement_noise,37012,probabilistic_failure_aware,True,0.8847172830207681,0.1,1.25,0.9375221493088777,0.3778519874336924,0.3785910912981749,0.08683821749295761,,False,True
measurement_noise_boundary,measurement_noise,37013,baseline,True,0.634355060238585,1.0,1.0,0.9114721588004594,0.008350965423839339,0.002532223039132253,0.8138869894672215,0,True,False
measurement_noise_boundary,measurement_noise,37013,generic_uncertainty,True,0.634355060238585,0.25,1.5,0.7442139012713885,0.3150114573113493,0.3143669442402165,0.20347174736680537,,False,True
measurement_noise_boundary,measurement_noise,37013,probabilistic_failure_aware,True,0.634355060238585,0.1,1.25,0.8152454826705243,0.37800273806083945,0.377746777696087,0.08138869894672209,,False,True
measurement_noise_boundary,measurement_noise,37014,baseline,True,0.8123238414137118,1.0,1.0,0.9515537842661331,0.005191563715789969,0.007100050836358118,0.8478295392757417,0,True,False
measurement_noise_boundary,measurement_noise,37014,generic_uncertainty,True,0.8123238414137118,0.25,1.5,0.7769404114221369,0.31490397604910786,0.31322498729091053,0.21195738481893542,,False,True
measurement_noise_boundary,measurement_noise,37014,probabilistic_failure_aware,True,0.8123238414137118,0.1,1.25,0.8510955783464973,0.37796088122510985,0.3772899949163643,0.08478295392757419,,False,True
measurement_noise_boundary,measurement_noise,37015,baseline,True,1.1983846922292534,1.0,1.0,1.0038486404026743,0.00863815449856821,0.011524425325277199,0.9070106337630991,0,True,False
measurement_noise_boundary,measurement_noise,37015,generic_uncertainty,True,1.1983846922292534,0.25,1.5,0.8196389826577302,0.3148200154354882,0.3121188936686804,0.22675265844077477,,False,True
measurement_noise_boundary,measurement_noise,37015,probabilistic_failure_aware,True,1.1983846922292534,0.1,1.25,0.8978695196244489,0.3779260454940382,0.37684755746747234,0.0907010633763099,,False,True
measurement_noise_boundary,measurement_noise,37016,baseline,True,0.5529632578017007,1.0,1.0,0.9696244886621418,0.01096219276313735,0.0012505571510142977,0.8500540365411353,0,True,False
measurement_noise_boundary,measurement_noise,37016,generic_uncertainty,True,0.5529632578017007,0.25,1.5,0.7916950797764334,0.3146403761319007,0.3146873607122461,0.21251350913528383,,False,True
measurement_noise_boundary,measurement_noise,37016,probabilistic_failure_aware,True,0.5529632578017007,0.1,1.25,0.8672585077188092,0.37785302490116446,0.37787494428489865,0.08500540365411352,,False,True
measurement_noise_boundary,measurement_noise,37017,baseline,False,0.162331847078791,1.0,1.0,0.9091877635357256,0.007825934556358332,0.004322144676446871,0.8670421601107617,0,True,False
measurement_noise_boundary,measurement_noise,37017,generic_uncertainty,False,0.162331847078791,0.25,1.5,0.7423487003482457,0.31474257438603703,0.3160805361691119,0.21676054002769043,,False,True
measurement_noise_boundary,measurement_noise,37017,probabilistic_failure_aware,False,0.162331847078791,0.1,1.25,0.8132022574307545,0.37789543712238505,0.37843221446764497,0.08670421601107621,,False,True
measurement_noise_boundary,measurement_noise,37018,baseline,True,0.17927952619483623,1.0,1.0,0.9577928762981336,0.009677895107667048,0.009230280010809055,0.85259759320573,0,True,False
measurement_noise_boundary,measurement_noise,37018,generic_uncertainty,True,0.17927952619483623,0.25,1.5,0.7820346087343585,0.3143895380030092,0.31269242999729796,0.2131493983014325,,False,True
