generation_seed,test_index,action,unsafe_action,realized_action_regret,clean_score,poison_score,delta_score,clean_excluded,poison_excluded,membership_switch,clean_cutoff_score,abs_clean_cutoff_margin,near_cutoff_primary
44791,23,1,1,0.0762436558598367,0.6560846220189351,0.7381362320383783,0.08205161001944317,1,1,0,0.2801911160011875,0.3758935060177476,0
44791,23,2,0,0.0,0.2527830895943039,0.33031084569787533,0.07752775610357143,0,0,0,0.2801911160011875,0.027408026406883612,0
44791,23,3,0,0.0,0.15131902274125691,0.159852331944135,0.008533309202878092,0,0,0,0.2801911160011875,0.1288720932599306,0
44791,24,1,1,0.0762436558598367,0.6457304367223382,0.7371114639549075,0.09138102723256925,1,1,0,0.2801911160011875,0.3655393207211507,0
44791,24,2,0,0.0,0.24427297906669737,0.3291406142808285,0.08486763521413115,0,0,0,0.2801911160011875,0.03591813693449014,0
44791,24,3,0,0.0,0.1455593519494902,0.1591424946705467,0.013583142721056485,0,0,0,0.2801911160011875,0.1346317640516973,0
44791,25,1,1,0.0762436558598367,0.6771225439111742,0.7402572299648739,0.06313468605369965,1,1,0,0.2801911160011875,0.3969314279099867,0
44791,25,2,0,0.0,0.27108227616645025,0.33274906227314377,0.061666786106693516,0,0,0,0.2801911160011875,0.009108839834737259,1
44791,25,3,0,0.0,0.16388410296279993,0.16133542202149492,-0.0025486809413050038,0,0,0,0.2801911160011875,0.11630701303838759,0
44791,26,1,0,0.0,0.6684003055965301,0.7393710656048176,0.0709707600082875,1,1,0,0.2801911160011875,0.38820918959534256,0
44791,26,2,0,0.0,0.26332474084365864,0.3317277012210463,0.06840296037738763,0,0,0,0.2801911160011875,0.016866375157528868,1
44791,26,3,0,0.0,0.15852707977430452,0.16071348133316185,0.002186401558857326,0,0,0,0.2801911160011875,0.12166403622688299,0
44791,27,1,0,0.0,0.6565079246871511,0.7381783767301476,0.0816704520429965,1,1,0,0.2801911160011875,0.3763168086859636,0
44791,27,2,0,0.0,0.25313770939021507,0.330359081073497,0.07722137168328191,0,0,0,0.2801911160011875,0.02705340661097244,0
44791,27,3,0,0.0,0.15156017370385957,0.1598816179611749,0.008321444257315319,0,0,0,0.2801911160011875,0.12863094229732794,0
44791,28,1,0,0.0,0.6510010295418168,0.7376316623267881,0.0866306327849713,1,1,0,0.2801911160011875,0.3708099135406293,0
44791,28,2,0,0.0,0.24856587544136488,0.32973402180728906,0.08116814636592418,0,0,0,0.2801911160011875,0.03162524055982263,0
44791,28,3,0,0.0,0.14845823123798854,0.1595022830224845,0.011044051784495967,0,0,0,0.2801911160011875,0.13173288476319897,0
44791,29,1,0,0.0,0.6512167825410226,0.7376530192923353,0.08643623675131273,1,1,0,0.2801911160011875,0.37102566653983504,0
44791,29,2,0,0.0,0.2487433145888871,0.32975841221488844,0.08101509762600134,0,0,0,0.2801911160011875,0.031447801412300413,0
44791,29,3,0,0.0,0.14857833830556139,0.15951707818443386,0.010938739878872478,0,0,0,0.2801911160011875,0.13161277769562613,0
44791,30,1,0,0.0,0.6646745951743552,0.7389955612635082,0.07432096608915295,1,1,0,0.2801911160011875,0.3844834791731677,0
44791,30,2,0,0.0,0.26008597969143826,0.3312960626583251,0.07121008296688686,0,0,0,0.2801911160011875,0.02010513630974925,0
44791,30,3,0,0.0,0.15630379263529456,0.1604509367826245,0.004147144147329945,0,0,0,0.2801911160011875,0.12388732336589295,0
44791,31,1,1,0.1356950786350994,0.6579486030385843,0.7383219662878285,0.08037336324924427,1,1,0,0.2801911160011875,0.37775748703739676,0
44791,31,2,1,0.084281816165088,0.25434866530955513,0.3305234863931106,0.07617482108355544,0,0,0,0.2801911160011875,0.02584245069163238,0
44791,31,3,0,0.0,0.15238434929905117,0.15998145269866848,0.007597103399617305,0,0,0,0.2801911160011875,0.12780676670213634,0
44791,32,1,1,0.1356950786350994,0.6611465322200483,0.7386415591097057,0.07749502688965748,1,1,0,0.2801911160011875,0.38095541621886075,0
44791,32,2,1,0.084281816165088,0.25705916045373556,0.3308897676472591,0.07383060719352352,0,0,0,0.2801911160011875,0.023131955547451954,0
44791,32,3,0,0.0,0.1542330050091642,0.1602039671136907,0.005970962104526495,0,0,0,0.2801911160011875,0.1259581109920233,0
