step,true_state,measurement,state_estimate,state_covariance,parameter_estimate,parameter_error,innovation,innovation_covariance,nis,excess_nis,mismatch_indicator,dynamic_lambda,effective_q,parameter_update,consistency_gate_active
18,9.914741814669375,9.305204444021527,9.256923236243185,0.19053609583234773,0.8750754807747156,0.0449245192252844,0.20298535916098714,1.05105779505812,0.03920151320645175,0.0,1.2611025931386877,0.17518368364247905,0.22342459771711784,0.0017302933101218797,True
19,10.163930540663227,9.662829128542052,9.435840480926407,0.14908432594440202,0.8798791160115519,0.04012088398844815,0.5623225770919102,0.6193289653455276,0.5105633651913465,0.0,0.4413859075985406,0.14576111605998382,0.06683690250471218,0.004803635236836281,True
20,10.346503905093355,10.199554016115089,9.680674664525757,0.10540978666275816,0.8874009941696946,0.032599005830305394,0.8971550349315454,0.4322560881366512,1.862060891201536,0.862060891201536,0.6517233994000383,0.15841296785139367,0.10574143791715927,0.00752187815814278,False
21,10.524504585558933,10.933822741330816,10.168475921478596,0.107549725083558,0.8983837095591678,0.021616290440832242,1.3431824197972855,0.4387495920008651,4.112001573893051,3.1120015738930507,1.8818624866465445,0.1824097472351568,0.34577006052051984,0.010982715389473097,False
22,10.71446490825384,10.889407459188444,10.613167904027742,0.15843466492050887,0.9042606171754072,0.015739382824592862,0.754214340287426,0.6825727219339232,0.8333753354272836,0.0,0.6586518703262906,0.1587300689905211,0.10704785681762786,0.005876907616239421,True
23,10.889805120483848,11.129051139308906,10.85573439303984,0.1215571839409745,0.9082353027446678,0.011764697255332246,0.5319813802265578,0.48659786446350034,0.5815976796769966,0.0,0.23052815461420167,0.12196086818241199,0.03061541387723734,0.00397468556926057,True
24,10.987271437584159,10.62858589067587,10.780189510561062,0.08590928851835748,0.9065474806542053,0.013452519345794722,-0.23097532230237228,0.3808868852823039,0.14006677986075408,0.0,0.08068485411497058,0.08659897925968446,0.009487226008073004,-0.0016878220904624228,True
25,11.084791308870626,11.334454509109017,10.909039459814453,0.060657649812364815,0.9106803112157075,0.009319688784292568,0.561700867334995,0.3300899135247002,0.9558240086644655,0.0,0.0282396989402397,0.06522412099053397,0.004341909540414449,0.004132830561502109,True
26,11.185502225611108,12.353379336851383,11.189139332678067,0.04484495709994367,0.9209976985867083,-0.0009976985867082844,1.4187318865231227,0.30464764168847464,6.606977669945988,5.606977669945988,2.817608684443114,0.18777549425056228,0.5315778633259822,0.010317387371000897,False
27,11.249697420452895,10.700260120501817,10.884770523152737,0.17374487149634787,0.9167069803108936,0.0032930196891064467,-0.6049114540607015,0.8196170044747437,0.4464498238275726,0.0,0.9861630395550899,0.16966419574112435,0.16981655897573691,-0.00429071827581469,True
28,11.388145302590148,12.099070293261882,11.603807431739666,0.13954149833090318,0.924876511029463,-0.00487651102946296,1.1209251756055103,0.5658233549757243,2.220610440090708,1.220610440090708,1.103386739822899,0.17229173384327148,0.19260441450376195,0.008169530718569388,False
29,11.5023783129249,11.920286985908737,11.836564183430413,0.13878364999646525,0.926164437657296,-0.006164437657295907,0.18819805378360144,0.5619677322445269,0.06302587393491806,0.0,0.3861853589380146,0.1410549150917292,0.05697334301467062,0.0012879266278329974,True
30,11.653505296763017,11.606491558754865,11.81546876046402,0.10329301806135507,0.9237746259747329,-0.0037746259747328814,-0.3561132519864536,0.4260192608020418,0.29767820356670505,0.0,0.1351648756283051,0.10263909724678907,0.016373200813963755,-0.002389811682563065,True
31,11.650076926365028,11.384038652205671,11.758342395924931,0.07370493621547948,0.9202063102578822,-0.00020631025788220292,-0.5307915827081207,0.35451928521601506,0.7947091061692809,0.0,0.04730770646990678,0.07386805258007761,0.005994528148961953,-0.003568315716850669,True
32,11.765715560121656,11.043876357082512,11.653336932173458,0.053709956256301705,0.914963050556851,0.00503694944314903,-0.7762245138203951,0.31840636849420695,1.8923129543706694,0.8923129543706694,0.4698103304202881,0.14790294274034074,0.07198633039897244,-0.005243259701031285,False
33,11.826134881351287,11.952753561022318,11.754919497085421,0.07967707554937528,0.9169419391178334,0.0030580608821666466,0.29038085239407607,0.3669500168670381,0.2297888964743211,0.0,0.16443361564710082,0.10951506204088413,0.020507957619199144,0.001978888560982342,True
34,11.8642644826025,12.22608047578655,11.894596729384816,0.06481429353103177,0.9199656024015384,3.439759846168844e-05,0.44750179795501666,0.3374990499629797,0.5933582900305611,0.0,0.057551765476485287,0.07806930666809271,0.006993026428273881,0.0030236632837049252,True
35,11.94416231107063,13.104866569520995,12.173124435291596,0.04958168198071498,0.9277277120048303,-0.007727712004830245,1.162246724049126,0.31184774235050716,4.331656972666645,3.3316569726666447,1.694604369071565,0.18071587177503667,0.3087419058705539,0.007762109603291943,False
36,12.019627714573636,11.714925985252105,11.95536649719012,0.14607855397047895,0.923951907658242,-0.003951907658241938,-0.57841889505106,0.6014158038394266,0.5563013409627932,0.0,0.5931115291750477,0.15552189870218913,0.09474183115946228,-0.0037758043465882843,True
37,12.029967617791044,11.614177067170042,11.844238404915863,0.11686469029779027,0.9210811959911596,-0.0010811959911595226,-0.43200661466220325,0.46944721231202163,0.397552078736922,0.0,0.2075890352112667,0.11804873562434375,0.02700562313616741,-0.0028707116670824693,True
38,12.115183886358551,11.8317674689517,11.883433881928893,0.08384399688537718,0.9205598448462204,-0.0005598448462204031,-0.0777378066526282,0.3761525243050312,0.016065734489823215,0.0,0.07265616232394334,0.08377720812798115,0.008586930432793384,-0.0005213511449391036,True
39,12.142456136764837,12.517107446409675,12.07897998115881,0.06039858183900983,0.9244215791097359,-0.00442157910973584,0.5776953958208946,0.32963888459384505,1.012416877832414,0.012416877832414075,0.04253652007817871,0.07181087684375839,0.005554584804696148,0.0038617342635154745,False
40,12.13488649629108,11.98805751448222,12.132939092287543,0.046528622267892644,0.9232506162861647,-0.0032506162861646315,-0.1780122337354939,0.30716851036556203,0.10316277316899354,0.0,0.014887782027362547,0.058430616493567455,0.0033699022820806476,-0.0011709628235712342,True
41,12.072031263307599,11.530791953788242,12.103216589682473,0.036711632168269996,0.918856466127146,0.0011435338728540412,-0.6709515405287316,0.2930305137376654,1.5362767651593332,0.5362767651593332,0.27558227359334786,0.12865056170251588,0.037953814293040615,-0.004394150159018703,False
42,12.077881941633398,12.285762435891733,12.156710898967292,0.05404411727642123,0.9199373509679483,6.264903205177585e-05,0.16464361152464768,0.31894934273631564,0.08499004444818575,0.0,0.09645379575767174,0.09176045851080963,0.011350644523831945,0.0010808848408022382,True
43,12.171326049924891,12.162092643343035,12.179449086990116,0.04647485043318371,0.9197979942897186,0.00020200571028139436,-0.02131977753612091,0.30708735570530343,0.0014801420694959468,0.0,0.03375882851518511,0.06784552150773622,0.0047903853261029705,-0.00013935667822957082,True
44,12.21068817989089,12.294672864164507,12.216436658397736,0.03749406038522713,0.9203985055648234,-0.0003985055648233482,0.09204002239725284,0.29410942636850024,0.028803448524199037,0.0,0.011815589980314787,0.056769415439242854,0.003170764136252246,0.0006005112751047252,True
45,12.2880701811723,12.734747780541403,12.304157666810447,0.030650369102242652,0.9235908686893406,-0.003590868689340554,0.4907577368248006,0.28493323532936476,0.845261718854948,0.0,0.004135456493110175,0.05244089700243517,0.002716867048013243,0.0031923631245172213,True
46,12.318709232448894,11.813237080726239,12.30700290212561,0.025875004572542677,0.9200333302433202,-3.333024332019541e-05,-0.5507705872538313,0.27886224774170454,1.0878067656720094,0.0878067656720094,0.04597111108255979,0.0732984450312127,0.0058696109587087816,-0.0035575384460204106,False
47,12.378381759570212,12.568905323548089,12.347453346893332,0.02499515928162052,0.921622270151062,-0.0016222701510619775,0.2460524581912562,0.2777718017108185,0.21795521290886286,0.0,0.016089888878895925,0.05907018053937715,0.0034504326409348996,0.0015889399077417786,True
48,12.449458296290308,12.4345049999497,12.384613477089301,0.022463339480996526,0.9219751189930531,-0.0019751189930530266,0.054817015801539526,0.27468101121568544,0.010939617588005447,0.0,0.005631461107613573,0.05330444133316765,0.0028001818882308037,0.00035284884199100666,True
49,12.551156678811276,12.371718508650366,12.414553975181386,0.020131748170651692,0.9216761337735943,-0.0016761337735942128,-0.04658697557201208,0.27189487675052804,0.007982299331585457,0.0,0.0019710113876647505,0.05117335604013132,0.002600863267500122,-0.0002989852194587686,True
50,12.626717165219528,12.684276651523145,12.459882621406003,0.018263195648080963,0.923226043431996,-0.003226043431995951,0.24207854115435978,0.26970251952334057,0.21728391781802223,0.0,0.0006898539856826626,0.0504127733779697,0.00253477745264411,0.0015499096584017154,True
51,12.590766341539691,12.026542405143493,12.471099787642641,0.016879200265536437,0.9201846373777257,-0.00018463737772567157,-0.47674572904425716,0.26810134518751944,0.8477633336862528,0.0,0.00024144889498893188,0.050144729557826125,0.0025121073895412564,-0.0030414060542703287,True
52,12.575953506639575,13.287614019723167,12.526851086675427,0.015745989988852942,0.9253595629566748,-0.005359562956674724,0.8118995839297902,0.2668043974872657,2.4706524352426706,1.4706524352426706,0.7354469420688298,0.16194620085656447,0.12160283819962484,0.005174925578949023,False
53,12.610695950939146,12.955137883072148,12.719283776479969,0.08769858231656,0.9276649848287447,-0.00766498482874467,0.3632964362828286,0.38508597701779057,0.3427398256304352,0.0,0.2574064297240904,0.12609474810874755,0.03495759891763121,0.0023054218720699243,True
54,12.483046646209456,12.838528748494475,12.811273242377876,0.07659490124342028,0.9279106160211517,-0.007910616021151617,0.039294556953686666,0.36042769473425584,0.004283972149601228,0.0,0.09009225040343163,0.08973579975575471,0.010584500141747654,0.0002456311924069059,True
55,12.51219553505869,12.237232392856027,12.73525393086554,0.0585957928813356,0.9238732668096501,-0.0038732668096500555,-0.6504840534941252,0.32653409734746336,1.2958202750872228,0.29582027508722275,0.19295626274532718,0.11534152882818544,0.02475587034201908,-0.004037349211501556,False
56,12.479850673944975,12.478695448038184,12.699671335053045,0.05755601568846649,0.9220810381828095,-0.0020810381828094693,-0.2870652047209994,0.3247698296394826,0.2537379529773016,0.0,0.0675346919608645,0.08190266780480857,0.008031271440970763,-0.0017922286268405505,True
57,12.567706433186814,12.040156083475651,12.585792378068707,0.04639526495617416,0.9178866518036789,0.002113348196321141,-0.669970045730528,0.30696732070866084,1.4622398929629825,0.4622398929629825,0.2648872924619235,0.12716852688149582,0.036185326772010765,-0.004194386379130591,False
58,12.540899666795054,13.221792041970346,12.707255789071507,0.057854345860757654,0.9221153018293382,-0.0021153018293381676,0.6694612157685995,0.3252740754402287,1.3778482616907082,0.3778482616907082,0.3213677770763158,0.13436801740572912,0.04568155106383088,0.0042286500256593544,False
59,12.515320153480062,12.333194415549592,12.611817609576358,0.06877486924924445,0.919710408569692,0.0002895914303080449,-0.3843605918126851,0.3448749063724399,0.4283671029954744,0.0,0.11247872197671052,0.09654565157507536,0.013359331501573266,-0.002404893259646207,True
60,12.518983358566091,11.898338670248243,12.443290232864037,0.05561915526089408,0.9152923152811127,0.004707684718887384,-0.7008812562616651,0.3215337400343447,1.5277853432316575,0.5277853432316575,0.320132032604184,0.1342257620068955,0.04546996601911291,-0.004418093288579318,False
61,12.528461961388304,11.923653162901488,12.26393507077268,0.06728643976247609,0.9123181370854254,0.007681862914574622,-0.4655947640514917,0.34206547077705274,0.6337338984251161,0.0,0.11204621141146438,0.09642206210692433,0.013303726755561794,-0.0029741781956872447,True
62,12.570444919995147,12.572035331374142,12.271835298103383,0.05426414244410419,0.9148027717246104,0.005197228275389598,0.3834249342701952,0.3193078712322908,0.46041671209900403,0.0,0.03921617399401253,0.07033920170461719,0.005258434372648211,0.0024846346391849874,True
63,12.678980899737923,12.81940115650344,12.326259239876368,0.0421310097570341,0.9186436312307094,0.0013563687692906834,0.5930922116505553,0.3006701477067234,1.1699145199597785,0.16991451995977847,0.1045653469768955,0.09423670327703061,0.012353893576121452,0.0038408595060989426,False
64,12.732946902280528,12.081314916421846,12.28450198776434,0.040204046626233454,0.9170824668434394,0.0029175331565606255,-0.24212463118926486,0.29790851060245077,0.19678637884491257,0.0,0.03659787144191342,0.06915464580622206,0.005030912836827172,-0.0015611643872699827,True
65,12.708204182921992,12.869777009929043,12.347111364921417,0.03362032467447443,0.9209891803756667,-0.0009891803756666429,0.6038756230469868,0.2888441343022345,1.2625001680969412,0.2625001680969412,0.1495490197694273,0.10614418220412458,0.018373758402854323,0.00390671353222724,False
66,12.778833894206787,11.938375925196306,12.303139189133846,0.03948519023872128,0.9182007896663337,0.0017992103336663678,-0.4331800507897494,0.29689122618439173,0.6320326767947945,0.0,0.052342156919299554,0.07596833871232384,0.0064763467057789535,-0.0027883907093329825,True
67,12.806058166660687,13.101735173568645,12.407223918183771,0.03430873441899836,0.9234007625546166,-0.003400762554616521,0.8049830547311316,0.2897660219649853,2.2362791676194758,1.2362791676194758,0.6443106622693877,0.1580682624258995,0.10434506684740268,0.0051999728882828776,False
68,12.85825082311474,13.2144435821541,12.720696572670622,0.08706946519761354,0.9282541536252505,-0.008254153625250504,0.7576035549173294,0.38359906002766375,1.496257958457935,0.49625795845793497,0.5702843103636613,0.15428414328274193,0.09048582625204679,0.004853391070634032,False
69,12.83219431652076,12.57136949131168,12.713766840944592,0.09958234443680015,0.9267748866035428,-0.006774886603542751,-0.23666993927631452,0.4155097336545034,0.13480468836291803,0.0,0.19959950862728146,0.11659243553335923,0.02577179284211649,-0.0014792670217077192,True
70,12.743209785306963,12.840921167758449,12.800704820849486,0.07701558865423432,0.9271383602077525,-0.007138360207752492,0.05812134543814196,0.3613042326402082,0.009349712763824094,0.0,0.0698598280195485,0.08276114499221154,0.008281679355856816,0.0003634736042097533,True
71,12.71416816403264,13.724301833072461,13.064577811425258,0.05738600143685811,0.9324573381203888,-0.012457338120388739,0.856277355966597,0.32448316563820007,2.2596269636948723,1.2596269636948723,0.6647433958572104,0.15900489670673318,0.10819745499475879,0.005318977912636254,False
72,12.666483469510787,12.826679392113343,13.04444951057125,0.09684872709803297,0.9302932483639996,-0.010293248363999585,-0.3554820575949478,0.4080932454280454,0.30965347916844843,0.0,0.23266018855002363,0.12230558705772884,0.030955640945572523,-0.002164089756389176,True
73,12.574714720966139,12.37698343180305,12.896607968102078,0.07866053544794965,0.9256705915953971,-0.005670591595397068,-0.758179876506464,0.3647729387003742,1.5758754670437052,0.5758754670437052,0.40426782779686443,0.14268402264822516,0.0601825598973166,-0.004622656768602495,False
74,12.581794937293402,12.993774943553156,12.95685322472967,0.084473962985998,0.926014439791222,-0.006014439791221959,0.055764216146192425,0.37758410173689516,0.008235642835847217,0.0,0.14149373972890253,0.1042130277077544,0.01724549101884191,0.00034384819582489445,True
75,12.647656426651336,12.625582338486701,12.899846710557556,0.06600445963323147,0.9237271915857956,-0.0037271915857955973,-0.3726508418684329,0.3396821459662298,0.40881939658688354,0.0,0.04952280890511588,0.0748008536075147,0.006204348379144499,-0.002287248205426398,True
76,12.579981668566186,12.808906868311956,12.894526109586229,0.050015423242093085,0.9230673825171412,-0.003067382517141115,-0.10703230551863996,0.3125241006743231,0.03665609916136845,0.0,0.017332983116790556,0.05972550202076164,0.003535221118167702,-0.0006598090686545326,True
77,12.59943249000158,12.845261661420716,12.893594097520168,0.038959033704841245,0.9227142868814227,-0.0027142868814226118,-0.057254803353979256,0.29615103217727134,0.011069056497971642,0.0,0.006066544090876694,0.05355369193918811,0.002824885833378313,-0.00035309563571851244,True
78,12.556463505842718,13.123155704636162,12.925553927365621,0.03146445999497778,0.9241084712792798,-0.004108471279279713,0.22605222160431993,0.2859946716152607,0.17867328297987034,0.0,0.002123290431806843,0.0512632453123452,0.00260884675827507,0.0013941843978570606,True
79,12.556341220920526,12.90625353177852,12.940567721831375,0.026369406072807786,0.9238724606088919,-0.0038724606088919034,-0.03836034847721592,0.27947875513109904,0.005265217152563804,0.0,0.0007431516511323949,0.05044456946056479,0.002537487965085282,-0.0002360106703877997,True
80,12.615537585251605,12.92017374553453,12.95222342640894,0.022764324003519347,0.9236557709814429,-0.003655770981442874,-0.03526039730982511,0.27504483935422175,0.004520337925139253,0.0,0.0002601030778963382,0.050155899646825874,0.0025130457038727997,-0.00021668962744902947,True
81,12.620620379830566,13.697017997380827,13.022569839848838,0.02016498903649935,0.9281601710578106,-0.008160171057810528,0.7336220825371722,0.27193420070332724,1.9791602475679049,0.9791602475679049,0.4897101753229006,0.1493044691677651,0.07561591777263886,0.004504400076367641,False
82,12.623155901492728,12.475173785106687,12.921149619567016,0.06777771079808961,0.9244234579127686,-0.004423457912768547,-0.6118568650596963,0.34298767880556713,1.0914935038611158,0.09149350386111577,0.2906018395920082,0.13063286645805494,0.04046215130388791,-0.003736713145041974,False
83,12.618901781252461,13.360286115471029,13.06199854440439,0.0705993229297484,0.9269817282190667,-0.0069817282190666186,0.41567230394263355,0.34838218573459223,0.49595952761088835,0.0,0.10171064385720287,0.09337826234447066,0.011997563185322914,0.002558270306298036,True
84,12.615325263096606,12.875014090666212,13.05571325438506,0.056299582120116355,0.925561664187582,-0.005561664187581972,-0.2332198940207011,0.3226632171684685,0.1685705592485561,0.0,0.035598725350021,0.06869689297793205,0.00494552182552119,-0.0014200640314846837,True
85,12.665885814065485,12.40945650895207,12.965579504390215,0.043848688442906875,0.9214532550693145,-0.0014532550693144852,-0.6744111779324378,0.30317536923693433,1.5002222577150193,0.5002222577150193,0.2679104915325201,0.12759366606180186,0.03668368179105357,-0.004108409118267435,False
86,12.566286460477565,12.715998036585786,12.89442271515367,0.057047880397063384,0.9200352831390812,-3.5283139081188075e-05,-0.231177401594568,0.32391455522030344,0.16499101428667842,0.0,0.09376867203638203,0.0909150162582841,0.011024980342705383,-0.0014179719302333134,True
87,12.57247028336556,12.268465194085152,12.749253842806102,0.047939963977526985,0.9163667060355093,0.003633293964490747,-0.5948586595662544,0.30931400998586767,1.144005164451259,0.144005164451259,0.11888691824382051,0.09834283043018106,0.014191676041218841,-0.0036685771035719628,False
88,12.610226979748436,12.91401066824072,12.724307692952028,0.044710563779251554,0.9178074575560031,0.0021925424439969143,0.23101891989793444,0.3044482032324037,0.17529990581047347,0.0,0.04161042138533718,0.07140377280808119,0.005471141075047139,0.0014407515204938786,True
89,12.55165920028859,12.81076842229919,12.697932715410381,0.03678693191443718,0.9186341699791276,0.0013658300208724272,0.13230392947059855,0.2931340023441651,0.05971442962392842,0.0,0.014563647484868013,0.05825717041437127,0.003348436893380786,0.0008267124231244378,True
90,12.537721216320374,11.796208581216733,12.559718743335608,0.03023331549115487,0.913195850088156,0.006804149911844082,-0.8685462992550921,0.28439251445086305,2.652575703008018,1.6525757030080181,0.8335696752464431,0.16539216549090754,0.14036589367656177,-0.005438319890971653,False
91,12.557351030668043,12.534743717328347,12.495484756571031,0.09960714794397174,0.913608914005128,0.006391085994872037,0.06526068263984008,0.41557826150351795,0.010248266315012418,0.0,0.2917493863362551,0.13077980160973485,0.04065492686481733,0.0004130639169720044,True
92,12.515498803255106,12.776971596703481,12.535538994694251,0.08279611634903583,0.9159053472032533,0.004094652796746701,0.3609853382849906,0.3737951453954736,0.3486145180373096,0.0,0.10211228521768927,0.0934998817868111,0.012047486596835084,0.0022964331981252845,True
93,12.538663562604317,12.249894970632168,12.42445728987722,0.061465155825964735,0.9144374661317575,0.00556253386824257,-0.23147222468319129,0.33150370836653764,0.16162531352603762,0.0,0.03573929982619124,0.06876148985172709,0.004957487502306481,-0.0014678810714958833,True
94,12.555588087122706,13.063120555218928,12.490473876528833,0.04598791300874138,0.9189267710318233,0.0010732289681767426,0.7017313130013605,0.3063543975346812,1.6073764228922736,0.6073764228922736,0.3215578613592324,0.13438984478173296,0.04571411107641325,0.004489304900065828,False
95,12.515507708368606,12.705952722069402,12.535482250137388,0.06318050089035551,0.9203785590172714,-0.00037855901727135155,0.22812189405341954,0.33454751938564353,0.1555521877492443,0.0,0.11254525147573134,0.09656463614581301,0.013367891258693022,0.0014517879854481339,True
96,12.514404879223184,13.647410034548626,12.771689473207257,0.052769360880787645,0.9274177881005682,-0.007417788100568146,1.1100209445805937,0.3168878845554166,3.8882726587551777,2.8882726587551777,1.5004089551154545,0.1785764350151382,0.27043768226930637,0.007039229083296747,False
97,12.42013734034642,12.76777930604965,12.801761863221364,0.13954178191583555,0.926938953738422,-0.006938953738421905,-0.07691269549953361,0.5658248076424487,0.010454760288174023,0.0,0.525143134290409,0.1516218381598275,0.08212316731812495,-0.0004788343621462163,True
98,12.411214102129646,12.36111532771473,12.64060339447327,0.11173168219513566,0.9238001880209413,-0.0038001880209412864,-0.5053364197881116,0.4520196744434625,0.5649419961170451,0.0,0.18380009700164315,0.11355465280161532,0.02337135619992481,-0.003138765717480616,True
99,12.513396422778438,12.509109847148041,12.623207367468055,0.08049649195451823,0.9227417871705876,-0.002741787170587595,-0.1682819453645159,0.36872393215147964,0.07680221072287748,0.0,0.0643300339505751,0.0806986417152347,0.007691346361306345,-0.0010584008503536778,True
