generation_seed,test_index,primary_action,support_baseline_action,calibration_guard_action,support_changed_action,guard_changed_support_action,baseline_expansion_outcome,guarded_expansion_outcome,baseline_regret,guarded_regret,primary_regret,context_support_distance,calibration_probability_baseline_action,calibration_threshold,predicted_baseline_action_loss,realized_baseline_action_loss,baseline_action_loss_error,severe_underestimation,true_best_action,true_responsive_action,vetoed_actions
44101,13,2,2,2,0,0,neutral,neutral,0.08307687234407668,0.08307687234407668,0.08307687234407668,3.405350558188919,nan,0.468010308717,0.14971274403744386,0.30774874620229087,-0.158036002164847,0,3,2,
44101,14,1,1,1,0,0,neutral,neutral,0.15865757252693236,0.15865757252693236,0.15865757252693236,4.879715736836789,nan,0.468010308717,0.09640206328607935,0.30258006632676127,-0.2061780030406819,0,3,1,
44101,15,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.3274113443426714,nan,0.468010308717,0.1432097579760369,0.029082698903486606,0.1141270590725503,0,1,1,
44101,16,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.265125201034658,nan,0.468010308717,0.16144276061722704,0.11586769206964546,0.045575068547581574,0,2,2,
44101,17,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.7144073140781275,nan,0.468010308717,0.20917241755888316,0.06720135465644692,0.14197106290243625,0,2,2,
44101,18,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.186663115979857,nan,0.468010308717,0.11334680197632156,0.028217314844530786,0.08512948713179078,0,2,2,
44101,19,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.5272462547068058,nan,0.468010308717,0.1392384518753737,0.028109536419384414,0.1111289154559893,0,1,3,
44101,20,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.176339933539898,nan,0.468010308717,0.13464848806240082,0.12969301956847057,0.0049554684939302485,0,1,3,
44101,21,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.060538958322384,nan,0.468010308717,0.14307906507939136,0.06800820845775164,0.07507085662163972,0,1,3,
44101,22,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,4.620185692219176,nan,0.468010308717,0.10062832671730909,0.027931823987458995,0.0726965027298501,0,1,1,
44101,23,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.5442382812502444,nan,0.468010308717,0.13662701118469114,0.13055498647224753,0.006072024712443613,0,1,1,
44101,24,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.6143401664308157,nan,0.468010308717,0.1774557389465266,0.0726106530417721,0.10484508590475451,0,1,3,
44101,25,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.967763035744602,nan,0.468010308717,0.0995958569783621,0.03046556351540586,0.06913029346295624,0,1,1,
44101,26,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.5706213506326456,nan,0.468010308717,0.19045985408403365,0.12424071435151128,0.06621913973252237,0,1,1,
44101,27,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,4.036694815641005,nan,0.468010308717,0.09462881542432505,0.06790097905590027,0.02672783636842478,0,1,1,
44101,28,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.464622992777606,nan,0.468010308717,0.10494456967724052,0.028990312103331955,0.07595425757390856,0,1,3,
44101,29,2,2,2,0,0,neutral,neutral,0.08002592780358081,0.08002592780358081,0.08002592780358081,3.2155612102263036,nan,0.468010308717,0.13442368189033205,0.3723450255554101,-0.23792134366507806,0,3,2,
44101,30,1,1,1,0,0,neutral,neutral,0.18069071127124567,0.18069071127124567,0.18069071127124567,3.671348184272914,nan,0.468010308717,0.10542638004532522,0.2977231030869044,-0.1922967230415792,0,3,1,
44101,31,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.1029398537504944,nan,0.468010308717,0.1655667232515526,0.1521662475357226,0.013400475715830001,0,1,3,
44101,32,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.136013253019965,nan,0.468010308717,0.1631174145053567,0.09522656720562019,0.0678908472997365,0,1,1,
44101,33,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.5465370615068545,nan,0.468010308717,0.08218606571172223,0.04576311545238147,0.03642295025934075,0,1,3,
44101,34,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,1.9206579544405629,nan,0.468010308717,0.11528673404099098,0.13386106689762545,-0.01857433285663447,0,1,1,
44101,35,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.219016636168452,nan,0.468010308717,0.18688551079411292,0.0753311190421596,0.11155439175195332,0,1,1,
44101,36,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.559133361744024,nan,0.468010308717,0.07319480592287207,0.03346227767080335,0.03973252825206872,0,1,1,
44101,37,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.2191905126412075,nan,0.468010308717,0.12297744646315208,0.1387994782990644,-0.015822031835912312,0,1,3,
44101,38,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.5498019683663227,nan,0.468010308717,0.1500813232139677,0.08322662454254895,0.06685469867141874,0,1,2,
44101,39,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.4852608272546055,nan,0.468010308717,0.09727551314111847,0.04422093240821029,0.05305458073290818,0,1,1,
44101,40,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,5.166468042860458,nan,0.468010308717,0.1509162226443481,0.12709652335621233,0.023819699288135765,0,1,3,
44101,41,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.7521155269867466,nan,0.468010308717,0.1469111186413093,0.07086622451541659,0.0760448941258927,0,1,3,
44101,42,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,5.43414008783458,nan,0.468010308717,0.09865218167452153,0.03133930756424996,0.06731287411027156,0,1,1,
44101,43,1,1,1,0,0,neutral,neutral,0.10360753684645393,0.10360753684645393,0.10360753684645393,2.4417776595119443,nan,0.468010308717,0.11191041102505916,0.23811045690254257,-0.1262000458774834,0,2,1,3
44101,44,1,1,1,0,0,neutral,neutral,0.10360753684645393,0.10360753684645393,0.10360753684645393,3.9255203933862584,nan,0.468010308717,0.17034420071499454,0.1846363559492539,-0.014292155234259363,0,2,1,
44101,45,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.3736733959765983,nan,0.468010308717,0.09673857839571716,0.043821417385284604,0.052917161010432555,0,2,2,
44101,46,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,1.6411369215334368,nan,0.468010308717,0.12819207022348691,0.15831246772020424,-0.030120397496717327,0,1,2,
44101,47,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,1.9666255237343164,nan,0.468010308717,0.11566211365397557,0.10033944505980874,0.015322668594166824,0,1,2,
44101,48,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.615982470247265,nan,0.468010308717,0.11592146232454659,0.05558154317016569,0.060339919154380896,0,1,2,
44101,49,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,13.772289110073041,nan,0.468010308717,0.12429538370510586,0.11621715731164732,0.008078226393458537,0,1,1,
44101,50,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,18.528065568148836,nan,0.468010308717,0.09470883892579493,0.02275472606982108,0.07195411285597385,0,1,1,
44101,51,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,17.883358629363673,nan,0.468010308717,0.06038633466593806,0.09913531030546956,-0.038748975639531495,0,1,1,
44101,52,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,14.152033678317315,nan,0.468010308717,0.0634329926413295,0.03772170884495796,0.02571128379637154,0,1,1,
