threshold,rows,harmful,beneficial,harmful_recall,harmful_precision,beneficial_specificity,balanced_accuracy,flagged,flagged_fraction,tp,fp,fn,tn,qualifies_recall_constraint,selected_threshold,transfer,training_block,test_block
0.04678508836786137,39,2,37,1.0,0.08,0.3783783783783784,0.6891891891891893,25,0.6410256410256411,2,23,0,14,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.04887203564017078,39,2,37,1.0,0.08333333333333333,0.40540540540540543,0.7027027027027027,24,0.6153846153846154,2,22,0,15,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.04930309569472391,39,2,37,1.0,0.08695652173913043,0.43243243243243246,0.7162162162162162,23,0.5897435897435898,2,21,0,16,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.05063504581189158,39,2,37,1.0,0.09090909090909091,0.4594594594594595,0.7297297297297297,22,0.5641025641025641,2,20,0,17,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.05162864606896163,39,2,37,1.0,0.09523809523809523,0.4864864864864865,0.7432432432432432,21,0.5384615384615384,2,19,0,18,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.054195542075899834,39,2,37,1.0,0.1,0.5135135135135135,0.7567567567567568,20,0.5128205128205128,2,18,0,19,1,1,block_071_090_to_block_091_110,block_071_090,block_091_110
0.05543524898090178,39,2,37,0.5,0.05263157894736842,0.5135135135135135,0.5067567567567568,19,0.48717948717948717,1,18,1,19,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.05814559213552686,39,2,37,0.5,0.05555555555555555,0.5405405405405406,0.5202702702702703,18,0.46153846153846156,1,17,1,20,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.05958912465007886,39,2,37,0.5,0.058823529411764705,0.5675675675675675,0.5337837837837838,17,0.4358974358974359,1,16,1,21,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.06158036466575292,39,2,37,0.5,0.0625,0.5945945945945946,0.5472972972972974,16,0.41025641025641024,1,15,1,22,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.06186332505124608,39,2,37,0.5,0.06666666666666667,0.6216216216216216,0.5608108108108107,15,0.38461538461538464,1,14,1,23,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.06208316493922913,39,2,37,0.5,0.07142857142857142,0.6486486486486487,0.5743243243243243,14,0.358974358974359,1,13,1,24,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.06272388884946746,39,2,37,0.5,0.07692307692307693,0.6756756756756757,0.5878378378378378,13,0.3333333333333333,1,12,1,25,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.06478495258337678,39,2,37,0.5,0.08333333333333333,0.7027027027027027,0.6013513513513513,12,0.3076923076923077,1,11,1,26,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.0650080172264677,39,2,37,0.5,0.09090909090909091,0.7297297297297297,0.6148648648648649,11,0.28205128205128205,1,10,1,27,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.06528903869236934,39,2,37,0.5,0.1,0.7567567567567568,0.6283783783783784,10,0.2564102564102564,1,9,1,28,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.06828518800437472,39,2,37,0.5,0.1111111111111111,0.7837837837837838,0.6418918918918919,9,0.23076923076923078,1,8,1,29,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.07555748691251958,39,2,37,0.5,0.125,0.8108108108108109,0.6554054054054055,8,0.20512820512820512,1,7,1,30,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.07714781727672529,39,2,37,0.5,0.14285714285714285,0.8378378378378378,0.6689189189189189,7,0.1794871794871795,1,6,1,31,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.07752332426103907,39,2,37,0.5,0.16666666666666666,0.8648648648648649,0.6824324324324325,6,0.15384615384615385,1,5,1,32,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.07887738610139045,39,2,37,0.5,0.2,0.8918918918918919,0.6959459459459459,5,0.1282051282051282,1,4,1,33,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.08264897679823614,39,2,37,0.5,0.25,0.918918918918919,0.7094594594594594,4,0.10256410256410256,1,3,1,34,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.0847696094554994,39,2,37,0.0,0.0,0.918918918918919,0.4594594594594595,3,0.07692307692307693,0,3,2,34,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.08701645533026718,39,2,37,0.0,0.0,0.9459459459459459,0.47297297297297297,2,0.05128205128205128,0,2,2,35,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.08823795791099345,39,2,37,0.0,0.0,0.972972972972973,0.4864864864864865,1,0.02564102564102564,0,1,2,36,0,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.018164701757364822,49,6,43,1.0,0.12244897959183673,0.0,0.5,49,1.0,6,43,0,0,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
