regime,seed,mean_innovation,std_innovation,mean_absolute_innovation,mean_nis,std_nis,fraction_nis_above_1,fraction_nis_above_3,max_nis,longest_nis_run_above_1,innovation_lag1_autocorrelation
process_disturbance,55,0.28264094638532866,0.9285820883080849,0.7156693100820292,1.7937180438792495,4.239517484373058,0.42,0.17,39.192694998724754,4,0.3388635809132108
process_disturbance,56,0.2737940951102585,0.9179436063509099,0.6783754254317436,1.7412531496821324,3.901682268723727,0.35,0.15,32.45313234380539,5,0.23108805282037959
process_disturbance,57,0.28253739682187495,0.8241602018500449,0.6654044327605351,1.552700483996468,2.7878964942349436,0.36,0.16,20.556569187126208,12,0.48067762732634506
process_disturbance,58,0.28679467402365044,0.9066969107628075,0.7019508964963822,1.7257812195817217,3.2401319871936702,0.39,0.19,24.09850218175783,9,0.30007333401572095
process_disturbance,59,0.29673846613755234,0.8537081165656503,0.6806743441882726,1.6010172851343818,2.8579063783248055,0.42,0.12,21.009981923799845,7,0.3658780810570876
process_disturbance,60,0.28144858791652066,0.8190659098943357,0.636918211747302,1.465689790151474,2.8808752837268585,0.37,0.13,23.636246080773105,6,0.4076824271426537
process_disturbance,61,0.2832958092770347,0.8421399155114053,0.6611562609443972,1.5033841955554748,2.4799282638082745,0.4,0.13,15.28985161605065,5,0.35887528463110174
process_disturbance,62,0.27402017664133294,0.7940722538243269,0.6193767316507848,1.431992106393287,2.4181901333910902,0.31,0.16,15.932958221153628,5,0.42755521019169945
process_disturbance,63,0.280742129197372,0.81364162897502,0.6499857126402893,1.52208925201347,2.741057050616911,0.38,0.13,16.199441811248143,3,0.4113627905762631
process_disturbance,64,0.27779738060979814,0.9116486169676078,0.6924096281633486,1.664044156175857,2.725005315421531,0.39,0.17,16.546581566519848,9,0.1770279165287541
process_disturbance,65,0.29238438391460847,0.885572999505335,0.7119704739133998,1.694496989577138,2.658256302996175,0.42,0.15,14.108676735001826,7,0.19257097254102692
process_disturbance,66,0.2809401966334443,0.8621131484690402,0.6724655452323973,1.648163806979132,3.515528041481889,0.34,0.17,29.40956747495999,4,0.2765956849307388
process_disturbance,67,0.27451382264078344,0.8953266602933978,0.6675861260579605,1.6743893865566148,4.3858694650713455,0.4,0.13,41.37400805380186,12,0.25586169016960686
process_disturbance,68,0.26863079607500046,0.8320812133812353,0.7038169973479866,1.5155832832871754,1.9467701920259282,0.45,0.16,11.54593783333269,11,0.3035883417075699
process_disturbance,69,0.2541441689227419,0.8132936648470731,0.6577609686885967,1.4542028924314414,2.0246085199168804,0.41,0.16,10.1169993022406,5,0.20740780234990785
process_disturbance,70,0.2778763935931241,0.8047914309969846,0.6242166432185517,1.3756774775361216,2.4017584507967675,0.33,0.13,16.37403000185932,7,0.5002552309165776
process_disturbance,71,0.29010657356158515,0.926258730577386,0.7391240593320157,1.9010136978834673,5.4003458599371905,0.42,0.13,51.28959923941749,7,0.4423821307109002
process_disturbance,72,0.27535234197727326,0.8753151580486537,0.7040221096328069,1.6410396878981341,2.5563282278690513,0.38,0.17,16.208852385097124,5,0.3914720250736994
process_disturbance,73,0.27991028607557195,0.8474808152515048,0.7121010691129183,1.5676811797022592,2.4059743915325345,0.47,0.13,18.332183571998492,6,0.4326171874269658
process_disturbance,74,0.2589875802371333,0.8078054221113478,0.6212665951679183,1.5339041389847252,3.4522095159935584,0.38,0.13,26.692321371378476,9,0.38205257304817475
process_disturbance,75,0.2692312223028834,0.9450812623503295,0.7574300344121736,1.9561521389786998,4.462472603839774,0.45,0.14,40.543539012293195,11,0.32622068384466907
process_disturbance,76,0.2747552199261128,0.8040510439278886,0.6319542518309756,1.5124369747242405,3.213372817594439,0.37,0.13,26.68304485050528,13,0.4545461381118432
process_disturbance,77,0.24947296879566386,0.8900375785571162,0.6885575365131171,1.7238076618693843,3.954491476513889,0.41,0.15,36.70935379887002,6,0.31730608775969477
process_disturbance,78,0.26423918779720496,0.8859809400878896,0.6901332208531424,1.7542738354723038,4.26326271542713,0.41,0.11,38.203105438329295,3,0.3810127600681199
process_disturbance,79,0.2891419156011228,0.9433355672054033,0.7359162529755716,1.8960789338106374,4.035551208153997,0.39,0.18,33.92177607910409,5,0.2732358313494877
