condition,true_class,magnitude,replicate,population_size,hard_accuracy,coverage,selective_accuracy,fail_A,fail_C,fail_S,evidence_sufficient,failure_mode
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,35,100,0.92,0.69,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,36,100,0.9,0.77,0.987012987012987,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,37,100,0.96,0.84,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,38,100,0.91,0.82,0.975609756097561,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,39,100,0.96,0.84,0.9880952380952381,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,40,100,0.91,0.77,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,41,100,0.92,0.76,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,42,100,0.91,0.76,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,43,100,0.91,0.79,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,44,100,0.95,0.77,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,45,100,0.94,0.87,0.9885057471264368,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,46,100,0.93,0.8,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,47,100,0.97,0.74,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,48,100,0.89,0.78,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,49,100,0.92,0.77,0.974025974025974,False,True,False,False,C_only
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,0,100,0.97,0.89,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,1,100,0.98,0.92,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,2,100,0.96,0.86,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,3,100,0.96,0.9,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,4,100,0.95,0.88,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,5,100,0.96,0.89,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,6,100,0.98,0.9,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,7,100,0.98,0.88,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,8,100,0.98,0.86,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,9,100,1.0,0.92,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,10,100,0.95,0.88,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,11,100,0.97,0.95,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,12,100,0.97,0.88,0.9886363636363636,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,13,100,0.96,0.9,0.9888888888888889,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,14,100,0.98,0.89,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,15,100,0.97,0.92,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,16,100,0.97,0.91,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,17,100,0.99,0.92,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,18,100,0.97,0.86,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,19,100,0.97,0.92,0.9891304347826086,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,20,100,0.93,0.85,0.9882352941176471,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,21,100,0.99,0.87,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,22,100,0.97,0.88,0.9886363636363636,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,23,100,0.94,0.9,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,24,100,0.98,0.89,0.9887640449438202,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,25,100,0.95,0.88,0.9886363636363636,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,26,100,0.95,0.85,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,27,100,0.96,0.86,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,28,100,0.96,0.9,0.9888888888888889,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,29,100,0.93,0.85,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,30,100,0.95,0.85,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,31,100,0.95,0.81,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,32,100,0.94,0.87,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,33,100,0.98,0.94,0.9893617021276596,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,34,100,0.96,0.86,0.9883720930232558,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,35,100,0.94,0.88,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,36,100,0.96,0.89,0.9887640449438202,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,37,100,0.97,0.84,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,38,100,0.95,0.89,0.9887640449438202,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,39,100,0.94,0.87,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,40,100,0.99,0.91,0.989010989010989,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,41,100,0.92,0.84,0.9880952380952381,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,42,100,0.97,0.94,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,43,100,0.92,0.88,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,44,100,0.99,0.88,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,45,100,0.96,0.89,0.9887640449438202,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,46,100,0.96,0.85,0.9882352941176471,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,47,100,0.95,0.86,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,48,100,0.95,0.81,0.9876543209876543,False,False,False,True,pass_all
parameter_mismatch_delta_0.545,parameter_mismatch,0.545,49,100,0.96,0.82,1.0,False,False,False,True,pass_all
structural_change_delta_0.050,structural_change,0.05,0,100,0.87,0.63,0.9365079365079365,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,1,100,0.78,0.69,0.8695652173913043,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,2,100,0.81,0.67,0.9253731343283582,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,3,100,0.87,0.65,0.9692307692307692,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,4,100,0.83,0.76,0.9210526315789473,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,5,100,0.88,0.71,0.9295774647887324,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,6,100,0.85,0.68,0.9264705882352942,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,7,100,0.79,0.7,0.9,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,8,100,0.87,0.73,0.9178082191780822,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,9,100,0.81,0.76,0.9078947368421053,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,10,100,0.75,0.65,0.8307692307692308,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,11,100,0.87,0.64,0.984375,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,12,100,0.89,0.71,0.9859154929577465,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,13,100,0.87,0.75,0.9066666666666666,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,14,100,0.83,0.69,0.9130434782608695,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,15,100,0.87,0.67,0.9701492537313433,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,16,100,0.85,0.67,0.9104477611940298,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,17,100,0.86,0.7,0.9285714285714286,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,18,100,0.83,0.65,0.8769230769230769,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,19,100,0.79,0.67,0.9253731343283582,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,20,100,0.84,0.67,0.9104477611940298,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,21,100,0.87,0.74,0.9324324324324325,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,22,100,0.83,0.68,0.9558823529411765,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,23,100,0.86,0.68,0.9705882352941176,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,24,100,0.83,0.76,0.9342105263157895,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,25,100,0.86,0.7,0.9285714285714286,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,26,100,0.86,0.79,0.9113924050632911,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,27,100,0.82,0.71,0.9014084507042254,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,28,100,0.87,0.73,0.9315068493150684,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,29,100,0.84,0.69,0.8695652173913043,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,30,100,0.86,0.68,0.9117647058823529,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,31,100,0.86,0.63,0.9206349206349206,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,32,100,0.89,0.74,0.918918918918919,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,33,100,0.78,0.72,0.875,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,34,100,0.81,0.69,0.9420289855072463,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,35,100,0.87,0.65,0.9230769230769231,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,36,100,0.8,0.63,0.9047619047619048,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,37,100,0.85,0.68,0.9705882352941176,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,38,100,0.81,0.78,0.8846153846153846,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,39,100,0.84,0.7,0.9142857142857143,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,40,100,0.85,0.7,0.9428571428571428,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,41,100,0.84,0.66,0.9393939393939394,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,42,100,0.73,0.67,0.8208955223880597,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,43,100,0.84,0.67,0.9552238805970149,True,True,False,False,A_and_C
structural_change_delta_0.050,structural_change,0.05,44,100,0.87,0.69,0.927536231884058,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,45,100,0.8,0.67,0.8955223880597015,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,46,100,0.89,0.76,0.9342105263157895,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,47,100,0.84,0.68,0.9117647058823529,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,48,100,0.88,0.76,0.9210526315789473,True,True,True,False,A_and_C_and_S
structural_change_delta_0.050,structural_change,0.05,49,100,0.85,0.72,0.9583333333333334,True,True,False,False,A_and_C
structural_change_delta_0.055,structural_change,0.055,0,100,0.92,0.84,0.9880952380952381,False,False,False,True,pass_all
structural_change_delta_0.055,structural_change,0.055,1,100,0.82,0.73,0.9178082191780822,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,2,100,0.88,0.81,0.9506172839506173,True,False,False,False,A_only
structural_change_delta_0.055,structural_change,0.055,3,100,0.93,0.73,0.9726027397260274,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,4,100,0.9,0.77,0.935064935064935,False,True,True,False,C_and_S
structural_change_delta_0.055,structural_change,0.055,5,100,0.83,0.72,0.9444444444444444,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,6,100,0.88,0.78,0.9487179487179487,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,7,100,0.84,0.74,0.9054054054054054,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,8,100,0.94,0.76,0.9605263157894737,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,9,100,0.87,0.72,0.9166666666666666,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,10,100,0.9,0.71,0.9859154929577465,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,11,100,0.87,0.83,0.927710843373494,True,False,True,False,A_and_S
structural_change_delta_0.055,structural_change,0.055,12,100,0.91,0.75,1.0,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,13,100,0.9,0.77,0.961038961038961,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,14,100,0.86,0.73,0.9315068493150684,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,15,100,0.9,0.73,0.9726027397260274,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,16,100,0.91,0.74,0.9594594594594594,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,17,100,0.88,0.75,0.9733333333333334,True,True,False,False,A_and_C
structural_change_delta_0.055,structural_change,0.055,18,100,0.87,0.82,0.9024390243902439,True,False,True,False,A_and_S
structural_change_delta_0.055,structural_change,0.055,19,100,0.92,0.8,0.975,False,False,False,True,pass_all
structural_change_delta_0.055,structural_change,0.055,20,100,0.88,0.81,0.9259259259259259,True,False,True,False,A_and_S
structural_change_delta_0.055,structural_change,0.055,21,100,0.93,0.74,0.9594594594594594,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,22,100,0.84,0.8,0.9,True,False,True,False,A_and_S
structural_change_delta_0.055,structural_change,0.055,23,100,0.92,0.74,0.9594594594594594,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,24,100,0.92,0.76,0.9736842105263158,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,25,100,0.88,0.78,0.9230769230769231,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,26,100,0.86,0.84,0.9285714285714286,True,False,True,False,A_and_S
structural_change_delta_0.055,structural_change,0.055,27,100,0.87,0.82,0.9390243902439024,True,False,True,False,A_and_S
structural_change_delta_0.055,structural_change,0.055,28,100,0.82,0.79,0.8734177215189873,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,29,100,0.9,0.72,0.9444444444444444,False,True,True,False,C_and_S
structural_change_delta_0.055,structural_change,0.055,30,100,0.87,0.74,0.9324324324324325,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,31,100,0.91,0.8,0.95,False,False,False,True,pass_all
structural_change_delta_0.055,structural_change,0.055,32,100,0.81,0.73,0.9041095890410958,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,33,100,0.93,0.81,0.9753086419753086,False,False,False,True,pass_all
structural_change_delta_0.055,structural_change,0.055,34,100,0.87,0.73,0.9315068493150684,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,35,100,0.83,0.78,0.9487179487179487,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,36,100,0.88,0.72,0.9583333333333334,True,True,False,False,A_and_C
structural_change_delta_0.055,structural_change,0.055,37,100,0.93,0.84,0.9761904761904762,False,False,False,True,pass_all
structural_change_delta_0.055,structural_change,0.055,38,100,0.9,0.76,0.9605263157894737,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,39,100,0.87,0.81,0.9259259259259259,True,False,True,False,A_and_S
structural_change_delta_0.055,structural_change,0.055,40,100,0.89,0.81,0.9506172839506173,True,False,False,False,A_only
structural_change_delta_0.055,structural_change,0.055,41,100,0.97,0.7,0.9714285714285714,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,42,100,0.84,0.72,0.9027777777777778,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,43,100,0.93,0.84,0.9523809523809523,False,False,False,True,pass_all
structural_change_delta_0.055,structural_change,0.055,44,100,0.93,0.77,0.987012987012987,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,45,100,0.88,0.74,0.9459459459459459,True,True,True,False,A_and_C_and_S
structural_change_delta_0.055,structural_change,0.055,46,100,0.9,0.75,0.9733333333333334,False,True,False,False,C_only
structural_change_delta_0.055,structural_change,0.055,47,100,0.91,0.82,0.9512195121951219,False,False,False,True,pass_all
structural_change_delta_0.055,structural_change,0.055,48,100,0.87,0.7,0.9571428571428572,True,True,False,False,A_and_C
structural_change_delta_0.055,structural_change,0.055,49,100,0.88,0.76,0.9605263157894737,True,True,False,False,A_and_C
structural_change_delta_0.060,structural_change,0.06,0,100,0.87,0.82,0.9634146341463414,True,False,False,False,A_only
structural_change_delta_0.060,structural_change,0.06,1,100,0.9,0.82,0.9878048780487805,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,2,100,0.87,0.78,0.9615384615384616,True,True,False,False,A_and_C
structural_change_delta_0.060,structural_change,0.06,3,100,0.92,0.83,0.9518072289156626,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,4,100,0.91,0.83,0.9518072289156626,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,5,100,0.92,0.86,0.9534883720930233,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,6,100,0.88,0.8,0.9625,True,False,False,False,A_only
structural_change_delta_0.060,structural_change,0.06,7,100,0.91,0.77,0.987012987012987,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,8,100,0.88,0.71,0.9577464788732394,True,True,False,False,A_and_C
structural_change_delta_0.060,structural_change,0.06,9,100,0.93,0.8,0.9875,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,10,100,0.95,0.8,0.9875,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,11,100,0.94,0.85,0.9764705882352941,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,12,100,0.93,0.87,0.9655172413793104,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,13,100,0.88,0.83,0.9156626506024096,True,False,True,False,A_and_S
structural_change_delta_0.060,structural_change,0.06,14,100,0.92,0.77,0.974025974025974,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,15,100,0.91,0.8,0.9625,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,16,100,0.92,0.83,0.9518072289156626,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,17,100,0.93,0.76,0.9868421052631579,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,18,100,0.92,0.8,1.0,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,19,100,0.92,0.86,0.9418604651162791,False,False,True,False,S_only
structural_change_delta_0.060,structural_change,0.06,20,100,0.91,0.79,0.9873417721518988,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,21,100,0.94,0.89,0.9775280898876404,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,22,100,0.88,0.74,0.972972972972973,True,True,False,False,A_and_C
structural_change_delta_0.060,structural_change,0.06,23,100,0.87,0.83,0.9397590361445783,True,False,True,False,A_and_S
structural_change_delta_0.060,structural_change,0.06,24,100,0.94,0.84,0.9642857142857143,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,25,100,0.9,0.8,0.9375,False,False,True,False,S_only
structural_change_delta_0.060,structural_change,0.06,26,100,0.9,0.86,0.9534883720930233,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,27,100,0.95,0.79,0.9873417721518988,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,28,100,0.96,0.91,0.9560439560439561,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,29,100,0.9,0.77,0.974025974025974,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,30,100,0.92,0.78,0.9743589743589743,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,31,100,0.91,0.82,0.9512195121951219,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,32,100,0.88,0.75,0.96,True,True,False,False,A_and_C
structural_change_delta_0.060,structural_change,0.06,33,100,0.86,0.77,0.935064935064935,True,True,True,False,A_and_C_and_S
structural_change_delta_0.060,structural_change,0.06,34,100,0.95,0.82,0.975609756097561,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,35,100,0.89,0.74,0.972972972972973,True,True,False,False,A_and_C
structural_change_delta_0.060,structural_change,0.06,36,100,0.87,0.77,0.948051948051948,True,True,True,False,A_and_C_and_S
structural_change_delta_0.060,structural_change,0.06,37,100,0.89,0.85,0.9411764705882353,True,False,True,False,A_and_S
structural_change_delta_0.060,structural_change,0.06,38,100,0.92,0.8,0.975,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,39,100,0.92,0.8,0.95,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,40,100,0.9,0.84,0.9761904761904762,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,41,100,0.93,0.83,0.963855421686747,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,42,100,0.94,0.83,0.963855421686747,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,43,100,0.86,0.75,0.9333333333333333,True,True,True,False,A_and_C_and_S
structural_change_delta_0.060,structural_change,0.06,44,100,0.9,0.79,0.9620253164556962,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,45,100,0.91,0.75,0.96,False,True,False,False,C_only
structural_change_delta_0.060,structural_change,0.06,46,100,0.91,0.84,0.9761904761904762,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,47,100,0.95,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,48,100,0.97,0.85,0.9882352941176471,False,False,False,True,pass_all
structural_change_delta_0.060,structural_change,0.06,49,100,0.89,0.82,0.926829268292683,True,False,True,False,A_and_S
structural_change_delta_0.065,structural_change,0.065,0,100,0.92,0.89,0.9550561797752809,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,1,100,0.94,0.84,0.9761904761904762,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,2,100,0.95,0.85,0.9882352941176471,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,3,100,0.98,0.87,1.0,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,4,100,0.98,0.89,0.9887640449438202,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,5,100,0.86,0.86,0.9302325581395349,True,False,True,False,A_and_S
structural_change_delta_0.065,structural_change,0.065,6,100,0.95,0.94,0.9680851063829787,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,7,100,0.9,0.83,0.9759036144578314,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,8,100,0.94,0.9,0.9555555555555556,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,9,100,0.91,0.83,0.9759036144578314,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,10,100,0.95,0.9,0.9666666666666667,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,11,100,0.95,0.91,0.978021978021978,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,12,100,0.87,0.86,0.9186046511627907,True,False,True,False,A_and_S
structural_change_delta_0.065,structural_change,0.065,13,100,0.91,0.82,0.975609756097561,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,14,100,0.96,0.87,1.0,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,15,100,0.91,0.87,0.9540229885057471,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,16,100,0.99,0.91,0.989010989010989,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,17,100,0.94,0.81,0.9629629629629629,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,18,100,0.95,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,19,100,0.95,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,20,100,0.93,0.85,0.9764705882352941,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,21,100,0.94,0.86,0.9767441860465116,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,22,100,0.96,0.86,0.9883720930232558,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,23,100,0.89,0.84,0.9642857142857143,True,False,False,False,A_only
structural_change_delta_0.065,structural_change,0.065,24,100,0.98,0.87,1.0,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,25,100,0.95,0.84,0.9880952380952381,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,26,100,0.95,0.89,0.9887640449438202,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,27,100,1.0,0.87,1.0,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,28,100,0.96,0.87,0.9885057471264368,False,False,False,True,pass_all
