condition,true_class,magnitude,replicate,population_size,hard_accuracy,coverage,selective_accuracy,fail_A,fail_C,fail_S,evidence_sufficient,failure_mode
process_disturbance_2.60,process_disturbance,2.6,40,100,0.89,0.82,0.9634146341463414,True,False,False,False,A_only
process_disturbance_2.60,process_disturbance,2.6,41,100,0.89,0.83,0.9518072289156626,True,False,False,False,A_only
process_disturbance_2.60,process_disturbance,2.6,42,100,0.88,0.81,0.9753086419753086,True,False,False,False,A_only
process_disturbance_2.60,process_disturbance,2.6,43,100,0.89,0.76,0.9736842105263158,True,True,False,False,A_and_C
process_disturbance_2.60,process_disturbance,2.6,44,100,0.9,0.82,0.975609756097561,False,False,False,True,pass_all
process_disturbance_2.60,process_disturbance,2.6,45,100,0.83,0.77,0.961038961038961,True,True,False,False,A_and_C
process_disturbance_2.60,process_disturbance,2.6,46,100,0.85,0.82,0.926829268292683,True,False,True,False,A_and_S
process_disturbance_2.60,process_disturbance,2.6,47,100,0.88,0.79,0.9873417721518988,True,True,False,False,A_and_C
process_disturbance_2.60,process_disturbance,2.6,48,100,0.83,0.73,0.958904109589041,True,True,False,False,A_and_C
process_disturbance_2.60,process_disturbance,2.6,49,100,0.86,0.81,0.9629629629629629,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,0,100,0.87,0.79,0.9620253164556962,True,True,False,False,A_and_C
process_disturbance_2.70,process_disturbance,2.7,1,100,0.9,0.89,0.9775280898876404,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,2,100,0.89,0.81,1.0,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,3,100,0.92,0.89,0.9662921348314607,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,4,100,0.93,0.84,0.9761904761904762,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,5,100,0.88,0.81,0.9876543209876543,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,6,100,0.89,0.87,0.9655172413793104,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,7,100,0.88,0.89,0.9662921348314607,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,8,100,0.97,0.92,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,9,100,0.93,0.88,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,10,100,0.87,0.8,0.975,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,11,100,0.94,0.83,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,12,100,0.89,0.81,0.9753086419753086,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,13,100,0.9,0.8,0.975,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,14,100,0.91,0.84,0.9880952380952381,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,15,100,0.89,0.81,0.9629629629629629,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,16,100,0.91,0.82,0.9634146341463414,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,17,100,0.87,0.8,0.9875,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,18,100,0.91,0.85,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,19,100,0.89,0.86,0.9651162790697675,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,20,100,0.9,0.82,0.9878048780487805,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,21,100,0.94,0.9,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,22,100,0.91,0.82,0.975609756097561,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,23,100,0.91,0.85,0.9764705882352941,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,24,100,0.9,0.83,0.963855421686747,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,25,100,0.88,0.82,0.9634146341463414,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,26,100,0.88,0.75,0.9866666666666667,True,True,False,False,A_and_C
process_disturbance_2.70,process_disturbance,2.7,27,100,0.93,0.86,0.9767441860465116,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,28,100,0.89,0.85,0.9882352941176471,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,29,100,0.89,0.87,1.0,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,30,100,0.9,0.84,0.9642857142857143,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,31,100,0.88,0.82,0.9878048780487805,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,32,100,0.91,0.81,0.9876543209876543,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,33,100,0.91,0.81,0.9506172839506173,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,34,100,0.92,0.84,0.9880952380952381,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,35,100,0.94,0.87,0.9885057471264368,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,36,100,0.92,0.88,0.9659090909090909,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,37,100,0.88,0.86,0.9651162790697675,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,38,100,0.92,0.84,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,39,100,0.89,0.8,1.0,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,40,100,0.91,0.84,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,41,100,0.9,0.81,0.9876543209876543,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,42,100,0.86,0.81,0.9629629629629629,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,43,100,0.93,0.84,1.0,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,44,100,0.86,0.77,0.974025974025974,True,True,False,False,A_and_C
process_disturbance_2.70,process_disturbance,2.7,45,100,0.85,0.81,0.9135802469135802,True,False,True,False,A_and_S
process_disturbance_2.70,process_disturbance,2.7,46,100,0.91,0.86,0.9534883720930233,False,False,False,True,pass_all
process_disturbance_2.70,process_disturbance,2.7,47,100,0.88,0.84,0.9404761904761905,True,False,True,False,A_and_S
process_disturbance_2.70,process_disturbance,2.7,48,100,0.89,0.84,0.9523809523809523,True,False,False,False,A_only
process_disturbance_2.70,process_disturbance,2.7,49,100,0.85,0.82,0.9390243902439024,True,False,True,False,A_and_S
process_disturbance_2.80,process_disturbance,2.8,0,100,0.93,0.91,0.978021978021978,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,1,100,0.96,0.89,0.9775280898876404,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,2,100,0.94,0.89,0.9775280898876404,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,3,100,0.9,0.89,0.9550561797752809,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,4,100,0.91,0.79,0.9873417721518988,False,True,False,False,C_only
process_disturbance_2.80,process_disturbance,2.8,5,100,0.94,0.9,0.9888888888888889,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,6,100,0.92,0.87,0.9655172413793104,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,7,100,0.91,0.83,0.9879518072289156,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,8,100,0.95,0.82,1.0,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,9,100,0.93,0.9,0.9777777777777777,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,10,100,0.9,0.89,0.9775280898876404,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,11,100,0.94,0.84,1.0,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,12,100,0.9,0.88,0.9886363636363636,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,13,100,0.88,0.8,0.9875,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,14,100,0.88,0.89,0.9550561797752809,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,15,100,0.95,0.88,0.9659090909090909,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,16,100,0.93,0.9,0.9888888888888889,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,17,100,0.93,0.85,0.9764705882352941,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,18,100,0.96,0.94,0.9893617021276596,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,19,100,0.95,0.93,0.989247311827957,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,20,100,0.95,0.94,0.9893617021276596,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,21,100,0.88,0.84,0.9523809523809523,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,22,100,0.91,0.88,0.9545454545454546,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,23,100,0.9,0.84,0.9880952380952381,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,24,100,0.91,0.82,0.975609756097561,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,25,100,0.94,0.9,0.9777777777777777,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,26,100,0.93,0.87,0.9770114942528736,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,27,100,0.92,0.9,0.9777777777777777,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,28,100,0.92,0.92,0.9782608695652174,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,29,100,0.91,0.9,0.9333333333333333,False,False,True,False,S_only
process_disturbance_2.80,process_disturbance,2.8,30,100,0.95,0.91,0.989010989010989,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,31,100,0.94,0.87,0.9885057471264368,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,32,100,0.89,0.85,0.9882352941176471,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,33,100,0.93,0.85,0.9882352941176471,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,34,100,0.91,0.89,0.9775280898876404,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,35,100,0.91,0.87,0.9770114942528736,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,36,100,0.91,0.9,0.9666666666666667,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,37,100,0.89,0.88,0.9659090909090909,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,38,100,0.9,0.77,0.987012987012987,False,True,False,False,C_only
process_disturbance_2.80,process_disturbance,2.8,39,100,0.97,0.92,1.0,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,40,100,0.96,0.9,1.0,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,41,100,0.91,0.86,0.9883720930232558,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,42,100,0.86,0.85,0.9647058823529412,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,43,100,0.88,0.84,0.9880952380952381,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,44,100,0.94,0.87,0.9770114942528736,False,False,False,True,pass_all
process_disturbance_2.80,process_disturbance,2.8,45,100,0.89,0.83,0.9759036144578314,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,46,100,0.87,0.79,0.9873417721518988,True,True,False,False,A_and_C
process_disturbance_2.80,process_disturbance,2.8,47,100,0.88,0.84,0.9642857142857143,True,False,False,False,A_only
process_disturbance_2.80,process_disturbance,2.8,48,100,0.9,0.93,0.9139784946236559,False,False,True,False,S_only
process_disturbance_2.80,process_disturbance,2.8,49,100,0.93,0.88,0.9886363636363636,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,0,100,0.92,0.86,0.9767441860465116,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,1,100,0.95,0.89,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,2,100,0.94,0.85,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,3,100,0.94,0.87,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,4,100,0.97,0.94,0.9893617021276596,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,5,100,0.89,0.87,0.9310344827586207,True,False,True,False,A_and_S
process_disturbance_2.90,process_disturbance,2.9,6,100,0.91,0.85,0.9764705882352941,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,7,100,0.97,0.89,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,8,100,0.96,0.9,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,9,100,0.92,0.92,0.9891304347826086,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,10,100,0.96,0.89,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,11,100,0.92,0.86,0.9883720930232558,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,12,100,0.93,0.88,0.9772727272727273,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,13,100,0.94,0.9,0.9888888888888889,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,14,100,0.94,0.89,0.9887640449438202,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,15,100,0.93,0.86,0.9883720930232558,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,16,100,0.92,0.9,0.9777777777777777,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,17,100,0.94,0.93,0.978494623655914,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,18,100,0.91,0.9,0.9666666666666667,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,19,100,0.94,0.89,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,20,100,0.93,0.92,0.9891304347826086,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,21,100,0.96,0.92,0.9891304347826086,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,22,100,0.98,0.88,0.9886363636363636,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,23,100,0.93,0.9,0.9777777777777777,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,24,100,0.98,0.91,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,25,100,0.95,0.91,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,26,100,0.89,0.81,0.9876543209876543,True,False,False,False,A_only
process_disturbance_2.90,process_disturbance,2.9,27,100,0.95,0.9,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,28,100,0.91,0.86,0.9651162790697675,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,29,100,0.94,0.92,0.9891304347826086,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,30,100,0.94,0.93,0.978494623655914,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,31,100,0.97,0.9,0.9888888888888889,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,32,100,0.93,0.9,0.9777777777777777,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,33,100,0.93,0.87,0.9885057471264368,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,34,100,0.94,0.92,0.967391304347826,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,35,100,0.92,0.86,0.9767441860465116,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,36,100,0.92,0.86,0.9883720930232558,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,37,100,0.97,0.91,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,38,100,0.93,0.89,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,39,100,0.96,0.94,0.9893617021276596,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,40,100,0.93,0.94,0.9680851063829787,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,41,100,0.91,0.87,0.9770114942528736,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,42,100,0.92,0.86,0.9651162790697675,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,43,100,0.97,0.93,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,44,100,0.93,0.85,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,45,100,0.91,0.87,0.9770114942528736,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,46,100,0.96,0.92,1.0,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,47,100,0.97,0.95,0.9894736842105263,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,48,100,0.94,0.92,0.9565217391304348,False,False,False,True,pass_all
process_disturbance_2.90,process_disturbance,2.9,49,100,0.94,0.9,0.9888888888888889,False,False,False,True,pass_all
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,0,100,0.87,0.59,0.9830508474576272,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,1,100,0.85,0.63,0.9841269841269841,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,2,100,0.86,0.69,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,3,100,0.88,0.66,0.9848484848484849,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,4,100,0.94,0.74,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,5,100,0.87,0.69,0.9565217391304348,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,6,100,0.88,0.68,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,7,100,0.89,0.65,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,8,100,0.86,0.6,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,9,100,0.87,0.71,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,10,100,0.87,0.67,0.9850746268656716,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,11,100,0.86,0.69,0.9855072463768116,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,12,100,0.89,0.73,0.9863013698630136,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,13,100,0.91,0.66,0.9848484848484849,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,14,100,0.9,0.77,0.987012987012987,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,15,100,0.84,0.66,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,16,100,0.9,0.67,0.9850746268656716,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,17,100,0.89,0.71,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,18,100,0.91,0.66,0.9848484848484849,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,19,100,0.76,0.53,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,20,100,0.91,0.7,0.9857142857142858,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,21,100,0.88,0.63,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,22,100,0.93,0.73,0.9863013698630136,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,23,100,0.86,0.63,0.9841269841269841,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,24,100,0.82,0.6,0.9666666666666667,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,25,100,0.88,0.66,0.9848484848484849,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,26,100,0.87,0.7,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,27,100,0.91,0.72,0.9722222222222222,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,28,100,0.95,0.75,0.9866666666666667,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,29,100,0.83,0.65,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,30,100,0.8,0.63,0.9682539682539683,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,31,100,0.91,0.72,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,32,100,0.83,0.7,0.9857142857142858,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,33,100,0.93,0.73,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,34,100,0.86,0.68,0.9705882352941176,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,35,100,0.86,0.66,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,36,100,0.86,0.62,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,37,100,0.86,0.67,0.9701492537313433,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,38,100,0.87,0.71,0.9859154929577465,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,39,100,0.88,0.69,0.9855072463768116,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,40,100,0.84,0.69,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,41,100,0.93,0.7,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,42,100,0.8,0.6,0.9833333333333333,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,43,100,0.93,0.72,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,44,100,0.91,0.71,0.9859154929577465,False,True,False,False,C_only
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,45,100,0.87,0.76,0.9868421052631579,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,46,100,0.87,0.71,0.971830985915493,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,47,100,0.84,0.6,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,48,100,0.85,0.67,0.9850746268656716,True,True,False,False,A_and_C
parameter_mismatch_delta_0.495,parameter_mismatch,0.495,49,100,0.84,0.61,0.9344262295081968,True,True,True,False,A_and_C_and_S
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,0,100,0.91,0.8,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,1,100,0.91,0.8,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,2,100,0.94,0.78,0.9871794871794872,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,3,100,0.92,0.73,0.9863013698630136,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,4,100,0.9,0.78,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,5,100,0.98,0.78,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,6,100,0.9,0.76,0.9868421052631579,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,7,100,0.91,0.77,0.987012987012987,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,8,100,0.96,0.82,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,9,100,0.91,0.71,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,10,100,0.89,0.78,1.0,True,True,False,False,A_and_C
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,11,100,0.92,0.78,0.9871794871794872,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,12,100,0.98,0.79,0.9873417721518988,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,13,100,0.95,0.81,0.9876543209876543,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,14,100,0.95,0.77,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,15,100,0.93,0.83,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,16,100,0.91,0.7,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,17,100,0.9,0.69,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,18,100,0.93,0.8,0.9875,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,19,100,0.96,0.81,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,20,100,0.88,0.79,0.9746835443037974,True,True,False,False,A_and_C
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,21,100,0.94,0.82,0.9878048780487805,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,22,100,0.96,0.83,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,23,100,0.94,0.75,0.9866666666666667,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,24,100,0.9,0.8,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,25,100,0.92,0.8,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,26,100,0.93,0.7,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,27,100,0.93,0.78,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,28,100,0.91,0.8,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,29,100,0.92,0.8,0.975,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,30,100,0.97,0.75,1.0,False,True,False,False,C_only
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,31,100,0.96,0.81,1.0,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,32,100,0.96,0.81,0.9876543209876543,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,33,100,0.93,0.8,0.975,False,False,False,True,pass_all
parameter_mismatch_delta_0.520,parameter_mismatch,0.52,34,100,0.93,0.73,0.9863013698630136,False,True,False,False,C_only
