target_candidate_rows,target_contexts,frozen_source_coverage,target_excluded_candidates,baseline_unsafe_selected,primary_unsafe_selected,baseline_unsafe_rate,primary_unsafe_rate,delta_unsafe_primary_minus_baseline,baseline_total_regret,primary_total_regret,baseline_mean_regret,primary_mean_regret,delta_total_regret_primary_minus_baseline,changed_selected_actions,changed_selected_action_fraction,random_unsafe_mean,random_unsafe_p1,random_unsafe_p99,random_regret_mean,random_regret_p1,random_regret_p99,probability_random_unsafe_as_good_or_better,probability_random_regret_as_good_or_better,criterion_unsafe_below_random_p1,criterion_regret_below_random_p1,all_primary_criteria_pass
9546,3182,0.3901789113056719,3725,811,454,0.2548711502199874,0.14267756128221246,-357,48.876324369050565,18.204477163482625,0.01536025278725662,0.005721080189655131,-30.67184720556794,1784,0.5606536769327467,742.9062,712.0,774.0,41.50779813637049,39.496004443428845,43.56820958001314,0.0,0.0,1,1,1
