model,source_prior,estimated_target_prior,observed_target_prevalence,mean_predicted_risk,absolute_mean_risk_error,roc_auc,brier_score,log_loss,ece_10_equal_width
fixed_source_prior,0.208095419363025,0.208095419363025,0.1316812439261419,0.17983984715572918,0.04815860322958729,0.7595432211317077,0.12239730918111331,0.4045624562889971,0.07972908205608523
unlabeled_em_target_prior,0.208095419363025,0.09873222865315724,0.1316812439261419,0.09873222865315724,0.03294901527298465,0.7595432211317077,0.12202660739912703,0.4008655812170028,0.07112057615242438
