population,performance_weight,responsiveness_weight,weight_ratio,policy,multiplier,weighted_distance,selected
seed_200_239,1.1,1.0,1.1,two_stage_0.40,0.4,0.47497130034795326,1
seed_200_239,1.1,1.0,1.1,two_stage_0.45,0.45,0.5657942329603254,0
seed_200_239,1.1,1.0,1.1,two_stage_0.50,0.5,0.6900655593423543,0
seed_200_239,1.15,1.0,1.15,two_stage_0.25,0.25,0.7313574508612273,0
seed_200_239,1.15,1.0,1.15,two_stage_0.30,0.3,0.5949924674893738,0
seed_200_239,1.15,1.0,1.15,two_stage_0.35,0.35,0.5332171847653593,0
seed_200_239,1.15,1.0,1.15,two_stage_0.40,0.4,0.4716462126061855,1
seed_200_239,1.15,1.0,1.15,two_stage_0.45,0.45,0.559962823352073,0
seed_200_239,1.15,1.0,1.15,two_stage_0.50,0.5,0.6819943394704735,0
seed_200_239,1.2,1.0,1.2,two_stage_0.25,0.25,0.7385489458759964,0
seed_200_239,1.2,1.0,1.2,two_stage_0.30,0.3,0.6000980832085914,0
seed_200_239,1.2,1.0,1.2,two_stage_0.35,0.35,0.5351372085089656,0
seed_200_239,1.2,1.0,1.2,two_stage_0.40,0.4,0.4684502488859557,1
seed_200_239,1.2,1.0,1.2,two_stage_0.45,0.45,0.5543392560268094,0
seed_200_239,1.2,1.0,1.2,two_stage_0.50,0.5,0.674199862463242,0
seed_200_239,1.25,1.0,1.25,two_stage_0.25,0.25,0.7453559924999299,0
seed_200_239,1.25,1.0,1.25,two_stage_0.30,0.3,0.6049365231997307,0
seed_200_239,1.25,1.0,1.25,two_stage_0.35,0.35,0.5369654834004489,0
seed_200_239,1.25,1.0,1.25,two_stage_0.40,0.4,0.4653758217404743,1
seed_200_239,1.25,1.0,1.25,two_stage_0.45,0.45,0.5489117985392374,0
seed_200_239,1.25,1.0,1.25,two_stage_0.50,0.5,0.6666666666666666,0
seed_200_239,1.3,1.0,1.3,two_stage_0.25,0.25,0.7518094115561124,0
seed_200_239,1.3,1.0,1.3,two_stage_0.30,0.3,0.6095286582837117,0
seed_200_239,1.3,1.0,1.3,two_stage_0.35,0.35,0.5387084620879833,0
seed_200_239,1.3,1.0,1.3,two_stage_0.40,0.4,0.4624159388114949,1
seed_200_239,1.3,1.0,1.3,two_stage_0.45,0.45,0.5436696199023363,0
seed_200_239,1.3,1.0,1.3,two_stage_0.50,0.5,0.6593804733957871,0
seed_200_239,1.35,1.0,1.35,two_stage_0.25,0.25,0.7579367289598671,0
seed_200_239,1.35,1.0,1.35,two_stage_0.30,0.3,0.6138931949385426,0
seed_200_239,1.35,1.0,1.35,two_stage_0.35,0.35,0.5403720032505958,0
seed_200_239,1.35,1.0,1.35,two_stage_0.40,0.4,0.4595641447420776,1
seed_200_239,1.35,1.0,1.35,two_stage_0.45,0.45,0.5386027036088917,0
seed_200_239,1.35,1.0,1.35,two_stage_0.50,0.5,0.6523280730534422,0
seed_200_239,1.4,1.0,1.4,two_stage_0.25,0.25,0.7637626158259734,0
seed_200_239,1.4,1.0,1.4,two_stage_0.30,0.3,0.6180469545952381,0
seed_200_239,1.4,1.0,1.4,two_stage_0.35,0.35,0.5419614387144434,0
seed_200_239,1.4,1.0,1.4,two_stage_0.40,0.4,0.4568144698383779,1
seed_200_239,1.4,1.0,1.4,two_stage_0.45,0.45,0.533701770687006,0
seed_200_239,1.4,1.0,1.4,two_stage_0.50,0.5,0.6454972243679028,0
seed_200_239,1.45,1.0,1.45,two_stage_0.25,0.25,0.769309258162072,0
seed_200_239,1.45,1.0,1.45,two_stage_0.30,0.3,0.62200510990896,0
seed_200_239,1.45,1.0,1.45,two_stage_0.35,0.35,0.5434816316286137,0
seed_200_239,1.45,1.0,1.45,two_stage_0.40,0.4,0.45416138457530714,1
seed_200_239,1.45,1.0,1.45,two_stage_0.45,0.45,0.5289582114502324,0
seed_200_239,1.45,1.0,1.45,two_stage_0.50,0.5,0.6388765649999398,0
seed_200_239,1.5,1.0,1.5,two_stage_0.25,0.25,0.7745966692414834,0
seed_200_239,1.5,1.0,1.5,two_stage_0.30,0.3,0.6257813856887485,0
seed_200_239,1.5,1.0,1.5,two_stage_0.35,0.35,0.5449370270658805,0
seed_200_239,1.5,1.0,1.5,two_stage_0.40,0.4,0.45159975917794315,1
seed_200_239,1.5,1.0,1.5,two_stage_0.45,0.45,0.5243640248050628,0
seed_200_239,1.5,1.0,1.5,two_stage_0.50,0.5,0.6324555320336759,0
seed_200_239,1.55,1.0,1.55,two_stage_0.25,0.25,0.7796429549831781,0
seed_200_239,1.55,1.0,1.55,two_stage_0.30,0.3,0.6293882306133225,0
seed_200_239,1.55,1.0,1.55,two_stage_0.35,0.35,0.5463316961795694,0
seed_200_239,1.55,1.0,1.55,two_stage_0.40,0.4,0.44912482762457423,1
seed_200_239,1.55,1.0,1.55,two_stage_0.45,0.45,0.5199117641467156,0
seed_200_239,1.55,1.0,1.55,two_stage_0.50,0.5,0.6262242910851495,0
seed_200_239,1.6,1.0,1.6,two_stage_0.25,0.25,0.7844645405527362,0
seed_200_239,1.6,1.0,1.6,two_stage_0.30,0.3,0.6328369646556733,0
seed_200_239,1.6,1.0,1.6,two_stage_0.35,0.35,0.5476693748578786,0
seed_200_239,1.6,1.0,1.6,two_stage_0.40,0.4,0.44673215551248346,1
seed_200_239,1.6,1.0,1.6,two_stage_0.45,0.45,0.5155944890147361,0
seed_200_239,1.6,1.0,1.6,two_stage_0.50,0.5,0.6201736729460422,0
seed_200_239,1.65,1.0,1.65,two_stage_0.25,0.25,0.7890763647670371,0
seed_200_239,1.65,1.0,1.65,two_stage_0.30,0.3,0.6361379061984643,0
seed_200_239,1.65,1.0,1.65,two_stage_0.35,0.35,0.5489534976624282,0
seed_200_239,1.65,1.0,1.65,two_stage_0.40,0.4,0.44441761130740043,1
seed_200_239,1.65,1.0,1.65,two_stage_0.45,0.45,0.5114057217978272,0
seed_200_239,1.65,1.0,1.65,two_stage_0.50,0.5,0.6142951168339512,0
seed_200_239,1.7,1.0,1.7,two_stage_0.25,0.25,0.7934920476158722,0
seed_200_239,1.7,1.0,1.7,two_stage_0.30,0.3,0.639300482081964,0
seed_200_239,1.7,1.0,1.7,two_stage_0.35,0.35,0.5501872277113327,0
seed_200_239,1.7,1.0,1.7,two_stage_0.40,0.4,0.44217734056470964,1
seed_200_239,1.7,1.0,1.7,two_stage_0.45,0.45,0.5073394088765634,0
seed_200_239,1.7,1.0,1.7,two_stage_0.50,0.5,0.6085806194501846,0
seed_200_239,1.75,1.0,1.75,two_stage_0.25,0.25,0.7977240352174656,0
seed_200_239,1.75,1.0,1.75,two_stage_0.30,0.3,0.6423333232394222,0
seed_200_239,1.75,1.0,1.75,two_stage_0.35,0.35,0.5513734830631185,0
seed_200_239,1.75,1.0,1.75,two_stage_0.40,0.4,0.44000774276719773,1
seed_200_239,1.75,1.0,1.75,two_stage_0.45,0.45,0.5033898856764704,0
seed_200_239,1.75,1.0,1.75,two_stage_0.50,0.5,0.6030226891555273,0
seed_200_239,1.8,1.0,1.8,two_stage_0.25,0.25,0.8017837257372732,0
seed_200_239,1.8,1.0,1.8,two_stage_0.30,0.3,0.645244348106446,0
seed_200_239,1.8,1.0,1.8,two_stage_0.35,0.35,0.5525149600719653,0
seed_200_239,1.8,1.0,1.8,two_stage_0.40,0.4,0.4379054504721435,1
seed_200_239,1.8,1.0,1.8,two_stage_0.45,0.45,0.49955184517498075,0
seed_200_239,1.8,1.0,1.8,two_stage_0.50,0.5,0.5976143046671968,0
seed_200_239,1.85,1.0,1.85,two_stage_0.25,0.25,0.8056815791722831,0
seed_200_239,1.85,1.0,1.85,two_stage_0.30,0.3,0.6480408356147361,0
seed_200_239,1.85,1.0,1.85,two_stage_0.35,0.35,0.5536141541135788,0
seed_200_239,1.85,1.0,1.85,two_stage_0.40,0.4,0.4358673105013541,1
seed_200_239,1.85,1.0,1.85,two_stage_0.45,0.45,0.4958203094661675,0
seed_200_239,1.85,1.0,1.85,two_stage_0.50,0.5,0.5923488777590924,0
seed_200_239,1.9,1.0,1.9,two_stage_0.25,0.25,0.8094272134003795,0
seed_200_239,1.9,1.0,1.9,two_stage_0.30,0.3,0.6507294892765441,0
seed_200_239,1.9,1.0,1.9,two_stage_0.35,0.35,0.554673378021753,0
seed_200_239,1.9,1.0,1.9,two_stage_0.40,0.4,0.4338903669425259,1
seed_200_239,1.9,1.0,1.9,two_stage_0.45,0.45,0.4921906040386431,0
seed_200_239,1.9,1.0,1.9,two_stage_0.50,0.5,0.5872202195147035,0
seed_200_239,1.95,1.0,1.95,two_stage_0.25,0.25,0.8130294884889122,0
seed_200_239,1.95,1.0,1.95,two_stage_0.30,0.3,0.6533164936191572,0
seed_200_239,1.95,1.0,1.95,two_stage_0.35,0.35,0.5556947785261797,0
seed_200_239,1.95,1.0,1.95,two_stage_0.40,0.4,0.43197184576003017,1
seed_200_239,1.95,1.0,1.95,two_stage_0.45,0.45,0.4886583344660522,0
seed_200_239,1.95,1.0,1.95,two_stage_0.50,0.5,0.582222509739582,0
seed_200_239,2.0,1.0,2.0,two_stage_0.25,0.25,0.816496580927726,0
seed_200_239,2.0,1.0,2.0,two_stage_0.30,0.3,0.6558075640268707,0
seed_200_239,2.0,1.0,2.0,two_stage_0.35,0.35,0.556680350940541,0
seed_200_239,2.0,1.0,2.0,two_stage_0.40,0.4,0.43010914083870383,1
seed_200_239,2.0,1.0,2.0,two_stage_0.45,0.45,0.4852193652473497,0
seed_200_239,2.0,1.0,2.0,two_stage_0.50,0.5,0.5773502691896257,0
