regime,seed,mean_pre_nis,mean_event_nis,mean_post_nis,delta_event_vs_pre_nis,delta_post_vs_pre_nis,recovery_ratio_nis,event_max_nis,post_max_nis,event_longest_nis_run_above_1,post_longest_nis_run_above_1,mean_pre_absolute_innovation,mean_event_absolute_innovation,mean_post_absolute_innovation,delta_event_vs_pre_absolute_innovation,delta_post_vs_pre_absolute_innovation,pre_innovation_lag1_autocorrelation,event_innovation_lag1_autocorrelation,post_innovation_lag1_autocorrelation,delta_event_vs_pre_autocorrelation,delta_post_vs_pre_autocorrelation
measurement_noise,30,0.8973488426060097,1.50971579867798,0.8313927164178598,0.6123669560719702,-0.06595612618814983,0.5506948507429933,6.151557332360281,3.5124062583321773,3,2,0.7868272611925708,1.155349363348535,0.787320859955642,0.36852210215596415,0.0004935987630712013,0.21262679757608413,-0.15254523295303285,0.07545278768660606,-0.36517203052911695,-0.1371740098894781
measurement_noise,31,1.2851880533122173,1.231412002160321,1.4015210075147326,-0.05377605115189632,0.11633295420251533,1.1381414222492907,2.369026276572624,5.183963757855359,2,3,0.9822937739608527,1.1680818185739552,1.1054512426203862,0.1857880446131025,0.12315746865953348,-0.23508738344603258,0.3323159939688367,-0.28429797679597163,0.5674033774148692,-0.04921059334993905
measurement_noise,32,1.1543019364214606,0.7087684915758831,1.192852803995681,-0.44553344484557755,0.03855086757422033,1.682993555966063,2.7975344329905396,6.490871391091944,1,1,0.9157356804710974,0.7353781859574872,0.9524069796259114,-0.18035749451361027,0.03667129915481393,-0.2573431383774387,-0.0034957646908757756,-0.12656824583324938,0.25384737368656296,0.13077489254418934
measurement_noise,33,1.0009827405605705,1.285954305919975,0.9234816792231277,0.2849715653594045,-0.07750106133744272,0.7181294661646227,5.286402585575561,4.788487144932379,2,2,0.8249842987369519,0.986500614339746,0.7970000863734884,0.1615163156027941,-0.02798421236346349,-0.017524718070936248,0.04608334229468483,-0.086464443803525,0.06360806036562108,-0.06893972573258875
measurement_noise,34,1.2365362968368911,0.926880226438423,0.7923259155203936,-0.3096560703984681,-0.4442103813164976,0.8548309618860734,2.5441805120286887,2.584332072769472,2,3,1.1290751683792808,0.8594617380080901,0.814615051502029,-0.2696134303711907,-0.31446011687725184,-0.2194266683318239,0.6669718638565839,-0.2816544188955393,0.8863985321884078,-0.062227750563715434
measurement_noise,35,0.37232880831685383,2.089849734207169,1.0626791443930037,1.717520925890315,0.6903503360761498,0.5084954803200941,15.918930814680008,4.745369968907139,1,2,0.5246711927645994,1.10114532685843,0.9287344670653555,0.5764741340938305,0.40406327430075606,-0.14577941260672603,0.05851590509746654,0.25167168372642973,0.20429531770419257,0.3974510963331558
measurement_noise,36,1.3261681597152133,0.6525252332445903,0.703695837569472,-0.673642926470623,-0.6224723221457413,1.078419349500654,1.6155149546087386,1.55732028878872,2,2,1.0034043799001902,0.7732454614884045,0.753001490146615,-0.2301589184117857,-0.25040288975357516,0.17950958779324877,0.06862006267548763,0.14613182516578646,-0.11088952511776114,-0.03337776262746231
measurement_noise,37,1.1764823134772926,1.0505386187518932,1.1718199522075998,-0.12594369472539935,-0.004662361269692772,1.1154468110831384,4.138217090649776,6.521804183249575,2,3,0.8549729757599862,0.9943608135238193,0.9765583902533373,0.13938783776383312,0.12158541449335114,-0.12141772930125544,0.016491233275315684,0.026202325159851006,0.13790896257657112,0.14762005446110643
measurement_noise,38,0.7727275626651927,0.8863593758312398,0.7554735585596073,0.11363181316604709,-0.01725400410558542,0.8523332399460001,2.0625452328444536,2.828156520206191,1,2,0.7755825421029863,0.904343067019248,0.7843220751919209,0.12876052491626178,0.008739533088934603,-0.17789629149541067,-0.33006663047100904,-0.15537622087659297,-0.15217033897559837,0.022520070618817695
measurement_noise,39,1.0517909375045795,1.077440268587206,0.6322172413021089,0.02564933108262646,-0.41957369620247065,0.586777067586788,3.7554927717924644,4.481872377732293,2,1,1.009326655237214,1.0178609704024324,0.6679132818309326,0.008534315165218409,-0.3414133734062814,0.5281897202053645,-0.10610924490876962,-0.12155831096455516,-0.6342989651141341,-0.6497480311699196
measurement_noise,40,1.426387296701327,0.19676630470665427,1.1236668459431596,-1.2296209919946726,-0.30272045075816734,5.710667014927422,0.39389427955991146,5.473157496004095,0,2,0.9965602821340152,0.42545066658445874,0.9456511634163585,-0.5711096155495564,-0.05090911871765669,-0.3352241447510744,-0.09518765691778824,-0.08811949168878877,0.24003648783328618,0.24710465306228566
measurement_noise,41,1.6656317520766322,1.0096488915975828,1.1852043494927424,-0.6559828604790494,-0.4804274025838897,1.1738777305209553,3.615085075150995,7.136089190884589,3,1,1.2211932416172788,0.9325736259793104,0.9221911249343118,-0.28861961563796845,-0.29900211668296706,0.0881981611781942,0.17006660051554942,-0.235622196976179,0.08186843933735521,-0.3238203581543732
measurement_noise,42,0.7228433099625436,0.8746165771003425,0.8358216599689945,0.15177326713779882,0.11297835000645085,0.9556435149435171,2.114613268141151,3.203516988838738,2,2,0.7624662663552024,0.8803741132199164,0.814707239685603,0.117907846864714,0.052240973330400564,-0.21566349238333135,-0.2546037845463616,0.05339574542408554,-0.03894029216303027,0.2690592378074169
measurement_noise,43,1.904889644633831,0.9255483687262674,0.9506868587587524,-0.9793412759075636,-0.9542027858750787,1.0271606443065242,3.4937721061925795,4.807531213545441,1,2,1.2087610863813787,0.8857333405564869,0.8442762615091657,-0.3230277458248918,-0.364484824872213,0.24094028380874383,0.3083180865481508,0.4282721739307176,0.06737780273940697,0.18733189012197377
measurement_noise,44,1.2213870663288013,0.9464710680134346,0.9376235428207655,-0.2749159983153667,-0.2837635235080358,0.9906520912337765,3.111111743303317,3.6065971714447262,2,2,1.0471571547827534,0.8413179034470296,0.8362763998239852,-0.20583925133572378,-0.21088075495876824,-0.4396500016923864,-0.6212275804639327,0.12042000979249744,-0.1815775787715463,0.5600700114848838
measurement_noise,45,1.1574032416311042,0.8105706845464474,0.8172367875296158,-0.34683255708465677,-0.3401664541014884,1.0082239625849412,2.5873169986087787,3.820170633150684,2,2,1.0371246419952587,0.7469061788513546,0.7964899988590152,-0.2902184631439041,-0.2406346431362435,-0.07452142616404912,-0.3985360683677132,0.059885271462336194,-0.3240146422036641,0.13440669762638532
measurement_noise,46,1.032305591711655,0.8703008071948909,1.4508691826469309,-0.16200478451676414,0.41856359093527584,1.667089322049041,3.1283717050038846,7.141461220298415,1,3,0.8800359712410954,0.9444128194137621,1.0921353188879284,0.06437684817266665,0.21209934764683291,-0.16399365277795536,-0.5431657103571321,0.11667324566784651,-0.37917205757917677,0.28066689844580184
measurement_noise,47,1.2833860830246602,1.159199215498848,0.7319577663889985,-0.1241868675258122,-0.5514283166356617,0.6314339732134631,5.320050075390201,4.098772514954883,2,2,0.9793344846648852,0.8361719710514128,0.7406403893279153,-0.14316251361347232,-0.23869409533696984,-0.04008293726552657,-0.2599109798037727,-0.134146215149421,-0.21982804253824612,-0.09406327788389442
measurement_noise,48,0.9647437497675919,1.5959226076630435,0.7731213983154656,0.6311788578954516,-0.19162235145212636,0.4844353946756137,5.12717708987941,1.7312446417323528,2,3,0.7954074571867805,1.1664594899465077,0.8246928010761845,0.3710520327597272,0.02928534388940396,-0.47099562589810573,0.0745796394613678,0.1354875269068039,0.5455752653594735,0.6064831528049096
measurement_noise,49,0.8792001297791855,0.7062280629425525,1.1248355753074926,-0.17297206683663302,0.24563544552830707,1.5927370127706164,1.7028797761320227,6.270624484232622,2,1,0.8084998431879559,0.7558495674302934,0.9528130179883021,-0.05265027575766246,0.14431317480034622,-0.5383536473498468,0.15374370895738543,-0.20340589940914308,0.6920973563072322,0.3349477479407037
measurement_noise,50,0.6400899055454972,1.3552360672718742,1.1470392323747431,0.715146161726377,0.506949326829246,0.8463759636230143,5.9394610377454065,3.822781943799575,1,3,0.6562069383792745,0.9531451195185016,0.9658968420674066,0.2969381811392271,0.3096899036881321,-0.3328165743327398,-0.22420069536356296,-0.10615547102005392,0.10861587896917685,0.2266611033126859
measurement_noise,51,1.2052057531519147,1.2170626527365935,0.8520907075122522,0.011856899584678837,-0.35311504563966245,0.7001206598490278,6.6431483443769395,3.4033007775315633,2,2,0.8536398420018276,0.9319988402627961,0.845831756046253,0.07835899826096848,-0.007808085955574584,-0.02994762040783059,0.30181612861291707,0.19390433879350957,0.3317637490207477,0.22385195920134016
measurement_noise,52,1.4606551774479477,1.1951364131528734,1.0680600512319742,-0.26551876429507426,-0.3925951262159735,0.8936720858612662,3.8210858231043905,5.046833387532781,2,2,1.0369178633029204,1.0518938580959687,0.9313423635119217,0.014975994793048342,-0.10557549979099867,0.17514454562056428,0.10592237016313759,-0.0920618846060276,-0.06922217545742669,-0.26720643022659185
