threshold,test_index,best_persistence,primary_actions,expanded_actions,true_safe_actions,selected_action,true_responsive_action,selected_regret,responsive_retained,responsive_recovered_by_expansion,safe_action_recall,safe_action_precision,false_safe_actions,score_action_1,score_action_2,score_action_3
0.7,53,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7118095238095239,0.05633333333333334,0.6811175421800418
0.7,54,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.08210416666666667,0.8460446428571428,0.8261678755272502
0.7,55,1,3,1|3,1|3,1,1,0.0,1,1,1.0,1.0,,0.7655937500000002,0.3816106150793653,0.925409902597403
0.7,56,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.3275654761904762,0.1353749999999999,0.7112175404252606
0.7,57,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5979166666666665,0.13485416666666666,0.7833823131525338
0.7,58,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.25093303571428577,0.6097351190476191,0.751781746031746
0.7,59,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.09879166666666667,0.8970863095238093,0.8180183219558218
0.7,60,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.603017857142857,0.08381249999999998,0.7689419330669329
0.7,61,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.21116666666666664,0.5577564484126988,0.8426969835719835
0.7,62,3,3,2|3,3,2,3,0.03676296772801363,1,0,1.0,0.5,2,0.08749305555555557,0.8773244047619048,0.8382778679653679
0.7,63,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6991220238095235,0.12714583333333335,0.6646400162337662
0.7,64,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6905520833333334,0.09790922619047619,0.7644247835497837
0.7,65,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.058395833333333334,0.6276835317460318,0.9089112103174604
0.7,66,2,1,1,3,1,3,0.03138122831986774,0,0,0.0,0.0,1,0.6971041666666664,0.115860119047619,0.6637871791198995
0.7,67,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.607186011904762,0.14168154761904758,0.7841066468253969
0.7,68,3,1,1,1,1,1,0.057717810433482175,1,0,1.0,1.0,,0.46729464285714306,0.058416666666666665,0.400325224407945
0.7,69,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6491874999999999,0.1405535714285714,0.7892260180587385
0.7,70,2,3,1|3,3,1,3,0.0605707328558652,1,0,1.0,0.5,1,0.7268958333333333,0.08574999999999999,0.7884196255133753
0.7,71,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.13404166666666664,0.34210416666666665,0.8012914325258076
0.7,72,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5904970238095237,0.06591666666666667,0.830152560266531
0.7,73,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7564895833333333,0.11050297619047621,0.592674918831168
0.7,74,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7851354166666665,0.1613958333333333,0.5464482774170264
0.8,0,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.2266964285714286,0.7041666666666666,0.7201162205849707
0.8,1,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.3953020833333331,0.5549895833333334,0.49287465312465245
0.8,2,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.15877083333333333,0.806540674603174,0.7435141056859801
0.8,3,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.21929166666666663,0.5484280753968256,0.9007276924464425
0.8,4,1,1,1,1,1,1,0.0,1,0,1.0,1.0,,0.3826294642857141,0.1486488095238095,0.5006719505984206
0.8,5,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.49937500000000007,0.10806249999999996,0.715982187950938
0.8,6,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.4764032738095237,0.15684672619047618,0.7329811958874457
0.8,7,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.5331116071428572,0.41267906746031763,0.8429954534844241
0.8,8,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.7634082341269839,0.09911011904761902,0.788214285714286
0.8,9,1,3,2|3,2|3,2,2,0.0,1,1,1.0,1.0,,0.09441666666666666,0.8166478174603178,0.8809841269841269
0.8,10,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.05820833333333333,0.49079662698412696,0.8780245535714286
0.8,11,1,3,1|3,1|3,1,1,0.0,1,1,1.0,1.0,,0.8801815476190477,0.10020238095238093,0.8348859126984128
0.8,12,1,2|3,2|3,1|2|3,2,1,0.0,0,0,0.6666666666666666,1.0,,0.7601235119047621,0.3727023809523811,0.76071626984127
0.8,13,1,1|2|3,1|2|3,1|2|3,1,1,0.0,1,0,1.0,1.0,,0.8469166666666665,0.188485119047619,0.5009703872516369
0.8,14,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.06777083333333334,0.7928154761904764,0.8752167797480297
0.8,15,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6171696428571428,0.07501488095238097,0.9420213293650795
0.8,16,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.5310238095238096,0.03986309523809523,0.6592033730158728
0.8,17,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.05580555555555556,0.31542658730158735,0.9396458333333332
0.8,18,2,3,2|3,2|3,2,2,0.0,1,1,1.0,1.0,,0.07105059523809525,0.8304107142857141,0.8834092261904761
0.8,19,2,1|2|3,1|2|3,2|3,1,2,0.09518820021482474,1,0,1.0,0.6666666666666666,1,0.8397708333333334,0.16550892857142854,0.544751989330114
0.8,20,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.03539583333333332,0.30599603174603174,0.9646011904761906
0.8,21,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.1043125,0.2643531746031747,0.8840114087301589
0.8,22,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.08689583333333334,0.31177182539682546,0.9288958333333333
0.8,23,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.3708229166666666,0.6562991071428573,0.813746941579662
0.8,24,1,3,2|3,2|3,2,2,0.0,1,1,1.0,1.0,,0.12383531746031742,0.847958333333333,0.9151572420634921
0.8,25,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.11962499999999998,0.7487500000000001,0.7688397054334556
0.8,26,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.12087499999999997,0.817787698412698,0.8326242247335994
0.8,27,1,3,1|3,1|3,1,1,0.0,1,1,1.0,1.0,,0.8090625,0.19272371031746033,0.892186507936508
0.8,28,1,3,3,1|2|3,3,1,0.0,0,0,0.3333333333333333,1.0,,0.4159156746031747,0.1693095238095238,0.7070477092352091
0.8,29,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.05745833333333335,0.8049404761904762,0.8170010059385058
0.8,30,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6619375,0.07770833333333332,0.6533384428071924
0.8,31,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.14979166666666668,0.6337772817460319,0.8595318050005549
0.8,32,3,3,2|3,3,2,3,0.03348088192022192,1,0,1.0,0.5,2,0.026229166666666668,0.8696041666666667,0.9340019841269839
0.8,33,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5348720238095236,0.08725,0.7782748917748918
0.8,34,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.2776488095238095,0.1998511904761904,0.6297753878066374
0.8,35,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.028770833333333336,0.3049246031746032,0.9200049603174604
0.8,36,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.03989583333333333,0.4497867063492064,0.9768651244588746
0.8,37,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.0771875,0.7958650793650791,0.8692746742636447
0.8,38,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.12110416666666665,0.2583333333333333,0.8147470376845378
0.8,39,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.02270833333333333,0.9182291666666665,0.9774980158730158
0.8,40,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.08149999999999999,0.7013501984126986,0.8448645011034714
0.8,41,3,1,1,1,1,1,0.007375586548430901,1,0,1.0,1.0,,0.6074375000000001,0.09533333333333335,0.19759270345667393
0.8,42,3,1,1,1,1,1,0.03091974117703608,1,0,1.0,1.0,,0.46221130952380945,0.23813690476190477,0.4526915213054917
0.8,43,2,3,3,3,3,3,0.006871910725323005,1,0,1.0,1.0,,0.3013392857142857,0.21998511904761908,0.7733612012987013
0.8,44,1,3,3,1,3,1,0.006622848127195047,0,0,0.0,0.0,3,0.42008333333333303,0.1528154761904761,0.3089756399646106
0.8,45,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.16768154761904752,0.7426547619047618,0.6812539821289819
0.8,46,1,3,2|3,2|3,2,2,0.0,1,1,1.0,1.0,,0.061729166666666675,0.8367946428571429,0.7798889027639027
0.8,47,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.10235416666666666,0.8249603174603173,0.8211420818764565
0.8,48,1,3,1|3,1|3,1,1,0.0,1,1,1.0,1.0,,0.8936577380952379,0.10269246031746032,0.6599674561549559
0.8,49,1,3,1|3,1|3,1,1,0.0,1,1,1.0,1.0,,0.853458333333333,0.04435416666666667,0.7602356150793648
0.8,50,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.09273809523809523,0.19989087301587305,0.8846644483988234
0.8,51,1,3,1|3,1|3,1,1,0.0,1,1,1.0,1.0,,0.8577648809523807,0.029333333333333333,0.9480570436507937
0.8,52,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6550967261904762,0.11875892857142858,0.7475069895382397
0.8,53,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7118095238095239,0.05633333333333334,0.6811175421800418
0.8,54,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.08210416666666667,0.8460446428571428,0.8261678755272502
0.8,55,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.7655937500000002,0.3816106150793653,0.925409902597403
0.8,56,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.3275654761904762,0.1353749999999999,0.7112175404252606
0.8,57,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5979166666666665,0.13485416666666666,0.7833823131525338
0.8,58,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.25093303571428577,0.6097351190476191,0.751781746031746
0.8,59,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.09879166666666667,0.8970863095238093,0.8180183219558218
0.8,60,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.603017857142857,0.08381249999999998,0.7689419330669329
0.8,61,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.21116666666666664,0.5577564484126988,0.8426969835719835
0.8,62,3,3,2|3,3,2,3,0.03676296772801363,1,0,1.0,0.5,2,0.08749305555555557,0.8773244047619048,0.8382778679653679
0.8,63,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6991220238095235,0.12714583333333335,0.6646400162337662
0.8,64,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6905520833333334,0.09790922619047619,0.7644247835497837
0.8,65,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.058395833333333334,0.6276835317460318,0.9089112103174604
0.8,66,2,1,1,3,1,3,0.03138122831986774,0,0,0.0,0.0,1,0.6971041666666664,0.115860119047619,0.6637871791198995
0.8,67,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.607186011904762,0.14168154761904758,0.7841066468253969
0.8,68,3,1,1,1,1,1,0.057717810433482175,1,0,1.0,1.0,,0.46729464285714306,0.058416666666666665,0.400325224407945
0.8,69,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6491874999999999,0.1405535714285714,0.7892260180587385
0.8,70,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.7268958333333333,0.08574999999999999,0.7884196255133753
0.8,71,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.13404166666666664,0.34210416666666665,0.8012914325258076
0.8,72,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5904970238095237,0.06591666666666667,0.830152560266531
0.8,73,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7564895833333333,0.11050297619047621,0.592674918831168
0.8,74,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7851354166666665,0.1613958333333333,0.5464482774170264
0.9,0,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.2266964285714286,0.7041666666666666,0.7201162205849707
0.9,1,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.3953020833333331,0.5549895833333334,0.49287465312465245
0.9,2,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.15877083333333333,0.806540674603174,0.7435141056859801
0.9,3,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.21929166666666663,0.5484280753968256,0.9007276924464425
0.9,4,1,1,1,1,1,1,0.0,1,0,1.0,1.0,,0.3826294642857141,0.1486488095238095,0.5006719505984206
0.9,5,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.49937500000000007,0.10806249999999996,0.715982187950938
0.9,6,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.4764032738095237,0.15684672619047618,0.7329811958874457
0.9,7,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.5331116071428572,0.41267906746031763,0.8429954534844241
0.9,8,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.7634082341269839,0.09911011904761902,0.788214285714286
0.9,9,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.09441666666666666,0.8166478174603178,0.8809841269841269
0.9,10,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.05820833333333333,0.49079662698412696,0.8780245535714286
0.9,11,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.8801815476190477,0.10020238095238093,0.8348859126984128
0.9,12,1,2|3,2|3,1|2|3,2,1,0.0,0,0,0.6666666666666666,1.0,,0.7601235119047621,0.3727023809523811,0.76071626984127
0.9,13,1,1|2|3,1|2|3,1|2|3,1,1,0.0,1,0,1.0,1.0,,0.8469166666666665,0.188485119047619,0.5009703872516369
0.9,14,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.06777083333333334,0.7928154761904764,0.8752167797480297
0.9,15,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6171696428571428,0.07501488095238097,0.9420213293650795
0.9,16,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.5310238095238096,0.03986309523809523,0.6592033730158728
0.9,17,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.05580555555555556,0.31542658730158735,0.9396458333333332
0.9,18,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.07105059523809525,0.8304107142857141,0.8834092261904761
0.9,19,2,1|2|3,1|2|3,2|3,1,2,0.09518820021482474,1,0,1.0,0.6666666666666666,1,0.8397708333333334,0.16550892857142854,0.544751989330114
0.9,20,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.03539583333333332,0.30599603174603174,0.9646011904761906
0.9,21,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.1043125,0.2643531746031747,0.8840114087301589
0.9,22,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.08689583333333334,0.31177182539682546,0.9288958333333333
0.9,23,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.3708229166666666,0.6562991071428573,0.813746941579662
0.9,24,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.12383531746031742,0.847958333333333,0.9151572420634921
0.9,25,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.11962499999999998,0.7487500000000001,0.7688397054334556
0.9,26,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.12087499999999997,0.817787698412698,0.8326242247335994
0.9,27,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.8090625,0.19272371031746033,0.892186507936508
0.9,28,1,3,3,1|2|3,3,1,0.0,0,0,0.3333333333333333,1.0,,0.4159156746031747,0.1693095238095238,0.7070477092352091
0.9,29,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.05745833333333335,0.8049404761904762,0.8170010059385058
0.9,30,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6619375,0.07770833333333332,0.6533384428071924
0.9,31,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.14979166666666668,0.6337772817460319,0.8595318050005549
0.9,32,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.026229166666666668,0.8696041666666667,0.9340019841269839
0.9,33,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5348720238095236,0.08725,0.7782748917748918
0.9,34,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.2776488095238095,0.1998511904761904,0.6297753878066374
0.9,35,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.028770833333333336,0.3049246031746032,0.9200049603174604
0.9,36,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.03989583333333333,0.4497867063492064,0.9768651244588746
0.9,37,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.0771875,0.7958650793650791,0.8692746742636447
0.9,38,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.12110416666666665,0.2583333333333333,0.8147470376845378
0.9,39,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.02270833333333333,0.9182291666666665,0.9774980158730158
0.9,40,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.08149999999999999,0.7013501984126986,0.8448645011034714
0.9,41,3,1,1,1,1,1,0.007375586548430901,1,0,1.0,1.0,,0.6074375000000001,0.09533333333333335,0.19759270345667393
0.9,42,3,1,1,1,1,1,0.03091974117703608,1,0,1.0,1.0,,0.46221130952380945,0.23813690476190477,0.4526915213054917
0.9,43,2,3,3,3,3,3,0.006871910725323005,1,0,1.0,1.0,,0.3013392857142857,0.21998511904761908,0.7733612012987013
0.9,44,1,3,3,1,3,1,0.006622848127195047,0,0,0.0,0.0,3,0.42008333333333303,0.1528154761904761,0.3089756399646106
0.9,45,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.16768154761904752,0.7426547619047618,0.6812539821289819
0.9,46,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.061729166666666675,0.8367946428571429,0.7798889027639027
0.9,47,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.10235416666666666,0.8249603174603173,0.8211420818764565
0.9,48,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.8936577380952379,0.10269246031746032,0.6599674561549559
0.9,49,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.853458333333333,0.04435416666666667,0.7602356150793648
0.9,50,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.09273809523809523,0.19989087301587305,0.8846644483988234
0.9,51,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.8577648809523807,0.029333333333333333,0.9480570436507937
0.9,52,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6550967261904762,0.11875892857142858,0.7475069895382397
0.9,53,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7118095238095239,0.05633333333333334,0.6811175421800418
0.9,54,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.08210416666666667,0.8460446428571428,0.8261678755272502
0.9,55,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.7655937500000002,0.3816106150793653,0.925409902597403
0.9,56,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.3275654761904762,0.1353749999999999,0.7112175404252606
0.9,57,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5979166666666665,0.13485416666666666,0.7833823131525338
0.9,58,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.25093303571428577,0.6097351190476191,0.751781746031746
0.9,59,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.09879166666666667,0.8970863095238093,0.8180183219558218
0.9,60,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.603017857142857,0.08381249999999998,0.7689419330669329
0.9,61,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.21116666666666664,0.5577564484126988,0.8426969835719835
0.9,62,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.08749305555555557,0.8773244047619048,0.8382778679653679
0.9,63,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6991220238095235,0.12714583333333335,0.6646400162337662
0.9,64,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6905520833333334,0.09790922619047619,0.7644247835497837
0.9,65,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.058395833333333334,0.6276835317460318,0.9089112103174604
0.9,66,2,1,1,3,1,3,0.03138122831986774,0,0,0.0,0.0,1,0.6971041666666664,0.115860119047619,0.6637871791198995
0.9,67,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.607186011904762,0.14168154761904758,0.7841066468253969
0.9,68,3,1,1,1,1,1,0.057717810433482175,1,0,1.0,1.0,,0.46729464285714306,0.058416666666666665,0.400325224407945
0.9,69,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.6491874999999999,0.1405535714285714,0.7892260180587385
0.9,70,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.7268958333333333,0.08574999999999999,0.7884196255133753
0.9,71,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.13404166666666664,0.34210416666666665,0.8012914325258076
0.9,72,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5904970238095237,0.06591666666666667,0.830152560266531
0.9,73,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7564895833333333,0.11050297619047621,0.592674918831168
0.9,74,1,1|3,1|3,1|3,1,1,0.0,1,0,1.0,1.0,,0.7851354166666665,0.1613958333333333,0.5464482774170264
0.95,0,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.2266964285714286,0.7041666666666666,0.7201162205849707
0.95,1,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.3953020833333331,0.5549895833333334,0.49287465312465245
0.95,2,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.15877083333333333,0.806540674603174,0.7435141056859801
0.95,3,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.21929166666666663,0.5484280753968256,0.9007276924464425
0.95,4,1,1,1,1,1,1,0.0,1,0,1.0,1.0,,0.3826294642857141,0.1486488095238095,0.5006719505984206
0.95,5,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.49937500000000007,0.10806249999999996,0.715982187950938
0.95,6,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.4764032738095237,0.15684672619047618,0.7329811958874457
0.95,7,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.5331116071428572,0.41267906746031763,0.8429954534844241
0.95,8,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.7634082341269839,0.09911011904761902,0.788214285714286
0.95,9,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.09441666666666666,0.8166478174603178,0.8809841269841269
0.95,10,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.05820833333333333,0.49079662698412696,0.8780245535714286
0.95,11,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.8801815476190477,0.10020238095238093,0.8348859126984128
0.95,12,1,2|3,2|3,1|2|3,2,1,0.0,0,0,0.6666666666666666,1.0,,0.7601235119047621,0.3727023809523811,0.76071626984127
0.95,13,1,1|2|3,1|2|3,1|2|3,1,1,0.0,1,0,1.0,1.0,,0.8469166666666665,0.188485119047619,0.5009703872516369
0.95,14,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.06777083333333334,0.7928154761904764,0.8752167797480297
0.95,15,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6171696428571428,0.07501488095238097,0.9420213293650795
0.95,16,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.5310238095238096,0.03986309523809523,0.6592033730158728
0.95,17,1,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.05580555555555556,0.31542658730158735,0.9396458333333332
0.95,18,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.07105059523809525,0.8304107142857141,0.8834092261904761
0.95,19,2,1|2|3,1|2|3,2|3,1,2,0.09518820021482474,1,0,1.0,0.6666666666666666,1,0.8397708333333334,0.16550892857142854,0.544751989330114
0.95,20,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.03539583333333332,0.30599603174603174,0.9646011904761906
0.95,21,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.1043125,0.2643531746031747,0.8840114087301589
0.95,22,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.08689583333333334,0.31177182539682546,0.9288958333333333
0.95,23,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.3708229166666666,0.6562991071428573,0.813746941579662
0.95,24,1,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.12383531746031742,0.847958333333333,0.9151572420634921
0.95,25,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.11962499999999998,0.7487500000000001,0.7688397054334556
0.95,26,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.12087499999999997,0.817787698412698,0.8326242247335994
0.95,27,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.8090625,0.19272371031746033,0.892186507936508
0.95,28,1,3,3,1|2|3,3,1,0.0,0,0,0.3333333333333333,1.0,,0.4159156746031747,0.1693095238095238,0.7070477092352091
0.95,29,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.05745833333333335,0.8049404761904762,0.8170010059385058
0.95,30,1,3,3,1|3,3,1,0.0,0,0,0.5,1.0,,0.6619375,0.07770833333333332,0.6533384428071924
0.95,31,1,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.14979166666666668,0.6337772817460319,0.8595318050005549
0.95,32,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.026229166666666668,0.8696041666666667,0.9340019841269839
0.95,33,3,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.5348720238095236,0.08725,0.7782748917748918
0.95,34,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.2776488095238095,0.1998511904761904,0.6297753878066374
0.95,35,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.028770833333333336,0.3049246031746032,0.9200049603174604
0.95,36,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.03989583333333333,0.4497867063492064,0.9768651244588746
0.95,37,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.0771875,0.7958650793650791,0.8692746742636447
0.95,38,2,3,3,3,3,3,0.0,1,0,1.0,1.0,,0.12110416666666665,0.2583333333333333,0.8147470376845378
0.95,39,2,2|3,2|3,2|3,2,2,0.0,1,0,1.0,1.0,,0.02270833333333333,0.9182291666666665,0.9774980158730158
0.95,40,2,3,3,2|3,3,2,0.0,0,0,0.5,1.0,,0.08149999999999999,0.7013501984126986,0.8448645011034714
