bootstrap,primary_auc,action_only_auc,difference
415,0.8292580617097783,0.7806588562811738,0.04859920542860452
416,0.8309333777257961,0.7827630307001029,0.04817034702569323
417,0.8342293675592165,0.7810150075712192,0.053214359987997284
418,0.8369992967581759,0.7949083902271694,0.042090906531006445
419,0.8391140783892262,0.7938589477051016,0.04525513068412468
420,0.8256398965785083,0.7745078376012134,0.05113205897729489
421,0.8317055034388315,0.7788806243539925,0.052824879084839016
422,0.8263685055703388,0.7813083812143534,0.04506012435598539
423,0.8244530738024365,0.77017980538138,0.05427326842105651
424,0.8417743348242009,0.7977888256303244,0.04398550919387656
425,0.8326292624342937,0.7816281678786493,0.05100109455564439
426,0.8387628699488494,0.7811771159940386,0.0575857539548108
427,0.8247176241969048,0.7767104880668638,0.04800713613004093
428,0.8336244170888443,0.7869701440946542,0.046654272994190116
429,0.8287760506531211,0.7832997743177771,0.04547627633534401
430,0.82425510186134,0.7784263970990579,0.04582870476228207
431,0.8346650932600788,0.7896364097464154,0.0450286835136634
432,0.8313900620759783,0.7907136271501081,0.04067643492587025
433,0.8333813608935938,0.792146126895761,0.0412352339978328
434,0.8302232697890239,0.7807012241749862,0.049522045614037724
435,0.8271378497470537,0.7841231387731944,0.04301471097385934
436,0.8269719759373203,0.7762813940128526,0.05069058192446774
437,0.8356610491563998,0.7827879721813424,0.05287307697505739
438,0.8175933774820291,0.7669005472363868,0.050692830245642306
439,0.8363331118079441,0.7914469481584304,0.0448861636495137
440,0.8272691378072272,0.7833524381791981,0.04391669962802913
441,0.8360813239942975,0.785252137065191,0.05082918692910643
442,0.8313574679074338,0.7820605654628654,0.04929690244456841
443,0.830646485096371,0.7766698595013943,0.053976625594976624
444,0.8243004927485482,0.7755021282794116,0.04879836446913666
445,0.8225661444576327,0.7792293598688413,0.04333678458879131
446,0.8242448649734192,0.7757873840546884,0.04845748091873081
447,0.8213865056575117,0.7727036478997926,0.04868285775771908
448,0.8336095369101957,0.7885637224530628,0.04504581445713285
449,0.8295681302217249,0.7900809306038065,0.03948719961791847
450,0.835166769693383,0.7819614676421083,0.05320530205127472
451,0.829563690468955,0.7806184717938416,0.04894521867511337
452,0.8300070517543132,0.7850107215589449,0.044996330195368306
453,0.8337993926257345,0.7853739002932552,0.04842549233247939
454,0.8283060147148322,0.7856796644061903,0.042626350308641925
455,0.8299225485237394,0.7845734752717923,0.045349073251947036
456,0.832526807274282,0.7777719903388353,0.054754816935446704
457,0.827962010637441,0.7809082783477401,0.04705373228970089
458,0.8351455068518392,0.7775347049890187,0.057610801862820527
459,0.8303926078350825,0.7814743843612633,0.048918223473819245
460,0.8370412517780939,0.7857732403033396,0.05126801147475424
461,0.8413596054912884,0.7945526248472274,0.04680698064406097
462,0.8397139508823062,0.7907370536301024,0.04897689725220378
463,0.8379256016860472,0.7878966411696217,0.05002896051642558
464,0.826562317401927,0.7803808193568363,0.04618149804509064
465,0.8436537072901277,0.8008824821307352,0.04277122515939247
466,0.8326691801832644,0.7838582774869498,0.048810902696314606
467,0.8214207740503252,0.7710593426351469,0.05036143141517835
468,0.8207826502208464,0.777487693927204,0.04329495629364244
469,0.8280166114912364,0.7855876821669443,0.0424289293242921
