test_rows,test_unsafe,test_prevalence,frozen_source_coverage,target_threshold,unsafe_recall,unsafe_precision,balanced_accuracy,true_positives,alert_coverage,random_unsafe_recall_mean,random_unsafe_recall_ci_2_5,random_unsafe_recall_ci_97_5,primary_minus_random_unsafe_recall_mean,probability_random_ge_primary_unsafe_recall,random_unsafe_precision_mean,random_unsafe_precision_ci_2_5,random_unsafe_precision_ci_97_5,primary_minus_random_unsafe_precision_mean,probability_random_ge_primary_unsafe_precision,random_balanced_accuracy_mean,random_balanced_accuracy_ci_2_5,random_balanced_accuracy_ci_97_5,primary_minus_random_balanced_accuracy_mean,probability_random_ge_primary_balanced_accuracy,random_true_positives_mean,random_true_positives_ci_2_5,random_true_positives_ci_97_5,primary_minus_random_true_positives_mean,probability_random_ge_primary_true_positives,criterion_recall_above_random_97_5,criterion_balanced_accuracy_above_random_97_5,criterion_true_positives_above_random_97_5,all_primary_criteria_pass
9210,1366,0.1483170466883822,0.3901789113056719,0.32884115071098674,0.8682284040995608,0.3299944351697273,0.7806210862925137,1186,0.390228013029316,0.6323118594436311,0.623718887262079,0.6412884333821376,0.2359165446559297,0.0,0.24032776850306065,0.2370617696160267,0.24373956594323873,0.08966666666666667,0.0,0.6421208710782663,0.6370761697911619,0.6473907745697021,0.13850021521424738,0.0,863.738,852.0,876.0,322.26199999999994,0.0,1,1,1,1
