threshold,rows,harmful,beneficial,harmful_recall,harmful_precision,beneficial_specificity,balanced_accuracy,flagged,flagged_fraction,tp,fp,fn,tn,qualifies_recall_constraint,selected_threshold,transfer,training_block,test_block
0.5024373596212344,39,2,37,1.0,0.10526315789473684,0.5405405405405406,0.7702702702702703,19,0.48717948717948717,2,17,0,20,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5058621646195217,39,2,37,1.0,0.1111111111111111,0.5675675675675675,0.7837837837837838,18,0.46153846153846156,2,16,0,21,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5502464697266166,39,2,37,1.0,0.11764705882352941,0.5945945945945946,0.7972972972972974,17,0.4358974358974359,2,15,0,22,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5520007532024601,39,2,37,1.0,0.125,0.6216216216216216,0.8108108108108107,16,0.41025641025641024,2,14,0,23,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.552730189455743,39,2,37,1.0,0.13333333333333333,0.6486486486486487,0.8243243243243243,15,0.38461538461538464,2,13,0,24,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5604528651421053,39,2,37,1.0,0.14285714285714285,0.6756756756756757,0.8378378378378378,14,0.358974358974359,2,12,0,25,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5608831589176486,39,2,37,1.0,0.15384615384615385,0.7027027027027027,0.8513513513513513,13,0.3333333333333333,2,11,0,26,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.57703471460855,39,2,37,1.0,0.16666666666666666,0.7297297297297297,0.8648648648648649,12,0.3076923076923077,2,10,0,27,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5937535560079491,39,2,37,1.0,0.18181818181818182,0.7567567567567568,0.8783783783783784,11,0.28205128205128205,2,9,0,28,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
0.5966156549657106,39,2,37,1.0,0.2,0.7837837837837838,0.8918918918918919,10,0.2564102564102564,2,8,0,29,1,0,block_071_090_to_block_091_110,block_071_090,block_091_110
