condition,true_class,run_index,evidence_time,scheme,detected_event_time,event_time_error,trigger_score,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,target_p_fail_A,target_p_fail_C,target_p_fail_S,A_mae,C_mae,S_mae,marginal_mae
measurement_noise_0.850,measurement_noise,141,60,uniform,51,1,21.19902892747677,0.22654596340092714,0.7054462157497204,0.061803408883672625,0.22,0.8,0.06,0.006545963400927141,0.0945537842502796,0.0018034088836726275,0.03430105217829312
measurement_noise_0.850,measurement_noise,142,60,uniform,36,14,26.51798995736359,0.23103682689848407,0.7049080517624948,0.06573136789204798,0.22,0.8,0.06,0.011036826898484065,0.09509194823750522,0.005731367892047978,0.037286714342679085
measurement_noise_0.850,measurement_noise,143,60,uniform,57,7,34.31357635105176,0.22912215734885297,0.7271602793363414,0.06395643257487758,0.22,0.8,0.06,0.009122157348852966,0.07283972066365862,0.003956432574877586,0.02863943686246306
measurement_noise_0.850,measurement_noise,144,60,uniform,52,2,11.907061228734518,0.22721922330506314,0.7359771655686662,0.0626310024171564,0.22,0.8,0.06,0.007219223305063138,0.06402283443133383,0.0026310024171564,0.02462435338451779
measurement_noise_0.850,measurement_noise,145,60,uniform,39,11,30.581393218927264,0.222873364773762,0.7559320927231398,0.06092906857107558,0.22,0.8,0.06,0.0028733647737619883,0.044067907276860274,0.0009290685710755808,0.015956780207232613
measurement_noise_0.850,measurement_noise,146,60,uniform,50,0,16.451188758496865,0.2223803461960306,0.76804124464738,0.06043080019383823,0.22,0.8,0.06,0.002380346196030586,0.03195875535262005,0.0004308001938382322,0.011589967247496289
measurement_noise_0.850,measurement_noise,147,60,uniform,32,18,21.28824322587108,0.21985102058618594,0.7565073893691878,0.059622595513351244,0.22,0.8,0.06,0.00014897941381405988,0.04349261063081222,0.00037740448664875387,0.01467299817709168
measurement_noise_0.850,measurement_noise,148,60,uniform,57,7,30.919815283373666,0.22442447211083016,0.7495078310809108,0.062033368703426565,0.22,0.8,0.06,0.004424472110830163,0.05049216891908925,0.0020333687034265677,0.018983336577781996
measurement_noise_0.850,measurement_noise,149,60,uniform,37,13,41.044588461514,0.2212420881603641,0.7243017939704921,0.05917249946250498,0.22,0.8,0.06,0.0012420881603640854,0.07569820602950794,0.0008275005374950156,0.025922598242455682
measurement_noise_0.850,measurement_noise,150,60,uniform,51,1,14.161535896049207,0.22671383253463726,0.7039097419715844,0.06279846150106363,0.22,0.8,0.06,0.006713832534637254,0.09609025802841564,0.002798461501063637,0.03520085068803885
measurement_noise_0.850,measurement_noise,151,60,uniform,57,7,46.16864747132422,0.22454388904804712,0.7277659414820818,0.06194014017681791,0.22,0.8,0.06,0.004543889048047117,0.0722340585179182,0.0019401401768179144,0.026239362580927742
measurement_noise_0.850,measurement_noise,152,60,uniform,43,7,52.49366555776892,0.22135317896625947,0.7710112737327677,0.060485619944750844,0.22,0.8,0.06,0.0013531789662594718,0.028988726267232368,0.00048561994475084663,0.010275841726080896
measurement_noise_0.850,measurement_noise,153,60,uniform,43,7,603.5117292941271,0.22767957550703224,0.6903179063364229,0.05819656066832447,0.22,0.8,0.06,0.0076795755070322436,0.10968209366357717,0.0018034393316755312,0.039721702834094985
measurement_noise_0.850,measurement_noise,154,60,uniform,58,8,17.389607123198772,0.23139339069943635,0.7141299398316803,0.06273991016298751,0.22,0.8,0.06,0.011393390699436345,0.08587006016831977,0.0027399101629875106,0.033334453676914545
measurement_noise_0.850,measurement_noise,155,60,uniform,47,3,20.695586973557845,0.2213639882586306,0.7737446259434487,0.0604551730299635,0.22,0.8,0.06,0.0013639882586305996,0.026255374056551317,0.0004551730299635001,0.009358178448381806
measurement_noise_0.850,measurement_noise,156,60,uniform,44,6,11.781501949584893,0.2225609187447247,0.7701925747878895,0.060797336686008396,0.22,0.8,0.06,0.002560918744724694,0.02980742521211055,0.0007973366860083986,0.01105522688094788
measurement_noise_0.850,measurement_noise,157,60,uniform,58,8,11.358281394533844,0.2222278090433085,0.7486635177956333,0.06107866759346554,0.22,0.8,0.06,0.002227809043308493,0.05133648220436671,0.001078667593465539,0.01821431961371358
measurement_noise_0.850,measurement_noise,158,60,uniform,43,7,44.137012667257515,0.22480122001751318,0.7441182494786077,0.06034663115557735,0.22,0.8,0.06,0.00480122001751318,0.055881750521392326,0.00034663115557734964,0.020343200564827617
measurement_noise_0.850,measurement_noise,159,60,uniform,32,18,15.589514001343682,0.22157126765340393,0.7711989007787842,0.05989840434125183,0.22,0.8,0.06,0.0015712676534039294,0.028801099221215876,0.00010159565874817006,0.010157987511122658
measurement_noise_0.850,measurement_noise,160,60,uniform,57,7,21.720628743524422,0.23364356944276704,0.6771817501082528,0.06053398301869872,0.22,0.8,0.06,0.01364356944276704,0.12281824989174728,0.0005339830186987249,0.045665267451071016
measurement_noise_0.850,measurement_noise,161,60,uniform,36,14,94.55004833536191,0.22646744479291087,0.7444952078005844,0.06308884764524403,0.22,0.8,0.06,0.006467444792910865,0.05550479219941562,0.0030888476452440305,0.021687028212523506
measurement_noise_0.850,measurement_noise,162,60,uniform,51,1,24.981113729074018,0.21338004145765452,0.6361015754170773,0.05326199018863801,0.22,0.8,0.06,0.006619958542345483,0.1638984245829227,0.006738009811361988,0.059085464312210054
measurement_noise_0.850,measurement_noise,163,60,uniform,33,17,14.315397565826677,0.22336296723461552,0.7537395288632985,0.06097956344540327,0.22,0.8,0.06,0.003362967234615516,0.04626047113670151,0.0009795634454032726,0.016867667272240098
measurement_noise_0.850,measurement_noise,164,60,uniform,59,9,5.924047137333953,0.2336610223425385,0.688092107888438,0.0690023945927674,0.22,0.8,0.06,0.013661022342538492,0.11190789211156205,0.009002394592767402,0.044857103015622644
measurement_noise_0.850,measurement_noise,165,60,uniform,40,10,4.432108417503854,0.22184677759034943,0.769449534016203,0.060297627610263076,0.22,0.8,0.06,0.00184677759034943,0.03055046598379707,0.0002976276102630779,0.010898290394803193
measurement_noise_0.850,measurement_noise,166,60,uniform,57,7,21.071197297619303,0.2291996972709558,0.7271365615631602,0.06453155133647623,0.22,0.8,0.06,0.009199697270955792,0.07286343843683984,0.0045315513364762305,0.028864895681423957
measurement_noise_0.850,measurement_noise,167,60,uniform,37,13,95.77911597697688,0.22396911186057986,0.7141808216672032,0.05990079914122563,0.22,0.8,0.06,0.003969111860579855,0.08581917833279684,9.92008587743648e-05,0.029962497017383686
measurement_noise_0.850,measurement_noise,168,60,uniform,43,7,14.959427353660514,0.23116089928493672,0.7102072253773801,0.06340299572606192,0.22,0.8,0.06,0.011160899284936715,0.08979277462261992,0.003402995726061925,0.03478555654453952
measurement_noise_0.850,measurement_noise,169,60,uniform,57,7,9.594161703750169,0.22441986840570557,0.7291443999279232,0.0626916470514883,0.22,0.8,0.06,0.004419868405705574,0.07085560007207681,0.002691647051488305,0.025989038509756895
measurement_noise_0.850,measurement_noise,170,60,uniform,35,15,34.78965804270558,0.23574630487141207,0.6484941122108877,0.061292699603883005,0.22,0.8,0.06,0.01574630487141207,0.15150588778911234,0.0012926996038830074,0.056181630754802474
measurement_noise_0.850,measurement_noise,171,60,uniform,46,4,87.81667961100418,0.23315303473726065,0.6777610896657563,0.06625403152738718,0.22,0.8,0.06,0.01315303473726065,0.12223891033424372,0.006254031527387183,0.04721532553296385
measurement_noise_0.850,measurement_noise,172,60,uniform,48,2,29.028572779006105,0.2224584643289117,0.7044770895508531,0.06060511402753664,0.22,0.8,0.06,0.002458464328911697,0.09552291044914696,0.0006051140275366435,0.03286216293519843
measurement_noise_0.850,measurement_noise,173,60,uniform,31,19,20.82054028810852,0.22233342941333448,0.7723564423298349,0.06090834961747736,0.22,0.8,0.06,0.0023334294133344757,0.02764355767016513,0.0009083496174773636,0.01029511223365899
measurement_noise_0.850,measurement_noise,174,60,uniform,40,10,369.64601450226525,0.22510867433226991,0.7312214740037253,0.05995725472956623,0.22,0.8,0.06,0.0051086743322699135,0.06877852599627476,4.274527043376941e-05,0.024643315199659482
measurement_noise_0.850,measurement_noise,175,60,uniform,33,17,29.70595345015572,0.2356687644491319,0.6816883066129344,0.06650388357138164,0.22,0.8,0.06,0.0156687644491319,0.1183116933870656,0.006503883571381638,0.046828113802526376
measurement_noise_0.850,measurement_noise,176,60,uniform,55,5,16.94153021224578,0.22175249272146003,0.7400122561383546,0.060109262473965,0.22,0.8,0.06,0.001752492721460025,0.059987743861645404,0.00010926247396500499,0.020616499685690143
measurement_noise_0.850,measurement_noise,177,60,uniform,47,3,19.178086127026244,0.21667831437635934,0.7258489023148202,0.05783597075850294,0.22,0.8,0.06,0.0033216856236406578,0.0741510976851798,0.0021640292414970563,0.02654560418343917
measurement_noise_0.850,measurement_noise,178,60,uniform,46,4,23.42033972244836,0.21744459782830505,0.6442368535942052,0.055195846913809556,0.22,0.8,0.06,0.002555402171694948,0.1557631464057948,0.004804153086190442,0.0543742338878934
measurement_noise_0.850,measurement_noise,179,60,uniform,47,3,25.480164395904705,0.22412555730624817,0.7445189982389234,0.06342892520511727,0.22,0.8,0.06,0.004125557306248168,0.05548100176107662,0.0034289252051172697,0.02101182809081402
measurement_noise_0.850,measurement_noise,180,60,uniform,51,1,13.60910260399425,0.22233366742393296,0.7533022679960666,0.06051542543472153,0.22,0.8,0.06,0.002333667423932956,0.046697732003933456,0.0005154254347215295,0.016515608287529314
measurement_noise_0.850,measurement_noise,181,60,uniform,44,6,24.86119988265974,0.22150759927856062,0.7773504507247626,0.06039299655325364,0.22,0.8,0.06,0.0015075992785606174,0.022649549275237435,0.0003929965532536439,0.008183381702350565
measurement_noise_0.850,measurement_noise,182,60,uniform,50,0,32.66899137989876,0.22468817125638615,0.7459617789629027,0.0602433084413015,0.22,0.8,0.06,0.004688171256386153,0.05403822103709732,0.00024330844130149992,0.01965656691159499
measurement_noise_0.850,measurement_noise,183,60,uniform,37,13,17.075318515207755,0.2221932240093065,0.7105709032641995,0.058462396311970415,0.22,0.8,0.06,0.0021932240093064936,0.08942909673580057,0.0015376036880295832,0.031053308144378882
measurement_noise_0.850,measurement_noise,184,60,uniform,46,4,18.81905982800437,0.2232306183043365,0.7678383766893103,0.060617098965154194,0.22,0.8,0.06,0.003230618304336491,0.032161623310689724,0.0006170989651541961,0.012003113526726804
measurement_noise_0.850,measurement_noise,185,60,uniform,42,8,74.41825826158899,0.22350950675746525,0.7397829889515639,0.06053973096258317,0.22,0.8,0.06,0.0035095067574652528,0.06021701104843613,0.000539730962583175,0.021422082922828187
measurement_noise_0.850,measurement_noise,186,60,uniform,42,8,23.855925421715543,0.22604256497583958,0.7160915669165457,0.06005671112837892,0.22,0.8,0.06,0.006042564975839576,0.0839084330834543,5.671112837891956e-05,0.030002569729224268
measurement_noise_0.850,measurement_noise,187,60,uniform,36,14,25.547653620988225,0.2258319242872043,0.704185350171313,0.058993681958366836,0.22,0.8,0.06,0.005831924287204304,0.09581464982868704,0.0010063180416331613,0.03421763071917484
measurement_noise_0.850,measurement_noise,188,60,uniform,55,5,12.525230706345873,0.22178958476215374,0.7747752566465471,0.060324624266808784,0.22,0.8,0.06,0.0017895847621537397,0.025224743353452928,0.0003246242668087859,0.009112984127471817
measurement_noise_0.850,measurement_noise,189,60,uniform,38,12,21.889303331992146,0.2288912241145413,0.7280348659793818,0.06182653602251207,0.22,0.8,0.06,0.008891224114541296,0.07196513402061822,0.0018265360225120722,0.02756096471922386
measurement_noise_0.850,measurement_noise,190,60,uniform,55,5,22.79232416949271,0.21539832400243297,0.6673192747480693,0.05636025896458412,0.22,0.8,0.06,0.0046016759975670285,0.13268072525193075,0.0036397410354158805,0.046974047428304556
measurement_noise_0.850,measurement_noise,191,60,uniform,37,13,29.23567699233501,0.23116604090331686,0.6451110897833917,0.05941301743455213,0.22,0.8,0.06,0.011166040903316854,0.15488891021660833,0.0005869825654478689,0.055547311228457685
measurement_noise_0.850,measurement_noise,192,60,uniform,57,7,35.252062965873165,0.22183574038756135,0.7494391064362776,0.05904393376103658,0.22,0.8,0.06,0.0018357403875613465,0.0505608935637224,0.000956066238963417,0.017784233396749054
measurement_noise_0.850,measurement_noise,193,60,uniform,32,18,63.54680515998589,0.22345270374961218,0.7511587128952638,0.06021191639671031,0.22,0.8,0.06,0.0034527037496121793,0.04884128710473623,0.00021191639671030993,0.01750196908368624
measurement_noise_0.850,measurement_noise,194,60,uniform,36,14,581.961556647636,0.22247402318981807,0.7533349534478252,0.059669012662613076,0.22,0.8,0.06,0.00247402318981807,0.04666504655217485,0.0003309873373869218,0.016490019026459947
measurement_noise_0.850,measurement_noise,195,60,uniform,35,15,40.5391888856929,0.2207101181428805,0.7490018188296282,0.059999181308778744,0.22,0.8,0.06,0.0007101181428804948,0.050998181170371804,8.18691221253498e-07,0.017236372668157852
measurement_noise_0.850,measurement_noise,196,60,uniform,52,2,17.48175644704872,0.22898438657577155,0.7240312934046631,0.06491904699783001,0.22,0.8,0.06,0.008984386575771552,0.07596870659533694,0.004919046997830009,0.029957380056312835
measurement_noise_0.850,measurement_noise,197,60,uniform,43,7,27.82527766998572,0.2538102194631801,0.5607115468386347,0.08387899008451641,0.22,0.8,0.06,0.03381021946318011,0.23928845316136538,0.02387899008451641,0.09899255423635396
measurement_noise_0.850,measurement_noise,198,60,uniform,34,16,11.881275445360965,0.22793967870642803,0.6670103694596956,0.06027486054821852,0.22,0.8,0.06,0.007939678706428033,0.13298963054030444,0.00027486054821852096,0.047068056598317
measurement_noise_0.850,measurement_noise,199,60,uniform,41,9,11.990912364922734,0.22061409898096637,0.7699647750307244,0.06081773299257568,0.22,0.8,0.06,0.0006140989809663711,0.030035224969275687,0.0008177329925756829,0.010489018980939247
process_disturbance_2.70,process_disturbance,100,60,uniform,50,0,54.64458853311308,0.2897544937455139,0.29903248192862614,0.04847746511365203,0.46,0.06,0.06,0.17024550625448615,0.23903248192862614,0.011522534886347968,0.14026684102315343
process_disturbance_2.70,process_disturbance,101,60,uniform,50,0,34.2183984986955,0.34698328217294244,0.21949397505318607,0.05505244504163024,0.46,0.06,0.06,0.11301671782705758,0.15949397505318608,0.004947554958369758,0.09248608261287114
process_disturbance_2.70,process_disturbance,102,60,uniform,50,0,25.037304900114336,0.31453790359881706,0.2693764387781095,0.06590876117101283,0.46,0.06,0.06,0.14546209640118296,0.20937643877810952,0.005908761171012827,0.12024909878343511
process_disturbance_2.70,process_disturbance,103,60,uniform,50,0,15.470649340341366,0.30924466320170935,0.2730365401385915,0.05294803306907622,0.46,0.06,0.06,0.15075533679829067,0.21303654013859152,0.007051966930923775,0.123614614622602
process_disturbance_2.70,process_disturbance,104,60,uniform,50,0,47.187135261927054,0.3651306095322264,0.19890909674145002,0.06638817112486547,0.46,0.06,0.06,0.0948693904677736,0.13890909674145002,0.006388171124865477,0.0800555527780297
process_disturbance_2.70,process_disturbance,105,60,uniform,50,0,16.719859278088855,0.3213275262940986,0.2633374683288774,0.06471837137050185,0.46,0.06,0.06,0.1386724737059014,0.2033374683288774,0.00471837137050185,0.11557610446842688
process_disturbance_2.70,process_disturbance,106,60,uniform,50,0,23.62751157164098,0.28834155139451706,0.30200882926417827,0.049916027462498166,0.46,0.06,0.06,0.17165844860548296,0.24200882926417827,0.010083972537501831,0.1412504168023877
process_disturbance_2.70,process_disturbance,107,60,uniform,50,0,66.11868359697858,0.37263884468143843,0.18360996025892165,0.058881407580660905,0.46,0.06,0.06,0.08736115531856159,0.12360996025892165,0.0011185924193390928,0.07069656933227411
process_disturbance_2.70,process_disturbance,108,60,uniform,50,0,25.215342546963974,0.29307299410901727,0.29581929333758467,0.05255028655482738,0.46,0.06,0.06,0.16692700589098275,0.23581929333758467,0.007449713445172618,0.13673200422458
process_disturbance_2.70,process_disturbance,109,60,uniform,50,0,63.24838523662416,0.3702519428216459,0.18770668214007774,0.0599584788027791,0.46,0.06,0.06,0.0897480571783541,0.12770668214007774,4.152119722089509e-05,0.07249875350521758
process_disturbance_2.70,process_disturbance,110,60,uniform,50,0,28.628300390747484,0.3927181544015905,0.1594399749383497,0.06363410896692423,0.46,0.06,0.06,0.0672818455984095,0.09943997493834969,0.003634108966924232,0.05678530983456114
process_disturbance_2.70,process_disturbance,111,60,uniform,50,0,27.526132432829392,0.3511519265475254,0.22650171315848697,0.07642022371676366,0.46,0.06,0.06,0.1088480734524746,0.16650171315848697,0.01642022371676366,0.09725667010924174
process_disturbance_2.70,process_disturbance,112,60,uniform,50,0,21.875604048023632,0.31833351798799586,0.26715911644455387,0.06448039676327408,0.46,0.06,0.06,0.14166648201200416,0.20715911644455387,0.00448039676327408,0.11776866507327736
process_disturbance_2.70,process_disturbance,113,60,uniform,50,0,81.16717790743367,0.36287969608439463,0.19797584108385113,0.06147004207562498,0.46,0.06,0.06,0.09712030391560539,0.13797584108385114,0.0014700420756249832,0.07885539569169384
process_disturbance_2.70,process_disturbance,114,60,uniform,50,0,25.548197996408863,0.29006665182257463,0.34146734431004727,0.08585916689032817,0.46,0.06,0.06,0.1699333481774254,0.2814673443100473,0.025859166890328175,0.15908661979260028
process_disturbance_2.70,process_disturbance,115,60,uniform,50,0,39.64558945134828,0.3734002568348036,0.19184429409073178,0.06384079780928474,0.46,0.06,0.06,0.08659974316519642,0.13184429409073178,0.0038407978092847433,0.07409494502173765
process_disturbance_2.70,process_disturbance,116,60,uniform,50,0,7.956336871677862,0.35421334752792394,0.21654947495956905,0.06684935539266551,0.46,0.06,0.06,0.10578665247207608,0.15654947495956906,0.006849355392665513,0.08972849427477021
process_disturbance_2.70,process_disturbance,117,60,uniform,50,0,38.29718307586716,0.3521320086383737,0.21974761200633877,0.060430773565314816,0.46,0.06,0.06,0.10786799136162634,0.15974761200633877,0.00043077356531481814,0.08934879231109331
process_disturbance_2.70,process_disturbance,118,60,uniform,50,0,70.3430542501742,0.3595509586852419,0.20115052214767118,0.05849389856500799,0.46,0.06,0.06,0.10044904131475813,0.14115052214767118,0.0015061014349920104,0.08103522163247377
process_disturbance_2.70,process_disturbance,119,60,uniform,50,0,55.67804446194421,0.31524049115176167,0.29091604766979945,0.07172442138382354,0.46,0.06,0.06,0.14475950884823835,0.23091604766979945,0.011724421383823541,0.1291333259672871
